"","people","mv_name","screen","play_t","play_wk","re_open","top_country","record_month","record_date","month_week","top_sup"
"732",1,"내 친구의 아내: 만져봐도 될까요? (무삭제)",1,1,1,0,1,"4",4,"1",0
"733",2,"내 친구의 애인 무삭제판",2,2,2,0,1,"2",24,"4",0
"734",1,"내 친구의 엄마 2: 그녀가 여자로 보일 때",1,1,1,0,1,"2",7,"1",0
"735",1,"내 친구의 엄마 2: 그녀가 여자로 보일 때 (무삭제)",1,1,1,0,1,"4",4,"1",0
"736",1,"내 친구의 엄마: 친구의 엄마와 아내를 탐하다(무삭제)",1,1,1,0,1,"2",7,"1",0
"737",0,"내 친구의 집은 어디인가",1,2,1,1,0,"4",11,"2",0
"738",131,"내 학생의 엄마 2",20,20,1,0,1,"3",6,"1",0
"739",1,"내 학생의 엄마 2 무삭제",1,1,1,0,1,"4",19,"3",0
"740",1,"내 형의 아내 무삭제판",1,1,1,0,1,"2",17,"3",0
"741",927,"내가 마지막 본 파리",2,23,2,1,1,"2",10,"2",0
"742",383,"내가 버린 남자",1,8,1,1,1,"2",7,"1",0
"744",11038,"내가 죽기 전에",14,37,7,0,1,"4",18,"3",0
"745",56430,"내가 죽기 전에 가장 듣고 싶은 말",500,3495,12,0,1,"2",3,"1",0
"746",27856,"내게 남은 사랑을",351,1660,15,0,1,"3",25,"4",0
"748",1,"내남자의 모든것",1,1,1,0,1,"1",2,"1",0
"749",1,"내딸 : 아찔한 동거",1,1,1,0,1,"1",5,"1",0
"750",144,"내셔널 갤러리",3,3,3,0,0,"4",26,"4",0
"752",96,"내안의남자",3,3,3,1,0,"2",7,"1",0
"753",502,"내일",17,38,6,0,0,"4",11,"2",0
"756",51,"내일을 위한 시간",1,1,1,0,0,"3",13,"2",0
"757",8487,"내일의 안녕",141,668,9,0,0,"2",7,"1",0
"759",1,"내친구아내",1,1,1,0,1,"1",9,"2",0
"760",1,"내형의여자친구",1,1,1,0,1,"1",16,"3",0
"762",214,"너는 내 운명",1,10,1,1,1,"3",6,"1",0
"763",3,"너는 착한 아이",1,1,1,0,1,"1",19,"3",0
"765",424,"너와 100번째 사랑",10,18,6,0,1,"3",4,"1",0
"767",59760,"너의 이름은.",685,3579,26,0,1,"2",10,"2",0
"768",465495,"너의 췌장을 먹고 싶어",1053,16891,18,0,1,"3",16,"3",1
"769",411787,"넛잡 2",1590,10449,14,0,1,"3",18,"3",1
"770",54,"넛잡: 땅콩 도둑들",2,10,2,0,1,"3",16,"3",0
"773",57,"네루다",2,2,2,0,0,"2",3,"1",0
"788",1,"네시 앤 미",1,1,1,0,1,"3",9,"2",0
"789",1322,"넬리",48,190,5,0,0,"2",21,"3",0
"790",91092,"노 게임 노 라이프 -제로-",433,3367,12,0,1,"3",16,"3",0
"793",1,"노골적인 형수님",1,1,1,0,1,"3",27,"4",0
"795",3182,"노래로 쏘아 올린 기적",36,174,9,0,0,"2",31,"5",0
"796",1336,"노르마",61,87,6,0,1,"4",26,"4",0
"797",56,"노마: 뉴 노르딕 퀴진의 비밀",1,1,1,0,0,"4",11,"2",0
"798",26193,"노무현입니다",305,1771,15,0,1,"2",3,"1",0
"800",0,"노스 컨츄리",1,1,1,1,1,"2",3,"1",0
"802",1,"노천탕과 음란 마사지",1,1,1,0,1,"3",27,"4",0
"803",1,"노출대왕 유부녀",1,1,1,0,1,"2",17,"3",0
"805",9085,"노트르담 드 파리",119,843,10,0,1,"2",14,"2",0
"807",715,"노후 대책 없다",41,177,9,0,1,"2",3,"1",0
"810",31,"녹화중이야",1,1,1,0,1,"1",26,"4",0
"811",1,"농익은 젊은과부의 꽃잎",1,1,1,0,1,"3",9,"2",0
"812",296,"누구를 위하여 종은 울리나",4,14,4,1,1,"2",17,"3",0
"813",1,"누나 친구 2 무삭제",1,1,1,0,1,"3",16,"3",0
"814",16,"누나를 사랑한 동생",1,1,1,0,1,"3",11,"2",0
"815",1,"누나와 하코네 온천여행",1,1,1,0,1,"4",1,"1",0
"816",1,"누나친구 : 이혼하고 온 날",1,1,1,0,1,"4",19,"3",0
"817",1,"누나친구 : 이혼하고 온 날 무삭제",1,1,1,0,1,"1",26,"4",0
"818",1,"누드모델 리사와 오빠",1,1,1,0,1,"3",2,"1",0
"819",1,"누드모델 무삭제 특별판",1,1,1,0,1,"2",3,"1",0
"820",2267,"누에치던 방",92,411,10,0,1,"4",22,"4",0
"821",380,"눈길",3,4,3,0,1,"2",10,"2",0
"822",885,"눈꺼풀",38,184,5,0,1,"1",26,"4",0
"825",287,"뉴 폴리스 스토리",2,6,2,1,0,"2",14,"2",0
"826",7543,"뉴니스",210,977,8,0,1,"3",23,"4",0
"827",15,"뉴욕 갱스터",7,15,2,0,1,"4",29,"5",0
"831",1,"뉴저지 사이코킬러",1,1,1,0,1,"4",5,"1",0
"833",0,"느미",2,2,2,1,1,"1",5,"1",0
"835",1,"늑대소녀",1,1,1,0,1,"3",4,"1",0
"836",7,"늑대소년",2,2,2,1,1,"4",26,"4",1
"837",1,"능욕당하는 여자",1,1,1,0,1,"2",31,"5",0
"838",4,"늦은 밤의 야한 동창회",1,1,1,0,1,"3",30,"5",0
"841",69,"니모를 찾아서",3,3,2,1,1,"3",13,"2",0
"843",42,"닌자 어쌔신 리벤지",9,42,2,0,0,"2",3,"1",0
"844",14,"다가오는 것들",1,1,1,0,0,"3",20,"3",0
"845",1,"다다미방의 유부녀",1,1,1,0,1,"1",2,"1",0
"846",1,"다루기 쉬운 육덕 장모",1,1,1,0,1,"4",26,"4",0
"849",37565,"다시 태어나도 우리",392,2432,21,0,1,"2",28,"4",0
"850",0,"다시, 벚꽃",1,1,1,0,1,"1",23,"4",0
"851",77,"다시..올래",4,14,1,0,1,"1",23,"4",0
"853",150346,"다운사이징",1029,8379,6,0,1,"4",25,"4",1
"855",225,"다음 침공은 어디?",2,2,2,0,1,"2",17,"3",0
"856",9346,"다이노소어 아일랜드",316,972,7,0,0,"2",10,"2",0
"857",179,"다이하드 스왓",17,31,3,0,0,"2",28,"4",0
"859",92479,"다크 나이트",450,4040,10,1,1,"2",3,"1",0
"860",2688,"다크 나이트 라이즈",2,14,2,1,1,"3",18,"3",0
"861",1,"다크 리플렉션",1,1,1,0,0,"3",16,"3",0
"863",52,"다크 플레이스",2,2,2,0,1,"2",7,"1",0
"864",579,"다크 하우스",32,79,2,0,1,"2",3,"1",0
"865",60,"다크니스 라이징",1,1,1,0,1,"4",4,"1",0
"866",1,"다크니스: 타락천사",1,1,1,0,0,"2",28,"4",0
"867",50,"다크송: 저주의 시작",1,1,1,0,1,"3",20,"3",0
"868",50,"다크쇼: 익스트림 서바이버",1,1,1,0,1,"3",20,"3",0
"869",97017,"다크타워: 희망의 탑",937,8342,4,0,1,"2",21,"3",0
"870",37300,"다키스트 아워",567,3087,15,0,0,"4",1,"1",0
"871",1,"단란한 가족: 너무 하고싶어요",1,1,1,0,1,"3",25,"4",0
"872",56,"단지 세상의 끝",2,3,2,0,0,"3",2,"1",0
"873",3,"단지처의 노골적 유혹",1,1,1,0,1,"3",16,"3",0
"878",1,"단한번의 불륜-연하남",1,1,1,0,1,"4",8,"2",0
"880",27463,"달링",359,3200,6,0,0,"1",19,"3",0
"881",499,"달밤체조 2015",2,2,1,0,1,"1",23,"4",0
"883",1,"달아오른 여자들:병원",1,1,1,0,1,"3",11,"2",0
"884",0,"달에 부는 바람",1,1,1,0,1,"2",21,"3",0
"885",0,"달은...해가 꾸는 꿈",1,1,1,1,1,"4",1,"1",0
"887",127,"달콤한 섹스",20,20,1,0,1,"2",3,"1",0
"888",1,"달콤한 여선배",1,1,1,0,1,"2",28,"4",0
"889",1,"달콤한 여선배 무삭제",1,1,1,0,1,"3",27,"4",0
"891",181,"달콤한 채찍",20,20,1,0,1,"3",30,"5",0
"892",106,"달팽이의 별",1,1,1,1,1,"3",30,"5",0
"893",40846,"당갈",269,2009,2,0,0,"1",16,"3",1
"894",1,"당구장의 육덕녀",1,1,1,0,1,"4",19,"3",0
"896",100,"당산대형",6,26,6,1,0,"2",3,"1",0
"897",42,"당신, 거기 있어줄래요",2,2,2,0,1,"2",28,"4",1
"898",5486,"당신과 함께한 순간들",81,354,13,0,1,"3",25,"4",0
"901",47,"당신을 오랫동안 사랑했어요",2,2,2,1,0,"2",28,"4",0
"902",23894,"당신의 부탁",698,4751,5,0,1,"1",5,"1",0
"905",227,"당신자신과 당신의 것",3,6,3,0,1,"2",3,"1",0
"906",419,"대결",10,14,9,1,0,"3",23,"4",0
"907",13,"대괴수 용가리",1,1,1,1,1,"4",18,"3",0
"924",1100,"대립군",8,33,3,0,1,"2",3,"1",1
"925",159,"대물 변강쇠",21,21,1,0,1,"4",18,"3",0
"926",30,"대부업자: 소울 앤 캐시",9,30,3,0,1,"1",2,"1",0
"929",381483,"대장 김창수",1783,21744,12,0,1,"3",25,"4",0
"930",526,"대장 부리바",3,18,3,1,1,"3",25,"4",0
"931",24,"대전차 특공대: 스페셜 포스",8,24,3,0,1,"3",30,"5",0
"933",69,"대통령의 연인",2,3,2,1,1,"1",5,"1",0
"937",1064,"댄서",25,44,16,0,0,"2",3,"1",0
"938",2,"댄서의 순정",1,1,1,1,1,"3",23,"4",0
"939",6132,"댄싱 베토벤",116,658,8,0,0,"4",29,"5",0
"940",17,"더 가디언즈",8,17,4,0,0,"2",17,"3",0
"941",50,"더 그레이",2,2,2,1,1,"4",5,"1",0
"942",60,"더 라스트 잡",1,1,1,0,1,"2",14,"2",0
"943",1,"더 라스트: 최후의 날",1,1,1,0,1,"3",11,"2",0
"944",129,"더 랍스터",3,5,2,0,0,"1",26,"4",0
"945",1,"더 러버스",1,1,1,0,0,"4",12,"2",0
"946",53,"더 록",1,2,1,1,1,"2",14,"2",0
"947",60,"더 리콜",1,1,1,0,0,"3",6,"1",0
"948",44,"더 마더",1,1,1,0,1,"2",14,"2",0
"949",11116,"더 미드와이프",221,1083,11,0,0,"3",13,"2",0
"950",455,"더 바",7,10,3,0,0,"2",3,"1",0
"951",46,"더 바디",8,12,1,0,0,"1",16,"3",0
"952",1,"더 바인딩",1,1,1,0,1,"3",13,"2",0
"953",52,"더 비지터: 리턴즈",12,52,4,0,0,"2",21,"3",0
"955",2746,"더 서클",102,374,3,0,1,"2",3,"1",0
"956",16,"더 시크릿",4,6,4,0,0,"3",27,"4",0
"958",141,"더 울프 오브 월스트리트",1,1,1,0,1,"2",28,"4",0
"959",32,"더 월",10,32,3,0,0,"1",26,"4",0
"961",65460,"더 크리스마스",373,1648,6,0,1,"4",11,"2",0
"962",30,"더 킬러",12,30,3,0,0,"3",25,"4",0
"963",1368,"더 킹",4,23,3,0,1,"2",28,"4",1
"964",224,"더 탱크",12,20,4,0,1,"2",24,"4",0
"965",103054,"더 테이블",826,6158,14,0,1,"2",14,"2",0
"967",5,"더 파이트 클럽",5,5,1,0,0,"2",28,"4",0
"970",41054,"더 포리너",339,3239,9,0,0,"4",29,"5",0
"971",137338,"더 포스트",828,6730,12,0,1,"4",5,"1",0
"972",32,"더 하우스: 악령의 집",10,32,3,0,0,"4",12,"2",0
"973",509,"더 헌트",5,5,2,1,0,"2",7,"1",0
"976",1738,"더 히어로",68,268,7,0,1,"4",15,"3",0
"980",43,"더티 해리",2,2,2,1,1,"4",11,"2",0
"981",91,"더티 해리3-집행자",3,4,3,1,1,"4",4,"1",0
"982",44,"더티해리 4-써든 임팩트/서든 임팩트",1,1,1,1,1,"4",4,"1",0
"983",305476,"덕구",1632,18612,8,0,1,"1",5,"1",0
"984",59,"덕혜옹주",1,1,1,0,1,"2",10,"2",1
"985",3622578,"덩케르크",4936,89521,29,0,1,"2",17,"3",0
"986",243,"덫",21,84,5,0,1,"2",3,"1",0
"987",4,"덫 무삭제판",4,4,1,0,1,"2",10,"2",0
"988",43,"데드 맨",2,2,2,1,1,"3",13,"2",0
"989",1,"데드 스토리",1,1,1,0,1,"1",9,"2",0
"990",1,"데드 웨스트",1,1,1,0,1,"3",4,"1",0
"991",10,"데드랜드",1,1,1,0,0,"4",18,"3",0
"992",2,"데몬 헌터",2,2,2,0,1,"2",24,"4",0
"993",1,"데몬: 악령의 저주",1,1,1,0,0,"3",11,"2",0
"994",358,"데미트리아스",1,6,1,1,1,"2",21,"3",0
"995",1,"데스 트랩:사신의 법칙",1,1,1,0,1,"2",3,"1",0
"996",395,"데어 윌 비 블러드",2,3,2,1,1,"1",9,"2",0
"997",59,"데이라잇",2,2,2,1,1,"4",26,"4",0
"998",1351,"데이빗 린치: 아트 라이프",41,152,6,0,1,"2",21,"3",0
"1000",147,"데카당스: 섹스 중독 그녀",22,22,1,0,0,"4",1,"1",0
"1001",1,"델 플라야",1,1,1,0,1,"1",9,"2",0
"1002",9,"델마와 루이스",1,1,1,1,1,"3",25,"4",0
"1003",202,"델타 보이즈",19,60,6,0,1,"2",3,"1",0
"1004",12,"도가니",3,4,3,1,1,"1",5,"1",1
"1009",27,"도리를 찾아서",2,6,2,0,1,"3",9,"2",0
"1010",48,"도묘필기: 미이라의 부활",10,47,2,0,0,"2",3,"1",0
"1014",1,"도시 전설",1,1,1,0,1,"2",3,"1",0
"1015",31,"도시괴담",9,31,3,0,0,"1",19,"3",0
"1016",42,"도주왕",3,6,3,1,0,"3",18,"3",0
"1017",1,"도촬 아가씨 대기실",1,1,1,0,1,"3",13,"2",0
"1018",1,"도촬기록 가정교사",1,1,1,0,1,"2",10,"2",0
"1020",181,"도쿄 느와르",2,3,2,0,1,"4",4,"1",0
"1021",1,"도쿄에 사는 맑은 슬림녀",1,1,1,0,1,"1",2,"1",0
"1025",670,"돈",3,21,3,1,1,"2",3,"1",0
"1027",3113,"돈 슬립",80,411,6,0,1,"2",17,"3",0
"1028",125,"돈 지오반니",5,7,5,0,1,"2",21,"3",0
"1029",30,"돈 킬 잇: 악마사냥꾼",1,1,1,0,1,"2",21,"3",0
"1031",1,"돌로레스",1,1,1,0,0,"3",4,"1",0
"1032",32,"돌로레스 클레이븐",1,1,1,1,1,"1",12,"2",0
"1033",1415,"돌아오지 않는 강",5,27,5,1,1,"2",10,"2",0
"1035",1528,"돌아온 사나이",3,25,3,1,1,"3",23,"4",0
"1036",13835,"돌아온다",180,994,22,0,1,"3",27,"4",0
"1038",6954,"돌아와요 부산항애(愛)",196,834,8,0,1,"4",11,"2",0
"1040",128,"동거:친구의 여자친구",20,20,1,0,1,"3",25,"4",0
"1041",400,"동경 이야기",4,5,4,0,1,"4",8,"2",0
"1043",574,"동급생",7,19,2,0,1,"4",4,"1",0
"1044",1,"동급생:침식되어가는 유부녀",1,1,1,0,1,"4",19,"3",0
"1045",60,"동방불패",2,2,2,1,0,"1",2,"1",0
"1046",1,"동생 아내",1,1,1,0,1,"4",11,"2",0
"1048",1128,"동주",9,10,8,0,1,"2",3,"1",0
"1049",153,"동창생의 목적 - 감독판",22,28,2,0,1,"4",15,"3",0
"1051",444,"동창회의 목적 2",20,22,1,0,1,"3",18,"3",0
"1052",1,"동창회의 목적 2 (무삭제)",1,1,1,0,1,"3",23,"4",0
"1053",431,"동창회의 목적 3",20,22,1,0,1,"4",19,"3",0
"1054",1,"동창회의 목적 3(무삭제)",1,1,1,0,1,"1",23,"4",0
"1055",2,"동창회의 목적: 더 비기닝 (무삭제)",2,2,2,0,1,"2",24,"4",0
"1056",4,"동창회의 커플정사",1,1,1,0,1,"3",4,"1",0
"1057",68,"동학, 수운 최제우",3,23,3,1,1,"3",16,"3",0
"1059",24,"두 개의 문",3,3,3,1,1,"3",25,"4",0
"1060",11606,"두 개의 사랑",139,695,14,0,0,"3",13,"2",0
"1061",0,"두 개의 선",2,2,2,1,1,"1",5,"1",0
"1063",1,"두 명의 유부녀와 육덕폭발",1,1,1,0,1,"4",26,"4",0
"1065",1,"두 부부의 정사",1,1,1,0,1,"1",26,"4",0
"1066",350,"두 엄마",20,22,1,0,1,"2",14,"2",0
"1067",1,"두 엄마 (무삭제)",1,1,1,0,1,"3",23,"4",0
"1069",4,"두 커플의 정사",1,1,1,0,1,"3",25,"4",0
"1070",187,"두근두근",21,21,1,0,1,"3",18,"3",0
"1073",120,"두처제2",20,20,2,0,1,"4",11,"2",0
"1074",10,"두처제2-무삭제",1,1,1,0,1,"4",15,"3",0
"1076",1,"드래곤 기사단",1,1,1,0,0,"1",26,"4",0
"1077",79446,"드래곤 스펠: 마법 꽃의 비밀",360,2445,8,0,0,"2",31,"5",0
"1078",10,"드래곤 플라이",5,10,1,0,1,"4",25,"4",0
"1079",2805,"드래곤빌리지",20,30,9,0,1,"2",10,"2",0
"1080",1,"드론: 미래전쟁",1,1,1,0,1,"3",4,"1",0
"1081",69,"드롭박스",5,5,5,0,1,"2",24,"4",0
"1083",124,"들개",1,1,1,0,1,"4",18,"3",0
"1084",44,"들국화는 피었는데",1,2,1,1,1,"4",29,"5",0
"1085",231,"들꽃",2,5,2,0,1,"2",17,"3",0
"1087",2,"들킨 불륜 현장의 아내",1,1,1,0,1,"3",6,"1",0
"1088",1,"등산후 여자사냥",1,1,1,0,1,"2",7,"1",0
"1089",1506,"디 아더스",73,267,8,1,1,"2",7,"1",0
"1091",1,"디노타샤 어드벤처",1,1,1,0,1,"1",5,"1",0
"1093",93,"디렉터스 컷",1,1,1,0,1,"1",16,"3",0
"1095",111,"딜쿠샤",1,1,1,0,1,"3",23,"4",0
"1096",230068,"딥",1004,6243,13,0,0,"3",11,"2",0
"1097",1369,"딥씨 챌린지",76,351,3,0,1,"3",27,"4",0
"1098",1,"딥워터 엘리게이터",1,1,1,0,1,"3",27,"4",0
"1099",1252,"딥워터 호라이즌",3,8,2,0,1,"3",4,"1",0
"1101",1,"딸기 팬티의 불륜",1,1,1,0,1,"4",19,"3",0
"1102",185,"딸의 친구 2",20,20,1,0,1,"3",16,"3",0
"1103",1,"딸의 친구 2 - 무삭제판",1,1,1,0,1,"4",22,"4",0
"1104",1,"땀냄새에 이끌린 유부녀",1,1,1,0,1,"3",27,"4",0
"1106",6996,"땐뽀걸즈",81,535,15,0,1,"2",3,"1",0
"1107",1965,"땡큐 포 유어 서비스",144,570,2,0,1,"4",4,"1",1
"1108",2,"떠난 남편과 새로운 남자",2,2,2,0,1,"2",24,"4",0
"1110",4,"똥파리",1,1,1,1,1,"3",6,"1",0
"1111",0,"뚜르: 내 생애 최고의 49일",1,1,1,0,1,"4",25,"4",0
"1115",48,"라 당스",2,2,2,1,0,"4",26,"4",0
"1116",968,"라 보엠",87,133,12,0,0,"3",2,"1",0
"1117",78,"라 붐",3,3,3,1,0,"3",18,"3",0
"1118",44,"라 비 앙 로즈",2,3,2,1,0,"2",3,"1",0
"1120",3212,"라 트라비아타",101,154,10,0,0,"2",31,"5",0
"1121",358,"라따뚜이",5,12,2,1,1,"3",13,"2",0
"1122",1860,"라라",72,203,6,0,1,"4",5,"1",0
"1123",66306,"라라랜드",491,2606,40,0,1,"2",3,"1",0
"1125",1476,"라보엠",48,69,6,0,0,"4",1,"1",0
"1127",9,"라스트 로빈후드",4,5,2,0,0,"4",12,"2",0
"1128",5386,"라스트 모히칸",112,596,5,1,1,"2",28,"4",0
"1129",48,"라스트 사무라이",1,2,1,1,1,"1",19,"3",0
"1131",12,"라스트 탱고",1,1,1,0,0,"3",23,"4",0
"1132",43,"라스트맨 스탠딩",2,2,2,1,1,"1",2,"1",0
"1135",0,"라이드 : 나에게로의 여행",1,1,1,0,1,"2",10,"2",0
"1136",221,"라이언",2,2,2,0,0,"3",18,"3",0
"1137",11,"라이언 일병 구하기",1,1,1,1,1,"1",5,"1",0
"1138",2222,"라이온 킹",12,38,2,1,1,"3",13,"2",0
"1139",1,"라이즈",1,1,1,0,0,"3",23,"4",0
"1140",1,"라이트하우스 키퍼",1,1,1,0,1,"3",23,"4",0
"1141",38605,"라이프 오브 파이",231,2132,4,1,1,"1",2,"1",0
"1144",60,"라자루스 라이징",1,1,1,0,1,"2",10,"2",0
"1145",5,"라자르 선생님",1,2,1,1,0,"2",10,"2",0
"1147",46,"라파누이",1,1,1,1,1,"3",13,"2",0
"1148",0,"라폴로니드 : 관용의집",2,2,2,1,0,"3",11,"2",0
"1149",1811,"라푼젤",12,39,2,1,1,"3",13,"2",0
"1150",36,"람보",1,2,1,1,1,"1",2,"1",0
"1151",33,"람보 2",3,3,3,1,1,"1",26,"4",0
"1152",34,"람보 3",3,4,3,1,1,"1",26,"4",0
"1153",50,"람보 4 : 라스트 블러드",1,1,1,1,1,"1",9,"2",0
"1154",55784,"래빗 스쿨",524,2277,6,0,0,"3",13,"2",0
"1155",303,"랜드 오브 마인",2,2,2,0,0,"2",3,"1",0
"1157",1372663,"램페이지",2613,54235,3,0,1,"1",9,"2",0
"1158",60,"램페이지3: 백악관 심판의 날",1,1,1,0,1,"3",16,"3",0
"1160",77,"러덜리스",3,3,3,0,1,"2",28,"4",0
"1162",2323,"러브",64,303,10,0,0,"3",30,"5",0
"1163",1147,"러브 라이브! 더 스쿨 아이돌 무비",10,32,2,0,1,"4",4,"1",0
"1164",19564,"러브 액츄얼리",193,817,5,1,1,"3",18,"3",0
"1166",3766,"러브 앤 아트",81,351,9,0,1,"3",30,"5",0
"1167",0,"러브 어페어",1,1,1,1,1,"4",29,"5",0
"1168",162,"러브 인 프로방스",2,4,2,0,0,"2",21,"3",0
"1169",18,"러브, 로지",2,2,2,0,0,"3",27,"4",1
"1170",11628,"러브, 어게인",360,1494,6,0,1,"3",6,"1",0
"1171",26136,"러브레터",250,1674,13,1,1,"2",3,"1",0
"1174",85,"러브앤워",2,3,2,1,1,"3",16,"3",0
"1175",1,"러브호텔에서 보았다",1,1,1,0,1,"3",6,"1",0
"1176",39,"러블리 마드리드",10,39,3,0,0,"1",19,"3",0
"1177",409398,"러빙 빈센트",1631,15784,30,0,0,"2",24,"4",0
"1178",111,"러스트 앤 본",1,1,1,1,0,"2",17,"3",0
"1179",43,"러시 : 더 라이벌",1,1,1,1,1,"3",27,"4",1
"1180",281,"럭키",1,9,1,0,1,"3",27,"4",1
"1181",1,"럭키 스티프",1,1,1,0,1,"4",15,"3",0
"1182",460,"런던 프라이드",5,8,4,0,0,"2",3,"1",0
"1183",59,"런치박스",1,1,1,0,0,"3",25,"4",0
"1184",1,"럼블",1,1,1,0,1,"2",21,"3",0
"1185",185,"럼블 피쉬",2,3,2,1,1,"4",5,"1",0
"1186",154966,"레고 닌자고 무비",1087,4751,6,0,1,"3",18,"3",0
"1188",10744,"레더페이스",62,250,4,0,0,"4",15,"3",0
"1189",50,"레드",1,2,1,1,0,"3",20,"3",0
"1190",91,"레드 소냐",2,3,2,1,0,"4",26,"4",0
"1191",108344,"레드 스패로",890,6671,10,0,1,"4",19,"3",1
"1193",30,"레드플레인과 신비한 세계일주",1,1,1,0,0,"4",4,"1",0
"1196",2246334,"레디 플레이어 원",3811,76666,6,0,1,"1",19,"3",0
"1197",654,"레미제라블",8,27,8,1,1,"2",24,"4",0
"1199",45,"레볼루션 아일랜드 2",11,45,3,0,0,"3",16,"3",0
"1200",53,"레스큐 언더 파이어",14,53,3,0,0,"2",7,"1",0
"1201",2626,"레슬러",7,15,2,0,1,"1",16,"3",1
"1202",18142,"레오나르도 다 빈치",151,633,2,0,0,"1",16,"3",0
"1204",165,"레옹",5,5,5,1,0,"2",21,"3",0
"1207",118,"레이닝 스톤",1,1,1,1,0,"3",23,"4",0
"1208",1,"레이드 : 첫번째 습격",1,1,1,1,0,"2",28,"4",1
"1209",2,"레이드 2",1,2,1,0,0,"2",28,"4",0
"1210",23502,"레이디 맥베스",180,1030,15,0,0,"2",17,"3",0
"1211",91845,"레이디 버드",786,6954,7,0,1,"1",12,"2",0
"1212",1,"레이디 채털리",1,1,1,1,0,"4",11,"2",0
"1214",1,"레이크피어2: 더 스웜프",1,1,1,0,1,"4",22,"4",0
"1215",34,"레전드 갱스터 2 크레이스 형제",14,34,4,0,0,"2",24,"4",0
"1216",2,"레전드 갱스터 크레이스 형제",2,2,1,0,0,"2",3,"1",0
"1217",1,"레전드 워리어",1,1,1,0,1,"1",26,"4",0
"1218",1,"레지던트 이블 좀비",1,1,1,0,1,"4",29,"5",0
"1220",8,"레터스 투 줄리엣",1,1,1,1,1,"3",27,"4",1
"1221",1,"렌델: 어둠의 기사",1,1,1,0,0,"4",8,"2",0
"1222",3024,"렛 더 선샤인 인",37,153,10,0,0,"3",13,"2",0
"1223",225,"렛 미 인",7,7,7,1,0,"2",17,"3",0
"1226",1055,"련희와 연희",57,334,21,0,1,"4",4,"1",0
"1227",23328,"로건 럭키",508,3255,8,0,1,"4",19,"3",0
"1229",2,"로드",2,2,2,0,0,"2",24,"4",0
"1230",234,"로드 투 로마",13,52,5,0,1,"4",11,"2",0
"1233",23,"로렌스 애니웨이",1,1,1,1,0,"3",2,"1",0
"1235",28,"로마 위드 러브",1,3,1,1,1,"1",26,"4",0
"1237",5059,"로마서 8:37",133,582,16,0,1,"3",25,"4",0
"1241",581,"로맨스 빠빠",3,20,3,1,1,"2",31,"5",0
"1242",25,"로맨스 조",3,4,3,1,1,"4",11,"2",0
"1244",35,"로맨싱 스톤",1,2,1,1,1,"2",3,"1",0
"1246",60,"로버트: 인형의 저주",1,1,1,0,0,"2",7,"1",0
"1247",137,"로보캅",4,4,4,1,1,"2",31,"5",0
"1248",1,"로봇 사용설명서",1,1,1,0,0,"3",2,"1",0
"1249",19,"로봇전쟁",7,19,3,0,0,"3",23,"4",0
"1252",1,"로스트 인 더 퍼시픽",1,1,1,0,0,"2",14,"2",0
"1253",1190,"로스트 인 파리",16,99,8,0,0,"2",3,"1",0
"1254",1607,"로스트 하이웨이",20,58,10,1,1,"3",18,"3",0
"1255",1214,"로엔그린",68,104,7,0,0,"2",21,"3",0
"1256",1610,"로우",18,35,8,0,1,"2",31,"5",0
"1262",5573,"록키",150,1110,4,1,1,"3",20,"3",0
"1263",607,"록키 호러 픽쳐 쇼",15,16,14,1,1,"2",3,"1",0
"1264",288,"론 레인저",1,6,1,1,1,"2",3,"1",0
"1265",8,"롤러코스터",1,1,1,1,1,"1",26,"4",1
"1267",1,"료칸 여인들의 터지는 신음소리",1,1,1,0,1,"1",19,"3",0
"1269",208,"루비 스팍스",1,1,1,0,1,"1",23,"4",0
"1270",1426,"루살카",62,104,6,0,1,"2",3,"1",0
"1271",31281,"루터",277,1608,15,0,0,"3",25,"4",0
"1272",31,"룸 이스케이프",9,30,3,0,1,"4",22,"4",0
"1273",129,"룸싸롱 여대생들",20,20,1,0,1,"1",26,"4",0
"1276",12,"리버 로드",2,2,2,0,0,"2",24,"4",0
"1277",16,"리버 와일드",1,1,1,1,1,"4",8,"2",0
"1280",1,"리벤지포르노 여배우지망생",1,1,1,0,1,"2",28,"4",0
"1281",1147,"리브 어게인",22,120,3,0,1,"3",27,"4",0
"1283",30379,"리빙보이 인 뉴욕",369,2998,7,0,1,"3",30,"5",0
"1286",153,"리스본특급",3,3,3,1,0,"3",23,"4",0
"1287",97701,"리얼",983,8393,6,0,1,"2",3,"1",1
"1288",20,"리얼다큐 섹스실전강좌",1,1,1,0,1,"3",11,"2",0
"1294",23014,"리틀 뱀파이어",434,1552,6,0,0,"4",8,"2",0
"1295",1504195,"리틀 포레스트",3507,68421,11,0,1,"4",12,"2",0
"1296",30,"리틀 포레스트 2: 겨울과 봄",1,1,1,0,1,"3",27,"4",0
"1297",2241,"리틀 포레스트: 사계절",46,209,7,0,1,"3",13,"2",0
"1298",62454,"리틀 프린세스 소피아 : 신비한 섬",441,2823,8,0,1,"3",18,"3",0
"1301",1,"립반윙클의 신부",1,1,1,0,1,"1",5,"1",0
"1302",10,"링",1,1,1,1,1,"2",28,"4",0
"1305",1442,"마담 버터플라이",46,67,5,0,1,"4",29,"5",0
"1307",243,"마담 프루스트의 비밀정원",3,7,3,0,0,"3",18,"3",0
