순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,아가씨,2016-06-01,18390471790 ,0.466,20687950810 ,2203039 ,2503831 ,1171 ,35631 ,한국,한국,"유한회사 아가씨에프에스,(주)모호필름,(주)용필름",씨제이이앤엠(주),청소년관람불가,"스릴러,드라마",박찬욱,"김민희,김태리,하정우,조진웅,김해숙,문소리,최병모,김인우,이용녀,조은형,장한순,이규정,이승준,이윤재"
2,엑스맨: 아포칼립스,2016-05-25,7482801888 ,0.19,23175831808 ,872068 ,2779638 ,707 ,18304 ,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,어드벤처,판타지,SF",브라이언 싱어,"제임스 맥어보이,마이클 패스벤더,제니퍼 로렌스,오스카 아이삭,니콜라스 홀트,로즈 번,타이 쉐리던,소피 터너,올리비아 문,루카스 틸"
3,곡성,2016-05-12,5319271482 ,0.135,52945429603 ,646528 ,6524686 ,593 ,13809 ,한국,한국,"사이드미러,이십세기폭스 인터내셔널 프로덕션",이십세기폭스코리아(주),15세이상관람가,"미스터리,스릴러,드라마",나홍진,"곽도원,황정민,쿠니무라 준,천우희,김환희,허진,장소연,김도윤,손강국,전배수,황석정,배용근,배용근,이인철,이용녀,선호삼,송민석,신재현,안수연,이선희,이수빈,이수진,권귀덕,이연,이연경,이연경"
4,미 비포 유,2016-06-01,2830707782 ,0.072,3064426682 ,347489 ,378026 ,481 ,9936 ,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"멜로/로맨스,드라마",테아 샤록,"에밀리아 클라크,샘 클라플린,매튜 루이스"
5,앵그리버드 더 무비,2016-05-19,1322250700 ,0.033,4851357544 ,172069 ,632813 ,420 ,2963 ,미국,"미국,핀란드",,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,"퍼갈 레일리,클레이 케이티스",
6,싱 스트리트,2016-05-19,911897908 ,0.023,4108671572 ,109227 ,503731 ,291 ,3849 ,아일랜드,"아일랜드,영국,미국",,(주)이수C&E,15세이상관람가,"드라마,멜로/로맨스",존 카니,"퍼디아 월시-필로,루시 보인턴,잭 레이너"
7,무서운 이야기 3 : 화성에서 온 소녀,2016-06-01,638995000 ,0.016,749844000 ,79336 ,93683 ,317 ,4892 ,한국,한국,(주)수필름,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,공포(호러),"백승빈,김선,김곡,민규동","임슬옹,경수진,박정민,홍은희,차지연,김수안,정용진"
8,나의 소녀시대,2016-05-12,470877100 ,0.012,3158920100 ,55411 ,384121 ,155 ,1933 ,대만,대만,,오드,15세이상관람가,"멜로/로맨스,드라마",프랭키 첸,"송운화,왕대륙"
9,계춘할망,2016-05-19,362233600 ,0.009,3522609748 ,50745 ,469479 ,243 ,2277 ,한국,한국,"지오엔터테인먼트,(주)퍼플켓츠필름,(주)빅스토리픽쳐스",(주)콘텐츠 난다긴다,15세이상관람가,"가족,드라마",창,"윤여정,김고은,김희원,신은정,최민호,류준열,양익준,박민지,남태부,강경탁,안지혜,이상화,이슬비,이윤혁"
10,더 보이,2016-06-01,402256900 ,0.01,442916200 ,50648 ,55912 ,186 ,1979 ,미국,미국,,(주)리틀빅픽쳐스,15세이상관람가,"공포(호러),스릴러",윌리엄 브렌트 벨,"로렌 코핸,루퍼트 에반스"
