순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,국제시장,2014-12-17,13942235600,0.407,78991609661,1783953,10146564,930,29364,한국,한국,"(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,드라마,윤제균,"황정민,김윤진,오달수,정진영,장영남,라미란,김슬기,정영기,맹세창,김동원,김현중,김지영,황창기,박재우,박찬희,김예빈,김재철,김하연,김재현,이소영,류경현,황인준,이종석,이진희,전희경,박재언,유재상,김선영,정윤호,박길수,박영수"
2,테이큰 3,2015-01-01,4341302200,0.127,15064575100,535562,1877515,536,14095,미국,미국,,이십세기폭스코리아(주),15세이상관람가,"액션,범죄,스릴러",올리비에 메가턴,"리암 니슨,팜케 얀센,매기 그레이스,존 그리스,포레스트 휘테커"
3,마다가스카의 펭귄,2014-12-31,3246776300,0.095,11001704859,434875,1453255,528,9479,미국,미국,,씨제이이앤엠(주),전체관람가,"애니메이션,코미디,어드벤처,가족","에릭 다넬,사이몬 J.스미스","베네딕트 컴버배치,존 말코비치,톰 맥그라스,크리스 밀러,크리스토퍼 나이츠,켄 정"
4,"님아, 그 강을 건너지 마오",2014-11-27,1685763300,0.049,36580783379,217965,4696415,462,8589,한국,한국,아거스필름,"CGV아트하우스,(주)대명문화공장",전체관람가,다큐멘터리,진모영,"조병만,강계열"
5,패딩턴,2015-01-07,1589527529,0.046,1801488729,215014,242690,408,6543,영국,"영국,프랑스,캐나다",,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"코미디,가족,어드벤처",폴 킹,"니콜 키드먼,벤 위쇼,휴 보네빌,샐리 호킨스"
6,언브로큰,2015-01-07,1679977292,0.049,1881983592,214212,241245,401,8526,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,드라마,전쟁",안젤리나 졸리,"잭 오코넬,돔놀 글리슨,가렛 헤드룬드,핀 위트록"
7,기술자들,2014-12-24,1475011700,0.043,19736744683,184210,2544717,347,6038,한국,한국,(주)트리니티엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"범죄,액션",김홍선,"김우빈,김영철,고창석,이현우,조윤희,임주환,조달환,권지훈,김원진,노선식,박갑진,유원선,윤대원,윤주환,이상민,이수민,채성원,천준호,최현우,최춘범,한지은,지승현"
8,오늘의 연애,2015-01-14,1099473000,0.032,1099473000,141522,141522,577,2833,한국,한국,(주)팝콘에프앤엠,씨제이이앤엠(주),15세이상관람가,"멜로/로맨스,코미디",박진표,"이승기,문채원,이서진,장진우,이경진,이동진,임하룡,이상협,김광규,김부선,가인,임종윤,남능미"
9,워킹걸,2015-01-07,941328779,0.027,1085098979,115641,134144,308,5500,한국,한국,"(주)홍필름,(주)수필름",메가박스(주)플러스엠,청소년관람불가,"코미디,멜로/로맨스",정범식,"조여정,클라라,김태우,배유람,정범식,정범식,박주희,백경인,조은영,손진우,배성우,유찬호,김세미,라미란,김승주,이민아,황준호,이승원,이시현,박상민,조재윤,김영옥,김보연,오나라"
10,허삼관,2015-01-14,613641100,0.018,615567100,81289,81503,584,2736,한국,한국,"(주)두타연,(주)판타지오픽쳐스",(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,하정우,"하정우,하지원,전혜진,장광,주진모,성동일,이경영,김영애,정만식,조진웅,김기천,김성균,윤은혜,황보라,강민지,전현석,정우진,이경원,이민호,이수인,이승준,이승호,김재화,김시은"
