순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,조선명탐정 : 사라진 놉의 딸,2015-02-11,10931786749,0.315,11849969049,1382404,1504049,811,27448,한국,한국,청년필름(주),(주)쇼박스,12세이상관람가,"사극,코미디,어드벤처",김석윤,"김명민,오달수,이연희,강다현,전건익,정명철,박지선,배영민,정혜은,조관우,조명행,최지명,송병철,김나현,이경용,이귀현,이낙준,한대룡,이선도,이성동,이용우,김태환,정원중,남윤나,류광일,류현상,최무성,김원해,우현,황정민"
2,킹스맨 : 시크릿 에이전트,2015-02-11,9162189100,0.264,9817727300,1114204,1198680,712,20274,미국,"미국,영국",,이십세기폭스코리아(주),청소년관람불가,"액션,스릴러",매튜 본,"콜린 퍼스,태런 에저튼,사무엘 L. 잭슨,마이클 케인"
3,쎄시봉,2015-02-05,3119395751,0.09,9695480811,392121,1226283,522,13140,한국,한국,"유한회사 제이필름,(주)무브픽쳐스",씨제이이앤엠(주),15세이상관람가,"멜로/로맨스,코미디,드라마",김현석,"김윤석,정우,한효주,김희애,진구,장현성,강하늘,조복래,김인권,장미진,강명찬,정수교,조성관,천준호,최남주,최성택,최성택,최충열,송민석,박소담,오하늬,윤준호,이미소,김승찬,이병훈,이상희,이승현,안재홍,이대연,이동훈,권해효"
4,국제시장,2014-12-17,2154032200,0.062,1.04755E+11,272867,13481674,447,7460,한국,한국,"(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,드라마,윤제균,"황정민,김윤진,오달수,정진영,장영남,라미란,김슬기,정영기,맹세창,김동원,김현중,김지영,황창기,박재우,박찬희,김예빈,김재철,김하연,김재현,이소영,류경현,황인준,이종석,이진희,전희경,박재언,유재상,김선영,정윤호,박길수,박영수"
5,빅 히어로,2015-01-21,1718261471,0.05,20012510865,225578,2543582,434,6057,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,액션,코미디","돈 홀,크리스 윌리암스","라이언 포터,스콧 애짓,다니엘 헤니,제이미 정,T.J. 밀러,제네시스 로드리게스,데이몬 웨이언스 주니어,마야 루돌프,제임스 크롬웰,알란 터딕"
6,도라에몽 : 스탠 바이 미,2015-02-12,1545324829,0.045,1580650829,211243,216080,432,5415,일본,일본,,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,"야마자키 타카시,야기 류이치","미즈타 와사비,오오하라 메구미"
7,이미테이션 게임,2015-02-17,1300667300,0.037,1320875300,166014,168629,477,3011,영국,영국,,메가박스(주)플러스엠,15세이상관람가,"드라마,스릴러",모튼 틸덤,"베네딕트 컴버배치,키이라 나이틀리,매튜 구드"
8,오즈의 마법사: 돌아온 도로시,2015-02-12,999069600,0.029,1024095600,137666,140874,330,3425,미국,미국,,(주)박수엔터테인먼트,전체관람가,"애니메이션,판타지,뮤지컬,어드벤처,가족","윌 핀,댄 세인트 피에르","레아 미셸,패트릭 스튜어트,휴 댄시,댄 애크로이드"
9,명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,2015-02-12,848267100,0.024,861293400,116157,117762,187,2138,일본,일본,,씨제이이앤엠(주),12세이상관람가,"애니메이션,어드벤처,스릴러",야마모토 야스이치로,
10,7번째 아들,2015-02-11,579129351,0.017,694667751,72966,87726,358,5857,미국,"미국,영국,캐나다",,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"어드벤처,가족,판타지",세르게이 보드로프,"제프 브리지스,줄리안 무어,벤 반스"
