순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,더 폰,2015-10-22,7353791475 ,0.313,7517914475 ,958997 ,977631 ,794 ,24912 ,한국,한국,(주)미스터로맨스,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"스릴러,액션",김봉주,"손현주,엄지원,배성우,김성종,권지훈,조용관,정한빈,정진근,장한별,임태훈,이확광,김성종,이병권,김경애,김광섭,이광기,김영민,김용환,김소영,김주희,김태환,김한준,서병철,백동현,이철민,노정의,장인섭,조달환,황석정"
2,마션,2015-10-08,6277382000 ,0.268,33620783295 ,767094 ,4115268 ,731 ,19821 ,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,어드벤처,SF",리들리 스콧,"맷 데이먼,제시카 차스테인,제프 다니엘스,케이트 마라,크리스틴 위그"
3,특종: 량첸살인기,2015-10-22,3633816025 ,0.155,3810793025 ,470536 ,495248 ,776 ,21782 ,한국,한국,"(주)우주필름,(주)뱅가드스튜디오",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,스릴러,노덕,"조정석,이미숙,이하나,김의성,배성우,김대명,태인호,김수안,김기호,김민재,오주환,이정은,최병모,윤다경"
4,인턴,2015-09-24,2584134241 ,0.11,25682336048 ,333309 ,3252296 ,447 ,10015 ,미국,미국,,워너브러더스 코리아(주),12세이상관람가,코미디,낸시 마이어스,"앤 해서웨이,로버트 드니로,르네 루소,냇 울프,아담 드바인,앤드류 라넬스"
5,그놈이다,2015-10-28,638967200 ,0.027,651093200 ,102078 ,103511 ,510 ,2387 ,한국,한국,상상필름(주),CGV아트하우스,15세이상관람가,스릴러,윤준형,"주원,유해진,이유영,류혜영,서현우,이준혁,윤석진,김민서,김현정,박지윤,장인섭,윤다경"
6,돌연변이,2015-10-22,614480484 ,0.026,656444484 ,83473 ,88215 ,399 ,6013 ,한국,한국,영화사 우상,필라멘트픽쳐스,12세이상관람가,"드라마,코미디",권오광,"이광수,이천희,박보영,장광,이병준,김희원,강봉성,권오광,추민철,장원석,우문기,김수정,김태환,박성일,박시영,박준수,박지연"
7,성난 변호사,2015-10-08,607852500 ,0.026,8652442039 ,79414 ,1118641 ,334 ,4750 ,한국,한국,"씨제이이앤엠(주),(주)영화사 빛나는 제국,우수영화사",씨제이이앤엠(주),15세이상관람가,"범죄,액션",허종호,"오상철,이선균,김고은,임원희,장현성,최재웅,김윤혜,홍성덕,배유람,권귀덕,조경섭,조경섭,정진근,장명진,이확광,이형섭,이은택,이수민,이기창,유영진,김현정,노영화,송원종,박지영"
8,사도,2015-09-16,205999200 ,0.009,48768368001 ,27863 ,6235994 ,115 ,1184 ,한국,한국,(주)타이거픽쳐스,(주)쇼박스,12세이상관람가,사극,이준익,"송강호,유아인,문근영,전혜진,김해숙,박원상,진지희,박소담,서예지,이효제,곽동호,최희영,정호,이현철,김상훈,이민혜,김경원,김대환,김민규,양지혜,안현숙,김우진,이대연,최덕문,정석용,최민철,안정우,안태훈,조승연"
9,하늘을 걷는 남자,2015-10-28,148048000 ,0.006,156402000 ,19978 ,20529 ,379 ,1272 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,로버트 저메키스,"조셉 고든 레빗,벤 킹슬리,샬롯 르 본"
10,탐정 : 더 비기닝,2015-09-24,144492900 ,0.006,20443209573 ,19797 ,2622499 ,139 ,1349 ,한국,한국,(주)크리픽쳐스,씨제이이앤엠(주),15세이상관람가,"코미디,범죄",김정훈,"권상우,성동일,박해준,이승준,조복래,오정세,박준면,이일화,서영희,강민지,홍서현,천유나,차승연,정종훈,정승연,이현기,이찬희,김승배,김은지,김태훈,김하늘,김희영,모일영,박민철,박성일,박시영,박지혜,최성원,홍은택,이해영,지대한"
11,트랜스포터: 리퓰드,2015-10-15,110612000 ,0.005,1263319115 ,14348 ,161245 ,124 ,1162 ,프랑스,"프랑스,중국",,씨네그루(주)다우기술,15세이상관람가,"액션,범죄,스릴러",카밀 들라마레,"에드 스크레인,론 샤바놀"
12,맨 프롬 UNCLE,2015-10-28,97289200 ,0.004,97289200 ,14175 ,14175 ,326 ,885 ,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,코미디",가이 리치,"헨리 카빌,아미 해머,알리시아 비칸데르,엘리자베스 데비키,휴 그랜트"
13,러브 라이브! 더 스쿨 아이돌 무비,2015-09-03,65462500 ,0.003,767516000 ,8984 ,100691 ,23 ,115 ,일본,일본,,(주)박수엔터테인먼트,전체관람가,애니메이션,쿄고쿠 타카히코,"토쿠이 소라,파일,쿠보 유리카,이이다 리호,쿠스다 아이나,난죠 요시노,미모리 스즈코,우치다 아야,닛타 에미"
14,빽 투더 퓨쳐 2,1990-01-13,76414300 ,0.003,96483200 ,8892 ,11321 ,52 ,450 ,미국,미국,"엠블린엔터테인먼트,유니버셜 픽쳐스","(주)프레인글로벌,(주)영화사 안다미로","12세이상관람가,중학생이상관람가","SF,액션,어드벤처,코미디",로버트 저메키스,"마이클 J. 폭스,크리스토퍼 로이드"
15,빽 투 더 퓨쳐,1987-07-17,61842500 ,0.003,73987800 ,7557 ,9139 ,49 ,326 ,미국,미국,"엠블린엔터테인먼트,유니버셜 픽쳐스","(주)프레인글로벌,(주)영화사 안다미로","12세이상관람가,중학생이상관람가","SF,코미디,어드벤처",로버트 저메키스,"마이클 J. 폭스,크리스토퍼 로이드,리 톰슨"
16,미안해 사랑해 고마워,2015-10-28,47440300 ,0.002,68277300 ,7382 ,10127 ,333 ,940 ,한국,한국,타임박스엔터테인먼트(주),(주)쇼박스,15세이상관람가,드라마,전윤수,"지진희,김성균,성유리,김영철,이계인,곽지혜,서강준,강민지,강민호,장홍준,김상훈,김선경,이재구,이유하,이성훈,유예지,김대영,김동철,오예슬,김수연,김용진,김원진,김윤영,김지수,김필수,나현,박상민,박재영,박지연,박현수,유혜인,김재화,정은표,이주연"
17,슬리핑 위드 아더 피플,2015-10-22,58369800 ,0.002,64947800 ,7367 ,8151 ,106 ,1063 ,미국,미국,,오퍼스픽쳐스,청소년관람불가,"코미디,멜로/로맨스",레슬리 헤드랜드,"알리슨 브리,제이슨 서디키스,아만다 피트,아담 스콧"
18,뮨: 달의 요정,2015-09-24,51110100 ,0.002,2271503900 ,7261 ,310603 ,61 ,232 ,프랑스,프랑스,,씨네그루(주)다우기술,전체관람가,애니메이션,"알렉상드르 헤보얀,베노이트 필립폰","조슈아 J. 발라드,오마 사이"
19,슈퍼 스파이: 수상한 임무,2015-10-15,41525900 ,0.002,176735600 ,5898 ,24298 ,82 ,262 ,스페인,스페인,,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",전체관람가,애니메이션,하비에르 페서,
