순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,베테랑,2015-08-05,27658417123,0.436,30991136723,3543204,3982844,1064,36679,한국,한국,(주)외유내강,씨제이이앤엠(주),15세이상관람가,"액션,드라마",류승완,"황정민,유아인,유해진,오달수,장윤주,김시후,오대환,정웅인,정만식,송영창,진경,유인영,박소담,이동휘,배성우,천호진,이채은,조덕현,신지수,김성종,권지훈,정윤헌,장한승,김선웅,김성종,우영택,김민재,김재현,김태용,김지수,박지윤,박지혜,손성민,장소연,유재명,배제기,류선영,정재헌,안길강,마동석,김응수"
2,암살,2015-07-22,14341041377,0.226,73668580879,1843912,9494301,874,25027,한국,한국,(주)케이퍼필름,(주)쇼박스,15세이상관람가,"액션,드라마",최동훈,"전지현,이정재,하정우,오달수,조진웅,이경영,최덕문,김의성,박병은,김홍파,강용빈,홍성지,지동주,장현석,장용현,김민지,김승찬,안태랑,김예은,김정석,김정호,김준우,김지원,박상민,박정환,조승우,김해숙,진경,박소은,김인우,심희섭"
3,미션 임파서블: 로그네이션,2015-07-30,11967170123,0.189,40151705607,1494679,5058016,828,25483,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"액션,스릴러,어드벤처",크리스토퍼 맥쿼리,"톰 크루즈,제레미 레너,사이몬 페그,알렉 볼드윈,레베카 퍼거슨"
4,미니언즈,2015-07-29,4019097100,0.063,14230066278,559623,1965313,534,9132,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,"피에르 꼬팽,카일 발다","산드라 블록,존 햄,마이클 키튼"
5,인사이드 아웃,2015-07-09,2420368900,0.038,35497024636,328760,4631256,408,5952,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,코미디",피트 닥터,"다이안 레인,에이미 포엘러,카일 맥라클란,민디 캘링,빌 헤이더"
6,명탐정 코난 : 화염의 해바라기,2015-08-05,1899571500,0.03,2270813900,271940,326368,433,5096,일본,일본,,씨제이이앤엠(주),전체관람가,애니메이션,시즈노 코분,"타카야마 미나미,야마자키 와카나,코야마 리키야,야마구치 캇페이"
7,극장판 요괴워치: 탄생의 비밀이다냥!,2015-07-22,235806000,0.004,3813265400,32881,540387,81,641,일본,일본,,씨제이이앤엠(주),전체관람가,애니메이션,"타카하시 시게하루,우시로 신지",
8,아마조니아,2015-08-05,107636000,0.002,151283200,14898,21004,94,656,프랑스,"프랑스,브라질",,"(주)영화사 빅,(주)투윈글로벌",전체관람가,다큐멘터리,티에리 라고베르트,
9,뷰티 인사이드,2015-08-20,82778000,0.001,152893000,9390,18086,81,126,한국,한국,(주)용필름,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"판타지,멜로/로맨스",백,"오상철,한효주,김대명,도지한,배성우,박신혜,이범수,박서준,김상호,천우희,우에노 주리,이재준,김민재,이현우,조달환,이진욱,홍다미,서강준,김희원,이동욱,고아성,김주혁,유연석,이동휘,문숙,이경영,유재상,임예진,정두원,박지현,정은교,조유덕,차수보,차정환,이미도,손영진,신예진,유보라,윤여진,이미애,홍승철,이성준,이소연,이슬기,이승대,신동미,이진성,김시은"
10,어느 하녀의 일기,2015-08-06,69862500,0.001,73854000,9214,9746,37,391,프랑스,"프랑스,벨기에",,주식회사 씨네룩스,청소년관람불가,드라마,브누와 쟉꼬,"레아 세이두,뱅상 랭동"
11,고녀석 맛나겠다2 : 함께라서 행복해,2015-07-29,57222000,0.001,352947000,8337,50584,29,201,한국,한국,(주)미디어캐슬,(주)리틀빅픽쳐스,전체관람가,"애니메이션,가족,어드벤처","최경석,노나카 카즈미","엄상현,시영준,안장혁,정주원,안효민,이경태,이경태"
12,러브 앤 머시,2015-07-30,60397800,0.001,180566300,7719,22978,39,434,미국,미국,,판씨네마(주),15세이상관람가,드라마,빌 포래드,"존 쿠삭,폴 다노,엘리자베스 뱅크스,폴 지아마티"
13,우먼 인 골드,2015-07-09,50557300,0.001,1070204700,6347,139207,25,250,미국,"미국,영국",,(주)팝엔터테인먼트,12세이상관람가,드라마,사이먼 커티스,"헬렌 미렌,라이언 레놀즈,다니엘 브륄"
14,연평해전,2015-06-24,32469900,0.001,45540187830,4861,6038746,18,126,한국,한국,(주)로제타시네마,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,김학순,"김무열,진구,김율호,이현우,이완,이청아,천민희,이한종,박찬희,박혜준,최순조,최승준,최종환,송재호,유형균,박정학,이철민,김강일"
15,스트레인저랜드,2015-08-06,30974200,0,35177200,4036,4634,32,352,호주,"호주,아일랜드",,(주)엔케이컨텐츠,청소년관람불가,"미스터리,스릴러",킴 파란트,"니콜 키드먼,휴고 위빙,조셉 파인즈"
16,"협녀, 칼의 기억",2015-08-13,31563000,0,51439000,3969,6453,11,17,한국,한국,(주)티피에스컴퍼니,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"사극,액션",박흥식,"이병헌,전도연,김고은,이경영,김태우,이준호,배수빈,문성근,박슬기,장윤성,장은태,강풍,박지훈,고지영,손재영,김수안,김학선"
17,터미네이터 제니시스,2015-07-02,27828500,0,26524176129,3687,3235996,13,83,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"액션,어드벤처,SF,스릴러",앨런 테일러,"아놀드 슈왈제네거,제이슨 클락,에밀리아 클라크,제이 코트니,J.K. 시몬스,다요 오케니이,맷 스미스,코트니 B. 반스,이병헌,아론 V. 윌리엄슨"
18,디올 앤 아이,2015-08-06,29209200,0,36477200,3612,4482,21,194,프랑스,프랑스,,(주)영화사 진진,전체관람가,다큐멘터리,프레드릭 청,"라프 시몬스,피테르 뮤리에르,마리옹 꼬띠아르"
19,미쓰 와이프,2015-08-13,28041000,0,125436000,3393,15981,32,45,한국,한국,(주)영화사아이비젼,메가박스(주)플러스엠,15세이상관람가,코미디,강효진,"엄정화,송승헌,김상호,라미란,서신애,임보경,강현구,백승호,정지안,조훈휘,최윤철,유영채,홍석현,이승호,이연주,이은정,고수희,안소연,양도연,염동현,황석하,정지훈,조덕제,김병춘,최종률,정유석,이용녀,최일화"
20,러덜리스,2015-07-09,25881000,0,601165720,3237,76387,20,169,미국,미국,,그린나래미디어(주),12세이상관람가,"코미디,드라마",윌리엄 H. 머시,"빌리 크루덥,안톤 옐친,셀레나 고메즈,로렌스 피쉬번,펠리시티 허프먼"
21,종이 달,2015-07-23,25737500,0,154603000,3134,19454,19,128,일본,일본,,"(주)영화사오원,(주)퍼스트런",청소년관람불가,드라마,요시다 다이하치,"미야자와 리에,이케마츠 소스케,코바야시 사토미,오오시마 유코"
22,난 그녀와 키스했다,2015-07-22,20600000,0,134484798,2573,17535,12,84,프랑스,프랑스,,(주)엣나인필름,청소년관람불가,코미디,"막심 고바레,노에미 사글리오","피오 마르마이,프랑크 가스탐비드,아드리안나 그라지엘"
23,로미오와 줄리엣,,4101000,0,5111000,2038,2543,1,16,영국,"영국,이탈리아",,,,멜로/로맨스,레나토 카스텔라니,로렌스 하비
24,키즈아이 단편 섹션 1,,10092000,0,10092000,1682,1682,2,15,기타,기타,,,,기타,"아냐 린드,나탈리 판 덴 둔겐,샬롯 데울프,왕위수,림버트 파비안,브랜든 올덴버그,앨리스 추,마리 샌더스,토마소 피타,루실라 라스 에라스,이사벨라 살베티",
25,스트롱아이 단편 섹션,,8568000,0,8568000,1428,1428,3,12,기타,기타,,,,기타,"나영길,마이크 그린,루크 월포스,엠마뉴엘 폴랑-아르노,레아 미지위",
25,키즈아이 단편 섹션 2,,8568000,0,8568000,1428,1428,2,12,기타,기타,,,,기타,"마리아 피터즈,사노버 칸,체 에스피리투,바니 아로라,허만트 가바,에이미 쿱,데리아 두르마스",
27,무민 더 무비,2015-08-13,11084000,0,14628000,1407,1850,5,7,핀란드,"핀란드,프랑스",,(주)팝엔터테인먼트,전체관람가,"애니메이션,코미디,가족",자비에 피카르,
28,셀마,2015-07-23,8720200,0,110153776,1218,14795,14,88,미국,미국,,찬란,12세이상관람가,드라마,에바 두버네이,"데이빗 오예로워,카르멘 에조고,톰 윌킨슨"
29,하루,2015-08-06,8029500,0,9895500,1163,1388,13,90,이란,이란,,THE 픽쳐스,15세이상관람가,드라마,레자 미르카리미,"파비즈 파라스투이,소헤일라 고레스타니"
30,라이드 : 나에게로의 여행,2015-07-16,9935300,0,112908700,1112,13896,5,35,미국,미국,,(주)티캐스트,15세이상관람가,드라마,헬렌 헌트,"헬렌 헌트,루크 윌슨,브렌튼 스웨이츠"
31,노다지,,2168000,0,3666000,1079,1828,1,8,한국,한국,,,,드라마,정창화,"김승호,황해,엄앵란,허장강,윤정란"
32,장수상회,2015-04-09,2868000,0,8732880643,1014,1164709,2,11,한국,한국,"(주)빅픽쳐,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,"멜로/로맨스,드라마",강제규,"박해빛나,박근형,윤여정,조진웅,한지민,황우슬혜,문가영,찬열,장문규,이준혁,윤소희,백일섭,박소연,이제욱,강석민,박지혜,정해인,최대영,최승훈,송동규,유원준,유원준,윤상훈,윤여정,이강희,임하룡,홍성일,이보영,이상수,이수지,이언정,김재화,남문철"
33,틴즈아이 단편 섹션,,5772000,0,5772000,962,962,2,9,기타,기타,,,,기타,"벤 애들러,임철,애니 실버스테인,곽새미,박용재",
