순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
11,파더 앤 도터,2015-12-10,367969100 ,0.017,455568100 ,49045 ,59495 ,352 ,5336 ,미국,"미국,이탈리아",,(주)박수엔터테인먼트,15세이상관람가,드라마,가브리엘 무치노,"아만다 사이프리드,러셀 크로우,아론 폴"
12,시카리오: 암살자의 도시,2015-12-03,363777400 ,0.017,970693052 ,44066 ,120563 ,123 ,1686 ,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"범죄,미스터리,스릴러",드니 빌뇌브,"에밀리 블런트,베니치오 델 토로,조슈 브롤린"
13,타이밍,2015-12-10,256107400 ,0.012,269911700 ,34284 ,35883 ,196 ,2551 ,한국,한국,"(주)효인엔터테인먼트,베데코리아",(주)스톰픽쳐스코리아,15세이상관람가,애니메이션,"민경조,박대열","엄상현,박지윤,성완경"
14,괴물의 아이,2015-11-25,215056900 ,0.01,1574006216 ,29326 ,212799 ,147 ,1121 ,일본,일본,,"CGV아트하우스,(주)리틀빅픽쳐스",12세이상관람가,"애니메이션,판타지,어드벤처",호소다 마모루,"야쿠쇼 코지,미야자키 아오이,소메타니 쇼타,히로세 스즈"
15,맥베스,2015-12-03,203119600 ,0.009,599249400 ,26796 ,79251 ,84 ,1070 ,영국,"영국,프랑스,미국",,판씨네마(주),15세이상관람가,드라마,저스틴 커젤,"마이클 패스벤더,마리옹 꼬띠아르"
16,헝거게임: 더 파이널,2015-11-18,188900900 ,0.009,6066966163 ,24877 ,806140 ,79 ,807 ,미국,미국,라이온스 게이트 필름즈,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"액션,어드벤처",프란시스 로렌스,"제니퍼 로렌스,조쉬 허처슨,리암 헴스워스,필립 세이모어 호프만,줄리안 무어,우디 해럴슨,엘리자베스 뱅크스,도날드 서덜랜드"
17,나를 미치게 하는 여자,2015-12-10,176783700 ,0.008,232805700 ,22231 ,32803 ,161 ,1929 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"코미디,멜로/로맨스",주드 아패토우,"에이미 슈머,빌 헤이더"
18,이터널 선샤인,2005-11-10,178314300 ,0.008,3556460700 ,21904 ,468937 ,62 ,737 ,미국,미국,포커스피쳐스,"(주)노바미디어,코리아픽쳐스(주)",15세관람가,멜로/로맨스,미셸 공드리,"짐 캐리,케이트 윈슬렛,커스틴 던스트,마크 러팔로,일라이저 우드"
19,리틀 보이,2015-12-10,90280300 ,0.004,96168300 ,12865 ,13661 ,143 ,1304 ,미국,"미국,멕시코",,메가박스(주)플러스엠,12세이상관람가,"드라마,전쟁",알레한드로 몬테베르드,"제이콥 살바티,에밀리 왓슨,캐리-히로유키 타가와,마이클 라파포트,케빈 제임스,데이빗 헨리,톰 윌킨슨"
20,사우스포,2015-12-03,82112500 ,0.004,756183248 ,11586 ,100419 ,81 ,679 ,미국,미국,,씨네그루(주)다우기술,15세이상관람가,"드라마,액션",안톤 후쿠아,"제이크 질렌할,레이첼 맥아담스,포레스트 휘테커,나오미 해리스"
21,타투,2015-12-10,90912300 ,0.004,95048300 ,11078 ,11595 ,133 ,1155 ,한국,한국,"(주)다세포클럽,(주)코리아스토리",와이드 릴리즈(주),청소년관람불가,스릴러,이서,"송일국,윤주희,권현상,서영,조혜인,조훈휘,최상민,허윤원,김수환,김은희,김지은,박범준,박지수,안지호,이은주,한제인,한기중"
22,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,2015-11-26,76388600 ,0.004,721137800 ,10643 ,98236 ,122 ,519 ,일본,일본,,"(주)스마일이엔티,(주)영화사오원",전체관람가,"액션,SF",와타나베 카츠야,"시손 쥰,세키네 츠토무"
23,프리덤,2015-11-19,52041100 ,0.002,652984100 ,8501 ,93308 ,27 ,237 ,미국,미국,,(주)씨타마운틴픽쳐스,12세이상관람가,"드라마,가족",피터 쿠센스,"쿠바 구딩 주니어,베르나르드 포처,윌리엄 새들러"
24,007 스펙터,2015-11-11,59647100 ,0.003,14301211030 ,7639 ,1820727 ,29 ,309 ,영국,"영국,미국",,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,어드벤처,범죄,스릴러",샘 멘데스,"다니엘 크레이그,레아 세이두,크리스토프 왈츠,모니카 벨루치"
25,앨리스: 원더랜드에서 온 소년,2015-12-10,52899600 ,0.002,58815600 ,7090 ,8001 ,59 ,576 ,한국,한국,"(주)유비콘텐츠,주식회사 유비컬쳐",(주)영화사 안다미로,15세이상관람가,"판타지,공포(호러),멜로/로맨스",허은희,"홍종현,정소민,정연주,이승연,서갑숙,이고은,장서원,김준형,최윤,이혜인,원예준,박현숙"
26,진격의 거인: 자유의 날개,2015-12-10,44753600 ,0.002,46321600 ,5826 ,6022 ,37 ,554 ,일본,일본,,(주)박수엔터테인먼트,15세이상관람가,"애니메이션,판타지",아라키 테츠로,"카지 유키,이시카와 유이,이노우에 마리나,카미야 히로시,오노 다이스케,박로미"
27,도리화가,2015-11-25,27083000 ,0.001,2246200339 ,4567 ,317368 ,36 ,213 ,한국,한국,"(주)영화사 담담,(주)어바웃필름",씨제이이앤엠(주),12세이상관람가,"사극,드라마",이종필,"류승룡,배수지,송새벽,김남길,이동휘,안재홍,김태훈,조정숙,황태양,권유진,김은지,김은지,김정곤,박선,박솔지,박윤호,이광호,이상우,이유나,이윤정,이준,이지은,이혜진,진선규"
28,나쁜 나라,2015-12-03,26559000 ,0.001,61437000 ,3847 ,8826 ,23 ,182 ,한국,한국,4.16 세월호 참사 시민기록위원회,"배급위원회,(주)시네마달",12세이상관람가,다큐멘터리,"김진열,이수정,정일건","최경덕,박지민"
29,미스트리스 아메리카,2015-12-10,29823500 ,0.001,41692500 ,3637 ,4990 ,26 ,276 ,미국,미국,,이십세기폭스코리아(주),15세이상관람가,"코미디,드라마",노아 바움백,"그레타 거윅,롤라 커크"
30,마담 보바리,2015-12-10,27086000 ,0.001,29817000 ,3468 ,3794 ,20 ,217 ,미국,미국,,(주)영화사 진진,청소년관람불가,드라마,소피 바르트,"미아 와시코브스카,에즈라 밀러,폴 지아마티,리스 이판"
31,몬스터 호텔 2,2015-12-24,23315000 ,0.001,23315000 ,3425 ,3425 ,8 ,15 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,젠디 타타코브스키,"아담 샌들러,셀레나 고메즈,케빈 제임스,스티브 부세미"
32,어린왕자,2015-12-23,26793000 ,0.001,28930000 ,3221 ,3523 ,7 ,17 ,프랑스,프랑스,,씨네그루(주)다우기술,전체관람가,"애니메이션,판타지,어드벤처",마크 오스본,"제프 브리지스,레이첼 맥아담스,맥켄지 포이,마리옹 꼬띠아르,제임스 프랭코,베니치오 델 토로,알버트 브룩스,리키 제바이스,폴 지아마티,버드 코트,릴리 오스본"
33,아이돌 마스터 무비 : 빛의 저편으로!,2015-11-19,20769000 ,0.001,187055000 ,3060 ,25883 ,12 ,36 ,일본,일본,,(주)머스트씨무비릴리징컴퍼니,전체관람가,애니메이션,니시고리 아츠시,
34,스윗 프랑세즈,2015-12-03,19544500 ,0.001,143500300 ,2578 ,19301 ,17 ,134 ,영국,"영국,프랑스,미국",,그린나래미디어(주),15세이상관람가,"멜로/로맨스,전쟁",사울 딥,"미쉘 윌리엄스,마티아스 쇼에나에츠"
35,스누피: 더 피너츠 무비,2015-12-24,23594000 ,0.001,25898000 ,2513 ,2769 ,6 ,10 ,미국,미국,,이십세기폭스코리아(주),전체관람가,"애니메이션,어드벤처,코미디",스티브 마티노,
36,스타워즈: 깨어난 포스,2015-12-17,33417500 ,0.002,33417500 ,2500 ,2500 ,7 ,9 ,미국,미국,,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,어드벤처,판타지",J.J. 에이브럼스,"해리슨 포드,마크 해밀,캐리 피셔,사이몬 페그,오스카 아이삭,막스 본 시도우,돔놀 글리슨"
37,맨츄리안 캔디데이트,,3836000 ,0,3836000 ,1913 ,1913 ,1 ,16 ,미국,미국,,,,"드라마,스릴러",존 프랑켄하이머,"프랭크 시내트라,로렌스 하비"
38,바닷마을 다이어리,2015-12-17,14186000 ,0.001,19104000 ,1625 ,2152 ,4 ,10 ,일본,일본,,(주)티캐스트,12세이상관람가,드라마,고레에다 히로카즈,"아야세 하루카,나가사와 마사미,카호,히로세 스즈,카세 료"
39,캅카,2015-12-10,8568000 ,0,8568000 ,1527 ,1527 ,20 ,28 ,미국,미국,,와이드 릴리즈(주),15세이상관람가,스릴러,존 와츠,"케빈 베이컨,제임스 프리드슨-잭슨,헤이즈 웰포드"
40,렛 미 인,2008-11-13,11093200 ,0.001,676399900 ,1404 ,99891 ,14 ,102 ,스웨덴,스웨덴,,"씨네그루(주)다우기술,(주)영화사구안",15세이상관람가,"공포(호러),드라마",토마스 알프레드슨,"카레 헤레브란트,리나 레안데르손"
41,구스범스,2016-01-14,6465000 ,0,10838000 ,1293 ,2105 ,4 ,4 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,어드벤처,코미디",롭 레터맨,"잭 블랙,딜런 미네트,오데야 러쉬,할스톤 세이지"
42,개구리왕국,2015-11-12,6700400 ,0,358760100 ,1266 ,52806 ,7 ,27 ,중국,중국,,예지림엔터테인먼트,전체관람가,"애니메이션,어드벤처",넬슨 신,
43,"서툴지만, 사랑",2015-12-10,10525000 ,0,11568000 ,1218 ,1367 ,11 ,77 ,일본,일본,,(주)이수C&E,전체관람가,멜로/로맨스,이누도 잇신,"아이바 마사키,에이쿠라 나나,한효주,이쿠타 토마"
44,더 랍스터,2015-10-29,9966000 ,0,436423900 ,1192 ,53001 ,6 ,46 ,영국,"영국,그리스,아일랜드,네덜란드,프랑스",,"(주)영화사오원,(주)브리즈픽처스",청소년관람불가,"판타지,멜로/로맨스",요르고스 란티모스,"콜린 파렐,레이첼 와이즈,레아 세이두,벤 위쇼,존 C. 라일리"
45,검은 백조,,2152000 ,0,2628000 ,1076 ,1314 ,1 ,10 ,미국,미국,,,미정,"어드벤처,가족,멜로/로맨스",헨리 킹,"타이론 파워,모린 오하라,레어드 크레거"
46,인턴,2015-09-24,7835000 ,0,28517170148 ,1003 ,3610485 ,3 ,11 ,미국,미국,,워너브러더스 코리아(주),12세이상관람가,코미디,낸시 마이어스,"앤 해서웨이,로버트 드니로,르네 루소,냇 울프,아담 드바인,앤드류 라넬스"
47,부에나 비스타 소셜 클럽,2001-03-01,7712500 ,0,179669634 ,942 ,22913 ,8 ,43 ,독일,독일,,오드,전체관람가,다큐멘터리,빔 벤더스,"꼼빠이 세군도,조아킴 쿠더"
48,그들이 죽었다,2015-12-10,7130800 ,0,10002600 ,915 ,1360 ,17 ,130 ,한국,한국,사십이,㈜인디스토리,15세이상관람가,"판타지,드라마",백재호,"김상석,이화,백재호,권성모,김태희,조수향"
49,"나의 아들, 나의 어머니",2015-12-17,7904000 ,0,10581500 ,893 ,1249 ,1 ,5 ,한국,한국,"창작집단917,민프로덕션",(주)인디플러그,전체관람가,다큐멘터리,안재민,
50,불안한 외출,2015-12-10,4752600 ,0,7459600 ,691 ,1092 ,7 ,40 ,한국,한국,다큐창작소,"홀리가든,불안한외출배급위원회",15세이상관람가,다큐멘터리,김철민,
51,순교,2015-08-13,5486000 ,0,115006000 ,661 ,16054 ,3 ,17 ,한국,한국,파이오니아21,파이오니아21,전체관람가,다큐멘터리,김상철,임미선
52,마카담 스토리,2015-12-24,5257000 ,0,6548000 ,618 ,767 ,1 ,4 ,프랑스,프랑스,,주식회사 씨네룩스,12세이상관람가,드라마,사무엘 벤쉬트리,"이자벨 위페르,마이클 피트,발레리아 브루니 테데스키,구스타브 드 케르베른,타사딧 만디,쥴 벤쉬트리"
53,러브레터,1999-11-20,5564000 ,0,355544000 ,594 ,48782 ,3 ,12 ,일본,일본,후지텔레비젼네트웍,"(유)조이앤시네마,(주)팝엔터테인먼트",전체관람가,"멜로/로맨스,드라마",이와이 슌지,"나까야마 미호,토요카와 에츠시,사카이 미키"
54,우먼 인 골드,2015-07-09,1770000 ,0,1111546800 ,590 ,144744 ,1 ,16 ,미국,"미국,영국",,(주)팝엔터테인먼트,12세이상관람가,드라마,사이먼 커티스,"헬렌 미렌,라이언 레놀즈,다니엘 브륄"
55,마션,2015-10-08,4494000 ,0,39662601295 ,587 ,4880732 ,3 ,21 ,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,어드벤처,SF",리들리 스콧,"맷 데이먼,제시카 차스테인,제프 다니엘스,케이트 마라,크리스틴 위그"
56,뜨거운 것이 좋아,,1168000 ,0,7141000 ,579 ,3550 ,1 ,12 ,미국,미국,,,,"코미디,멜로/로맨스",빌리 와일더,"마릴린 몬로,토니 커티스,잭 레먼"
57,다이얼 M을 돌려라,,1112000 ,0,9128000 ,551 ,4497 ,1 ,12 ,미국,미국,워너 브러더스 픽쳐스,,,"범죄,미스터리,스릴러",알프레드 히치콕,"레이 밀랜드,그레이스 켈리,로버트 커밍스,존 윌리엄스"
58,파일 : 4022일의 사육,2015-12-10,2815000 ,0,4959000 ,525 ,793 ,20 ,26 ,한국,한국,활동사진,골든타이드픽처스(주),청소년관람불가,"미스터리,스릴러",박용집,"이종혁,강별,하연주,김형범,류현,이광모,조선묵,박효준,최우리"
59,청춘쌍곡선,1956-04-10,1000000 ,0,2034000 ,500 ,1017 ,1 ,9 ,한국,한국,다이에 스튜디오,,전체관람가,코미디,한형모,"황해남,지학자"
60,더 울프 오브 월스트리트,2014-01-09,1350000 ,0,4492272000 ,450 ,585562 ,1 ,9 ,미국,미국,,주식회사 우리네트웍스,청소년관람불가,"범죄,드라마",마틴 스콜세지,"레오나르도 디카프리오,매튜 매커너히,조나 힐"
61,크림슨 피크,2015-11-25,3890000 ,0,370398400 ,428 ,45478 ,2 ,9 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"판타지,스릴러",길예르모 델 토로,"톰 히들스턴,제시카 차스테인,미아 와시코브스카,찰리 허냄"
62,체르노빌: 원전 대폭발,2015-12-03,2100000 ,0,4180000 ,420 ,830 ,1 ,7 ,러시아,러시아,,(주)소나무픽쳐스,12세이상관람가,"어드벤처,액션,드라마",비탈리 보로비요브,"마리아 포에체예브나,유리 보리소프"
63,암살,2015-07-22,3134000 ,0,98459882781 ,416 ,12705299 ,4 ,18 ,한국,한국,(주)케이퍼필름,(주)쇼박스,15세이상관람가,"액션,드라마",최동훈,"전지현,이정재,하정우,오달수,조진웅,이경영,최덕문,김의성,박병은,김홍파,강용빈,홍성지,지동주,장현석,장용현,김민지,김승찬,안태랑,김예은,김정석,김정호,김준우,김지원,박상민,박정환,조승우,김해숙,진경,박소은,김인우,심희섭"
64,이웃집에 신이 산다,2015-12-24,3022000 ,0,4553000 ,406 ,570 ,1 ,2 ,벨기에,"벨기에,프랑스,룩셈부르크",,(주)엣나인필름,청소년관람불가,코미디,자코 반 도마엘,"브누와 뽀엘부르드,욜랭드 모로,까뜨린느 드뇌브"
65,러브 액츄얼리,2003-12-05,3181000 ,0,1395120200 ,405 ,214906 ,3 ,30 ,미국,"미국,영국",,"UIP코리아,(유)조이앤시네마","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스,"휴 그랜트,콜린 퍼스,알란 릭맨,엠마 톰슨,리암 니슨,로라 린니,키이라 나이틀리,마틴 맥커천,빌 나이히"
66,케인호의 반란,,775000 ,0,5783000 ,398 ,2897 ,1 ,9 ,미국,미국,,,,"드라마,전쟁",,
67,인 허 플레이스,2015-12-17,2592000 ,0,2980400 ,394 ,459 ,1 ,2 ,한국,"한국,캐나다",Timelapse pictures,홀리가든,청소년관람불가,드라마,알버트 신,"윤다경,길해연,안지혜"
68,베테랑,2015-08-05,2082000 ,0,105168155250 ,323 ,13414009 ,5 ,21 ,한국,한국,(주)외유내강,씨제이이앤엠(주),15세이상관람가,"액션,드라마",류승완,"황정민,유아인,유해진,오달수,장윤주,김시후,오대환,정웅인,정만식,송영창,진경,유인영,박소담,이동휘,배성우,천호진,이채은,조덕현,신지수,김성종,권지훈,정윤헌,장한승,김선웅,김성종,우영택,김민재,김재현,김태용,김지수,박지윤,박지혜,손성민,장소연,유재명,배제기,류선영,정재헌,안길강,마동석,김응수"
69,아더와 미니모이 3: 두 세계의 전쟁,2015-11-05,1713500 ,0,433939800 ,322 ,61335 ,3 ,9 ,프랑스,프랑스,,(주)라이크 콘텐츠,전체관람가,애니메이션,뤽 베송,"프레디 하이모어,미아 패로우,페니 밸포어"
70,포켓몬 더 무비 XY 후파: 광륜의 초마신,2015-12-23,2782000 ,0,2782000 ,321 ,321 ,2 ,2 ,일본,일본,,(주)이수C&E,전체관람가,"애니메이션,어드벤처,판타지",유야마 쿠니히코,
71,릴리 슈슈의 모든 것,2005-06-23,2937000 ,0,57855000 ,320 ,9021 ,1 ,4 ,일본,일본,록웰아이즈 (ロックウェルアイズ),(주)튜브엔터테인먼트,15세관람가,드라마,이와이 슌지,"이치하라 하야토,오시나리 슈고"
72,형제는 용감하였다,,620000 ,0,860000 ,310 ,430 ,1 ,12 ,미국,미국,,,,"멜로/로맨스,드라마",리처드 소프,"로버트 테일러,앤 블리스"
73,지상에서 영원으로,,582000 ,0,21444000 ,291 ,9806 ,1 ,4 ,미국,미국,콜럼비아 픽쳐스 코포레이션,,전체관람가,"전쟁,드라마,멜로/로맨스",프레드 진네만,몽고메리 클리프트
74,시티즌포,2015-11-19,2043800 ,0,38248400 ,284 ,5143 ,2 ,8 ,미국,"미국,독일",,에스디시코리아 주식회사,12세이상관람가,다큐멘터리,로라 포이트러스,
75,전망좋은 방,1989-06-24,564000 ,0,11621600 ,282 ,5233 ,1 ,6 ,영국,영국,,,중학생이상관람가,"드라마,코미디",제임스 아이보리,"매기 스미스,헬레나 본햄 카터,줄리안 샌즈,덴홈 엘리엇"
76,몬테크리스토 백작,,562000 ,0,6532000 ,281 ,3329 ,1 ,12 ,미국,미국,,,,"어드벤처,액션",롤랜드 V. 리,로버트 도냇
77,하나와 앨리스,2004-11-17,2643000 ,0,587720000 ,280 ,92637 ,1 ,4 ,일본,일본,록웰아이즈 (ロックウェルアイズ),"(주)팝엔터테인먼트,쇼이스트(주)",12세관람가,드라마,이와이 슌지,"아오이 유우,스즈키 안"
78,여사장,,558000 ,0,2746000 ,279 ,1377 ,1 ,5 ,한국,한국,,,,"코미디,멜로/로맨스",한형모,"조미령,이수련"
79,위로공단,2015-08-13,2452000 ,0,106763800 ,275 ,14282 ,2 ,5 ,한국,한국,반달,(주)엣나인필름,15세이상관람가,다큐멘터리,임흥순,"강명자,김영미,김진숙,권수정,신순애,이성옥,장영선"
80,스파이 브릿지,2015-11-05,2288000 ,0,2049608478 ,274 ,264872 ,2 ,17 ,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"스릴러,드라마",스티븐 스필버그,"톰 행크스,마크 라이런스,오스틴 스토웰"
80,전원일기: 젖소농장새댁,2015-12-15,1407000 ,0,1407000 ,274 ,274 ,20 ,20 ,한국,한국,주식회사 비엠미디어,주식회사 비엠미디어,청소년관람불가,멜로/로맨스,한동호,"신건석,임송이,김경택,김현정,이흥재"
82,아이다 라스칼라,2015-12-05,6486500 ,0,26763000 ,252 ,1351 ,5 ,14 ,독일,독일,,(주)케빈앤컴퍼니,12세이상관람가,공연,페터 슈타인,
83,4월 이야기,2000-04-08,2285000 ,0,33953000 ,243 ,4687 ,2 ,6 ,일본,일본,록웰아이즈 (ロックウェルアイズ),(주)팝파트너스,"12세이상관람가,12세관람가","멜로/로맨스,드라마",이와이 슌지,"마츠 다카코,후지이 카오리"
84,지금은맞고그때는틀리다,2015-09-24,1733500 ,0,654447600 ,223 ,79374 ,4 ,26 ,한국,한국,(주)영화제작전원사,"(주)영화제작전원사 ,(주)넥스트엔터테인먼트월드(NEW)",청소년관람불가,드라마,홍상수,"정재영,김민희,윤여정,기주봉,최화정,유준상,서영화,고아성"
85,스물,2015-03-25,1450000 ,0,23563421686 ,221 ,3044811 ,2 ,2 ,한국,한국,"(주)영화나무,(주)아이에이치큐",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"코미디,드라마",이병헌,"김우빈,이준호,강하늘,정덕희,주창욱,권지훈,오하늬,오현경,이성두,정소민,안재홍,이유비,김의성,김종수,민지,황미영"
85,탐정 : 더 비기닝,2015-09-24,1450000 ,0,20462506973 ,221 ,2625465 ,2 ,2 ,한국,한국,(주)크리픽쳐스,씨제이이앤엠(주),15세이상관람가,"코미디,범죄",김정훈,"권상우,성동일,박해준,이승준,조복래,오정세,박준면,이일화,서영희,강민지,홍서현,천유나,차승연,정종훈,정승연,이현기,이찬희,김승배,김은지,김태훈,김하늘,김희영,모일영,박민철,박성일,박시영,박지혜,최성원,홍은택,이해영,지대한"
87,마농,2015-10-21,2616000 ,0,28690500 ,218 ,2177 ,1 ,1 ,프랑스,프랑스,,에스디시코리아 주식회사,전체관람가,공연,케네스 맥밀란,"오렐리 뒤퐁,로베르토 볼레"
88,카발레리아 루스티카나 & 팔리아치,2015-11-21,4789500 ,0,16462500 ,210 ,701 ,3 ,12 ,미국,미국,,(주)인스터피씨엠,전체관람가,공연,,
89,세상의 끝에서 커피 한잔,2015-11-05,1639000 ,0,25981000 ,209 ,3494 ,3 ,22 ,일본,"일본,대만",,(주)도키엔터테인먼트,12세이상관람가,드라마,치앙시우청,"나가사쿠 히로미,사사키 노조미"
90,라스트 위치 헌터,2015-12-30,1664000 ,0,1664000 ,208 ,208 ,1 ,1 ,미국,미국,,TCO(주)더콘텐츠온,15세이상관람가,"액션,어드벤처,판타지",브렉 에이즈너,"빈 디젤,일라이저 우드,로즈 레슬리,마이클 케인"
91,미라클 벨리에,2015-08-27,796000 ,0,928458518 ,199 ,121733 ,1 ,2 ,프랑스,프랑스,,(주)영화사 진진,12세이상관람가,드라마,에릭 라티고,"로앤 에머라,카렝 비야,프랑소아 다미앙,에릭 엘모스니노"
92,뱀파이어,,1722000 ,0,3288000 ,186 ,502 ,1 ,3 ,미국,"미국,일본,캐나다",,,,"드라마,공포(호러)",이와이 슌지,"케빈 지거스,케이샤 캐슬-휴즈,아오이 유우,레이첼 리 쿡"
93,말하지 못한 비밀,2015-10-22,922000 ,0,4642000 ,183 ,742 ,1 ,6 ,한국,한국,디와이엔터테인먼트 주식회사,(주)씨타마운틴픽쳐스,청소년관람불가,드라마,송동윤,"우주원,신재승,신지수,고아라,최진환,채기준,김선영,김소연,양윤정,김재혁,김주희,신영규,문백현,성민수"
94,국제시장,2014-12-17,981000 ,0,110930347730 ,175 ,14261432 ,3 ,15 ,한국,한국,"(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,드라마,윤제균,"황정민,김윤진,오달수,정진영,장영남,라미란,김슬기,정영기,맹세창,김동원,김현중,김지영,황창기,박재우,박찬희,김예빈,김재철,김하연,김재현,이소영,류경현,황인준,이종석,이진희,전희경,박재언,유재상,김선영,정윤호,박길수,박영수"
95,택시,2015-11-05,1039000 ,0,18565100 ,170 ,2633 ,2 ,8 ,이란,이란,,주식회사 씨네룩스,전체관람가,드라마,자파르 파나히,자파르 파나히
96,사도,2015-09-16,994500 ,0,48841817501 ,166 ,6246597 ,3 ,22 ,한국,한국,(주)타이거픽쳐스,(주)쇼박스,12세이상관람가,사극,이준익,"송강호,유아인,문근영,전혜진,김해숙,박원상,진지희,박소담,서예지,이효제,곽동호,최희영,정호,이현철,김상훈,이민혜,김경원,김대환,김민규,양지혜,안현숙,김우진,이대연,최덕문,정석용,최민철,안정우,안태훈,조승연"
