순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,검사외전,2016-02-03,16377495413 ,0.547,67950367864 ,2093241 ,8499038 ,1649 ,51058 ,한국,한국,"(주)영화사 월광,(주)사나이픽처스",(주)쇼박스,15세이상관람가,"범죄,코미디",이일형,"황정민,강동원,이성민,박성웅,김응수,신소율,주진모,김원해,김홍파,김병옥,박종환,전배수,박지환,손종학,신혜선,김시은,김종수,한재영,박지환,박종우,박지홍,송승현,윤석민,이규호,이석준,이선주,이승민,이승우,이승준,이승훈,이승훈,최현준"
2,쿵푸팬더3,2016-01-28,3877980587 ,0.13,29860457256 ,510746 ,3782792 ,737 ,16307 ,미국,미국,드림웍스 애니메이션,씨제이이앤엠(주),전체관람가,"애니메이션,액션,어드벤처","여인영,알레산드로 칼로니","잭 블랙,안젤리나 졸리,더스틴 호프만,성룡,세스 로건,루시 리우,데이빗 크로스,J.K. 시몬스"
3,데드풀,2016-02-17,3626811700 ,0.121,3626811700 ,438285 ,438285 ,915 ,8150 ,미국,미국,,이십세기폭스코리아(주),청소년관람불가,"액션,SF",팀 밀러,"라이언 레놀즈,모레나 바카린,에드 스크레인,지나 카라노,T.J. 밀러,브리아나 힐데브란드"
4,캐롤,2016-02-04,1042831800 ,0.035,2124050400 ,128127 ,255357 ,288 ,4909 ,미국,"미국,영국",,CGV아트하우스,청소년관람불가,드라마,토드 헤인즈,"케이트 블란쳇,루니 마라,카일 챈들러,제이크 레이시,사라 폴슨"
5,극장판 아이엠스타 : 꿈의 오디션!,2016-02-11,820734300 ,0.027,826926300 ,110936 ,111710 ,254 ,2985 ,일본,일본,,씨제이이앤엠(주),전체관람가,애니메이션,키무라 류이치,"정혜원,이용신,소연,이선,신용우"
6,좋아해줘,2016-02-17,627928500 ,0.021,640160500 ,83470 ,85101 ,614 ,2587 ,한국,한국,"리양필름주식회사,(주)제이케이필름",씨제이이앤엠(주),12세이상관람가,"멜로/로맨스,코미디",박현진,"이미연,최지우,김주혁,유아인,강하늘,이솜,하석진,지윤호,한재영,선주아,이춘우,이한승,이현서,장원진,전호성,송창현,이서연,이성진,이승연"
7,앨빈과 슈퍼밴드: 악동 어드벤처,2016-02-04,566450200 ,0.019,2035732300 ,80134 ,279897 ,327 ,3075 ,미국,미국,,이십세기폭스코리아(주),전체관람가,"애니메이션,어드벤처,코미디",월트 벡커,"저스틴 롱,제이슨 리,매튜 그레이 거블러,제시 맥카트니"
8,번개맨,2016-02-11,417288700 ,0.014,444633700 ,55820 ,58891 ,393 ,4149 ,한국,한국,"(주)드림써치C&C,한국교육방송공사 EBS",씨네그루(주)키다리이엔티,전체관람가,"판타지,가족",조근현,"정현진,루나"
9,드레스메이커,2016-02-11,395327700 ,0.013,413932000 ,49839 ,52135 ,176 ,2766 ,호주,호주,,(주)리틀빅픽쳐스,15세이상관람가,드라마,조셀린 무어하우스,"케이트 윈슬렛,주디 데이비스,리암 헴스워스,휴고 위빙,사라 스누크"
10,주토피아,2016-02-17,349535300 ,0.012,349535300 ,46064 ,46064 ,557 ,2015 ,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,액션,어드벤처","바이론 하워드,리치 무어","지니퍼 굿윈,제이슨 베이트먼,샤키라"
