순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,곡성,2016-05-12,23060515682 ,0.656,24453459182 ,2847578 ,3024092 ,1485 ,40548 ,한국,한국,"사이드미러,이십세기폭스 인터내셔널 프로덕션",이십세기폭스코리아(주),15세이상관람가,"미스터리,스릴러,드라마",나홍진,"곽도원,황정민,쿠니무라 준,천우희,김환희,허진,장소연,김도윤,손강국,전배수,황석정,배용근,배용근,이인철,이용녀,선호삼,송민석,신재현,안수연,이선희,이수빈,이수진,권귀덕,이연,이연경,이연경"
2,캡틴 아메리카: 시빌 워,2016-04-27,6037550602 ,0.172,70058310327 ,707297 ,8355440 ,889 ,22021 ,미국,미국,,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,SF,스릴러","안소니 루소,조 루소","크리스 에반스,로버트 다우니 주니어,스칼렛 요한슨,세바스찬 스탠,안소니 마키,돈 치들,제레미 레너,톰 홀랜드"
3,탐정 홍길동: 사라진 마을,2016-05-04,2698448318 ,0.077,10391872545 ,337124 ,1287089 ,520 ,11279 ,한국,한국,(주)영화사비단길,씨제이이앤엠(주),15세이상관람가,"드라마,액션",조성희,"이제훈,김성균,박근형,정성화,고아라,노정의,김하나,유승목,박정원,박지훈,오현암,유정래,윤상훈,이민아,이민지,이상희,정준용"
4,다이버전트 시리즈: 얼리전트,2016-05-12,727187445 ,0.021,776302445 ,91713 ,98042 ,393 ,6466 ,미국,미국,,씨네그루(주)키다리이엔티,12세이상관람가,"액션,어드벤처,SF",로베르트 슈벤트케,"쉐일린 우들리,테오 제임스,마일즈 텔러,나오미 왓츠,매기 큐"
5,나의 소녀시대,2016-05-12,660987900 ,0.019,695583600 ,81205 ,85864 ,176 ,2366 ,대만,대만,,오드,15세이상관람가,"멜로/로맨스,드라마",프랭키 첸,"송운화,왕대륙"
6,엽기적인 그녀 2,2016-05-12,528347400 ,0.015,547278400 ,67721 ,70129 ,387 ,5857 ,한국,한국,(주)신씨네,(주)리틀빅픽쳐스,15세이상관람가,"멜로/로맨스,코미디",조근식,"차태현,빅토리아,후지이 미나,배성우,최진호,송옥숙,박재민,장봉영,정수련,정종준,양원석,조예경,윤서영,이상진,이성국,이은경,황창기,김병용,김우주"
7,극장판 안녕 자두야,2016-05-04,344576300 ,0.01,2030142500 ,45954 ,265929 ,320 ,1592 ,한국,한국,"아툰즈,씨제이이앤엠(주)",씨제이이앤엠(주),전체관람가,애니메이션,손석우,"여민정,양정화,이수진"
8,주토피아,2016-02-17,186934800 ,0.005,37035809942 ,23455 ,4697548 ,179 ,1054 ,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,액션,어드벤처","바이론 하워드,리치 무어","지니퍼 굿윈,제이슨 베이트먼,샤키라"
9,매직브러시,2016-05-04,112862600 ,0.003,1269608800 ,15436 ,168278 ,173 ,697 ,중국,중국,,(주)영화사 빅,전체관람가,애니메이션,쯔씽 쫑,"김서영,김경희,박상훈,홍진욱"
10,다이노소어 어드벤처 : 백악기 공룡대백과,2016-05-04,105647000 ,0.003,823886700 ,14355 ,107660 ,158 ,648 ,영국,영국,,"(주)박수엔터테인먼트,(주)애니플러스",전체관람가,다큐멘터리,"닐 나이팅게일,베리 쿡,앤드류 코헨",
11,싱 스트리트,2016-05-19,47756000 ,0.001,78406000 ,6665 ,11405 ,15 ,37 ,아일랜드,"아일랜드,영국,미국",,(주)이수C&E,15세이상관람가,"드라마,멜로/로맨스",존 카니,"퍼디아 월시-필로,루시 보인턴,잭 레이너"
12,브루클린,2016-04-21,50148000 ,0.001,382905800 ,6095 ,47443 ,31 ,312 ,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"드라마,멜로/로맨스",존 크로울리,"시얼샤 로넌,돔놀 글리슨"
13,45년 후,2016-05-05,43891100 ,0.001,145324100 ,5643 ,18519 ,36 ,347 ,영국,영국,,판씨네마(주),15세이상관람가,"드라마,멜로/로맨스",앤드류 헤이,"샬롯 램플링,톰 커트니"
14,클랜,2016-05-12,33011100 ,0.001,43453100 ,4371 ,5617 ,58 ,528 ,아르헨티나,"아르헨티나,스페인",,"(주)더블앤조이픽쳐스,주식회사 쇼미미디어앤트레이딩",15세이상관람가,"범죄,스릴러",파블로 트라페로,"길예르모 프란셀라,피터 란자니"
15,다이노X 탐험대,2016-05-04,32051600 ,0.001,631684900 ,4227 ,81689 ,64 ,260 ,한국,한국,(주)MBC,(주)이수C&E,전체관람가,"애니메이션,다큐멘터리",이동희,"정준하,하동훈"
16,인생은 아름다워,1999-03-06,19377600 ,0.001,833349300 ,3256 ,123847 ,35 ,293 ,이탈리아,이탈리아,"체키고리그룹 타이거키네마토그라피카,멜람포 시네마토그라피카",씨네그루(주)키다리이엔티,"모든 관람객이 관람할 수 있는 등급,전체관람가","드라마,전쟁,코미디",로베르토 베니니,"로베르토 베니니,니콜레타 브라스치"
17,계춘할망,2016-05-19,24377000 ,0.001,118655000 ,3201 ,15115 ,25 ,35 ,한국,한국,"지오엔터테인먼트,(주)퍼플켓츠필름,(주)빅스토리픽쳐스",(주)콘텐츠 난다긴다,15세이상관람가,"가족,드라마",창,"윤여정,김고은,김희원,신은정,최민호,류준열,양익준,박민지,남태부,강경탁,안지혜,이상화,이슬비,이윤혁"
18,신은 죽지 않았다 2,2016-04-07,13396000 ,0,231402600 ,2503 ,31835 ,8 ,25 ,미국,미국,,"(주)에스와이코마드,글뫼 주식회사",12세이상관람가,드라마,해롤드 크론크,"멜리사 조안 하트,제시 멧칼피"
19,해어화,2016-04-13,13092500 ,0,3752633759 ,2350 ,483139 ,23 ,83 ,한국,한국,더램프(주),롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"사극,드라마",박흥식,"한효주,유연석,천우희,박성웅,장영남,이한위,류혜영,김수안,차지연,장인섭,박찬미,장희선,박효빈,송동규,송승환,양재준,천영암,이규정,이민준,이서연,이성우,이은주,최혁준"
20,이집트,,4173000 ,0,4173000 ,2074 ,2074 ,1 ,16 ,미국,미국,,,,드라마,마이클 커티즈,"장 시몬즈,빅토르 머쳐"
