순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,미녀와 야수,2017-03-16,16432825849 ,0.644,16459728849 ,1973539 ,1976032 ,1627 ,45451 ,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"멜로/로맨스,판타지,뮤지컬",빌 콘돈,"엠마 왓슨,댄 스티븐스,루크 에반스,이완 맥그리거,이안 맥켈런,엠마 톰슨,구구 바샤-로,케빈 클라인,스탠리 투치"
2,콩: 스컬 아일랜드,2017-03-08,3366080340 ,0.132,13363712683 ,414380 ,1609890 ,644 ,16891 ,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,판타지",조던 복트-로버츠,"톰 히들스턴,브리 라슨,사무엘 L. 잭슨,존 굿맨"
3,로건,2017-03-01,1929554701 ,0.076,18086984023 ,232656 ,2131969 ,521 ,10721 ,미국,미국,,이십세기폭스코리아(주),청소년관람불가,"액션,SF",제임스 맨골드,"휴 잭맨,패트릭 스튜어트,보이드 홀브룩,스테판 머천트,리차드 E. 그랜트,에릭 라 살,엘리스 닐"
4,비정규직 특수요원,2017-03-16,1078236200 ,0.042,1105076200 ,140124 ,143683 ,497 ,10422 ,한국,한국,"(주)스톰픽쳐스코리아,컴퍼니에이이엔티(주)","(주)이수C&E,(주)스톰픽쳐스코리아",15세이상관람가,"코미디,액션",김덕수,"강예원,한채아,조재윤,김민교,김성은,남성진,동현배,남궁민"
5,프리즌,2017-03-23,793947800 ,0.031,861587800 ,99614 ,108154 ,871 ,2516 ,한국,한국,(주)큐로홀딩스,(주)쇼박스,청소년관람불가,"범죄,액션",나현,"한석규,김래원,정웅인,조재윤,신성록,곽민호"
6,라라랜드,2016-12-07,276277300 ,0.011,28943215633 ,34395 ,3464143 ,161 ,1674 ,미국,미국,,판씨네마(주),12세이상관람가,"드라마,뮤지컬,멜로/로맨스",다미엔 차젤레,"엠마 스톤,라이언 고슬링,핀 위트록,J.K. 시몬스,로즈마리 드윗"
7,해빙,2017-03-01,226612100 ,0.009,9894362822 ,27756 ,1203180 ,253 ,3367 ,한국,한국,"위더스필름(주),(주)영화사 불",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,스릴러,이수연,"조진웅,신구,김대명,송영창,이청아,윤세아"
8,스페이스 비트윈 어스,2017-03-16,202110361 ,0.008,212674361 ,26311 ,27710 ,370 ,4881 ,미국,미국,,씨네그루(주)키다리이엔티,12세이상관람가,"어드벤처,드라마,멜로/로맨스,SF",피터 첼섬,"게리 올드만,아사 버터필드,칼라 구기노,브릿 로버트슨,B.D. 웡,자넷 몽고메리"
9,파도가 지나간 자리,2017-03-08,144511600 ,0.006,576219600 ,18809 ,74284 ,114 ,1179 ,미국,"미국,뉴질랜드,영국",,CGV아트하우스,15세이상관람가,"드라마,멜로/로맨스",데릭 시엔프랜스,"마이클 패스벤더,알리시아 비칸데르,레이첼 와이즈,에밀리 바클레이,리온 포드"
10,재심,2017-02-15,118916100 ,0.005,19255011637 ,15483 ,2419301 ,152 ,1370 ,한국,한국,(주)이디오플랜,"오퍼스픽쳐스,CGV아트하우스",15세이상관람가,드라마,김태윤,"정우,강하늘,김해숙,이동휘,한재영,이경영"
11,문라이트,2017-02-22,114824200 ,0.004,1314584395 ,14966 ,164343 ,89 ,846 ,미국,미국,,CGV아트하우스,15세이상관람가,드라마,배리 젠킨스,"트레반트 로즈,앙드레 홀랜드,나오미 해리스"
12,23 아이덴티티,2017-02-22,74976700 ,0.003,13608825735 ,8983 ,1675719 ,79 ,718 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,스릴러,M. 나이트 샤말란,"제임스 맥어보이,안야 테일러 조이,헤일리 루 리차드슨,베티 버클리,브래드 윌리엄 헨크,킴 디렉터,스털링 K. 브라운"
13,블리드 포 디스,2017-03-16,54314300 ,0.002,61394300 ,6962 ,7847 ,167 ,1618 ,미국,미국,,(주)리틀빅픽쳐스,15세이상관람가,드라마,벤 영거,"마일즈 텔러,케이티 사갈,아론 에크하트"
14,토니 에드만,2017-03-16,54710100 ,0.002,78940900 ,6921 ,9753 ,64 ,522 ,독일,독일,,그린나래미디어(주),청소년관람불가,드라마,마렌 아데,"산드라 휠러,루시 러셀,블라드 이바노브,존 케오"
