순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,미녀와 야수,2017-03-16,3783606003 ,0.22,38551589779 ,460969 ,4694237 ,959 ,18195 ,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"멜로/로맨스,판타지,뮤지컬",빌 콘돈,"엠마 왓슨,댄 스티븐스,루크 에반스,이완 맥그리거,이안 맥켈런,엠마 톰슨,구구 바샤-로,케빈 클라인,스탠리 투치"
2,프리즌,2017-03-23,3126457747 ,0.182,22356564487 ,378015 ,2756432 ,743 ,17596 ,한국,한국,(주)큐로홀딩스,(주)쇼박스,청소년관람불가,"범죄,액션",나현,"한석규,김래원,정웅인,조재윤,신성록,곽민호"
3,라이프,2017-04-05,2764627118 ,0.161,3206168618 ,330446 ,387291 ,647 ,17192 ,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,"SF,스릴러",다니엘 에스피노사,"제이크 질렌할,레베카 퍼거슨,라이언 레놀즈,사나다 히로유키,앨리욘 버케어,올가 디호비치나야"
4,분노의 질주: 더 익스트림,2017-04-12,1626454400 ,0.095,1626454400 ,208984 ,208984 ,1238 ,6042 ,미국,"미국,일본,프랑스,캐나다",,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,범죄,스릴러",F. 게리 그레이,"빈 디젤,드웨인 존슨,샤를리즈 테론,제이슨 스타뎀,스콧 이스트우드,커트 러셀,미셸 로드리게즈,엘자 패터키,에바 멘데스,헬렌 미렌,조다나 브루스터,루카스 블랙,타이레스 깁슨,루다크리스"
5,어느날,2017-04-05,1348395182 ,0.079,1565181882 ,168874 ,198408 ,532 ,11856 ,한국,한국,(주)인벤트스톤,"오퍼스픽쳐스,CGV아트하우스",15세이상관람가,멜로/로맨스,이윤기,"김남길,천우희"
6,공각기동대 : 고스트 인 더 쉘,2017-03-29,835833547 ,0.049,6187635784 ,100107 ,751579 ,483 ,8063 ,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"SF,범죄,액션",루퍼트 샌더스,"스칼렛 요한슨,마이클 피트,마이클 윈코트,요한 필리프 아스베크,기타노 다케시"
7,시간위의 집,2017-04-05,782296300 ,0.046,946116800 ,97670 ,119274 ,454 ,7941 ,한국,한국,"리드미컬그린(주),자이온 이엔티(주),브릿지웍스 엔터테인먼트(주),라이브(주)","(주)리틀빅픽쳐스,(주)페퍼민트앤컴퍼니",15세이상관람가,"미스터리,스릴러",임대웅,"김윤진,옥택연,조재윤,이한위,박준면,백도빈,유인영"
8,원라인,2017-03-29,589994900 ,0.034,3260760433 ,74301 ,426026 ,350 ,4399 ,한국,한국,"(주)미인픽쳐스,(주)곽픽쳐스",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,범죄,양경모,"임시완,진구,박병은,이동휘,김선영,박종환,왕지원,박유환,안세하,조우진,박형수,박건도"
9,히든 피겨스,2017-03-23,532514400 ,0.031,3032314033 ,65075 ,380912 ,272 ,3225 ,미국,미국,,이십세기폭스코리아(주),12세이상관람가,드라마,데오도르 멜피,"타라지 P. 헨슨,옥타비아 스펜서,케빈 코스트너,커스틴 던스트,짐 파슨스"
10,패트리어트 데이,2017-04-06,459201118 ,0.027,553383618 ,58505 ,69886 ,375 ,5773 ,미국,미국,,(주)이수C&E,15세이상관람가,"드라마,스릴러",피터 버그,"마크 월버그,존 굿맨,케빈 베이컨,J.K. 시몬스,미셸 모나한"
11,아빠는 딸,2017-04-12,289462600 ,0.017,305306600 ,38800 ,40824 ,460 ,2114 ,한국,한국,영화사김치(주),메가박스(주)플러스엠,12세이상관람가,코미디,김형협,"윤제문,정소민,이일화,신구,이미도,강기영,박혁권,허가윤,도희"
12,슈퍼 버드,2017-04-06,122100000 ,0.007,142962000 ,16724 ,19345 ,288 ,1368 ,멕시코,멕시코,,와이드 릴리즈(주),전체관람가,애니메이션,"리카르도 아나이즈,마이크 컨켈,라울 가르시아","에드워드 제임스 올모스,치치 마린,케이트 델 카스틸로"
13,링스,2017-04-06,123430900 ,0.007,124480400 ,14717 ,14854 ,123 ,1404 ,미국,미국,,(주)다자인소프트,15세이상관람가,공포(호러),하비에르 구티에레즈,"빈센트 도노프리오,자니 갈렉키,에이미 티가든,리지에 브로체레,알렉스 로,데이비드 밀러"
14,미스 슬로운,2017-03-29,81120400 ,0.005,301140900 ,9855 ,38306 ,77 ,670 ,미국,"미국,프랑스",,(주)메인타이틀픽쳐스,15세이상관람가,"드라마,스릴러",존 매든,"제시카 차스테인,구구 바샤-로,알리슨 필,마크 스트롱,제이크 레이시,마이클 스털버그,더글라스 스미스,존 리스고우,샘 워터스톤"
15,랜드 오브 마인,2017-04-06,61727800 ,0.004,72462300 ,8175 ,9476 ,97 ,1069 ,덴마크,"덴마크,독일",,"(주)싸이더스,아이 엠",15세이상관람가,"드라마,전쟁",마틴 잔드블리엣,"미켈 보엘 폴스라르,루이스 호프만,조엘 바스만"
16,분노,2017-03-30,57860800 ,0.003,162410937 ,7049 ,20257 ,39 ,376 ,일본,일본,,메가박스(주)플러스엠,청소년관람불가,스릴러,이상일,"와타나베 켄,모리야마 미라이,마츠야마 켄이치,히로세 스즈,미야자키 아오이,츠마부키 사토시,미우라 타카히로,타카하타 미츠키,이케와키 치즈루,하라 히데코"
17,라라랜드,2016-12-07,45797000 ,0.003,29172295633 ,5539 ,3492635 ,38 ,297 ,미국,미국,,판씨네마(주),12세이상관람가,"드라마,뮤지컬,멜로/로맨스",다미엔 차젤레,"엠마 스톤,라이언 고슬링,핀 위트록,J.K. 시몬스,로즈마리 드윗"
18,패션 오브 크라이스트,2004-04-02,39803300 ,0.002,5384599800 ,5486 ,847265 ,115 ,652 ,미국,미국,아이콘프로덕션,"(주)이수C&E,이십세기폭스필름코퍼레이션",15세관람가,드라마,멜 깁슨,"제임스 카비젤,모니카 벨루치,마이아 모겐스턴"
19,밤의 해변에서 혼자,2017-03-23,42798700 ,0.002,386768500 ,5454 ,50268 ,54 ,524 ,한국,한국,(주)영화제작전원사,"(주)영화제작전원사 ,(주)콘텐츠판다",청소년관람불가,드라마,홍상수,"김민희,정재영,서영화,권해효,송선미,문성근,안재홍,박예주"
20,"다시, 벚꽃",2017-04-06,36853100 ,0.002,44600100 ,4509 ,5485 ,132 ,1000 ,한국,한국,(주)MBC,(주)영화사 진진,12세이상관람가,다큐멘터리,유해진,장범준
