순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,굿 다이노,2016-01-07,5160893000 ,0.19,5171355000 ,694851 ,696121 ,814 ,13898 ,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,어드벤처,코미디",피터 손,
2,히말라야,2015-12-16,4704523000 ,0.173,56242457315 ,606382 ,7247117 ,672 ,18008 ,한국,한국,(주)제이케이필름,씨제이이앤엠(주),12세이상관람가,드라마,이석훈,"황정민,정우,조성하,김인권,라미란,김원해,이해영,전배수,정유미,유선,한명환,김재준,박민우,배상민,이춘우,이혜진,최종률"
3,내부자들: 디 오리지널,2015-12-31,4765753351 ,0.175,13592724175 ,582724 ,1664012 ,811 ,15407 ,한국,한국,(유)내부자들 문화전문회사,(주)쇼박스,청소년관람불가,"범죄,드라마",우민호,"신지수,이병헌,조승우,백윤식,이경영,김홍파,배성우,조재윤,김대명,조우진,이엘,정만식,김병옥,박진우,남일우,김의성,손종학,조덕제,유재명"
4,나를 잊지 말아요,2016-01-07,3020806900 ,0.111,3085880900 ,378369 ,385719 ,559 ,15370 ,한국,한국,(주)더블유 팩토리,씨제이이앤엠(주),15세이상관람가,멜로/로맨스,이윤정,"정우성,김하늘,배성우,장영남,조이진,임주은,허진,이준혁,온주완,권해효,김봉근,윤다경,임태호,박지원,이상훈,이승원,이우주,이은이,최준환"
5,셜록: 유령신부,2016-01-02,2573965749 ,0.095,9575469449 ,327761 ,1225088 ,575 ,13816 ,영국,영국,,메가박스(주)플러스엠,12세이상관람가,"범죄,드라마",더글라스 맥키넌,"베네딕트 컴버배치,마틴 프리먼"
6,포인트 브레이크,2016-01-07,1906942051 ,0.07,1919214051 ,241782 ,243316 ,409 ,8168 ,미국,미국,,"(주)시네마서비스,(주)나이너스엔터테인먼트",15세이상관람가,"범죄,액션",에릭슨 코어,"루크 브레이시,에드가 라미레즈,테레사 팔머"
7,짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,2016-01-07,894272900 ,0.033,909858900 ,123675 ,125446 ,350 ,3453 ,일본,일본,,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,하시모토 마사카즈,
8,몬스터 호텔 2,2015-12-24,717538400 ,0.026,10801392676 ,99056 ,1475353 ,344 ,3438 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,젠디 타타코브스키,"아담 샌들러,셀레나 고메즈,케빈 제임스,스티브 부세미"
9,헤이트풀8,2016-01-07,739082400 ,0.027,746962400 ,89153 ,90079 ,167 ,2945 ,미국,미국,,(주)누리픽쳐스,청소년관람불가,"액션,스릴러,서부극(웨스턴)",쿠엔틴 타란티노,"사무엘 L. 잭슨,커트 러셀,제니퍼 제이슨 리,월튼 고긴스,데미안 비쉬어,팀 로스,마이클 매드슨,브루스 던,채닝 테이텀"
10,스타워즈: 깨어난 포스,2015-12-17,634794300 ,0.023,28170227931 ,75697 ,3252048 ,261 ,3025 ,미국,미국,,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,어드벤처,판타지",J.J. 에이브럼스,"해리슨 포드,마크 해밀,캐리 피셔,사이몬 페그,오스카 아이삭,막스 본 시도우,돔놀 글리슨"
