순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,부산행,2016-07-20,42020577976 ,0.677,53497893076 ,5221116 ,6659075 ,1788 ,62996 ,한국,한국,(주)영화사레드피터,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,스릴러",연상호,"공유,김정희,정유미,김율호,마동석,최우식,안소희,김의성,김수안,박민우,박민혁,임종훈,박종관,장문성,박혜진,손지훈,손지훈,연상호,조춘호,지동현,윤미중,이동하,이윤상,최창수,편준의,허성우,황유경"
2,나우 유 씨 미 2,2016-07-13,5901532104 ,0.095,23531863613 ,737101 ,2903146 ,649 ,15919 ,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"범죄,액션",존 추,"제시 아이젠버그,마크 러팔로,우디 해럴슨,데이브 프랑코,다니엘 래드클리프,리지 캐플란,주걸륜,마이클 케인,모건 프리먼"
3,인천상륙작전,2016-07-27,3017110900 ,0.049,3029748900 ,475425 ,477171 ,901 ,4771 ,한국,한국,(주)태원엔터테인먼트,씨제이이앤엠(주),12세이상관람가,"전쟁,드라마",이재한,"김정철,이정재,이범수,리암 니슨,진세연,정준호,박철민,김병옥,김선아,김영애,박성웅,추성훈,황석하,이창세,박정원,박현선,션 리차드,이유진,한비,김희진"
4,아이스 에이지: 지구 대충돌,2016-07-20,2413148200 ,0.039,2550344200 ,321873 ,339904 ,580 ,8076 ,미국,미국,,이십세기폭스코리아(주),전체관람가,"애니메이션,어드벤처,코미디",마이크 트메이어,"존 레귀자모,레이 로마노,제니퍼 로페즈,아담 드바인,제시 타일러 퍼거슨,사이몬 페그,멜리사 로치"
5,제이슨 본,2016-07-27,2051056740 ,0.033,2052596740 ,309169 ,309323 ,771 ,3727 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,스릴러",폴 그린그래스,"맷 데이먼,줄리아 스타일즈,토미 리 존스,뱅상 카셀,알리시아 비칸데르"
6,도리를 찾아서,2016-07-06,2245208056 ,0.036,17274974633 ,296876 ,2147677 ,460 ,5032 ,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,어드벤처,코미디",앤드류 스탠튼,"엘렌 드제너스,알버트 브룩스,다이안 키튼"
7,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,1345190720 ,0.022,1418293320 ,179169 ,189044 ,403 ,3879 ,일본,일본,,씨제이이앤엠(주),전체관람가,애니메이션,타카하시 시게하루,"토마츠 하루카,유키 아오이,세키 토모카즈,코자쿠라 에츠코"
8,봉이 김선달,2016-07-06,936937200 ,0.015,16159488442 ,122617 ,2040833 ,399 ,4871 ,한국,한국,"(주)엠픽처스,(주)에스엔케이픽처스",씨제이이앤엠(주),12세이상관람가,사극,박대민,"유승호,조재현,고창석,라미란,시우민,연우진,전석호,서예지,주영호,박예슬,박상현,박진성,유일한,이선희"
9,언더 워터,2016-07-13,698582500 ,0.011,3046156291 ,86581 ,376082 ,269 ,2984 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"공포(호러),스릴러",자움 콜렛 세라,"블레이크 라이블리,오스카 제나다"
10,BIFAN2016 판타스틱 단편 걸작선 1,,228000000 ,0.004,228000000 ,38000 ,38000 ,5 ,185 ,기타,기타,,,,기타,"캘빈 리 리더,앤드류 로리치,김기범,데이비드 샌드버그,닉 덴보어,데이비 포스",
11,나의 산티아고,2016-07-14,162934600 ,0.003,340961200 ,21438 ,44518 ,57 ,665 ,독일,독일,,(주)영화사 진진,12세이상관람가,코미디,줄리아 폰 하인츠,"데비드 스트리에소브,마르티나 게덱,카타리나 탈바흐"
12,빅,2016-07-27,143628000 ,0.002,153700000 ,21181 ,22404 ,323 ,615 ,미국,"미국,인도",,(주)이수C&E,전체관람가,"애니메이션,어드벤처,코미디,가족",트레버 월,
13,굿바이 싱글,2016-06-29,122787700 ,0.002,16911599695 ,15955 ,2108103 ,134 ,1086 ,한국,한국,"호두앤유 엔터테인먼트(주),(주)영화사람",(주)쇼박스,15세이상관람가,"코미디,드라마",김태곤,"김혜수,마동석,김현수,김용건,서현진,곽시양,전석호,이미도,이성민,황미영,이형미,박지영,정준화,유성진,윤환,이수경,최문석,홍민희"
14,데몰리션,2016-07-13,115741500 ,0.002,394080721 ,14037 ,48628 ,42 ,497 ,미국,미국,,(주)리틀빅픽쳐스,청소년관람불가,드라마,장 마크 발레,"제이크 질렌할,나오미 왓츠,유다 르위스,크리스 쿠퍼"
15,이레셔널 맨,2016-07-21,82758800 ,0.001,88374800 ,10210 ,10927 ,40 ,516 ,미국,미국,,(주)프레인글로벌,청소년관람불가,"범죄,드라마,미스터리",우디 앨런,"호아킨 피닉스,엠마 스톤,파커 포시,제이미 블랙리"
16,마신자 - 빨간 옷 소녀의 저주,2016-07-21,70957200 ,0.001,77688700 ,8937 ,9698 ,129 ,965 ,대만,대만,,씨네그루(주)키다리이엔티,15세이상관람가,공포(호러),웨이-하오 청,황하
17,바그다드 카페 : 디렉터스컷,2016-07-14,39499900 ,0.001,110192709 ,5397 ,14994 ,31 ,278 ,독일,"독일,미국",,(주)팝엔터테인먼트,15세이상관람가,"코미디,드라마",퍼시 애들론,"마리안느 세이지브레트,CCH 파운더,잭 팰런스,크리스틴 카우프먼"
18,500일의 썸머,2010-01-21,32937400 ,0.001,2249632600 ,4042 ,283277 ,28 ,219 ,미국,미국,스네이크 프리뷰,"(주)팝엔터테인먼트,이십세기폭스코리아(주)",15세이상관람가,"드라마,멜로/로맨스",마크 웹,"조셉 고든 레빗,주이 데샤넬,제프리 아렌드,클로이 모레츠"
19,우리들,2016-06-16,20013800 ,0,284373260 ,2751 ,37386 ,21 ,213 ,한국,한국,(주)아토,(주)엣나인필름,전체관람가,드라마,윤가은,"최수인,설혜인,이서연,박혜진,안정우,전석민,주재윤,최승혁"
20,환상의 빛,2016-07-07,20671200 ,0,125181200 ,2534 ,15699 ,21 ,141 ,일본,일본,,주식회사 씨네룩스,15세이상관람가,드라마,고레에다 히로카즈,"마키코 에수미,나이토 타카시,아사노 타다노부"
21,아가씨,2016-06-01,19561400 ,0,35181605091 ,2529 ,4283608 ,21 ,119 ,한국,한국,"유한회사 아가씨에프에스,(주)모호필름,(주)용필름",씨제이이앤엠(주),청소년관람불가,"스릴러,드라마",박찬욱,"김민희,김태리,하정우,조진웅,김해숙,문소리,최병모,김인우,이용녀,조은형,장한순,이규정,이승준,이윤재"
22,태풍이 지나가고,2016-07-27,17775500 ,0,17775500 ,2511 ,2511 ,41 ,88 ,일본,일본,,(주)티캐스트,12세이상관람가,드라마,고레에다 히로카즈,"아베 히로시,키키 키린,마키 요코,코바야시 사토미"
23,미 비포 유,2016-06-01,17229000 ,0,7640756690 ,2255 ,941955 ,14 ,83 ,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"멜로/로맨스,드라마",테아 샤록,"에밀리아 클라크,샘 클라플린,매튜 루이스"
24,벤허,1972-09-07,20960500 ,0,257570932 ,2244 ,41502 ,12 ,145 ,미국,미국,메트로-골드윈-마이어,(주)팝엔터테인먼트,"12세이상관람가,연소자관람가,전체관람가","드라마,액션",윌리엄 와일러,"찰톤 헤스톤,잭 호킨스,하야 할라이드,스티븐 보이드"
25,"사랑해, 매기",2016-07-27,16555000 ,0,35014000 ,2050 ,4562 ,59 ,95 ,멕시코,멕시코,,와이드 릴리즈(주),15세이상관람가,"코미디,드라마",유지니오 델베즈,유지니오 델베즈
26,존 휴스턴 회고전-키 라르고,2008-03-15,4016000 ,0,4427000 ,1993 ,2074 ,1 ,20 ,미국,미국,,,,드라마,,
27,덕혜옹주,2016-08-03,11977000 ,0,11977000 ,1516 ,1516 ,5 ,6 ,한국,한국,"(주)하이브미디어코프,(주)영화사호필름 ,(주)디씨지플러스",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"사극,드라마",허진호,"손예진,박해일,윤제문,라미란,정상훈,박수영,김소현,박주미,안내상,김재욱,김인우,백윤식,김대명,김정희,박윤식,박지수,박혜영,송민수,송창현,신동주,오세영,이경훈,이명규,이상진,이승진,최영빈,최일순,최정순,한동훈,함성원,홍은지,김무규"
28,불의 전차,2016-06-16,9177500 ,0,307275600 ,1329 ,46855 ,8 ,45 ,영국,영국,,(주)프레인글로벌,12세이상관람가,드라마,휴 허드슨,"니콜라스 파렐,나이젤 하버스,벤 크로스"
29,명탐정 코난: 순흑의 악몽,2016-08-03,11655000 ,0,11655000 ,1295 ,1295 ,6 ,6 ,일본,일본,,씨제이이앤엠(주),12세이상관람가,"애니메이션,미스터리,어드벤처","시즈노 코분,야마모토 야스이치로",
30,국가대표 2,2016-08-10,8938000 ,0,8938000 ,1217 ,1217 ,3 ,6 ,한국,한국,케이엠컬쳐㈜,메가박스(주)플러스엠,12세이상관람가,드라마,김종현,"수애,오달수,오연서,하재숙,김슬기,김예원,진지희,임진영,박진하,전송이,방추성,백상훈,서은정,조규영,안승호,조수지,조희윤,이경선,이민지,이선미,이영화"
31,언어의 정원,2013-08-14,4618600 ,0,449097231 ,1206 ,65887 ,12 ,85 ,일본,일본,,"에이원엔터테인먼트,(주)팝엔터테인먼트",12세이상관람가,애니메이션,신카이 마코토,"이리노 미유,하나자와 카나,히라노 후미"
31,초속5센티미터,2007-06-21,4618600 ,0,225994350 ,1206 ,38330 ,12 ,85 ,일본,일본,,"대원디지털엔터테인먼트,(주)팝엔터테인먼트",전체관람가,"애니메이션,드라마,멜로/로맨스",신카이 마코토,미즈하시 켄지
33,본 투 비 블루,2016-06-09,10885000 ,0,741990435 ,1188 ,91345 ,7 ,42 ,캐나다,"캐나다,영국,미국",,그린나래미디어(주),청소년관람불가,드라마,로버트 뷔드로,"에단 호크,카르멘 에조고"
34,에브리바디 원츠 썸!!,2016-07-14,8853500 ,0,52262600 ,1155 ,6526 ,12 ,85 ,미국,미국,,(주)디스테이션,청소년관람불가,코미디,리차드 링클레이터,"블레이크 제너,조이 도이치,글렌 포웰,라이언 구즈만,테일러 후츨린,포레스트 빅커리"
35,아이 인 더 스카이,2016-07-14,8039000 ,0,111800200 ,1053 ,14663 ,8 ,54 ,영국,영국,,판씨네마(주),12세이상관람가,"전쟁,스릴러",개빈 후드,"헬렌 미렌,아론 폴,알란 릭맨,제레미 노담,이아인 글렌"
36,키즈모노가타리 I : 철혈편,2016-06-30,7831000 ,0,186727500 ,1009 ,24440 ,8 ,61 ,일본,일본,,(주)박수엔터테인먼트,15세이상관람가,"애니메이션,드라마,판타지,액션",신보 아키유키,"카미야 히로시,사카모토 마아야,호리에 유이,사쿠라이 타카히로"
37,컨저링 2,2016-06-09,7033500 ,0,15757598629 ,920 ,1928316 ,17 ,68 ,미국,미국,,워너브러더스 코리아(주),15세이상관람가,공포(호러),제임스 완,"베라 파미가,패트릭 윌슨,프란카 포텐테,프란시스 오코너,스털링 제린스"
38,모정,1972-12-09,2496000 ,0,30453000 ,832 ,14761 ,1 ,12 ,미국,미국,이십세기폭스필름코퍼레이션,,12세관람가,"드라마,전쟁",헨리 킹,"윌리엄 홀든,제니퍼 존스"
39,로렐,2016-07-07,5773000 ,0,62179400 ,819 ,8192 ,13 ,77 ,미국,미국,,(주)엣나인필름,15세이상관람가,"드라마,멜로/로맨스",피터 솔레트,"줄리안 무어,엘렌 페이지,마이클 섀넌,스티브 카렐"
40,아름다운 추억,,2266000 ,0,2266000 ,754 ,754 ,1 ,12 ,미국,미국,,,,드라마,헨리 코스터,"제니퍼 존스,로버트 스택"
41,오베라는 남자,2016-05-25,6533000 ,0,716648888 ,751 ,89918 ,3 ,19 ,스웨덴,스웨덴,,"(주)싸이더스,(주)디스테이션",12세이상관람가,드라마,하네스 홀름,"롤프 라스가드,바하르 파르스,필립 버그,이다 엥볼"
42,비포 선라이즈,1996-03-30,6144500 ,0,443400200 ,743 ,54373 ,3 ,16 ,미국,"미국, 오스트리아,스위스",캐슬 락 엔터테인먼트,(주)드림팩트엔터테인먼트,"고등학생이상관람가,15세이상관람가","멜로/로맨스,드라마",리차드 링클레이터,"에단 호크,줄리 델피"
43,서프러제트,2016-06-23,5212100 ,0,222361300 ,712 ,27317 ,5 ,25 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,사라 가브론,"캐리 멀리건,헬레나 본햄 카터,메릴 스트립,벤 위쇼"
44,슈퍼 프렌즈,2016-08-10,4863000 ,0,6839000 ,711 ,911 ,2 ,5 ,한국,한국,㈜디지아트프로덕션,씨네그루(주)키다리이엔티,전체관람가,애니메이션,"이경호,이원재","변현우,김지혜,박조호,서지연,남도형,홍진욱,김승태,오인성,유지현,이세은"
45,종착역,,1384000 ,0,16979000 ,684 ,8139 ,1 ,15 ,미국,"미국,이탈리아",,,,드라마,비토리오 데 시카,"제니퍼 존스,몽고메리 클리프트,지노 셀비,리차드 베이머"
