순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,콩: 스컬 아일랜드,2017-03-08,9204690243 ,0.461,9997632343 ,1096688 ,1195510 ,984 ,30739 ,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,판타지",조던 복트-로버츠,"톰 히들스턴,브리 라슨,사무엘 L. 잭슨,존 굿맨"
2,로건,2017-03-01,4945450657 ,0.248,16157429322 ,586519 ,1899313 ,899 ,23407 ,미국,미국,,이십세기폭스코리아(주),청소년관람불가,"액션,SF",제임스 맨골드,"휴 잭맨,패트릭 스튜어트,보이드 홀브룩,스테판 머천트,리차드 E. 그랜트,에릭 라 살,엘리스 닐"
3,해빙,2017-03-01,1361491457 ,0.068,9667750722 ,168505 ,1175424 ,544 ,13248 ,한국,한국,"위더스필름(주),(주)영화사 불",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,스릴러,이수연,"조진웅,신구,김대명,송영창,이청아,윤세아"
4,재심,2017-02-15,744059000 ,0.037,19136095537 ,94036 ,2403818 ,420 ,6272 ,한국,한국,(주)이디오플랜,"오퍼스픽쳐스,CGV아트하우스",15세이상관람가,드라마,김태윤,"정우,강하늘,김해숙,이동휘,한재영,이경영"
5,23 아이덴티티,2017-02-22,769013000 ,0.039,13533849035 ,92777 ,1666736 ,400 ,6521 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,스릴러,M. 나이트 샤말란,"제임스 맥어보이,안야 테일러 조이,헤일리 루 리차드슨,베티 버클리,브래드 윌리엄 헨크,킴 디렉터,스털링 K. 브라운"
6,라라랜드,2016-12-07,432734205 ,0.022,28666938333 ,52728 ,3429748 ,202 ,2313 ,미국,미국,,판씨네마(주),12세이상관람가,"드라마,뮤지컬,멜로/로맨스",다미엔 차젤레,"엠마 스톤,라이언 고슬링,핀 위트록,J.K. 시몬스,로즈마리 드윗"
7,파도가 지나간 자리,2017-03-08,392590900 ,0.02,431708000 ,50309 ,55475 ,276 ,3523 ,미국,"미국,뉴질랜드,영국",,CGV아트하우스,15세이상관람가,"드라마,멜로/로맨스",데릭 시엔프랜스,"마이클 패스벤더,알리시아 비칸데르,레이첼 와이즈,에밀리 바클레이,리온 포드"
8,문라이트,2017-02-22,237846795 ,0.012,1199760195 ,29460 ,149377 ,139 ,1697 ,미국,미국,,CGV아트하우스,15세이상관람가,드라마,배리 젠킨스,"트레반트 로즈,앙드레 홀랜드,나오미 해리스"
9,걸 온 더 트레인,2017-03-09,203528500 ,0.01,210920500 ,25760 ,27110 ,331 ,3896 ,미국,미국,,씨제이이앤엠(주),청소년관람불가,"드라마,스릴러,미스터리",테이트 테일러,"에밀리 블런트,해일리 베넷,루크 에반스,레베카 퍼거슨,로라 프레폰,에드가 라미레즈,앨리슨 제니,저스틴 세럭스,리사 쿠드로"
10,트롤,2017-02-16,198190600 ,0.01,4973281300 ,25405 ,670725 ,263 ,1300 ,미국,미국,드림웍스 애니메이션,씨제이이앤엠(주),전체관람가,애니메이션,"마이크 미첼,월트 도른","안나 켄드릭,저스틴 팀버레이크,주이 디샤넬,크리스토퍼 민츠 플라세,크리스틴 바란스키,제프리 탬보,러셀 브랜드,쿠널 나이어,그웬 스테파니,제임스 코든,존 클리즈,쿠벤자네 왈리스,월트 도른,이성경,박형식,김하영,엄상현,전숙경,장광,이현,김명준,김도영,신용우"
11,눈길,2017-03-01,139499200 ,0.007,935668200 ,19700 ,124326 ,206 ,1992 ,한국,한국,KBS,"(주)엣나인필름,CGV아트하우스",15세이상관람가,드라마,이나정,"김영옥,김향기,김새론,조수향,서영주,장영남"
12,사일런스,2017-02-28,130332600 ,0.007,616858000 ,18451 ,82092 ,134 ,1040 ,미국,"미국,대만,멕시코",,씨네그루(주)키다리이엔티,15세이상관람가,드라마,마틴 스콜세지,"앤드류 가필드,리암 니슨,아담 드라이버,시아란 힌즈,아사노 타다노부,코마츠 나나,츠카모토 신야,카세 료,사부,오가타 이세이"
