순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,분노의 질주: 더 세븐,2015-04-01,7073564983 ,0.407,18996690481 ,865172 ,2329279 ,818 ,25575 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,범죄,스릴러",제임스 완,"빈 디젤,폴 워커,드웨인 존슨,제이슨 스타뎀"
2,장수상회,2015-04-09,3574060217 ,0.206,3705138217 ,476581 ,493627 ,688 ,22233 ,한국,한국,"(주)빅픽쳐,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,"멜로/로맨스,드라마",강제규,"박해빛나,박근형,윤여정,조진웅,한지민,황우슬혜,문가영,찬열,장문규,이준혁,윤소희,백일섭,박소연,이제욱,강석민,박지혜,정해인,최대영,최승훈,송동규,유원준,유원준,윤상훈,윤여정,이강희,임하룡,홍성일,이보영,이상수,이수지,이언정,김재화,남문철"
3,스물,2015-03-25,3300685300 ,0.19,21604461260 ,421198 ,2794984 ,661 ,19210 ,한국,한국,"(주)영화나무,(주)아이에이치큐",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"코미디,드라마",이병헌,"김우빈,이준호,강하늘,정덕희,주창욱,권지훈,오하늬,오현경,이성두,정소민,안재홍,이유비,김의성,김종수,민지,황미영"
4,화장,2015-04-09,691555700 ,0.04,739364700 ,91623 ,97690 ,327 ,9214 ,한국,한국,(주)명필름,(주)리틀빅픽쳐스,청소년관람불가,드라마,임권택,"안성기,김규리,김호정,박혜미,윤종호,이소정,이은경,안석환,연우진,김병춘,주현"
5,킹스맨 : 시크릿 에이전트,2015-02-11,656295800 ,0.038,49630467095 ,80039 ,6039786 ,268 ,3860 ,미국,"미국,영국",,이십세기폭스코리아(주),청소년관람불가,"액션,스릴러",매튜 본,"콜린 퍼스,태런 에저튼,사무엘 L. 잭슨,마이클 케인"
6,위플래쉬,2015-03-12,440843400 ,0.025,12249668345 ,54688 ,1538932 ,228 ,3169 ,미국,미국,,(주)쇼박스,15세이상관람가,드라마,다미엔 차젤레,"마일즈 텔러,J.K. 시몬스"
7,한 번 더 해피엔딩,2015-04-08,230896851 ,0.013,279492151 ,29678 ,36280 ,229 ,3258 ,미국,미국,,(주)팝엔터테인먼트,15세이상관람가,"멜로/로맨스,코미디",마크 로렌스,"휴 그랜트,마리사 토메이,앨리슨 제니,벨라 헤스콧"
8,엘리노어 릭비: 그 남자 그 여자,2015-04-09,236614700 ,0.014,249018700 ,29632 ,31177 ,212 ,2967 ,미국,미국,,(주)이수C&E,15세이상관람가,드라마,네드 벤슨,"제임스 맥어보이,제시카 차스테인,이자벨 위페르,윌리엄 허트"
9,코블러,2015-04-08,217646232 ,0.013,277096932 ,28293 ,35995 ,250 ,3291 ,미국,미국,,씨네그루(주)다우기술,15세이상관람가,"판타지,코미디",토마스 맥카시,"아담 샌들러,더스틴 호프만,스티브 부세미"
10,신데렐라,2015-03-19,140760900 ,0.008,5409680800 ,18629 ,704571 ,144 ,920 ,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,멜로/로맨스,케네스 브래너,"릴리 제임스,리처드 매든,케이트 블란쳇,헬레나 본햄 카터,홀리데이 그레인저,소피 맥쉐라"
11,유고와 라라: 하늘고래와 구름섬 대모험,2015-04-09,128248400 ,0.007,136296400 ,17579 ,18585 ,222 ,1192 ,중국,중국,,와이드 릴리즈(주),전체관람가,애니메이션,왕운비,"이재현,박리나,홍진욱,임채헌,윤세웅,유지원,권문정"
12,원스 어폰 어 타임 인 아메리카,1984-12-10,98470400 ,0.006,123569400 ,6800 ,10298 ,31 ,198 ,미국,"미국,이탈리아",워너 브러더스 픽쳐스,(주)프레인글로벌,"국민학생관람불가,청소년관람불가",액션,세르지오 레오네,"엘리자베스 맥거번,트리트 윌리엄스,조 페시,제임스 우즈,제니퍼 코넬리,로버트 드니로"
13,청춘의 증언,2015-04-09,45398200 ,0.003,53840200 ,5995 ,7098 ,86 ,965 ,영국,영국,,판씨네마(주),12세이상관람가,드라마,제임스 켄트,"알리시아 비칸데르,킷 해링턴,태런 에저튼,콜린 모건"
14,뱀파이어 아카데미,2015-04-09,34360500 ,0.002,34360500 ,5780 ,5780 ,50 ,99 ,미국,"미국,영국,루마니아",,(주)누리픽쳐스,15세이상관람가,"액션,코미디,판타지",마크 워터스,"조이 더치,루시 프라이,다닐라 코즈로브스키"
15,그 사람 그 사랑 그 세상,2014-11-20,37456000 ,0.002,293966500 ,5554 ,40720 ,18 ,50 ,한국,한국,KBS,"THE 픽쳐스,(주)팝엔터테인먼트",전체관람가,다큐멘터리,권혁만,"강석우,최강희,이광기"
16,파울볼,2015-04-02,32775300 ,0.002,222080500 ,4614 ,29232 ,32 ,325 ,한국,한국,(주)티피에스컴퍼니,오퍼스픽쳐스,전체관람가,다큐멘터리,"조정래,김보경","김성근,조진웅,박지은,박진영,설재훈,이경태,이동현,이상훈,이상훈,이성진,이승엽,이승재,이승주"
17,결혼하지 않아도 괜찮을까,2015-04-09,32487500 ,0.002,41312500 ,4002 ,5073 ,27 ,368 ,일본,일본,,프리비젼엔터테인먼트,12세이상관람가,드라마,미노리카와 오사무,"시바사키 코우,마키 요코,테라지마 시노부"
18,은하철도의 꿈,2015-04-09,24577900 ,0.001,32158900 ,3360 ,4317 ,85 ,424 ,일본,일본,,(주)영화사오원,전체관람가,애니메이션,니시쿠보 미즈호,"요코야마 코타,이치무라 마사치카,나카마 유키에"
19,"땡큐, 대디",2015-04-23,20005000 ,0.001,23444000 ,3267 ,3711 ,4 ,9 ,프랑스,프랑스,,(주)영화사 빅,전체관람가,드라마,닐스 타베니어,"자크 검블린,알렉산드라 라미"
