순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,연평해전,2015-06-24,9546953395 ,0.253,37548664485 ,1275882 ,4968660 ,777 ,23755 ,한국,한국,(주)로제타시네마,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,김학순,"김무열,진구,김율호,이현우,이완,이청아,천민희,이한종,박찬희,박혜준,최순조,최승준,최종환,송재호,유형균,박정학,이철민,김강일"
2,인사이드 아웃,2015-07-09,7960501705 ,0.211,7982621705 ,1020356 ,1022890 ,777 ,18789 ,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,코미디",피트 닥터,"다이안 레인,에이미 포엘러,카일 맥라클란,민디 캘링,빌 헤이더"
3,터미네이터 제니시스,2015-07-02,7357433005 ,0.195,23066986329 ,896914 ,2792253 ,750 ,22175 ,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"액션,어드벤처,SF,스릴러",앨런 테일러,"아놀드 슈왈제네거,제이슨 클락,에밀리아 클라크,제이 코트니,J.K. 시몬스,다요 오케니이,맷 스미스,코트니 B. 반스,이병헌,아론 V. 윌리엄슨"
4,손님,2015-07-09,5327445480 ,0.141,5397349680 ,692986 ,700598 ,634 ,16778 ,한국,한국,(주)유비유필름,씨제이이앤엠(주),15세이상관람가,"판타지,공포(호러)",김광태,"류승룡,이성민,천우희,이준,정경호,김정영,박시연,이민지,백승호,유재현,이서연,이승준,전국환,정준원"
5,인시디어스 3,2015-07-09,2929841120 ,0.078,2931052120 ,379421 ,379594 ,409 ,7873 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,공포(호러),리 워넬,"스테파니 스콧,더못 멀로니,린 샤예"
6,쥬라기 월드,2015-06-11,2225011400 ,0.059,46594659326 ,287350 ,5397884 ,420 ,6164 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,어드벤처,SF",콜린 트레보로우,"크리스 프랫,주디 그리어,브라이스 달라스 하워드,케이티 맥그라스,제이크 존슨,빈센트 도노프리오"
7,극비수사,2015-06-18,777601400 ,0.021,22247278897 ,101858 ,2842199 ,244 ,3347 ,한국,한국,"(주)제이콘컴퍼니,(주)영화사신세계",(주)쇼박스,15세이상관람가,"드라마,범죄",곽경택,"김윤석,유해진,송영창,장영남,정호빈,이준혁,이종일,장성훈,정규용,정기용,백승호,이효제,최원,송승현,신유경,양중경,유주영,홍명기,이석현,이소영,이승준,이윤희,이인규,주영호,박효주,이재용,남문철"
8,우먼 인 골드,2015-07-09,529685500 ,0.014,585977700 ,70006 ,77231 ,252 ,3441 ,미국,"미국,영국",,(주)팝엔터테인먼트,12세이상관람가,드라마,사이먼 커티스,"헬렌 미렌,라이언 레놀즈,다니엘 브륄"
9,러덜리스,2015-07-09,263401120 ,0.007,289763920 ,33444 ,36915 ,117 ,1636 ,미국,미국,,그린나래미디어(주),12세이상관람가,"코미디,드라마",윌리엄 H. 머시,"빌리 크루덥,안톤 옐친,셀레나 고메즈,로렌스 피쉬번,펠리시티 허프먼"
10,쓰리 썸머 나잇,2015-07-15,109083800 ,0.003,121395800 ,14082 ,15621 ,297 ,953 ,한국,한국,"더램프(주),㈜감독의집","(주)리틀빅픽쳐스,(주)인벤트스톤",청소년관람불가,코미디,김상진,"김동욱,임원희,손호준,윤제문,류현경,심은진,이채영,전은진,정승민,박현수,홍광석,김승필,이신범"
