순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,극비수사,2015-06-18,12491111447 ,0.381,12541170447 ,1588421 ,1595084 ,894 ,30648 ,한국,한국,"(주)제이콘컴퍼니,(주)영화사신세계",(주)쇼박스,15세이상관람가,"드라마,범죄",곽경택,"김윤석,유해진,송영창,장영남,정호빈,이준혁,이종일,장성훈,정규용,정기용,백승호,이효제,최원,송승현,신유경,양중경,유주영,홍명기,이석현,이소영,이승준,이윤희,이인규,주영호,박효주,이재용,남문철"
2,쥬라기 월드,2015-06-11,13172481393 ,0.402,32885869376 ,1502815 ,3733734 ,1022 ,34694 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,어드벤처,SF",콜린 트레보로우,"크리스 프랫,주디 그리어,브라이스 달라스 하워드,케이티 맥그라스,제이크 존슨,빈센트 도노프리오"
3,경성학교: 사라진 소녀들,2015-06-18,2449487500 ,0.075,2471407000 ,317350 ,320108 ,489 ,15253 ,한국,한국,"청년필름(주),비밀의화원",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"미스터리,드라마",이해영,"박보영,엄지원,박소담,공예지,주보비,박성연,심희섭,고원희,박주희,이혜리,박지선,조원철,최영근,최지명,신수연,김경애,김대성,김대호,오현정,김동현,이다희,황석영,이연정,이예은,이은경,윤정미,서미지"
4,연평해전,2015-06-24,1037189000 ,0.032,1082962000 ,156451 ,162623 ,667 ,3159 ,한국,한국,(주)로제타시네마,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,김학순,"김무열,진구,김율호,이현우,이완,이청아,천민희,이한종,박찬희,박혜준,최순조,최승준,최종환,송재호,유형균,박정학,이철민,김강일"
5,샌 안드레아스,2015-06-03,1147747600 ,0.035,14352086352 ,147101 ,1705873 ,358 ,6589 ,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,드라마,스릴러",브래드 페이튼,"드웨인 존슨,알렉산드리아 다다리오"
6,매드 맥스: 분노의 도로,2015-05-14,654750400 ,0.02,32690272162 ,81768 ,3817944 ,234 ,3056 ,미국,"미국,호주",,워너브러더스 코리아(주),15세이상관람가,"액션,어드벤처,스릴러",조지 밀러,"톰 하디,샤를리즈 테론,니콜라스 홀트,조 크라비츠,로지 헌팅턴-휘틀리,라일리 코프,메간 게일,애비 리,코트니 이튼"
7,심야식당,2015-06-18,468744030 ,0.014,477803474 ,60041 ,61182 ,180 ,2780 ,일본,일본,,(주)영화사 진진,12세이상관람가,드라마,마츠오카 조지,"코바야시 카오루,오다기리 조,타카오카 사키"
8,소수의견,2015-06-24,333983300 ,0.01,333983300 ,51092 ,51092 ,378 ,1913 ,한국,한국,(주)하리마오픽쳐스,(주)시네마서비스,15세이상관람가,드라마,김성제,"윤계상,유해진,김옥빈,이경영,장광,권해효,손아람,박주형,이은미,이은우,김의성,조복래,김종수,박충선"
9,스파이,2015-05-21,393596600 ,0.012,18386480358 ,49773 ,2315066 ,201 ,2278 ,미국,미국,,이십세기폭스코리아(주),15세이상관람가,"액션,코미디",폴 페이그,"주드 로,제이슨 스타뎀,멜리사 맥카시"
10,베스트 오브 미,2015-06-18,85331600 ,0.003,94133600 ,11454 ,12432 ,118 ,1361 ,미국,미국,,메가박스(주)플러스엠,15세이상관람가,"드라마,멜로/로맨스",마이클 호프만,"미셸 모나한,제임스 마스던,라이아나 리버라토,루크 브레이시"
11,간신,2015-05-21,66882100 ,0.002,8945546410 ,8570 ,1110071 ,114 ,844 ,한국,한국,(주)수필름,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,사극,민규동,"주지훈,김강우,천호진,임지연,이유영,김현수,문희경,박시영,박아영,임효우,전미정,전태호,박은영,박은영,박재성,박주희,박지수,정수지,정재우,배효진,조명행,조용완,송영창,차지연,성진아,최창훈,신동필,양정민,염재민,한진구,이보라,홍의정,황동희,이상철,이소희,이솔,이슬기,이승주,이용호,이용호,이윤지,김태희,서영주,기주봉,장광,류선영,김강일,정만식,최일화"
12,한여름의 판타지아,2015-06-11,58272600 ,0.002,132919500 ,7597 ,16790 ,42 ,572 ,한국,"한국,일본",모쿠슈라,㈜인디스토리,전체관람가,드라마,장건재,"김새벽,이와세 료,임형국"
13,피아니스트,2003-01-01,46867300 ,0.001,51420500 ,5761 ,6376 ,22 ,226 ,프랑스,프랑스,,"(주)씨네월드,(주)드림팩트엔터테인먼트",12세관람가,드라마,로만 폴란스키,"애드리언 브로디,토마스 크레취만,프랭크 핀레이"
