순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
66,업 포 러브,2016-12-21,2842000 ,0,3244000 ,406 ,451 ,2 ,2 ,프랑스,프랑스,,(주)엣나인필름,15세이상관람가,"멜로/로맨스,코미디",로랑 티라르,"장 뒤자르댕,비르지니 에피라"
67,마부,,810000 ,0,17585000 ,405 ,9350 ,1 ,9 ,한국,한국,화성영화,,미정,드라마,강대진,"김승호,신영균,황정순"
68,잃어버린전설,,726000 ,0,5871000 ,363 ,2355 ,1 ,12 ,,,,,,,,
69,오 마이 파파,2016-11-10,1904000 ,0,84460100 ,336 ,11887 ,6 ,19 ,한국,한국,(주)하이하버픽쳐스,(주)모멘텀엔터테인먼트,전체관람가,다큐멘터리,박혁지,
70,분노의 강,,637000 ,0,637000 ,331 ,331 ,1 ,6 ,미국,미국,워너 브러더스 픽쳐스,,,서부극(웨스턴),안소니 만,
71,하얀 까마귀,,614000 ,0,2806000 ,307 ,1403 ,1 ,5 ,한국,한국,,,,드라마,정진우,"김지미,신성일,남궁원"
72,딜쿠샤,2016-11-24,2331100 ,0,9994300 ,301 ,1340 ,5 ,23 ,한국,한국,"(주)인디컴,영화사청어람(주)",(주)리틀빅픽쳐스,12세이상관람가,"다큐멘터리,판타지","김태영,이세영","진혜경,길용우,김정옥,김태영,김훈제"
73,설리: 허드슨강의 기적,2016-09-28,1800000 ,0,5232336754 ,300 ,626840 ,1 ,1 ,미국,미국,,워너브러더스 코리아(주),12세이상관람가,드라마,클린트 이스트우드,"톰 행크스,아론 에크하트,로라 린니"
74,인천상륙작전,2016-07-27,2312000 ,0,55101410303 ,289 ,7049643 ,1 ,2 ,한국,한국,(주)태원엔터테인먼트,씨제이이앤엠(주),12세이상관람가,"전쟁,드라마",이재한,"김정철,이정재,이범수,리암 니슨,진세연,정준호,박철민,김병옥,김선아,김영애,박성웅,추성훈,황석하,이창세,박정원,박현선,션 리차드,이유진,한비,김희진"
75,세상에서 고양이가 사라진다면,2016-11-09,2603000 ,0,504349200 ,284 ,70424 ,2 ,16 ,일본,일본,,(주)크리픽쳐스,12세이상관람가,드라마,나가이 아키라,"사토 타케루,미야자키 아오이,오쿠다 에이지,하라다 미에코"
76,당신이 사랑하는 동안에,2005-10-13,2057000 ,0,941151500 ,275 ,144559 ,1 ,12 ,미국,미국,"메트로-골드윈-마이어,레이크쇼어 엔터테인먼트","(주)에이앤비픽쳐스,(주)쇼박스","15세관람가,15세이상관람가","드라마,멜로/로맨스,스릴러",폴 맥기건,"조쉬 하트넷,다이앤 크루거,로즈 번"
77,레이디 수잔,2016-11-24,2069500 ,0,50951300 ,273 ,6936 ,5 ,25 ,영국,"영국,아일랜드",,(주)팝엔터테인먼트,12세이상관람가,"드라마,멜로/로맨스",위트 스틸먼,"케이트 베킨세일,클로에 세비니,자비에르 사무엘"
78,킬리만자로의 눈,,556000 ,0,14186000 ,269 ,7060 ,1 ,12 ,미국,미국,,,,"드라마,멜로/로맨스",헨리 킹,"그레고리 펙,에바 가드너,수잔 헤이워드"
79,시카고,2003-03-28,2317000 ,0,17248400 ,268 ,2402 ,4 ,5 ,미국,미국,,"씨네그루(주)키다리이엔티,코리아픽쳐스(주)","15세관람가,15세이상관람가","뮤지컬,드라마,범죄,코미디",롭 마샬,"르네 젤위거,캐서린 제타-존스,리차드 기어"
80,와와의 학교 가는 날,2016-10-27,757000 ,0,69227800 ,243 ,13147 ,4 ,10 ,중국,중국,,(주)마노엔터테인먼트,전체관람가,드라마,펑천,"딩지아리,아나무랑,차오시웬"
81,인어공주 : 새로운 모험의 시작,2016-11-03,1162000 ,0,245661300 ,240 ,32529 ,2 ,9 ,중국,중국,,예지림엔터테인먼트,전체관람가,애니메이션,아담 추,
82,우리들,2016-06-16,2163000 ,0,354561960 ,217 ,47733 ,2 ,4 ,한국,한국,(주)아토,(주)엣나인필름,전체관람가,드라마,윤가은,"최수인,설혜인,이서연,박혜진,안정우,전석민,주재윤,최승혁"
83,호두까기 인형: 장난감 왕국 대모험,2016-12-15,1712000 ,0,1712000 ,214 ,214 ,1 ,1 ,페루,페루,,THE 픽쳐스,전체관람가,애니메이션,에두와르도 슐츠,
84,위켄즈,2016-12-22,1260000 ,0,1664000 ,210 ,278 ,1 ,1 ,한국,한국,"한국게이인권운동단체 친구사이,반달",무브먼트,15세이상관람가,다큐멘터리,이동하,"고동민,낙타,미로,민"
85,살로메,,418000 ,0,1018000 ,209 ,509 ,1 ,4 ,미국,미국,,,,드라마,윌리엄 디터리,"리타 헤이워드,스튜어트 그랜저,찰스 로튼"
86,대지,,612000 ,0,23307000 ,204 ,11039 ,1 ,4 ,미국,미국,,,,드라마,시드니 프랭클린,"폴 무니,루이스 라이너"
86,덕혜옹주,2016-08-03,1530000 ,0,44392518109 ,204 ,5598967 ,1 ,1 ,한국,한국,"(주)하이브미디어코프,(주)영화사호필름 ,(주)디씨지플러스",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"사극,드라마",허진호,"손예진,박해일,윤제문,라미란,정상훈,박수영,김소현,박주미,안내상,김재욱,김인우,백윤식,김대명,김정희,박윤식,박지수,박혜영,송민수,송창현,신동주,오세영,이경훈,이명규,이상진,이승진,최영빈,최일순,최정순,한동훈,함성원,홍은지,김무규"
86,스크루지 : 크리스마스 캐롤,,408000 ,0,408000 ,204 ,204 ,1 ,8 ,,,,,,,,
89,일 트로바토레,2016-01-16,4641000 ,0,53440500 ,200 ,2177 ,6 ,12 ,미국,미국,,(주)인스터피씨엠,전체관람가,공연,마르코 아르밀리아토,안나 네트렙코
90,죽여주는 여자,2016-10-06,921500 ,0,882115800 ,183 ,120907 ,1 ,5 ,한국,한국,"한국영화아카데미,주식회사 뭉클픽쳐스",CGV아트하우스,청소년관람불가,드라마,이재용,"윤여정,전무송,윤계상,박성진,윤효진"
91,걸즈 앤 판처 극장판,2016-08-25,1600000 ,0,254554100 ,160 ,28389 ,1 ,1 ,일본,일본,,(주)머스트씨무비릴리징컴퍼니,12세이상관람가,애니메이션,미즈시마 츠토무,
92,에곤 쉴레: 욕망이 그린 그림,2016-12-22,1057000 ,0,9484000 ,151 ,1227 ,1 ,1 ,오스트리아,"오스트리아,룩셈부르크",,(주)티캐스트,청소년관람불가,드라마,디에터 버너,"노아 자베드라,마레지 리크너"
93,7년-그들이 없는 언론,2017-01-12,1176000 ,0,1320000 ,147 ,202 ,1 ,1 ,한국,한국,한국탐사저널리즘센터,(주)인디플러그,12세이상관람가,다큐멘터리,김진혁,"강지웅,권성민,권석재,노종면,박성제,박성호,박진수,우장균,이근행,이용마,정영하,정유신,조승호,최승호,현덕수"
94,당신자신과 당신의 것,2016-11-10,1203000 ,0,144559300 ,146 ,17762 ,4 ,22 ,한국,한국,(주)영화제작전원사,"(주)영화제작전원사 ,(주)콘텐츠판다",청소년관람불가,드라마,홍상수,"김주혁,이유영,김의성,권해효,유준상,김민정,백현진"
95,스포트라이트,2016-02-24,1015000 ,0,2402036255 ,145 ,299878 ,1 ,1 ,미국,미국,,(주)팝엔터테인먼트,15세이상관람가,"드라마,스릴러",토마스 맥카시,"마이클 키튼,마크 러팔로,레이첼 맥아담스"
96,선생님의 일기,2016-11-02,1058000 ,0,498454200 ,142 ,71297 ,3 ,16 ,태국,태국,,"(주)드림팩트엔터테인먼트,(주)미로스페이스",12세이상관람가,"멜로/로맨스,드라마",니티왓 다라톤,레일라 분야삭
97,스톱,2016-12-08,1251500 ,0,1826500 ,137 ,252 ,2 ,13 ,한국,한국,(주)김기덕 필름,(주)김기덕 필름,15세이상관람가,드라마,김기덕,"나카에 츠바사,호리 나츠카,알렌 아이"
98,스캔들,2016-12-13,652000 ,0,652000 ,132 ,132 ,19 ,20 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마",이동현,
99,포스카리가의 두 사람,2016-12-04,3124500 ,0,5920500 ,129 ,248 ,8 ,14 ,독일,독일,,(주)케빈앤컴퍼니,전체관람가,공연,미켈레 마리오티,"플라시도 도밍고,프란체스코 멜리"
100,가을비 우산속에,1979-08-23,231000 ,0,5770000 ,117 ,2886 ,1 ,3 ,한국,한국,(주)동아수출공사,,국민학생관람불가,"드라마,멜로/로맨스",석래명,"신성일,정윤희,김자옥,문정숙"
101,아브릴과 조작된 세계,2016-12-15,1008000 ,0,6349000 ,112 ,722 ,1 ,1 ,프랑스,"프랑스,벨기에,캐나다",,(주)영화사 진진,12세이상관람가,"애니메이션,어드벤처,코미디","크리스티앙 데마르,프랑크 에킨시",
102,루돌프와 많이있어,2016-12-28,749000 ,0,749000 ,107 ,107 ,1 ,1 ,일본,일본,,씨제이이앤엠(주),전체관람가,애니메이션,"유야마 쿠니히코,사카키바라 모토노리","김율,신용우,홍범기,시영준,김영찬,정유정,김가령,이노우에 마오,스즈키 료헤이,미즈키 나나,후루타 아라타"
103,벨빌의 세 쌍둥이,2016-10-27,528200 ,0,15929100 ,106 ,2016 ,1 ,3 ,프랑스,"프랑스,벨기에,캐나다,영국",,찬란,12세이상관람가,"애니메이션,코미디",실뱅 쇼메,
104,4등,2016-04-13,618000 ,0,285499700 ,103 ,38457 ,1 ,2 ,한국,한국,"국가인권위원회,정지우 필름","(주)프레인글로벌,CGV아트하우스",15세이상관람가,드라마,정지우,"박해준,이항나,유재상,최무성,정가람,유재명,남문철,이혁찬,임유진,이상혁,이승준,최은미,권세정"
105,SIFF2016-경쟁단편 4,,603000 ,0,1749400 ,102 ,294 ,1 ,1 ,한국,한국,,,,기타,"김경래,신윤하,한정재,오성호",
106,발레뤼스,2016-11-16,1869500 ,0,9937000 ,101 ,582 ,10 ,19 ,프랑스,프랑스,,에스디시코리아 주식회사,전체관람가,공연,벨로 판,
107,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,2016-11-03,506000 ,0,503855800 ,94 ,64615 ,1 ,4 ,일본,일본,,(주)넥스트엔터테인먼트월드(NEW),전체관람가,액션,나카자와 쇼지로,"김혜성,안용욱,이경태,류점희,이새아,김현욱,심규혁,이인석,강시현,홍진욱,김서영,서원석,유강진,박요한,안장혁,이인성,곽규미,한상덕,황창영,김민주,이기성"
108,여호,,182000 ,0,2310000 ,91 ,799 ,1 ,4 ,영국,영국,,,,"드라마,멜로/로맨스","마이클 파웰,에메릭 프레스버거","제니퍼 존스,데이빗 파라,시릴 쿠삭"
