순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
42,가스등,,1397000,0,7010000,696,3495,1,12,미국,미국,,,,"스릴러,드라마",조지 쿠커,"찰스 보이어,잉그리드 버그만,조셉 코튼"
43,화장,2015-04-09,5248000,0,12977000,656,1677,1,2,한국,한국,(주)명필름,(주)리틀빅픽쳐스,청소년관람불가,드라마,임권택,"안성기,김규리,김호정,박혜미,윤종호,이소정,이은경,안석환,연우진,김병춘,주현"
44,세인트 빈센트,2015-03-05,4823200,0,669724028,654,86322,4,26,미국,미국,,(주)영화사 빅,12세이상관람가,"코미디,드라마",데오도르 멜피,"빌 머레이,나오미 왓츠,멜리사 맥카시,테렌스 하워드,제이든 리버허"
44,포스 마쥬어: 화이트 베케이션,2015-03-12,4553900,0,36287800,654,4804,11,68,스웨덴,"스웨덴,프랑스,덴마크,노르웨이",,(주)블룸즈베리리소시스리미티드,15세이상관람가,드라마,루벤 외스틀룬드,"요하네스 쿤케,리사 로벤 콩슬리"
46,더 라스트: 나루토 더 무비,2015-02-26,3349000,0,391905272,649,52816,2,15,일본,일본,,와이드 릴리즈(주),12세이상관람가,애니메이션,코바야시 츠네오,
47,팔로우,2015-04-02,4992000,0,8630000,624,1052,2,3,미국,미국,,"(주)영화사오원,(주)브리즈픽처스",청소년관람불가,공포(호러),데이빗 로버트 밋첼,"마이카 먼로,키어 길크리스,다니엘 조바토,제이크 웨어리"
48,솔로몬과 시바의 여왕,1972-11-24,1244000,0,6388000,622,3192,1,12,미국,미국,,,,드라마,킹 비더,"지나 롤로브리지다,율 브린너"
49,그레이의 50가지 그림자,2015-02-26,5133500,0,2916402796,621,364138,5,30,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"드라마,멜로/로맨스",샘 테일러-존슨,"제이미 도넌,다코타 존슨,제니퍼 엘,루크 그림즈"
50,이수,,1182000,0,7337000,588,3648,1,8,프랑스,"프랑스,미국",,,15세이상관람가,"멜로/로맨스,드라마",아나톨레 리바크,"잉그리드 버그만,이브 몽땅,안소니 퍼킨스"
51,파리 폴리,2015-02-26,4496000,0,79976500,559,10416,5,30,프랑스,프랑스,,(주)티캐스트콘텐츠허브,15세이상관람가,드라마,마르끄 피투시,"이자벨 위페르,장 피에르 다루셍"
52,해피 해피 와이너리,2015-03-12,3624000,0,22856300,516,3136,10,66,일본,일본,,주식회사 씨네룩스,전체관람가,코미디,미시마 유키코,"오오이즈미 요,소메타니 쇼타"
53,젊은이의 양지,1972-10-28,1027000,0,14366000,512,6918,1,8,미국,미국,파라마운트 픽쳐스,,15세이상관람가,"드라마,액션,멜로/로맨스",조지 스티븐스,"엘리자베스 테일러,몽고메리 클리프트"
54,워킹걸,2015-01-07,2465000,0,1174055479,493,146500,2,2,한국,한국,"(주)홍필름,(주)수필름",메가박스(주)플러스엠,청소년관람불가,"코미디,멜로/로맨스",정범식,"조여정,클라라,김태우,배유람,정범식,정범식,박주희,백경인,조은영,손진우,배성우,유찬호,김세미,라미란,김승주,이민아,황준호,이승원,이시현,박상민,조재윤,김영옥,김보연,오나라"
55,마부,,962000,0,16328000,481,8714,1,5,한국,한국,화성영화,,미정,드라마,강대진,"김승호,신영균,황정순"
56,사브리나,,808000,0,18107000,404,9002,1,8,미국,미국,파라마운트 픽쳐스,,15세관람가,"코미디,멜로/로맨스",빌리 와일더,"험프리 보가트,오드리 헵번,윌리엄 홀덴"
57,개를 훔치는 완벽한 방법,2014-12-31,2718000,0,2324423465,400,305290,5,33,한국,한국,(주)삼거리픽쳐스,"(주)리틀빅픽쳐스,(주)대명문화공장",전체관람가,"드라마,가족",김성호,"김혜자,이레,최민수,강혜정,이천희,김솔,김원중,김도엽,박성규,이지원,정택호,김재화,홍은택,이기영,류선영,조은지"
58,나의 청춘 마리안느,,790000,0,1769000,395,880,1,8,프랑스,"프랑스,독일",,,전체관람가,"드라마,멜로/로맨스",줄리앙 뒤비비에르,"마리안느 홀드,피에르 바넥,이자벨 피아"
59,제네시스: 세상의 소금,2015-02-26,3162500,0,51178100,382,6507,5,41,프랑스,"프랑스,이탈리아,브라질",,㈜영화사 백두대간,12세이상관람가,다큐멘터리,"빔 벤더스,훌리아노 리베이로 살가두","세바스치앙 살가두,빔 벤더스,훌리아노 리베이로 살가두"
60,강남 1970,2015-01-21,2126000,0,17713535499,357,2191580,1,6,한국,한국,"(주)모베라픽처스,(주)쇼박스",(주)쇼박스,청소년관람불가,"액션,드라마",유하,"이민호,김래원,정진영,설현,유승목,한재영,이연두,정호빈,최진호,엄효섭,최병모,지대한,전배수,윤종화,서우진,이인혁,이정완,이주협,박소희,박시연,이한울,임성숙,장준혁,전우재,강풍,박재영,박재희,박준영,정영택,백동현,정창용,조선기,서현석,천영암,손재영,주연서,신영규,양진석,오형근,유정호,윤지원,이규석,김원진,이성용,이성준,이세훈,황재진,이원희,이은주,안정우,정진영,김지수,곽민호"
61,7번째 아들,2015-02-11,1932000,0,719192451,348,91294,1,7,미국,"미국,영국,캐나다",,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"어드벤처,가족,판타지",세르게이 보드로프,"제프 브리지스,줄리안 무어,벤 반스"
62,고삐,,2988000,0,2988000,332,332,1,1,한국,한국,,,12세이상관람가,다큐멘터리,,
63,와일드,2015-01-22,2535500,0,659042200,311,82570,3,11,미국,미국,,이십세기폭스코리아(주),청소년관람불가,드라마,장 마크 발레,"리즈 위더스푼,가비 호프만,로라 던"
64,기생수 파트1,2015-02-26,2427000,0,1534923185,284,186184,2,14,일본,일본,,판씨네마(주),청소년관람불가,"스릴러,SF",야마자키 타카시,"소메타니 쇼타,후카츠 에리,하시모토 아이,키타무라 카즈키,아사노 타다노부"
65,"제자, 옥한흠",2014-10-30,583000,0,365423200,279,49880,1,12,한국,한국,파이오니아21,(주)씨타마운틴픽쳐스,전체관람가,다큐멘터리,김상철,"권오중,성유리,옥한흠"
66,한니발,,480000,0,2186000,240,1237,1,6,이탈리아,이탈리아,,,15세이상관람가,"액션,어드벤처,드라마",에드가 G. 울머,안드레아 오렐리
67,몽골리안 프린세스,2015-03-19,1839000,0,1839000,238,238,4,36,한국,한국,키호테,(주)영화사 조제,청소년관람불가,"멜로/로맨스,드라마",정단우,"정단우,엘리자베스 가르시아,박하나,박혜진,김종수"
68,잔다르크,,479000,0,2410000,237,1200,1,7,미국,미국,,,,드라마,빅터 플레밍,잉그리드 버그만
69,"3월 단편 상상극장-여자, 남자",,235000,0,427000,235,427,1,4,한국,한국,,,,기타,"강진아,우문기,신연식",
70,이다,2015-02-18,1823000,0,115967345,225,15118,6,29,폴란드,"폴란드,덴마크",,시네마 뉴원,15세이상관람가,드라마,파웰 파울리코우스키,조안나 쿠릭
71,소돔과 고모라,1974-04-25,448000,0,448000,224,224,1,3,미국,"미국,이탈리아,프랑스",,,,"드라마,어드벤처,사극",로버트 알드리치,"스튜어트 그랜저,피어 안젤리,아누크 에메"
72,황진이,1986-09-18,473000,0,7561000,217,3518,1,6,한국,한국,(주)동아수출공사,,국민학생관람불가,사극,배창호,"장미희,안성기,전무송,김윤경,김지영,신일룡,조주미,홍윤정"
73,명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,2015-02-12,1537000,0,1881154600,214,256830,7,18,일본,일본,,씨제이이앤엠(주),12세이상관람가,"애니메이션,어드벤처,스릴러",야마모토 야스이치로,
73,보이후드,2014-10-23,1419000,0,1466568718,214,190657,1,6,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,드라마,리차드 링클레이터,"엘라 콜트레인,에단 호크,패트리시아 아퀘트,로렐라이 링클레이터"
75,경멸,,1449000,0,2119000,207,282,1,2,프랑스,"프랑스,이탈리아",,,,드라마,장 뤽 고다르,
75,독짓는 늙은이,1969-03-04,414000,0,1178000,207,648,1,7,한국,한국,동양영화사,,전체관람가,드라마,최하원,"김정훈,김희라,김정옥,황해,윤정희"
77,오페라의 유령 : 25주년 특별 공연,,2653000,0,1805308000,189,101323,1,4,영국,영국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,뮤지컬,"카메론 맥킨토시,로렌스 코너","라민 카림루,시에라 보게스"
78,피가로의 결혼,2015-02-21,4471500,0,39304500,182,1811,3,10,미국,미국,,(주)인스터피씨엠,전체관람가,공연,,
79,위대한 유산,2015-03-12,3021000,0,6288000,177,369,5,16,영국,영국,,(주)케빈앤컴퍼니,12세이상관람가,"공연,드라마",그라함 맥라렌,크리스토퍼 엘리슨
79,천국의 열쇠,,354000,0,1982000,177,991,1,3,미국,미국,,,,드라마,존 M. 스탈,"그레고리 펙,토마스 미첼"
81,센과 치히로의 행방불명,2002-06-27,993000,0,1255447529,159,159393,4,10,일본,일본,,씨네그루(주)다우기술,전체관람가,"애니메이션,어드벤처,가족,판타지",미야자키 하야오,이리노 미유
82,리틀 포레스트: 여름과 가을,2015-02-12,1234500,0,63039700,152,8242,2,15,일본,일본,,(주)영화사 진진,12세이상관람가,드라마,모리 준이치,"하시모토 아이,마츠오카 마유"
83,부초,,1067000,0,1467000,148,229,1,2,일본,일본,,,,드라마,오즈 야스지로,"나카무라 간지로,쿄 마키코,와카오 아야코"
83,섹슈얼 어드벤쳐,2015-03-20,748000,0,748000,148,148,6,6,캐나다,캐나다,,스크린조이,청소년관람불가,"코미디,멜로/로맨스",숀 개리티,에밀리 햄프셔
85,인터스텔라,2014-11-06,765000,0,82286900200,146,10274887,2,3,미국,"미국,영국",,워너브러더스 코리아(주),12세이상관람가,SF,크리스토퍼 놀란,"매튜 매커너히,앤 해서웨이,마이클 케인,제시카 차스테인,케이시 애플렉"
86,뷰티풀 라이,2015-03-26,1060000,0,4276000,132,534,3,10,미국,미국,,씨제이이앤엠(주),12세이상관람가,드라마,필리프 팔라도,"리즈 위더스푼,아놀드 오셍,게르 두아니,엠마뉴엘 잘"
87,화이트 갓,2015-04-02,1008000,0,3192000,126,374,1,1,헝가리,"헝가리,독일,스웨덴",,(주)나이너스엔터테인먼트,15세이상관람가,"드라마,스릴러",코르넬 문드럭초,"조피아 프소타,산도르 즈소테르"
88,그랜드 부다페스트 호텔,2014-03-20,746000,0,6044423782,123,777828,1,4,미국,"미국,독일",,이십세기폭스코리아(주),청소년관람불가,"미스터리,어드벤처",웨스 앤더슨,"랄프 파인즈,틸다 스윈튼,주드 로,애드리언 브로디,윌렘 데포,에드워드 노튼,시얼샤 로넌,레아 세이두"
88,벤베누토 첼리니,2015-03-04,2570000,0,13599500,123,805,12,19,영국,영국,,에스디시코리아 주식회사,전체관람가,공연,테리 길리엄,
90,유황도의 모래,1971-03-17,244000,0,244000,122,122,1,3,미국,미국,,,,"액션,전쟁",알란 드완,"존 웨인,존 아거"
91,마담 보바리,2015-04-02,864000,0,864000,108,108,1,1,프랑스,프랑스,,에이원엔터테인먼트,청소년관람불가,"멜로/로맨스,드라마",앤 폰테인,"젬마 아터튼,파브리스 루치니"
92,관계의 종말,,727000,0,727000,106,106,1,2,미국,미국,,,,"서부극(웨스턴),드라마",샘 페킨파,"제임스 코번,크리스 크리스토퍼슨"
93,로슈포르의 숙녀들,,740000,0,740000,102,102,1,2,프랑스,프랑스,,,,"코미디,드라마,뮤지컬",자크 드미,"까뜨린느 드뇌브,프랑수아즈 도를리크"
94,인디아 송,2008-10-18,698000,0,1862000,100,312,1,2,프랑스,프랑스,,,,"드라마,판타지,멜로/로맨스",,
95,사랑에 대한 모든 것,2014-12-10,393000,0,2161475589,96,277840,1,3,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,멜로/로맨스,제임스 마쉬,"에디 레드메인,펠리시티 존스"
96,갓 헬프 더 걸,2015-02-12,751000,0,43295500,95,5718,1,2,영국,영국,,찬란,15세이상관람가,"뮤지컬,멜로/로맨스",스튜어트 머독,"에밀리 브라우닝,올리 알렉산더,한나 머레이"
96,초대받은 사람들,1981-10-24,190000,0,2400000,95,1155,1,3,한국,한국,동아흥행㈜,,연소자관람가,드라마,최하원,"김지영,박암,박지훈,원미경,이영하,오지영"
98,선라이즈,,638000,0,1580000,89,251,1,1,미국,미국,,,15세이상관람가,,F.W. 무르나우,조지 오브라이언
99,천사의 대화,2008-06-28,584000,0,1582000,81,260,1,1,영국,영국,,,,드라마,데릭 저먼,
100,"힘내세요, 병헌씨",2013-06-27,494000,0,26581600,76,3668,1,1,한국,한국,,㈜인디스토리,15세이상관람가,"코미디,드라마",이병헌,"홍완표,양현민,김영현,허준석,이재광,이창한,정현정,조휘상,강호규,강호규,김경진,김수완,황인국,김영천,노승보,박성민,박영석,심상혁,양동엽,이병헌"
101,옛날 옛적 서부에서,2008-07-11,504000,0,7447000,72,1307,1,1,미국,"미국,이탈리아",,,,서부극(웨스턴),세르지오 레오네,"헨리 폰다,클라우디아 카르디날레,제이슨 로바즈,찰스 브론슨"
102,들개,2014-04-03,548000,0,22554700,71,2898,3,10,한국,한국,한국영화아카데미,CGV아트하우스,청소년관람불가,"범죄,드라마",김정훈,"변요한,박정민,박주애,박준영,서준하,서희영,송민승,임지수,장지희,양수인,양수인,엄태화,정대건,조슬예,채정석,이동화,하수민,김기현,김문준,김민지,김윤주,김윤주,김창훈,남아랑,박성일"
103,바다 탐험대 옥토넛 스페셜,2015-02-05,420000,0,386259600,70,52238,1,1,영국,영국,,와이드 릴리즈(주),전체관람가,애니메이션,니키 팰런,"하성용,정재헌,엄상현,윤승희,김정은"
104,최강전사 미니특공대 : 새로운 악당의 습격,2015-02-05,565500,0,1171479200,67,155348,1,2,한국,한국,(주)삼지애니메이션,에이원엔터테인먼트,전체관람가,애니메이션,이영준,"엄상현,전태열,신용우"
105,티파니에서 아침을,2011-08-26,369000,0,56422300,63,14798,1,1,미국,미국,,(주)씨타마운틴픽쳐스,12세이상관람가,"드라마,멜로/로맨스",블레이크 에드워즈,"조지 페파드,오드리 헵번"
106,엘리노어 릭비: 그 남자 그 여자,2015-04-09,290000,0,9375000,58,1137,1,1,미국,미국,,(주)이수C&E,15세이상관람가,드라마,네드 벤슨,"제임스 맥어보이,제시카 차스테인,이자벨 위페르,윌리엄 허트"
106,퐁네프의 연인들,1992-04-18,352000,0,54450200,58,7133,1,2,프랑스,프랑스,,오드,"청소년관람불가,고등학생이상관람가",멜로/로맨스,레오스 카락스,"줄리엣 비노쉬,드니 라방,클라우스 마이클 그루버"
108,천녀유혼,1987-12-05,497000,0,1038000,57,151,2,9,홍콩,홍콩,(주)동아수출공사,,중학생이상관람가,"공포(호러),드라마,판타지",정소동,"장국영,왕조현"
109,빌리 엘리어트 뮤지컬 라이브,2014-11-27,1069500,0,384926500,56,20926,1,3,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"뮤지컬,공연",스티븐 달드리,"엘리엇 한나,루시에 헨쉘,데카 웜슬리"
110,조류인간,2015-02-26,377000,0,20409500,55,2698,4,18,한국,한국,(주) 루스이소니도스,(주) 루스이소니도스,15세이상관람가,드라마,신연식,"김정석,소이,정한비,강신효,임동훈,배영민,신연식,신연식,이새별,김장호,이연진,최종률"
111,두 번째 불륜 프리섹스 선언!,2015-03-25,270000,0,270000,54,54,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),아사노 유키야스,에구치 아이코
111,만져도 될까?-유부녀의 사랑,2015-03-25,270000,0,270000,54,54,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),야마카미 카오루,키타하라 나츠미
111,빚잔치 2억-노리개의 시작,2015-03-25,270000,0,270000,54,54,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),사카모토 후토시,아사쿠라 코토미
111,편의점 알바생의 정사,2015-03-25,270000,0,270000,54,54,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),하라다 유지,아이다 요시미
111,하녀의 방,,270000,0,270000,54,54,1,1,미국,미국,,(주)컴퍼니엘,청소년관람불가,스릴러,마이클 워커,"빌 캠프,필립 에팅거,폴라 가시스,보니 데니슨"
116,삶은 기적이다,,456000,0,456000,53,53,1,1,세르비아,"세르비아,프랑스,이탈리아",,,,"코미디,멜로/로맨스",에밀 쿠스트리차,"슬라브코 스티막,나타샤 솔락"
