순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,곡성,2016-05-12,15743039724,0.538,40196498906 ,1938916 ,4963008 ,1396 ,38007 ,한국,한국,"사이드미러,이십세기폭스 인터내셔널 프로덕션",이십세기폭스코리아(주),15세이상관람가,"미스터리,스릴러,드라마",나홍진,"곽도원,황정민,쿠니무라 준,천우희,김환희,허진,장소연,김도윤,손강국,전배수,황석정,배용근,배용근,이인철,이용녀,선호삼,송민석,신재현,안수연,이선희,이수빈,이수진,권귀덕,이연,이연경,이연경"
2,엑스맨: 아포칼립스,2016-05-25,1997245700,0.068,1998673700 ,303035 ,303273 ,1220 ,5337 ,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,어드벤처,판타지,SF",브라이언 싱어,"제임스 맥어보이,마이클 패스벤더,제니퍼 로렌스,오스카 아이삭,니콜라스 홀트,로즈 번,타이 쉐리던,소피 터너,올리비아 문,루카스 틸"
3,앵그리버드 더 무비,2016-05-19,2142932744,0.073,2157474744 ,280423 ,281940 ,661 ,7414 ,미국,"미국,핀란드",,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,"퍼갈 레일리,클레이 케이티스",
4,계춘할망,2016-05-19,2061543648,0.07,2180198648 ,272850 ,287965 ,526 ,11357 ,한국,한국,"지오엔터테인먼트,(주)퍼플켓츠필름,(주)빅스토리픽쳐스",(주)콘텐츠 난다긴다,15세이상관람가,"가족,드라마",창,"윤여정,김고은,김희원,신은정,최민호,류준열,양익준,박민지,남태부,강경탁,안지혜,이상화,이슬비,이윤혁"
5,캡틴 아메리카: 시빌 워,2016-04-27,2025454900,0.069,72083765227 ,248898 ,8604338 ,518 ,8684 ,미국,미국,,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,SF,스릴러","안소니 루소,조 루소","크리스 에반스,로버트 다우니 주니어,스칼렛 요한슨,세바스찬 스탠,안소니 마키,돈 치들,제레미 레너,톰 홀랜드"
6,싱 스트리트,2016-05-19,1840748452,0.063,1919154452 ,227594 ,238999 ,494 ,11068 ,아일랜드,"아일랜드,영국,미국",,(주)이수C&E,15세이상관람가,"드라마,멜로/로맨스",존 카니,"퍼디아 월시-필로,루시 보인턴,잭 레이너"
7,나의 소녀시대,2016-05-12,1142810900,0.039,1838394500 ,141352 ,227216 ,201 ,3437 ,대만,대만,,오드,15세이상관람가,"멜로/로맨스,드라마",프랭키 첸,"송운화,왕대륙"
8,탐정 홍길동: 사라진 마을,2016-05-04,950649500,0.032,11342522045 ,120692 ,1407781 ,375 ,4744 ,한국,한국,(주)영화사비단길,씨제이이앤엠(주),15세이상관람가,"드라마,액션",조성희,"이제훈,김성균,박근형,정성화,고아라,노정의,김하나,유승목,박정원,박지훈,오현암,유정래,윤상훈,이민아,이민지,이상희,정준용"
9,하드코어 헨리,2016-05-19,364593756,0.012,383821756 ,42251 ,44409 ,239 ,2901 ,미국,"미국,러시아",,"㈜코리아스크린,와이드 릴리즈(주)",청소년관람불가,"액션,어드벤처,SF",일리야 나이슐러,"샬토 코플리,해일리 베넷,팀 로스"
10,동급생,2016-05-19,97129000,0.003,97129000 ,13346 ,13346 ,100 ,880 ,일본,일본,,(주)박수엔터테인먼트,15세이상관람가,"애니메이션,드라마",나카무라 쇼코,"카미야 히로시,노지마 켄지,이시카와 히데오"
11,특별수사: 사형수의 편지,2016-06-16,100985000,0.003,131712000 ,11838 ,15878 ,25 ,50 ,한국,한국,(주)콘텐츠케이,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,드라마",권종관,"김명민,김상호,성동일,김영애,김향기,김뢰하,박수영,박혁권,최병모,오민석,이지훈,박지환,신구,이한위,이문식,김명국,정택호,차상민,이성욱,이승훈"
12,몽키킹2: 서유기 여정의 시작,2016-05-19,48396600,0.002,48396600 ,11009 ,11009 ,54 ,374 ,중국,중국,,THE 픽쳐스,12세이상관람가,"액션,판타지",정보서,"곽부성,공리,풍소봉,진혜림"
13,극장판 안녕 자두야,2016-05-04,77563200,0.003,2107705700 ,10273 ,276202 ,110 ,417 ,한국,한국,"아툰즈,씨제이이앤엠(주)",씨제이이앤엠(주),전체관람가,애니메이션,손석우,"여민정,양정화,이수진"
14,향수 : 어느 살인자의 이야기,2007-03-22,56957000,0.002,5904316500 ,9326 ,977308 ,101 ,1068 ,영국,영국,,"(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트",15세이상관람가,"드라마,스릴러",톰 튀크베어,"벤 위쇼,더스틴 호프만"
15,오베라는 남자,2016-05-25,39904100,0.001,93866100 ,5784 ,12499 ,217 ,396 ,스웨덴,스웨덴,,"(주)싸이더스,(주)디스테이션",12세이상관람가,드라마,하네스 홀름,"롤프 라스가드,바하르 파르스,필립 버그,이다 엥볼"
16,레터스 투 갓,2016-02-25,40182000,0.001,408825300 ,5706 ,62828 ,18 ,41 ,미국,미국,,(주)모멘텀엔터테인먼트,전체관람가,"가족,드라마",데이빗 닉슨,"태너 맥과이어,제프리 존슨"
17,제3의 사랑,2016-05-19,41501900,0.001,47221900 ,5665 ,6539 ,138 ,1109 ,중국,중국,,(주)쇼박스,15세이상관람가,"멜로/로맨스,드라마",이재한,"송승헌,유역비"
18,주토피아,2016-02-17,28682100,0.001,37064492042 ,3761 ,4701309 ,38 ,176 ,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,액션,어드벤처","바이론 하워드,리치 무어","지니퍼 굿윈,제이슨 베이트먼,샤키라"
19,다이버전트 시리즈: 얼리전트,2016-05-12,28905600,0.001,805208045 ,3616 ,101658 ,23 ,181 ,미국,미국,,씨네그루(주)키다리이엔티,12세이상관람가,"액션,어드벤처,SF",로베르트 슈벤트케,"쉐일린 우들리,테오 제임스,마일즈 텔러,나오미 왓츠,매기 큐"
20,미나미 양장점의 비밀,2016-05-19,25504900,0.001,28280900 ,3452 ,3879 ,34 ,339 ,일본,일본,,(주)영화사 진진,전체관람가,드라마,미시마 유키코,"나카타니 미키,미우라 타카히로,카타기리 하이리"
21,45년 후,2016-05-05,21576100,0.001,166900200 ,2758 ,21277 ,22 ,176 ,영국,영국,,판씨네마(주),15세이상관람가,"드라마,멜로/로맨스",앤드류 헤이,"샬롯 램플링,톰 커트니"
