순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,암살,2015-07-22,32547640886 ,0.639,36267259386 ,4197910 ,4689826 ,1519 ,48771 ,한국,한국,(주)케이퍼필름,(주)쇼박스,15세이상관람가,"액션,드라마",최동훈,"전지현,이정재,하정우,오달수,조진웅,이경영,최덕문,김의성,박병은,김홍파,강용빈,홍성지,지동주,장현석,장용현,김민지,김승찬,안태랑,김예은,김정석,김정호,김준우,김지원,박상민,박정환,조승우,김해숙,진경,박소은,김인우,심희섭"
2,인사이드 아웃,2015-07-09,9295222238 ,0.183,28179067298 ,1235087 ,3638949 ,778 ,19930 ,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,코미디",피트 닥터,"다이안 레인,에이미 포엘러,카일 맥라클란,민디 캘링,빌 헤이더"
3,극장판 요괴워치: 탄생의 비밀이다냥!,2015-07-22,2454108700 ,0.048,2704229300 ,348061 ,383567 ,509 ,7778 ,일본,일본,,씨제이이앤엠(주),전체관람가,애니메이션,"타카하시 시게하루,우시로 신지",
4,연평해전,2015-06-24,1880853400 ,0.037,45316563030 ,255688 ,6006207 ,454 ,9269 ,한국,한국,(주)로제타시네마,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,김학순,"김무열,진구,김율호,이현우,이완,이청아,천민희,이한종,박찬희,박혜준,최순조,최승준,최종환,송재호,유형균,박정학,이철민,김강일"
5,미니언즈,2015-07-29,1313200500 ,0.026,1313200500 ,195742 ,195742 ,612 ,2600 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,"피에르 꼬팽,카일 발다","산드라 블록,존 햄,마이클 키튼"
6,픽셀,2015-07-16,841170838 ,0.017,5376083947 ,114345 ,679870 ,348 ,4576 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,어드벤처",크리스 콜럼버스,"아담 샌들러,케빈 제임스,미셸 모나한,피터 딘클리지,애슐리 벤슨"
7,인시디어스 3,2015-07-09,708201900 ,0.014,6378575220 ,90736 ,823177 ,297 ,4233 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,공포(호러),리 워넬,"스테파니 스콧,더못 멀로니,린 샤예"
8,터미네이터 제니시스,2015-07-02,569298800 ,0.011,26476454629 ,73472 ,3229800 ,284 ,3509 ,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"액션,어드벤처,SF,스릴러",앨런 테일러,"아놀드 슈왈제네거,제이슨 클락,에밀리아 클라크,제이 코트니,J.K. 시몬스,다요 오케니이,맷 스미스,코트니 B. 반스,이병헌,아론 V. 윌리엄슨"
9,포켓몬 레인저와 바다의 왕자 마나피,2006-07-20,244023300 ,0.005,1001836600 ,34852 ,171733 ,257 ,2173 ,일본,일본,,"(주)이수C&E,(주)쇼박스",전체관람가,"애니메이션,어드벤처",유야마 쿠니히코,"오오타니 이쿠에,쉬라토리 유리"
10,쥬라기 월드,2015-06-11,201610000 ,0.004,47797601726 ,23771 ,5546393 ,96 ,786 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,어드벤처,SF",콜린 트레보로우,"크리스 프랫,주디 그리어,브라이스 달라스 하워드,케이티 맥그라스,제이크 존슨,빈센트 도노프리오"
11,우먼 인 골드,2015-07-09,127259500 ,0.003,947407500 ,16394 ,123783 ,46 ,551 ,미국,"미국,영국",,(주)팝엔터테인먼트,12세이상관람가,드라마,사이먼 커티스,"헬렌 미렌,라이언 레놀즈,다니엘 브륄"
12,러덜리스,2015-07-09,80025600 ,0.002,516508020 ,10140 ,65542 ,42 ,465 ,미국,미국,,그린나래미디어(주),12세이상관람가,"코미디,드라마",윌리엄 H. 머시,"빌리 크루덥,안톤 옐친,셀레나 고메즈,로렌스 피쉬번,펠리시티 허프먼"
13,종이 달,2015-07-23,77596700 ,0.002,83827900 ,10036 ,10691 ,34 ,432 ,일본,일본,,"(주)영화사오원,(주)퍼스트런",청소년관람불가,드라마,요시다 다이하치,"미야자와 리에,이케마츠 소스케,코바야시 사토미,오오시마 유코"
14,난 그녀와 키스했다,2015-07-22,68423724 ,0.001,78976724 ,8882 ,10475 ,53 ,561 ,프랑스,프랑스,,(주)엣나인필름,청소년관람불가,코미디,"막심 고바레,노에미 사글리오","피오 마르마이,프랑크 가스탐비드,아드리안나 그라지엘"
15,셀마,2015-07-23,57350476 ,0.001,73378176 ,7673 ,9904 ,48 ,554 ,미국,미국,,찬란,12세이상관람가,드라마,에바 두버네이,"데이빗 오예로워,카르멘 에조고,톰 윌킨슨"
