순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,미이라,2017-06-06,13128732701 ,0.493,22171987901 ,1580867 ,2669101 ,1254 ,45862 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,어드벤처,판타지",알렉스 커츠먼,"톰 크루즈,소피아 부텔라,애나벨 월리스,러셀 크로우,하비에르 보텟,제이크 존슨,코트니 B. 반스,딜란 스미스"
2,악녀,2017-06-08,5089660649 ,0.191,5124246649 ,632941 ,637354 ,685 ,19158 ,한국,한국,(주)앞에있다,(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,액션,정병길,"김옥빈,신하균,성준,김서형,조은지,이승주,정해균,박철민,손민지,민예지,김연우,주문수"
3,원더 우먼,2017-05-31,2769852749 ,0.104,15607792147 ,345926 ,1933631 ,611 ,14544 ,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,판타지,SF",팻티 젠킨스,"갤 가돗,로빈 라이트,크리스 파인,데이빗 듈리스,코니 닐슨,엘레나 아나야"
4,노무현입니다,2017-05-25,1699799400 ,0.064,12772895212 ,217632 ,1623159 ,530 ,10325 ,한국,한국,영화사 풀,"CGV아트하우스,영화사 풀",12세이상관람가,다큐멘터리,이창재,노무현
5,캐리비안의 해적: 죽은 자는 말이 없다,2017-05-24,1724136900 ,0.065,23945546322 ,212240 ,2924456 ,512 ,9932 ,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,판타지,코미디","요아킴 뢰닝,에스펜 샌버그","조니 뎁,카야 스코델라리오,올랜도 블룸,하비에르 바르뎀,브렌튼 스웨이츠,제프리 러쉬,데이빗 웬햄,골시프테 파라하니,스티븐 그레이엄,케빈 맥널리,폴 매카트니,마틴 클레바,로드니 아피프"
6,대립군,2017-05-31,463711200 ,0.017,6125230202 ,62566 ,809345 ,442 ,5269 ,한국,한국,"리얼라이즈픽쳐스(주),이십세기폭스 인터내셔널 프로덕션,(주)베르디미디어,주식회사 블러썸픽쳐스",이십세기폭스코리아(주),15세이상관람가,"드라마,사극",정윤철,"이정재,여진구,김무열,이솜,박원상,배수빈,김명곤,박해준"
7,겟 아웃,2017-05-17,275723300 ,0.01,17243291275 ,33663 ,2113592 ,180 ,2146 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"공포(호러),미스터리,스릴러,드라마",조던 필레,"다니엘 칼루야,앨리슨 윌리암스,브래들리 휘트포드,캐서린 키너"
8,심야식당 2,2017-06-08,228462900 ,0.009,240320900 ,29277 ,30833 ,235 ,2840 ,일본,일본,,(주)디스테이션,12세이상관람가,드라마,마츠오카 조지,"코바야시 카오루,오다기리 죠"
9,베이블레이드 버스트 갓 : 갓 발키리의 탄생,2017-06-01,157057300 ,0.006,783341400 ,20294 ,103689 ,161 ,707 ,일본,일본,,씨제이이앤엠(주),전체관람가,애니메이션,야마구치 켄타로,"김현지,한신,김보영,이호산,김영은"
10,보스 베이비,2017-05-03,144255700 ,0.005,18805793004 ,19456 ,2433515 ,166 ,647 ,미국,미국,,씨제이이앤엠(주),전체관람가,"애니메이션,코미디,가족",톰 맥그라스,"알렉 볼드윈,리사 쿠드로,스티브 부세미,토비 맥과이어,지미 키멜"
