순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,어벤져스: 에이지 오브 울트론,2015-04-23,9598627053 ,0.495,81443952153 ,1129218 ,9595916 ,1307 ,41383 ,미국,미국,,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,어드벤처,판타지,SF",조스 웨던,"로버트 다우니 주니어,크리스 헴스워스,마크 러팔로,크리스 에반스,스칼렛 요한슨,제레미 레너,돈 치들,애런 존슨,엘리자베스 올슨,폴 베타니,코비 스멀더스,제임스 스페이더,사무엘 L. 잭슨,수현"
2,차이나타운,2015-04-29,3529926700 ,0.182,10898442454 ,430082 ,1338238 ,524 ,16208 ,한국,한국,폴룩스픽쳐스(주),CGV아트하우스,청소년관람불가,"범죄,드라마",한준희,"김혜수,김고은,엄태구,박보검,고경표,오대환,배유람,이혁준,백동현,조경섭,권지훈,김경애,오유진,우종현,유지현,김성종,이상희,이수경,김수안,정석용,이대연,이루리,안재홍,기주봉,조복래,이민지"
3,연애의 맛,2015-05-07,1452687653 ,0.075,1471872653 ,180425 ,182810 ,398 ,9951 ,한국,한국,(주)청우필름,"(주)와우픽쳐스,(주)쇼박스",청소년관람불가,"멜로/로맨스,코미디",김아론,"오지호,최령,강예원,이종호,이혜란,박지환,정우일,정현진,유예원,이동진,형윤석,이승준,이은지,이은지,김중희,이은지,이은지,오민석"
4,언프렌디드: 친구삭제,2015-05-07,1312356141 ,0.068,1315658141 ,174974 ,175506 ,386 ,6845 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"공포(호러),스릴러",레오 가브리아제,"샐리 헤닝,모세 제이콥 스톰,윌 펠츠,헤더 소서맨"
5,위험한 상견례 2,2015-04-29,841514600 ,0.043,3377971454 ,111448 ,445292 ,331 ,5918 ,한국,한국,"(주)전망좋은 영화사,TCO(주)더콘텐츠온,(주)마음에드는영화사","롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트",15세이상관람가,"멜로/로맨스,코미디",김진영,"진세연,홍종현,신정근,임수연,정명호,박진수,박태규,조영란,조용재,오재호,유성진,이동민,이상현,이상협,이석현,차종호,이철민,김선영,신대섭,박은혜"
6,기생수 파트2,2015-05-07,459784359 ,0.024,474105359 ,56851 ,58617 ,260 ,4670 ,일본,일본,,판씨네마(주),청소년관람불가,"SF,스릴러",야마자키 타카시,"소메타니 쇼타,아베 사다오,후카츠 에리,하시모토 아이"
7,다이노 타임,2015-04-30,359582800 ,0.019,1805082600 ,48445 ,242612 ,291 ,1839 ,한국,"한국,미국",주식회사 토이온,씨제이이앤엠(주),전체관람가,"애니메이션,어드벤처,코미디","최윤석,존 카프카","멜라니 그리피스,제인 린치,윌리엄 볼드윈,스티븐 볼드윈,롭 슈나이더,유리 로웬탈"
8,장수상회,2015-04-09,297586400 ,0.015,8639748743 ,40305 ,1149187 ,142 ,1762 ,한국,한국,"(주)빅픽쳐,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,"멜로/로맨스,드라마",강제규,"박해빛나,박근형,윤여정,조진웅,한지민,황우슬혜,문가영,찬열,장문규,이준혁,윤소희,백일섭,박소연,이제욱,강석민,박지혜,정해인,최대영,최승훈,송동규,유원준,유원준,윤상훈,윤여정,이강희,임하룡,홍성일,이보영,이상수,이수지,이언정,김재화,남문철"
9,말할 수 없는 비밀,2008-01-10,273738200 ,0.014,921949700 ,33446 ,134042 ,96 ,1545 ,대만,"대만,홍콩",,"(주)엔케이컨텐츠,(주)스폰지이엔티",12세이상관람가,"멜로/로맨스,드라마",주걸륜,"주걸륜,계륜미,황추생,증개현"
10,노아의 방주: 남겨진 녀석들,2015-04-30,192615000 ,0.01,1495151700 ,26863 ,206683 ,257 ,1296 ,독일,"독일,벨기에,룩셈부르크,아일랜드",,씨네그루(주)다우기술,전체관람가,애니메이션,토비 젠켈,"김하영,배진홍,윤세웅"
11,스틸 앨리스,2015-04-29,203842100 ,0.011,663514546 ,26676 ,86463 ,90 ,1213 ,미국,미국,,그린나래미디어(주),12세이상관람가,드라마,"리처드 글랫저,워시 웨스트모어랜드","줄리안 무어,알렉 볼드윈,크리스틴 스튜어트,케이트 보스워스"
12,분노의 질주: 더 세븐,2015-04-01,129625500 ,0.007,26422448494 ,15955 ,3244058 ,52 ,722 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,범죄,스릴러",제임스 완,"빈 디젤,폴 워커,드웨인 존슨,제이슨 스타뎀"
13,악의 연대기,2015-05-14,88876000 ,0.005,105452000 ,10568 ,12711 ,22 ,56 ,한국,한국,(주)비에이엔터테인먼트,씨제이이앤엠(주),15세이상관람가,스릴러,백운학,"손현주,마동석,최다니엘,박서준,이준혁,이태호,이현우,강민정,조은수,서정우,최동헌,안용우,이명준,이성재,이용희,이은정,김태강,정원중,지대한,장준녕,정준원"
14,짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,2015-04-23,54254700 ,0.003,1064553700 ,7455 ,147156 ,107 ,405 ,일본,일본,,(주)이수C&E,전체관람가,"애니메이션,코미디,어드벤처",다카하시 와타루,
15,엑시덴탈 러브,2015-05-07,53203847 ,0.003,72348847 ,6937 ,9201 ,86 ,1025 ,미국,"미국,영국",,(주)프레인글로벌,15세이상관람가,"코미디,멜로/로맨스",데이빗 O. 러셀,"제이크 질렌할,제시카 비엘"
16,빌리와 용감한 녀석들 3,2015-04-30,41261400 ,0.002,665402000 ,6069 ,93243 ,111 ,428 ,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"애니메이션,어드벤처",척 파워스,"엄상현,조현정"
17,간신,2015-05-21,39030000 ,0.002,39030000 ,4866 ,4866 ,10 ,25 ,한국,한국,(주)수필름,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,사극,민규동,"주지훈,김강우,천호진,임지연,이유영,김현수,문희경,박시영,박아영,임효우,전미정,전태호,박은영,박은영,박재성,박주희,박지수,정수지,정재우,배효진,조명행,조용완,송영창,차지연,성진아,최창훈,신동필,양정민,염재민,한진구,이보라,홍의정,황동희,이상철,이소희,이솔,이슬기,이승주,이용호,이용호,이윤지,김태희,서영주,기주봉,장광,류선영,김강일,정만식,최일화"
18,비비안 마이어를 찾아서,2015-04-30,38641800 ,0.002,110341200 ,4855 ,13805 ,36 ,303 ,미국,미국,,오드,전체관람가,다큐멘터리,"존 말루프,찰리 시스켈",
19,매드 맥스: 분노의 도로,2015-05-14,52216000 ,0.003,52216000 ,3958 ,3958 ,18 ,19 ,미국,"미국,호주",,워너브러더스 코리아(주),15세이상관람가,"액션,어드벤처,스릴러",조지 밀러,"톰 하디,샤를리즈 테론,니콜라스 홀트,조 크라비츠,로지 헌팅턴-휘틀리,라일리 코프,메간 게일,애비 리,코트니 이튼"
