순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,캐리비안의 해적: 죽은 자는 말이 없다,2017-05-24,13686663320 ,0.437,15320324120 ,1656834 ,1865197 ,1328 ,42696 ,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,판타지,코미디","요아킴 뢰닝,에스펜 샌버그","조니 뎁,카야 스코델라리오,올랜도 블룸,하비에르 바르뎀,브렌튼 스웨이츠,제프리 러쉬,데이빗 웬햄,골시프테 파라하니,스티븐 그레이엄,케빈 맥널리,폴 매카트니,마틴 클레바,로드니 아피프"
2,노무현입니다,2017-05-25,6385075812 ,0.204,6452243712 ,816471 ,823799 ,775 ,21775 ,한국,한국,영화사 풀,"CGV아트하우스,영화사 풀",12세이상관람가,다큐멘터리,이창재,노무현
3,겟 아웃,2017-05-17,4664697320 ,0.149,14994281175 ,577153 ,1838598 ,616 ,17173 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"공포(호러),미스터리,스릴러,드라마",조던 필레,"다니엘 칼루야,앨리슨 윌리암스,브래들리 휘트포드,캐서린 키너"
4,원더 우먼,2017-05-31,1346313200 ,0.043,1346313200 ,210260 ,210260 ,941 ,4188 ,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,판타지,SF",팻티 젠킨스,"갤 가돗,로빈 라이트,크리스 파인,데이빗 듈리스,코니 닐슨,엘레나 아나야"
5,불한당: 나쁜 놈들의 세상,2017-05-17,1432464480 ,0.046,7192738325 ,178254 ,890768 ,486 ,7983 ,한국,한국,"씨제이이앤엠(주),폴룩스픽쳐스(주)",씨제이이앤엠(주),청소년관람불가,"범죄,액션,드라마",변성현,"설경구,임시완,김희원,전혜진,이경영,김성오,허준호"
6,대립군,2017-05-31,885499000 ,0.028,895344000 ,145778 ,146984 ,809 ,3589 ,한국,한국,"리얼라이즈픽쳐스(주),이십세기폭스 인터내셔널 프로덕션,(주)베르디미디어,주식회사 블러썸픽쳐스",이십세기폭스코리아(주),15세이상관람가,"드라마,사극",정윤철,"이정재,여진구,김무열,이솜,박원상,배수빈,김명곤,박해준"
7,보스 베이비,2017-05-03,877261400 ,0.028,18191250004 ,114521 ,2351041 ,500 ,3581 ,미국,미국,,씨제이이앤엠(주),전체관람가,"애니메이션,코미디,가족",톰 맥그라스,"알렉 볼드윈,리사 쿠드로,스티브 부세미,토비 맥과이어,지미 키멜"
8,너와 100번째 사랑,2017-05-25,302460500 ,0.01,315599800 ,38709 ,40360 ,140 ,1998 ,일본,일본,,(주)디스테이션,12세이상관람가,"드라마,멜로/로맨스",츠키카와 쇼,"사카구치 켄타로,미와,류세이 료"
9,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,272817500 ,0.009,23406309586 ,33758 ,2729968 ,168 ,1487 ,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,SF",제임스 건,"크리스 프랫,조 샐다나,데이브 바티스타,빈 디젤,브래들리 쿠퍼"
10,보안관,2017-05-03,256284400 ,0.008,20808814009 ,33262 ,2582652 ,250 ,2314 ,한국,한국,"(주)영화사 월광,(주)사나이픽처스",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"범죄,코미디",김형주,"이성민,조진웅,김성균,김종수,조우진,임현성,배정남"
