순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
23,써드 퍼슨 - 감독판,2015-05-28,10652500,0.001,85200400,1293,10668,22,152,미국,미국,,(주)프레인글로벌,청소년관람불가,"드라마,미스터리,멜로/로맨스",폴 해기스,"리암 니슨,밀라 쿠니스,애드리언 브로디,올리비아 와일드,제임스 프랭코"
24,연평해전,2015-06-24,8902000,0,45096000,1150,6081,4,8,한국,한국,(주)로제타시네마,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,김학순,"김무열,진구,김율호,이현우,이완,이청아,천민희,이한종,박찬희,박혜준,최순조,최승준,최종환,송재호,유형균,박정학,이철민,김강일"
25,캐벌케이드,,2279000,0,2279000,1127,1127,1,20,,,,,,,,
26,마이 페어 웨딩,2015-06-04,6301500,0,28501000,804,3696,39,326,한국,한국,(주)레인보우팩토리,(주)영화사 진진,12세이상관람가,다큐멘터리,장희선,"김조광수,김승환,한가람,김선경,김용균,김태용,김현주,소준문,백재호,윤소라,이원재,이윤정,이준호"
27,경성학교: 사라진 소녀들,2015-06-18,5400000,0,5400000,675,675,2,2,한국,한국,"청년필름(주),비밀의화원",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"미스터리,드라마",이해영,"박보영,엄지원,박소담,공예지,주보비,박성연,심희섭,고원희,박주희,이혜리,박지선,조원철,최영근,최지명,신수연,김경애,김대성,김대호,오현정,김동현,이다희,황석영,이연정,이예은,이은경,윤정미,서미지"
28,뭔가 보여드리겠읍니다,1980-06-06,1346000,0,1346000,673,673,1,10,한국,한국,(주)화천공사,,연소자관람가,코미디,김수형,"이주일,김윤미,이승현,김병조,이상해"
29,심야식당,2015-06-18,5527500,0,6067500,645,753,2,3,일본,일본,,(주)영화사 진진,12세이상관람가,드라마,마츠오카 조지,"코바야시 카오루,오다기리 조,타카오카 사키"
30,와일드 테일즈: 참을 수 없는 순간,2015-05-21,3986000,0,35488600,513,4379,8,42,스페인,"스페인,아르헨티나",,와이드 릴리즈(주),청소년관람불가,"코미디,스릴러",데미안 스지프론,"리카르도 다린,레오나르도 스바라글리아,다리오 그랜디네티"
31,리틀 포레스트 2: 겨울과 봄,2015-05-14,3897000,0,67470600,511,8792,7,42,일본,일본,,(주)영화사 진진,12세이상관람가,드라마,모리 준이치,"하시모토 아이,마츠오카 마유"
32,말할 수 없는 비밀,2008-01-10,3997000,0,1102703400,477,156261,7,43,대만,"대만,홍콩",,"(주)엔케이컨텐츠,(주)스폰지이엔티",12세이상관람가,"멜로/로맨스,드라마",주걸륜,"주걸륜,계륜미,황추생,증개현"
33,윈터 슬립,2015-05-07,3537000,0,54162300,462,6950,7,32,터키,"터키,프랑스,독일",,㈜영화사 백두대간,15세이상관람가,드라마,누리 빌제 세일란,"할룩 빌기너,멜리사 소젠,드멧 아크백,네잣 이슬러"
34,전쟁과 평화,1977-09-27,1367000,0,14375774,453,8293,1,15,미국,미국,파라마운트 픽쳐스,,연소자관람가,"드라마,멜로/로맨스,전쟁",킹 비더,"오드리 헵번,헨리 폰다,멜 페레,비토리오 가스만"
35,정글번치: 너구리 해적단과 보물지도,2015-06-25,3616000,0,3616000,452,452,2,2,프랑스,프랑스,,(주)팝엔터테인먼트,전체관람가,애니메이션,에즈라 와이즈,
36,잡식가족의 딜레마,2015-05-07,3165500,0,42025800,444,6059,7,37,한국,한국,"스튜디오두마,(주)시네마달",(주)시네마달,전체관람가,다큐멘터리,황윤,
37,헐리우드 고전 컬렉션,,840000,0,1905000,420,722,1,15,미국,미국,,,,기타,,
37,흑기사,1973-10-24,828000,0,15037000,420,7498,1,20,미국,미국,메트로-골드윈-마이어,,,"드라마,멜로/로맨스,사극",리차드 소프,"마가리타 로버츠,아이니스 맥켄지"
39,비비안 마이어를 찾아서,2015-04-30,2997800,0,145846700,383,18229,7,43,미국,미국,,오드,전체관람가,다큐멘터리,"존 말루프,찰리 시스켈",
40,언프렌디드: 친구삭제,2015-05-07,2519000,0,1641682941,360,219330,1,7,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"공포(호러),스릴러",레오 가브리아제,"샐리 헤닝,모세 제이콥 스톰,윌 펠츠,헤더 소서맨"
41,리칭의 여선생,1972-07-06,686000,0,9537000,343,3608,1,15,한국,한국,새한필림,,,"멜로/로맨스,드라마",이형표,"리칭,신영균,신성일"
42,신은 죽지 않았다,2015-04-16,2323000,0,259468000,331,35111,7,34,미국,미국,,"(주)씨타마운틴픽쳐스,(주)에스와이코마드",12세이상관람가,드라마,해롤드 크론크,"쉐인 하퍼,케빈 소르보,트리샤 라파체,코리 올리버,하딜 싯투"
43,산다,2015-05-21,2297000,0,31668200,321,4269,7,38,한국,한국,"세컨드윈드 필름,(유)산다문화산업전문회사",(주)리틀빅픽쳐스,청소년관람불가,드라마,박정범,"박정범,이승연,근휘,이재동,이재복,이찬호,장민애,전용선,전지현,고상훈,정동구,서진원,서호영,성민지,성민지,최소영,최수복,신시정,신유경,신준호,신혜진,오현석,유보라,이두희,허은실,현용주,황경현,이성호,이수진,이승연,이승준,이은미,이은우,주영호,박희본"
44,트래쉬,2015-05-14,2333000,0,181452913,315,25178,6,31,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"어드벤처,드라마,스릴러",스티븐 달드리,"루니 마라,마틴 쉰,릭슨 테베즈,와그너 모라,셀튼 멜로"
45,울려고 내가 왔던가,,2128000,0,2128000,304,304,1,9,한국,한국,극동필름,,,멜로/로맨스,김화랑,"김진규,도금봉,엄앵란"
46,셰인,,1953000,0,15385000,279,6967,1,6,미국,미국,파라마운트 픽쳐스,,,"드라마,서부극(웨스턴)",조지 스티븐스,
47,차이나타운,2015-04-29,2242000,0,11988792678,270,1471925,6,35,한국,한국,폴룩스픽쳐스(주),CGV아트하우스,청소년관람불가,"범죄,드라마",한준희,"김혜수,김고은,엄태구,박보검,고경표,오대환,배유람,이혁준,백동현,조경섭,권지훈,김경애,오유진,우종현,유지현,김성종,이상희,이수경,김수안,정석용,이대연,이루리,안재홍,기주봉,조복래,이민지"
48,커밍 홈,2015-05-28,1543000,0,4102000,263,673,7,30,스웨덴,"스웨덴,아이슬란드",,(재)영화의전당,12세이상관람가,"드라마,멜로/로맨스",막시밀리언 훌트,"모아 감멜,아니타 월,시몬 J. 베르거,에리크 룬드퀴비스트"
49,공포의 보수,,522000,0,2551000,261,1273,1,3,미국,미국,,,,"어드벤처,드라마,스릴러",앙리 조르주 클루조,"이브 몽땅,샤를 바넬,피터 반 에이크"
50,성난 화가,2015-06-18,1864000,0,1864000,233,233,2,2,한국,"한국,에스토니아",(주)트리필름,(주)트리필름,청소년관람불가,액션,전규환,"유준상,문종원,이주영,박효진,권민철,이은호,황석하"
51,네이든,2015-06-25,1582000,0,1754000,226,250,1,1,영국,영국,,(주)블룸즈베리리소시스리미티드,12세이상관람가,드라마,모건 매튜스,"아사 버터필드,샐리 호킨스,라프 스팰"
52,스물,2015-03-25,1519000,0,23558988686,217,3044134,1,1,한국,한국,"(주)영화나무,(주)아이에이치큐",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"코미디,드라마",이병헌,"김우빈,이준호,강하늘,정덕희,주창욱,권지훈,오하늬,오현경,이성두,정소민,안재홍,이유비,김의성,김종수,민지,황미영"
53,스파이,2013-09-05,3100000,0,24512378305,210,3436012,1,8,한국,한국,"(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),15세이상관람가,액션,이승준,"설경구,문소리,다니엘 헤니,고창석,한예리,라미란,서승인,이대수,이성제,최승현,오대환,이무생,강석철,김종수,조영진"
54,루키노 비스콘티 회고전,2007-12-07,1428000,0,7013000,208,1045,1,4,기타,기타,,,,기타,,
55,위험한 상견례 2,2015-04-29,1442000,0,3575384754,206,472693,1,1,한국,한국,"(주)전망좋은 영화사,TCO(주)더콘텐츠온,(주)마음에드는영화사","롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트",15세이상관람가,"멜로/로맨스,코미디",김진영,"진세연,홍종현,신정근,임수연,정명호,박진수,박태규,조영란,조용재,오재호,유성진,이동민,이상현,이상협,이석현,차종호,이철민,김선영,신대섭,박은혜"
56,미드나잇 인 파리,2012-07-05,1720000,0,2668385034,204,360348,1,4,미국,"미국,스페인",,"(주)드림팩트엔터테인먼트,(주)나이너스엔터테인먼트",15세이상관람가,"코미디,멜로/로맨스,판타지",우디 알렌,"오웬 윌슨,마리온 꼬띨라르,레이첼 맥아담스,애드리언 브로디"
57,한여름의 판타지아,2015-06-11,1200000,0,3456100,200,474,1,1,한국,"한국,일본",모쿠슈라,㈜인디스토리,전체관람가,드라마,장건재,"김새벽,이와세 료,임형국"
58,미스 줄리,2015-06-18,1560000,0,1917000,195,236,1,1,노르웨이,"노르웨이,영국,캐나다,미국,프랑스,아일랜드",,그린나래미디어(주),15세이상관람가,드라마,리브 울만,"제시카 차스테인,콜린 파렐"
59,세비야의 이발사,2015-06-06,4513500,0,4513500,188,188,4,9,미국,미국,,(주)인스터피씨엠,전체관람가,공연,미켈레 마리오티,
60,장수상회,2015-04-09,924000,0,8727215643,184,1162871,1,2,한국,한국,"(주)빅픽쳐,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,"멜로/로맨스,드라마",강제규,"박해빛나,박근형,윤여정,조진웅,한지민,황우슬혜,문가영,찬열,장문규,이준혁,윤소희,백일섭,박소연,이제욱,강석민,박지혜,정해인,최대영,최승훈,송동규,유원준,유원준,윤상훈,윤여정,이강희,임하룡,홍성일,이보영,이상수,이수지,이언정,김재화,남문철"
61,혜경궁 홍씨,2015-06-04,2510000,0,7062000,181,913,5,27,한국,한국,(주)컴퍼니 숨,(주)씨타마운틴픽쳐스,12세이상관람가,"공연,사극,드라마",장동홍,"김소희,윤여성,정태화,이동준,이승헌,황석정"
62,키다리 아저씨,,322000,0,322000,161,161,1,9,미국,미국,,,,"뮤지컬,멜로/로맨스",진 네글레스코,"프레드 아스테어,레슬리 카론,테리 무어,델마 리터"
63,약장수,2015-04-23,493000,0,312326400,160,43258,2,12,한국,한국,(주)26컴퍼니,"(주)대명문화공장,(주)나이너스엔터테인먼트",15세이상관람가,드라마,조치언,"김인권,박철민,이주실,임석진,강일수,박지윤,박혜진,최민혁,윤준혁,이은주,김형범,장소연,조민기,이찬호"
64,명령불복종 교사,2015-05-14,1235000,0,9917200,157,1512,3,9,한국,한국,두물머리픽쳐스,(주)인디플러그,전체관람가,다큐멘터리,서동일,"최혜원,정재호,김경희,오정희,김윤주,송용운,박선희,박세영"
64,사랑할 때와 죽을 때,,314000,0,15742000,157,7582,1,11,미국,미국,,,,"드라마,멜로/로맨스,전쟁",더글라스 서크,"존 개빈,리셀로테 풀베르"
66,애정이 꽃피는 나무,,298000,0,1609000,149,800,1,3,미국,미국,메트로-골드윈-마이어,,,"드라마,전쟁",에드워드 디미트릭,"몽고메리 클리프트,엘리자베스 테일러,에바 마리 세인트"
67,코인라커,2015-05-28,942500,0,6989500,121,1000,7,38,한국,한국,(주)씨타마운틴픽쳐스,(주)드림팩트엔터테인먼트,청소년관람불가,드라마,김태경,"손여은,이영훈,한지은,편보승"
68,베니스에서의 죽음,,854000,0,3927000,119,678,1,1,이탈리아,"이탈리아,프랑스",,,15세이상관람가,기타,,"더크 보가드,비요른 안드레센,로몰로 발리"
69,사랑을 카피하다,2011-05-05,914000,0,141839100,115,18190,1,3,프랑스,프랑스,,(주)씨타마운틴픽쳐스,15세이상관람가,드라마,압바스 키아로스타미,"윌리엄 쉬멜,줄리엣 비노쉬"
70,파수꾼,2011-03-03,684000,0,182237500,114,23494,1,1,한국,한국,한국영화아카데미,필라멘트픽쳐스,15세이상관람가,드라마,윤성현,"서준영,박정민,조성하,이제훈,이초희,이재연,배제기"
71,U.F.O.,2012-05-24,646000,0,8518000,108,1240,1,1,한국,한국,스파이럴 프로젝트,㈜인디스토리,청소년관람불가,"드라마,미스터리",공귀현,"이주승,정영기,박상혁,임지혜,공귀현,공귀현,조대원,박지연,배지영,서은아,송해나,신세영,신재민,양정원"
72,돈 조반니,2015-06-06,2551000,0,2551000,105,105,6,11,독일,독일,,(주)케빈앤컴퍼니,12세이상관람가,공연,크리스토프 에센바흐,
72,타임 이즈 일매틱,,787052,0,11919052,105,1243,1,2,미국,미국,,,,다큐멘터리,,
74,후궁탈출,2015-06-03,1917500,0,2346500,104,125,12,20,프랑스,프랑스,,에스디시코리아 주식회사,전체관람가,공연,자보 브리트만,
75,위플래쉬,2015-03-12,869000,0,12636043645,103,1586457,3,17,미국,미국,,(주)쇼박스,15세이상관람가,드라마,다미엔 차젤레,"마일즈 텔러,J.K. 시몬스"
76,비포 미드나잇,2013-05-22,790000,0,1494320500,100,204752,1,3,미국,미국,,(주)팝엔터테인먼트,청소년관람불가,드라마,리차드 링클레이터,"에단 호크,줄리 델피,샤무스 데이비 피츠패트릭"
77,다이노 타임,2015-04-30,654300,0,2097494400,99,282971,4,28,한국,"한국,미국",주식회사 토이온,씨제이이앤엠(주),전체관람가,"애니메이션,어드벤처,코미디","최윤석,존 카프카","멜라니 그리피스,제인 린치,윌리엄 볼드윈,스티븐 볼드윈,롭 슈나이더,유리 로웬탈"
78,도쿄 트라이브,2015-06-18,720974,0,720974,97,97,1,2,일본,일본,,어뮤즈,청소년관람불가,액션,소노 시온,"스즈키 료헤이,소메타니 쇼타"
79,마술피리,2014-08-02,1315000,0,61013000,95,3707,1,5,독일,독일,,(주)쓰리캣프로덕션,전체관람가,공연,,
80,개선문,,176000,0,1712000,90,863,1,3,미국,미국,,,,"드라마,멜로/로맨스",루이스 마일스톤,"잉그리드 버그만,찰스 보이어"
81,투 올드 힙합 키드,2012-09-13,636974,0,16241974,87,2349,1,3,한국,한국,다카포필름,(주)시네마달,12세이상관람가,다큐멘터리,정대건,"정대건,광석"
82,폴라로이드,2015-07-16,405000,0,405000,81,81,1,1,한국,"한국,중국",(주)아우라씨엔씨,와이드 릴리즈(주),전체관람가,"드라마,가족",주호성,"양범,조민서,윤주상,이한위,안병경,강이슬,김길수,김목현,김윤수,김응민,김정아,김태용,김현수,박찬효,서동기,유가영,이태곤,장나라,정숙향,정윤지,정재연,주호성,차소정,최예원,한동헌,황서인,황서인"
83,러덜리스,2015-07-09,639000,0,639000,80,80,1,2,미국,미국,,그린나래미디어(주),12세이상관람가,"코미디,드라마",윌리엄 H. 머시,"빌리 크루덥,안톤 옐친,셀레나 고메즈,로렌스 피쉬번,펠리시티 허프먼"
83,우리 생애 최고의 해,,160000,0,856884,80,1866,1,2,미국,미국,사무엘 골드윈 컴퍼니,,,"멜로/로맨스,드라마",윌리엄 와일러,"미르나 로이,프레드릭 마치,다나 앤드류스,테레사 라이트"
85,노인들의 계획,,143000,0,143000,73,73,1,2,한국,한국,(주)에이치앤디엔터테인먼트,(주)시네마달,,다큐멘터리,장준석,
86,리틀 포레스트: 여름과 가을,2015-02-12,544000,0,71705200,70,9386,2,8,일본,일본,,(주)영화사 진진,12세이상관람가,드라마,모리 준이치,"하시모토 아이,마츠오카 마유"
87,순수한 사람들,,424000,0,1755000,64,309,1,1,이탈리아,"이탈리아,프랑스",,,15세이상관람가,기타,,"로라 안토넬리,지안 카를로 지아니니,제니퍼 오닐"
88,델리카트슨 사람들,1992-05-30,514000,0,1167000,63,136,1,2,프랑스,프랑스,,,연소자관람불가,"코미디,공포(호러),SF","장 피에르 주네,마르크 카로",도미니크 피뇽
89,종로의 기적,2011-06-02,358000,0,56879300,60,7721,1,1,한국,한국,"성소수문화환경을 위한 모임 '연분홍치마',한국게이인권운동단체 친구사이",시네마달,15세이상관람가,다큐멘터리,이혁상,"소준문,정욜,최영수,장병권"
89,프랭크,2014-09-25,479000,0,410494145,60,52548,1,1,영국,"영국,아일랜드",,(주)영화사 진진,15세이상관람가,"코미디,드라마",레니 에이브러햄슨,"마이클 패스벤더,돔놀 글리슨,매기 질렌할,스쿳 맥네이리"
91,버드맨,2015-03-05,447800,0,1664640800,57,206241,1,5,미국,미국,,이십세기폭스코리아(주),청소년관람불가,"코미디,드라마",알레한드로 곤잘레스 이냐리투,"마이클 키튼,에드워드 노튼,엠마 스톤,나오미 왓츠"
91,보카치오-70: 직업 Boccaccio,,362000,0,362000,57,57,1,2,이탈리아,"이탈리아,프랑스",,,,기타,루치노 비스콘티,
93,내 남자의 이중생활,,270000,0,270000,54,54,1,1,독일,독일,,(주)수키픽쳐스,청소년관람불가,스릴러,마틴 야블론스키,"토벤 카스텐스,카탈린 본"
93,모두의 사정-절정의 스와핑,2015-06-10,270000,0,270000,54,54,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),게닌 치로,무라카미 료코
93,블랙 앤 화이트: 던 오브 저스티스,,270000,0,270000,54,54,1,1,대만,대만,,페어팍스인터내셔날(주),15세이상관람가,액션,채악훈,"조우정,임경신,황보"
93,썸타는 퇴근길-그놈이 기다리는 길,2015-06-10,270000,0,270000,54,54,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),쿠라타 묘진,아사쿠라 유우
93,쓰레기 같은 남편과,2015-06-10,270000,0,270000,54,54,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),사토 토시키,사토 타케시
93,아웃 오브 더 퍼니스,,270000,0,270000,54,54,1,1,미국,미국,,(주)누리픽쳐스,청소년관람불가,"범죄,드라마,스릴러",스콧 쿠퍼,"크리스찬 베일,우디 해럴슨,케이시 애플렉,포레스트 휘테커,윌렘 데포,조 샐다나"
93,유부녀수사관 마키,2015-06-10,270000,0,270000,54,54,1,1,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),쿠라타 다이묘,호조 마키
100,원스 어폰 어 타임 인 아메리카,1984-12-10,780000,0,257377600,52,19647,1,3,미국,"미국,이탈리아",워너 브러더스 픽쳐스,(주)프레인글로벌,"국민학생관람불가,청소년관람불가",액션,세르지오 레오네,"엘리자베스 맥거번,트리트 윌리엄스,조 페시,제임스 우즈,제니퍼 코넬리,로버트 드니로"
101,러스트 앤 본,2013-05-02,390000,0,241141900,50,31912,1,2,프랑스,프랑스,,그린나래미디어(주),청소년관람불가,"멜로/로맨스,드라마",자크 오디아르,"마리옹 꼬띠아르,마티아스 쇼에나에츠,보울리 라너스"
102,결혼하지 않아도 괜찮을까,2015-04-09,372000,0,95301500,49,11652,1,11,일본,일본,,프리비젼엔터테인먼트,12세이상관람가,드라마,미노리카와 오사무,"시바사키 코우,마키 요코,테라지마 시노부"
103,세컨 찬스,2015-06-11,520300,0,2568300,48,278,1,1,덴마크,덴마크,,"(주)영화사오원,(주)브리즈픽처스",청소년관람불가,드라마,수잔 비에르,"니콜라이 코스터 왈도,마리아 보네비에,니꼴라이 리 카스,율리히 톰센"
104,대부,1973-09-01,396300,0,170567400,47,26408,1,1,미국,미국,,,"연소자관람불가,청소년관람불가","드라마,범죄,스릴러",프란시스 포드 코폴라,"알 파치노,말론 브란도"
104,루키노 비스콘티 특별전,,316000,0,6134000,47,1130,1,1,이탈리아,이탈리아,,,,기타,,
106,러브 이즈 크라임,2015-05-30,248000,0,269000,44,47,5,7,프랑스,"프랑스,스위스",,(주)더블앤조이픽쳐스,청소년관람불가,"드라마,스릴러","아르노 라리외,장-마리 라리외","마티유 아말릭,카린 비아르,마이웬 르 베스코,사라 포레스티에"
106,밤을 걷는 뱀파이어 소녀,2015-06-25,351000,0,351000,44,44,1,1,미국,미국,,찬란,15세이상관람가,"공포(호러),멜로/로맨스,스릴러",애나 릴리 아미푸르,"셰일라 밴드,아라쉬 마란디"
106,에덴: 로스트 인 뮤직,2015-10-29,352000,0,352000,44,44,1,1,프랑스,프랑스,,찬란,청소년관람불가,드라마,미아 한센-로브,"펠릭스 드 지브리,그레타 거윅,폴린 에티엔"
109,버진 뱀파이어,2015-06-04,200000,0,200000,40,40,1,1,미국,미국,,주식회사 루믹스미디어,청소년관람불가,"코미디,공포(호러)",존 V. 놀즈,"앨리슨 스카글리오티,프란시아 라이사"
110,짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,2015-04-23,247000,0,1085255600,39,150209,3,7,일본,일본,,(주)이수C&E,전체관람가,"애니메이션,코미디,어드벤처",다카하시 와타루,
111,반짝이는 박수 소리,2015-04-23,208000,0,26365100,37,4162,1,3,한국,한국,영화사 낭만,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),전체관람가,다큐멘터리,이길보라,"이상국,길경희,이길보라,이광희,정임순,이광희"
112,벨리시마,,216000,0,738000,33,132,1,1,이탈리아,이탈리아,,,15세이상관람가,기타,,안나 마냐니
112,해피 홀리데이,2015-05-14,223000,0,105678800,33,13907,5,17,영국,영국,,(주)스톰픽쳐스코리아,12세이상관람가,"코미디,드라마","앤디 해밀턴,가이 젠킨","로자먼드 파이크,데이빗 테넌트,빌리 코놀리"
