순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,빅 히어로,2015-01-21,6310728633,0.257,14791085733,805254,1865076,787,16734,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,액션,코미디","돈 홀,크리스 윌리암스","라이언 포터,스콧 애짓,다니엘 헤니,제이미 정,T.J. 밀러,제네시스 로드리게스,데이몬 웨이언스 주니어,마야 루돌프,제임스 크롬웰,알란 터딕"
2,국제시장,2014-12-17,4903358400,0.2,99876703730,639312,12857119,606,15389,한국,한국,"(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,드라마,윤제균,"황정민,김윤진,오달수,정진영,장영남,라미란,김슬기,정영기,맹세창,김동원,김현중,김지영,황창기,박재우,박찬희,김예빈,김재철,김하연,김재현,이소영,류경현,황인준,이종석,이진희,전희경,박재언,유재상,김선영,정윤호,박길수,박영수"
3,강남 1970,2015-01-21,5027455367,0.205,15406793360,617906,1907689,692,18194,한국,한국,"(주)모베라픽처스,(주)쇼박스",(주)쇼박스,청소년관람불가,"액션,드라마",유하,"이민호,김래원,정진영,설현,유승목,한재영,이연두,정호빈,최진호,엄효섭,최병모,지대한,전배수,윤종화,서우진,이인혁,이정완,이주협,박소희,박시연,이한울,임성숙,장준혁,전우재,강풍,박재영,박재희,박준영,정영택,백동현,정창용,조선기,서현석,천영암,손재영,주연서,신영규,양진석,오형근,유정호,윤지원,이규석,김원진,이성용,이성준,이세훈,황재진,이원희,이은주,안정우,정진영,김지수,곽민호"
4,내 심장을 쏴라,2015-01-28,2071390032,0.084,2494956032,274825,339201,452,14434,한국,한국,(주)주피터필름,"(주)리틀빅픽쳐스,(주)이수C&E",15세이상관람가,드라마,문제용,"이민기,여진구,유오성,김정태,김기천,신구,송영창,박충선,박두식,한혜린,이준혁,임문영,강영묵,정유정,권소영,이규섭,김재화,엄효섭,김보라"
5,오늘의 연애,2015-01-14,1460148200,0.059,14572124887,186181,1847327,374,8277,한국,한국,(주)팝콘에프앤엠,씨제이이앤엠(주),15세이상관람가,"멜로/로맨스,코미디",박진표,"이승기,문채원,이서진,장진우,이경진,이동진,임하룡,이상협,김광규,김부선,가인,임종윤,남능미"
6,박물관이 살아있다 : 비밀의 무덤,2015-01-14,851751000,0.035,7984309106,115244,1076461,301,4324,미국,"미국,영국",,이십세기폭스코리아(주),전체관람가,"어드벤처,코미디,가족",숀 레비,"벤 스틸러,로빈 윌리엄스,댄 스티븐스,오웬 윌슨,벤 킹슬리,레벨 윌슨"
7,워터 디바이너,2015-01-28,743819935,0.03,911665335,98483,123600,324,6888,미국,"미국,호주,터키",,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"드라마,전쟁",러셀 크로우,"러셀 크로우,올가 쿠릴렌코,제이 코트니"
8,빅 아이즈,2015-01-28,492343235,0.02,563625035,63349,74017,290,4272,미국,미국,,판씨네마(주),12세이상관람가,드라마,팀 버튼,"에이미 아담스,크리스토프 왈츠"
9,더 이퀄라이저,2015-01-28,499385100,0.02,619887000,63292,80314,255,3977,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"액션,범죄,스릴러",안톤 후쿠아,"덴젤 워싱턴,클로이 모레츠,마튼 초카스"
10,허삼관,2015-01-14,398141500,0.016,7381171269,52091,951892,208,2591,한국,한국,"(주)두타연,(주)판타지오픽쳐스",(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,하정우,"하정우,하지원,전혜진,장광,주진모,성동일,이경영,김영애,정만식,조진웅,김기천,김성균,윤은혜,황보라,강민지,전현석,정우진,이경원,이민호,이수인,이승준,이승호,김재화,김시은"
11,아메리칸 스나이퍼,2015-01-14,346439000,0.014,2558643438,40953,315597,114,1415,미국,미국,,워너브러더스 코리아(주),청소년관람불가,액션,클린트 이스트우드,"브래들리 쿠퍼,시에나 밀러"
12,와일드,2015-01-22,188557100,0.008,392366100,23725,49322,36,623,미국,미국,,이십세기폭스코리아(주),청소년관람불가,드라마,장 마크 발레,"리즈 위더스푼,가비 호프만,로라 던"
13,아메리칸 셰프,2015-01-07,187294600,0.008,945194529,22747,116738,48,542,미국,미국,,(주)영화사 진진,15세이상관람가,코미디,존 파브로,"존 파브로,엠제이 안소니,소피아 베르가라,스칼렛 요한슨,더스틴 호프만,로버트 다우니 주니어,존 레귀자모"
14,진격의 거인: 홍련의 화살,2015-01-28,111541500,0.005,152260700,14175,19357,81,1074,일본,일본,,(주)박수엔터테인먼트,15세이상관람가,"애니메이션,판타지",아라키 테츠로,
15,블랙버드,2015-01-28,75783700,0.003,96262400,9897,12969,135,1700,미국,미국,,(주)영화사 빅,15세이상관람가,드라마,지나 프린스-바이스우드,"구구 바샤-로,네이트 파커,미니 드라이버"
16,"님아, 그 강을 건너지 마오",2014-11-27,66321500,0.003,37290434679,8901,4789710,72,581,한국,한국,아거스필름,"CGV아트하우스,(주)대명문화공장",전체관람가,다큐멘터리,진모영,"조병만,강계열"
17,마다가스카의 펭귄,2014-12-31,59550400,0.002,12493842459,8679,1660328,54,302,미국,미국,,씨제이이앤엠(주),전체관람가,"애니메이션,코미디,어드벤처,가족","에릭 다넬,사이몬 J.스미스","베네딕트 컴버배치,존 말코비치,톰 맥그라스,크리스 밀러,크리스토퍼 나이츠,켄 정"
