순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,하루,2017-06-15,5773695218 ,0.258,5833797218 ,716931 ,724055 ,781 ,25699 ,한국,한국,(주)라인필름,CGV아트하우스,15세이상관람가,스릴러,조선호,"김명민,변요한,유재명,조은형,신혜선"
2,미이라,2017-06-06,5832497579 ,0.261,28004413480 ,705925 ,3375018 ,933 ,30388 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,어드벤처,판타지",알렉스 커츠먼,"톰 크루즈,소피아 부텔라,애나벨 월리스,러셀 크로우,하비에르 보텟,제이크 존슨,코트니 B. 반스,딜란 스미스"
3,악녀,2017-06-08,3074528521 ,0.137,8198759170 ,377528 ,1014880 ,629 ,16315 ,한국,한국,(주)앞에있다,(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,액션,정병길,"김옥빈,신하균,성준,김서형,조은지,이승주,정해균,박철민,손민지,민예지,김연우,주문수"
4,트랜스포머: 최후의 기사,2017-06-21,2259264300 ,0.101,2259264300 ,287797 ,287797 ,1739 ,8126 ,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"액션,어드벤처,SF",마이클 베이,"마크 월버그,안소니 홉킨스,로라 하드독,조쉬 더하멜"
5,원더 우먼,2017-05-31,1456612439 ,0.065,17064404586 ,180578 ,2114209 ,510 ,8423 ,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,판타지,SF",팻티 젠킨스,"갤 가돗,로빈 라이트,크리스 파인,데이빗 듈리스,코니 닐슨,엘레나 아나야"
6,노무현입니다,2017-05-25,1034829500 ,0.046,13807677712 ,132090 ,1755244 ,492 ,7637 ,한국,한국,영화사 풀,"CGV아트하우스,영화사 풀",12세이상관람가,다큐멘터리,이창재,노무현
7,캐리비안의 해적: 죽은 자는 말이 없다,2017-05-24,850664500 ,0.038,24796104822 ,103589 ,3028034 ,402 ,4883 ,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,판타지,코미디","요아킴 뢰닝,에스펜 샌버그","조니 뎁,카야 스코델라리오,올랜도 블룸,하비에르 바르뎀,브렌튼 스웨이츠,제프리 러쉬,데이빗 웬햄,골시프테 파라하니,스티븐 그레이엄,케빈 맥널리,폴 매카트니,마틴 클레바,로드니 아피프"
8,나의 붉은고래,2017-06-15,362327600 ,0.016,406247600 ,46197 ,52540 ,390 ,5206 ,중국,중국,,(주)영화사 빅,전체관람가,"애니메이션,판타지","양선,장춘",
9,꼬마참새 리차드: 아프리카 원정대,2017-06-15,246306100 ,0.011,271371100 ,32905 ,36044 ,319 ,1681 ,독일,"독일,벨기에,룩셈부르크,노르웨이",,씨네그루(주)키다리이엔티,전체관람가,애니메이션,"토비 젠켈,레자 메마리","김서영,구민선,변영희,사문영,임채헌,황창영,이현"
10,꼬마돼지 베이브의 대모험,2017-06-15,167320100 ,0.007,175169100 ,23260 ,24538 ,312 ,1558 ,독일,독일,,(주)박수엔터테인먼트,전체관람가,"애니메이션,어드벤처",테레사 스트로젝,
11,대립군,2017-05-31,119583600 ,0.005,6243770802 ,22892 ,832088 ,101 ,826 ,한국,한국,"리얼라이즈픽쳐스(주),이십세기폭스 인터내셔널 프로덕션,(주)베르디미디어,주식회사 블러썸픽쳐스",이십세기폭스코리아(주),15세이상관람가,"드라마,사극",정윤철,"이정재,여진구,김무열,이솜,박원상,배수빈,김명곤,박해준"
12,엘르,2017-06-15,105304000 ,0.005,122485600 ,13510 ,15429 ,56 ,864 ,프랑스,"프랑스,독일,벨기에",,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,청소년관람불가,"드라마,스릴러",폴 버호벤,"이자벨 위페르,로랑 라피트,앤 콘시니"
13,박열,2017-06-28,105624000 ,0.005,122034000 ,13147 ,15275 ,29 ,76 ,한국,한국,박열문화산업전문유한회사,메가박스(주)플러스엠,12세이상관람가,드라마,이준익,"이제훈,최희서,김인우,권율,민진웅"
14,겟 아웃,2017-05-17,93758800 ,0.004,17337032075 ,11260 ,2124849 ,63 ,637 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"공포(호러),미스터리,스릴러,드라마",조던 필레,"다니엘 칼루야,앨리슨 윌리암스,브래들리 휘트포드,캐서린 키너"
15,킹 오브 프리즘 - 프라이드 더 히어로,2017-06-10,84893000 ,0.004,212039500 ,10479 ,24528 ,71 ,756 ,일본,일본,,(주)박수엔터테인먼트,15세이상관람가,애니메이션,히시다 마사카즈,
16,보스 베이비,2017-05-03,73937700 ,0.003,18879730704 ,10352 ,2443867 ,101 ,309 ,미국,미국,,씨제이이앤엠(주),전체관람가,"애니메이션,코미디,가족",톰 맥그라스,"알렉 볼드윈,리사 쿠드로,스티브 부세미,토비 맥과이어,지미 키멜"
17,심야식당 2,2017-06-08,81395000 ,0.004,321715900 ,10235 ,41068 ,76 ,688 ,일본,일본,,(주)디스테이션,12세이상관람가,드라마,마츠오카 조지,"코바야시 카오루,오다기리 죠"
18,중독노래방,2017-06-15,63807800 ,0.003,67319800 ,8152 ,8595 ,175 ,1863 ,한국,한국,"영화사 아람(주),(주)레드힐엔터테인먼트",(주)리틀빅픽쳐스,청소년관람불가,"미스터리,판타지",김상찬,"이문식,배소은,김나미,방준호,동방우,정승길,박선우"
19,샤인,1997-01-25,57661100 ,0.003,59243100 ,7556 ,7750 ,63 ,612 ,호주,호주,오스트렐리안필름파이낸스코퍼레이션,(주)라이크 콘텐츠,"15세이상관람가,중학생이상관람가",드라마,스콧 힉스,"제프리 러쉬,노아 테일러,아민 뮬러 스탈,린 레드그레이브"
20,바다 탐험대 옥토넛 시즌4: 더 파이널,2017-06-01,42149000 ,0.002,453125500 ,6426 ,69496 ,83 ,364 ,영국,영국,,와이드 릴리즈(주),전체관람가,"애니메이션,어드벤처",다라 오코넬,"하성용,정재헌,엄상현,윤승희,김정은"
21,불한당: 나쁜 놈들의 세상,2017-05-17,39348300 ,0.002,7473978725 ,5310 ,926524 ,30 ,132 ,한국,한국,"씨제이이앤엠(주),폴룩스픽쳐스(주)",씨제이이앤엠(주),청소년관람불가,"범죄,액션,드라마",변성현,"설경구,임시완,김희원,전혜진,이경영,김성오,허준호"
