순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
29,어바웃 타임,2013-12-05,11127500 ,0,24999828700 ,1334 ,3394413 ,13 ,57 ,영국,영국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"멜로/로맨스,코미디",리차드 커티스,"레이첼 맥아담스,돔놀 글리슨,빌 나이"
30,인사이드 아웃,2015-07-09,10964000 ,0,22120000 ,1230 ,2534 ,2 ,4 ,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,코미디",피트 닥터,"다이안 레인,에이미 포엘러,카일 맥라클란,민디 캘링,빌 헤이더"
31,경성학교: 사라진 소녀들,2015-06-18,9304500 ,0,2742077700 ,1227 ,355346 ,8 ,49 ,한국,한국,"청년필름(주),비밀의화원",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"미스터리,드라마",이해영,"박보영,엄지원,박소담,공예지,주보비,박성연,심희섭,고원희,박주희,이혜리,박지선,조원철,최영근,최지명,신수연,김경애,김대성,김대호,오현정,김동현,이다희,황석영,이연정,이예은,이은경,윤정미,서미지"
32,그녀,2014-05-22,8848000 ,0,2872785600 ,1042 ,352569 ,8 ,46 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"드라마,멜로/로맨스",스파이크 존즈,"호아킨 피닉스,스칼렛 요한슨,에이미 아담스,루니 마라"
33,"그 시절, 우리가 좋아했던 소녀",2012-08-22,8553500 ,0,257946170 ,1022 ,36143 ,8 ,41 ,대만,대만,,"(주)드림팩트엔터테인먼트,(주)미로스페이스,씨너스엔터테인먼트(주),㈜미로비젼,(주)박수엔터테인먼트",15세이상관람가,멜로/로맨스,구파도,"가진동,진연희,언승우"
34,위대한 카루소,,2057000 ,0,2057000 ,1006 ,1006 ,1 ,10 ,미국,미국,,,,드라마,리처드 소프,"마리오 란자,앤 블리스"
35,드래곤 블레이드,2015-03-12,7470000 ,0,435192800 ,830 ,57377 ,4 ,6 ,중국,중국,,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"액션,어드벤처",이인항,"성룡,존 쿠삭,애드리언 브로디,시원"
36,샌 안드레아스,2015-06-03,6092500 ,0,14432266652 ,767 ,1716105 ,4 ,35 ,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,드라마,스릴러",브래드 페이튼,"드웨인 존슨,알렉산드리아 다다리오"
37,스파이,2015-05-21,6750000 ,0,18414528358 ,760 ,2318383 ,3 ,29 ,미국,미국,,이십세기폭스코리아(주),15세이상관람가,"액션,코미디",폴 페이그,"주드 로,제이슨 스타뎀,멜리사 맥카시"
38,한밤의 아이들,2015-07-02,5606500 ,0,6462500 ,757 ,864 ,10 ,76 ,영국,"영국,캐나다",,(주)나이너스엔터테인먼트,15세이상관람가,드라마,디파 메타,"사탸 바바,샤하나 고스와미,라자 카푸르"
39,숀더쉽,2015-08-13,5256000 ,0,5256000 ,657 ,657 ,4 ,6 ,영국,"영국,프랑스",,(주)박수엔터테인먼트,전체관람가,"애니메이션,어드벤처,코미디","마크 버튼,리처드 스타잭",
40,밤을 걷는 뱀파이어 소녀,2015-06-25,4671000 ,0,21438000 ,622 ,2823 ,12 ,77 ,미국,미국,,찬란,15세이상관람가,"공포(호러),멜로/로맨스,스릴러",애나 릴리 아미푸르,"셰일라 밴드,아라쉬 마란디"
41,남편만 몰라요,2015-07-07,2995000 ,0,2995000 ,601 ,601 ,20 ,20 ,한국,한국,(주)큰손엔터테인먼트,더그레이트 컴퍼니,청소년관람불가,"멜로/로맨스,코미디",고광현,"최선미,황호상,문주연"
42,제인 에어,,1123000 ,0,7315000 ,549 ,3645 ,1 ,12 ,미국,미국,,,,드라마,로버트 스티븐슨,"오손 웰즈,조안 폰테인"
43,무뢰한,2015-05-27,4282500 ,0,3259399431 ,541 ,414285 ,8 ,61 ,한국,한국,(주)사나이픽처스,CGV아트하우스,청소년관람불가,멜로/로맨스,오승욱,"김남길,전도연,박성웅,곽도원,김민재,강태영,박지환,정재웅,조민지,조원희,송승현,오하늬,유지연,하은진,이동진,이학주,정재헌,지승현"
44,엘리펀트 송,2015-06-11,4580000 ,0,112291400 ,524 ,14308 ,7 ,41 ,캐나다,캐나다,,(주)엣나인필름,15세이상관람가,"미스터리,드라마",찰스 비네임,"브루스 그린우드,자비에 돌란"
45,동경 표류일기,2015-07-02,3587000 ,0,3587000 ,479 ,479 ,5 ,48 ,싱가포르,싱가포르,,(주)영화사 진진,청소년관람불가,애니메이션,에릭 쿠,
46,악의 연대기,2015-05-14,2250000 ,0,17361815332 ,450 ,2192525 ,1 ,1 ,한국,한국,(주)비에이엔터테인먼트,씨제이이앤엠(주),15세이상관람가,스릴러,백운학,"손현주,마동석,최다니엘,박서준,이준혁,이태호,이현우,강민정,조은수,서정우,최동헌,안용우,이명준,이성재,이용희,이은정,김태강,정원중,지대한,장준녕,정준원"
47,밀양 아리랑,2015-07-16,2520000 ,0,3135000 ,420 ,533 ,1 ,2 ,한국,한국,오지필름,(주)시네마달,15세이상관람가,다큐멘터리,박배일,
48,삼총사,,726000 ,0,2032000 ,363 ,1006 ,1 ,12 ,미국,미국,,,,"액션,스릴러,드라마",조지 시드니,"진 켈리,로버트 쿠테"
49,한 여름밤의 꿈,1999-09-18,716000 ,0,716000 ,362 ,362 ,1 ,12 ,미국,미국,"폭스써치라이트픽처스,리젠시 엔터프라이즈,파노라미카",,12세관람가,"코미디,판타지",마이클 호프만,"케빈 클라인,미쉘 파이퍼,루퍼트 에버렛"
50,더 디너,2015-07-16,2266000 ,0,2266000 ,351 ,351 ,2 ,2 ,이탈리아,이탈리아,,(주)판다미디어,청소년관람불가,드라마,이바노 데 마테오,"지오바나 메조기오르노,알레산드로 가스만,루이지 로 카시오,바보라 보불로바"
50,트립 투 이탈리아,2015-06-04,2725500 ,0,157250800 ,351 ,20428 ,3 ,11 ,영국,영국,,찬란,15세이상관람가,"코미디,드라마",마이클 윈터바텀,"스티브 쿠건,롭 브라이든"
52,글렌 밀러 스토리,,665000 ,0,2353000 ,330 ,1174 ,1 ,4 ,미국,미국,,,,"드라마,멜로/로맨스",안소니 만,"제임스 스튜어트,준 앨리슨"
53,어느 여대생의 고백,,587000 ,0,1320000 ,301 ,667 ,1 ,12 ,한국,한국,,,,,신상옥,"최은희,김승호,유계선"
54,빅 웨딩,2013-06-27,855000 ,0,233303500 ,285 ,34466 ,1 ,24 ,미국,미국,,(주)나이너스엔터테인먼트,청소년관람불가,"멜로/로맨스,코미디",저스틴 잭햄,"아만다 사이프리드,벤 반스,로버트 드니로,캐서린 헤이글,다이안 키튼,수잔 서랜든,로빈 윌리엄스,토퍼 그레이스"
54,웨스트 사이드 스토리,1999-05-29,575000 ,0,6857000 ,285 ,3325 ,1 ,9 ,미국,미국,"세븐 아트 프로덕션,미리쉬 코퍼레이션,베타 프로덕션",,전체관람가,"뮤지컬,드라마,멜로/로맨스","로버트 와이즈,제롬 로빈스","리차드 베이머,나탈리 우드,조지 차키리스"
56,디렉터스 컷,2015-07-02,1906000 ,0,1906000 ,279 ,279 ,7 ,37 ,한국,한국,야간비행,야간비행,12세이상관람가,드라마,박준범,"박정표,한송희,김하영,장기훈,강동석,김미승,김종진,박근태,손기현,장원경,조병석,최원욱"
57,아이다,2015-07-01,4017000 ,0,5104500 ,275 ,346 ,12 ,21 ,프랑스,프랑스,,에스디시코리아 주식회사,전체관람가,공연,올리비에 피,
58,다크 플레이스,2015-07-15,2232000 ,0,2232000 ,254 ,254 ,1 ,1 ,미국,"미국,영국,프랑스",,"(주)스톰픽쳐스코리아,주식회사 우리네트웍스",청소년관람불가,"드라마,미스터리,스릴러",질스 파겟-브레너,"샤를리즈 테론,니콜라스 홀트,클로이 모레츠"
58,위플래쉬,2015-03-12,2221000 ,0,12640046645 ,254 ,1586921 ,3 ,21 ,미국,미국,,(주)쇼박스,15세이상관람가,드라마,다미엔 차젤레,"마일즈 텔러,J.K. 시몬스"
60,리스본행 야간열차,2014-06-05,1954000 ,0,598297336 ,241 ,77429 ,1 ,5 ,독일,"독일,스위스,포르투갈",,(주)나이너스엔터테인먼트,15세이상관람가,"미스터리,멜로/로맨스,스릴러",빌 어거스트,"제레미 아이언스,멜라니 로랑,잭 휴스턴,마르티나 게덱"
61,마담 프루스트의 비밀정원,2014-07-24,1868000 ,0,1112722942 ,238 ,142090 ,1 ,4 ,프랑스,프랑스,,찬란,전체관람가,드라마,실뱅 쇼메,"귀욤 고익스,앤 르니"
62,미스 줄리,2015-06-18,1772000 ,0,32597500 ,227 ,4410 ,4 ,21 ,노르웨이,"노르웨이,영국,캐나다,미국,프랑스,아일랜드",,그린나래미디어(주),15세이상관람가,드라마,리브 울만,"제시카 차스테인,콜린 파렐"
63,갈채,,446000 ,0,6227000 ,223 ,3101 ,1 ,9 ,미국,미국,파라마운트 픽쳐스,,,드라마,조지 시튼,
63,그렇게 아버지가 된다,2013-12-19,1784000 ,0,945452862 ,223 ,124445 ,1 ,5 ,일본,일본,,(주)티캐스트콘텐츠허브,전체관람가,"드라마,가족",고레에다 히로카즈,"후쿠야마 마사하루,오노 마치코,릴리 프랭키,마키 요코"
65,백 투 더 비기닝,2015-02-26,1989000 ,0,2018287400 ,221 ,266610 ,1 ,1 ,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"SF,스릴러",딘 이스라엘리트,"조니 웨스턴,소피아 블랙 디엘리아,샘 러너,앨런 에반젤리스타,버지니아 가드너"
66,왕과 나,,400000 ,0,3064000 ,200 ,1522 ,1 ,4 ,미국,미국,투엔티쓰 센츄리-폭스 필름 코퍼레이션,,전체관람가,"뮤지컬,코미디,가족,멜로/로맨스",월터 랭,"율 브린너,데보라 카"
67,"10,000km(만 킬로미터)",2015-07-16,1323000 ,0,1323000 ,189 ,189 ,1 ,1 ,스페인,스페인,,주식회사 쇼미미디어앤트레이딩,청소년관람불가,"멜로/로맨스,드라마",카를로스 마르쿠즈-마르셋,"나탈리아 테나,데이비드 베르다거"
68,카메라맨,,1308000 ,0,1826000 ,178 ,267 ,1 ,1 ,미국,미국,,,,"코미디,멜로/로맨스,가족",버스터 키튼,
69,악인은 살아 있다,2015-07-16,1557000 ,0,1557000 ,173 ,173 ,1 ,1 ,한국,한국,(주)에스에이치필름,예지림엔터테인먼트,청소년관람불가,스릴러,김회근,"박병은,김홍파,한수연,김법래,이정은,박재웅,박지환,최진환,이규석,김재혁,이승주,이승준,이승진,이윤희,박현지"
69,인시디어스 3,2015-07-09,1211000 ,0,1211000 ,173 ,173 ,1 ,1 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,공포(호러),리 워넬,"스테파니 스콧,더못 멀로니,린 샤예"
69,종이 달,2015-07-23,1211000 ,0,1211000 ,173 ,173 ,1 ,1 ,일본,일본,,"(주)영화사오원,(주)퍼스트런",청소년관람불가,드라마,요시다 다이하치,"미야자와 리에,이케마츠 소스케,코바야시 사토미,오오시마 유코"
72,더 리치,2015-07-16,1328000 ,0,1328000 ,166 ,166 ,1 ,1 ,미국,미국,,(주)나이너스엔터테인먼트,15세이상관람가,"액션,스릴러",진-밥티스트 레오네티,"마이클 더글라스,제레미 어바인"
72,위아영,2015-05-14,1050000 ,0,494537360 ,166 ,61900 ,4 ,16 ,미국,미국,,"(주)브리즈픽처스,(주)영화사오원",15세이상관람가,"코미디,드라마",노아 바움백,"벤 스틸러,나오미 왓츠,아만다 사이프리드,아담 드라이버"
74,누레예프 갈라,2015-06-11,3013000 ,0,17709500 ,162 ,995 ,3 ,13 ,독일,독일,,그린나래미디어(주),전체관람가,공연,발레리 오브샤니코프,
75,십이야: 깊고 붉은 열두 개의 밤 Chapter1,2015-07-23,1120000 ,0,1120000 ,160 ,160 ,1 ,1 ,한국,한국,블리트필름,(주)드림팩트엔터테인먼트,15세이상관람가,"공포(호러),스릴러",오인천,"이관훈,정보름,박은석,정희준"
76,윈터 슬립,2015-05-07,1302000 ,0,61058300 ,156 ,7837 ,3 ,8 ,터키,"터키,프랑스,독일",,㈜영화사 백두대간,15세이상관람가,드라마,누리 빌제 세일란,"할룩 빌기너,멜리사 소젠,드멧 아크백,네잣 이슬러"
77,우리의 환대,,1045000 ,0,1199000 ,145 ,175 ,1 ,1 ,미국,미국,,,,기타,"존 G. 브라이스톤,버스터 키튼",
78,와일드,2015-01-22,1098000 ,0,668736800 ,143 ,83761 ,1 ,3 ,미국,미국,,이십세기폭스코리아(주),청소년관람불가,드라마,장 마크 발레,"리즈 위더스푼,가비 호프만,로라 던"
79,리틀 포레스트 2: 겨울과 봄,2015-05-14,1057000 ,0,73829544 ,138 ,9630 ,2 ,9 ,일본,일본,,(주)영화사 진진,12세이상관람가,드라마,모리 준이치,"하시모토 아이,마츠오카 마유"
79,비비안 마이어를 찾아서,2015-04-30,1057200 ,0,148188300 ,138 ,18544 ,2 ,9 ,미국,미국,,오드,전체관람가,다큐멘터리,"존 말루프,찰리 시스켈",
81,숏텀 12,2015-07-02,900000 ,0,2488000 ,131 ,358 ,5 ,28 ,미국,미국,,(주)씨타마운틴픽쳐스,15세이상관람가,드라마,데스틴 크리튼,"브리 라슨,존 갤러거 주니어"
82,세비야의 이발사,2015-06-06,2887500 ,0,16771500 ,118 ,689 ,4 ,12 ,미국,미국,,(주)인스터피씨엠,전체관람가,공연,미켈레 마리오티,
83,메이드 인 차이나,2015-06-25,855100 ,0,3112100 ,115 ,414 ,2 ,21 ,한국,한국,(주)김기덕 필름,(주)김기덕 필름,청소년관람불가,드라마,김동후,"박기웅,한채아,유재명,임화영,전요한,황보민경,장인섭"
84,셜록주니어 + 경찰,,800000 ,0,1965000 ,114 ,273 ,1 ,1 ,미국,미국,,,,기타,버스터 키튼,
84,하나와 앨리스: 살인사건,2015-05-27,917000 ,0,110850100 ,114 ,14075 ,2 ,11 ,일본,일본,,씨제이이앤엠(주),12세이상관람가,애니메이션,이와이 슌지,"아오이 유우,스즈키 안"
86,도쿄 트라이브,2015-06-18,892000 ,0,13107397 ,113 ,1641 ,5 ,14 ,일본,일본,,어뮤즈,청소년관람불가,액션,소노 시온,"스즈키 료헤이,소메타니 쇼타"
87,홈,2015-05-21,886900 ,0,2692225691 ,111 ,360556 ,2 ,6 ,미국,미국,,씨제이이앤엠(주),전체관람가,"애니메이션,어드벤처,판타지",팀 존슨,"짐 파슨스,리한나,제니퍼 로페즈,스티브 마틴"
88,돈 조반니,2015-06-06,2942500 ,0,15134500 ,110 ,586 ,5 ,15 ,독일,독일,,(주)케빈앤컴퍼니,12세이상관람가,공연,크리스토프 에센바흐,
89,씨민과 나데르의 별거,2011-10-13,535000 ,0,90322400 ,107 ,12054 ,1 ,1 ,이란,이란,,(주)영화사 진진,12세이상관람가,드라마,아쉬가르 파르하디,레일라 하타미
90,피나,2012-08-30,1347000 ,0,439100500 ,104 ,24168 ,1 ,7 ,독일,"독일,프랑스,영국",,㈜영화사 백두대간,전체관람가,다큐멘터리,빔 벤더스,피나 바우쉬
91,결혼하지 않아도 괜찮을까,2015-04-09,814000 ,0,97558500 ,103 ,11935 ,1 ,13 ,일본,일본,,프리비젼엔터테인먼트,12세이상관람가,드라마,미노리카와 오사무,"시바사키 코우,마키 요코,테라지마 시노부"
91,오클라호마,,206000 ,0,206000 ,103 ,103 ,1 ,3 ,미국,미국,,,,"뮤지컬,서부극(웨스턴),멜로/로맨스",프레드 진네만,"고든 맥라,글로리아 그래햄"
93,자전거 탄 소년,2012-01-19,818000 ,0,200540800 ,102 ,25449 ,1 ,5 ,벨기에,"벨기에,프랑스",,(주)티캐스트,12세이상관람가,드라마,"장 피에르 다르덴,뤽 다르덴","세실 드 프랑스,토마 도레"
94,프롬 더 다크,2015-07-07,500000 ,0,500000 ,100 ,100 ,1 ,1 ,아일랜드,"아일랜드,영국",,오퍼스픽쳐스,청소년관람불가,공포(호러),코너 맥마혼,니암 앨가
95,코파카바나,2011-05-26,596000 ,0,101042500 ,82 ,12832 ,1 ,2 ,프랑스,프랑스,,(주)티캐스트,15세이상관람가,드라마,마르끄 피투시,"이자벨 위페르,롤리타 샤마,오레 아티카"
96,스팀보트 빌 주니어,,562000 ,0,1310000 ,80 ,205 ,1 ,2 ,미국,미국,,,,"액션,코미디,드라마","버스터 키튼,찰스 레이스너",
97,시티 라이트,1989-02-04,437000 ,0,5291500 ,74 ,673 ,1 ,2 ,미국,미국,찰리채플린프로덕션,,연소자관람가,"코미디,드라마,멜로/로맨스",찰리 채플린,"버지니아 셰릴,플로렌스 리,해리 마이어스"
98,당신은 아직 아무것도 보지 못했다,2012-11-22,344000 ,0,42960000 ,66 ,5507 ,1 ,1 ,프랑스,프랑스,,(주)영화사 조제,15세이상관람가,드라마,알랭 레네,"사빈느 아제마,마티유 아말릭,램버트 윌슨,미셸 피콜리"
99,대부,1973-09-01,501500 ,0,171883400 ,65 ,26577 ,1 ,1 ,미국,미국,,,"연소자관람불가,청소년관람불가","드라마,범죄,스릴러",프란시스 포드 코폴라,"알 파치노,말론 브란도"
99,비긴 어게인,2014-08-13,508000 ,0,27104752061 ,65 ,3428374 ,1 ,3 ,미국,미국,,판씨네마(주),15세이상관람가,멜로/로맨스,존 카니,"키이라 나이틀리,마크 러팔로,애덤 리바인,헤일리 스테인펠드,제임스 코든,캐서린 키너"
99,시네마 천국,1990-07-07,575500 ,0,221638500 ,65 ,34356 ,1 ,1 ,프랑스,"프랑스,이탈리아",,(주)팝엔터테인먼트,전체관람가,"드라마,멜로/로맨스",쥬세페 토르나토레,"브리지트 포세이,자끄 페렝,필립 느와레,살바토레 카시오,마르코 레오나르디"
102,전문학교 + 극장,,409000 ,0,518000 ,64 ,81 ,1 ,2 ,미국,미국,,,,기타,버스터 키튼,
103,섹시한 마담의 은밀한 과거,2015-07-03,300000 ,0,300000 ,60 ,60 ,1 ,1 ,일본,일본,,(주)콘텐츠랩자박,청소년관람불가,멜로/로맨스,키타자와 유키오,니시노 쇼
104,집에 가고 싶어,,298000 ,0,364000 ,59 ,71 ,1 ,3 ,프랑스,프랑스,,,,코미디,알랭 레네,"아돌프 그린,린다 라빈,제라르 드빠르디유"
105,꽃은 밤에 피고-유리아,2015-07-08,270000 ,0,270000 ,54 ,54 ,1 ,1 ,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),조조 히데오,"후지이 셰리,사카키바라 준"
105,여자는 이걸로 만족하지 않아,2015-07-08,270000 ,0,270000 ,54 ,54 ,1 ,1 ,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),우에노 타카히로,"야베 미호,오가와 나나"
105,유출본 - 끝까지 한다,2015-07-08,270000 ,0,270000 ,54 ,54 ,1 ,1 ,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),에노모토 토시로,"아마미 유리,미야자키 아이카"
105,풍만한 마리아의 가슴,2015-07-08,270000 ,0,270000 ,54 ,54 ,1 ,1 ,일본,일본,,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),제제 다카히사,사사키 코코네
109,버스터 키튼 단편 4,,322000 ,0,475000 ,51 ,74 ,1 ,2 ,미국,미국,,,,기타,"버스터 키튼,에드워드 F. 클라인",
