순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,매드 맥스: 분노의 도로,2015-05-14,6926763597 ,0.296,26941533223 ,825884 ,3113038 ,669 ,18540 ,미국,"미국,호주",,워너브러더스 코리아(주),15세이상관람가,"액션,어드벤처,스릴러",조지 밀러,"톰 하디,샤를리즈 테론,니콜라스 홀트,조 크라비츠,로지 헌팅턴-휘틀리,라일리 코프,메간 게일,애비 리,코트니 이튼"
2,스파이,2015-05-21,5247314203 ,0.224,13445751880 ,660779 ,1699783 ,601 ,15798 ,미국,미국,,이십세기폭스코리아(주),15세이상관람가,"액션,코미디",폴 페이그,"주드 로,제이슨 스타뎀,멜리사 맥카시"
3,무뢰한,2015-05-27,2181539931 ,0.093,2584649431 ,272852 ,330909 ,477 ,13998 ,한국,한국,(주)사나이픽처스,CGV아트하우스,청소년관람불가,멜로/로맨스,오승욱,"김남길,전도연,박성웅,곽도원,김민재,강태영,박지환,정재웅,조민지,조원희,송승현,오하늬,유지연,하은진,이동진,이학주,정재헌,지승현"
4,간신,2015-05-21,2036738900 ,0.087,7643552410 ,254227 ,948493 ,455 ,10029 ,한국,한국,(주)수필름,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,사극,민규동,"주지훈,김강우,천호진,임지연,이유영,김현수,문희경,박시영,박아영,임효우,전미정,전태호,박은영,박은영,박재성,박주희,박지수,정수지,정재우,배효진,조명행,조용완,송영창,차지연,성진아,최창훈,신동필,양정민,염재민,한진구,이보라,홍의정,황동희,이상철,이소희,이솔,이슬기,이승주,이용호,이용호,이윤지,김태희,서영주,기주봉,장광,류선영,김강일,정만식,최일화"
5,악의 연대기,2015-05-14,1977396169 ,0.084,16566905232 ,252375 ,2091722 ,443 ,10268 ,한국,한국,(주)비에이엔터테인먼트,씨제이이앤엠(주),15세이상관람가,스릴러,백운학,"손현주,마동석,최다니엘,박서준,이준혁,이태호,이현우,강민정,조은수,서정우,최동헌,안용우,이명준,이성재,이용희,이은정,김태강,정원중,지대한,장준녕,정준원"
6,투모로우랜드,2015-05-27,1762087500 ,0.075,1913935500 ,220325 ,243782 ,435 ,11076 ,미국,미국,월트 디즈니 픽쳐스,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,어드벤처,미스터리,SF",브래드 버드,"조지 클루니,휴 로리,브릿 로버트슨"
7,샌 안드레아스,2015-06-03,813598900 ,0.035,816532900 ,95327 ,95653 ,701 ,3886 ,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,드라마,스릴러",브래드 페이튼,"드웨인 존슨,알렉산드리아 다다리오"
8,홈,2015-05-21,644459500 ,0.028,2492494391 ,87030 ,334745 ,378 ,2441 ,미국,미국,,씨제이이앤엠(주),전체관람가,"애니메이션,어드벤처,판타지",팀 존슨,"짐 파슨스,리한나,제니퍼 로페즈,스티브 마틴"
9,어벤져스: 에이지 오브 울트론,2015-04-23,537353100 ,0.023,88465955966 ,68508 ,10479932 ,247 ,2672 ,미국,미국,,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,어드벤처,판타지,SF",조스 웨던,"로버트 다우니 주니어,크리스 헴스워스,마크 러팔로,크리스 에반스,스칼렛 요한슨,제레미 레너,돈 치들,애런 존슨,엘리자베스 올슨,폴 베타니,코비 스멀더스,제임스 스페이더,사무엘 L. 잭슨,수현"
10,피치 퍼펙트: 언프리티 걸즈,2015-05-28,496626397 ,0.021,535121397 ,64196 ,68542 ,297 ,4865 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"코미디,뮤지컬",엘리자베스 뱅크스,"안나 켄드릭,헤일리 스테인펠드,레벨 윌슨"
11,사이코패스,2015-05-28,152554000 ,0.007,153786000 ,18856 ,19010 ,69 ,774 ,일본,일본,,(주)박수엔터테인먼트,15세이상관람가,"애니메이션,판타지,스릴러,범죄,SF",시오타니 나오요시,"하나자와 카나,세키 토모카즈"
12,차일드 44,2015-05-28,141976231 ,0.006,148024231 ,18217 ,18973 ,145 ,1792 ,미국,미국,,(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,스릴러,다니엘 에스피노사,"톰 하디,게리 올드만,조엘 킨나만,누미 라파스,뱅상 카셀"
13,하나와 앨리스: 살인사건,2015-05-27,65002100 ,0.003,80646100 ,8154 ,10388 ,67 ,871 ,일본,일본,,씨제이이앤엠(주),12세이상관람가,애니메이션,이와이 슌지,"아오이 유우,스즈키 안"
14,써드 퍼슨 - 감독판,2015-05-28,64249900 ,0.003,74547900 ,8049 ,9375 ,108 ,1129 ,미국,미국,,(주)프레인글로벌,청소년관람불가,"드라마,미스터리,멜로/로맨스",폴 해기스,"리암 니슨,밀라 쿠니스,애드리언 브로디,올리비아 와일드,제임스 프랭코"
15,연평해전,2015-06-24,33586000 ,0.001,36194000 ,4605 ,4931 ,42 ,58 ,한국,한국,(주)로제타시네마,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,김학순,"김무열,진구,김율호,이현우,이완,이청아,천민희,이한종,박찬희,박혜준,최순조,최승준,최종환,송재호,유형균,박정학,이철민,김강일"
16,위아영,2015-05-14,36427273 ,0.002,467988360 ,4592 ,58676 ,46 ,310 ,미국,미국,,"(주)브리즈픽처스,(주)영화사오원",15세이상관람가,"코미디,드라마",노아 바움백,"벤 스틸러,나오미 왓츠,아만다 사이프리드,아담 드라이버"
17,스틸 앨리스,2015-04-29,34067900 ,0.001,848735046 ,4262 ,110044 ,33 ,333 ,미국,미국,,그린나래미디어(주),12세이상관람가,드라마,"리처드 글랫저,워시 웨스트모어랜드","줄리안 무어,알렉 볼드윈,크리스틴 스튜어트,케이트 보스워스"
18,은밀한 유혹,2015-06-04,26296000 ,0.001,27259000 ,3259 ,3366 ,12 ,13 ,한국,한국,"(주)영화사비단길,(주)수필름",씨제이이앤엠(주),15세이상관람가,"멜로/로맨스,범죄",윤재구,"임수정,유연석,이경영,박철민,진경,도희,조희성,최민우,이광수,홍정표,민혜경,이동훈,곽민호"
19,적도,2015-05-28,18660500 ,0.001,26424500 ,2523 ,3593 ,71 ,624 ,홍콩,홍콩,,판씨네마(주),15세이상관람가,액션,"렁록만,써니 럭","지진희,시원,장학우,장가휘,여문락,왕학기,장첸,윤진이,이태란,김해숙"
20,존 웨인의 기병대,,4960000 ,0,6908000 ,2475 ,3198 ,2 ,17 ,미국,미국,,,12세이상관람가,"어드벤처,전쟁",존 포드,"존 웨인,윌리엄 홀덴,콘스탄스 타워스"
21,이미테이션 게임,2015-02-17,11000000 ,0,13655718120 ,2200 ,1743936 ,3 ,7 ,영국,영국,,메가박스(주)플러스엠,15세이상관람가,"드라마,스릴러",모튼 틸덤,"베네딕트 컴버배치,키이라 나이틀리,매튜 구드"
