순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
11,개구리왕국,2015-11-12,191985500 ,0.007,194576500 ,27418 ,27745 ,227 ,1223 ,중국,중국,,예지림엔터테인먼트,전체관람가,"애니메이션,어드벤처",넬슨 신,
12,몬스터 헌트,2015-11-12,163081000 ,0.006,177155000 ,21948 ,23634 ,184 ,1789 ,중국,중국,,(주)와우픽쳐스,12세이상관람가,"판타지,액션,어드벤처",라맨 허,"백백하,탕웨이,정백연,증지위,오군여"
13,위아 유어 프렌즈,2015-11-12,138476400 ,0.005,289480400 ,17429 ,36325 ,220 ,2671 ,미국,"미국,영국,프랑스",,씨네그루(주)다우기술,청소년관람불가,"드라마,멜로/로맨스",맥스 조셉,"잭 에프런,에밀리 라타이코프스키"
14,아더와 미니모이 3: 두 세계의 전쟁,2015-11-05,88606100 ,0.003,392090900 ,12792 ,54921 ,130 ,448 ,프랑스,프랑스,,(주)라이크 콘텐츠,전체관람가,애니메이션,뤽 베송,"프레디 하이모어,미아 패로우,페니 밸포어"
15,더 폰,2015-10-22,83791600 ,0.003,12306567568 ,11738 ,1593331 ,101 ,1018 ,한국,한국,(주)미스터로맨스,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"스릴러,액션",김봉주,"손현주,엄지원,배성우,김성종,권지훈,조용관,정한빈,정진근,장한별,임태훈,이확광,김성종,이병권,김경애,김광섭,이광기,김영민,김용환,김소영,김주희,김태환,김한준,서병철,백동현,이철민,노정의,장인섭,조달환,황석정"
16,더 랍스터,2015-10-29,68558300 ,0.002,343857100 ,8235 ,41961 ,39 ,408 ,영국,"영국,그리스,아일랜드,네덜란드,프랑스",,"(주)영화사오원,(주)브리즈픽처스",청소년관람불가,"판타지,멜로/로맨스",요르고스 란티모스,"콜린 파렐,레이첼 와이즈,레아 세이두,벤 위쇼,존 C. 라일리"
17,열정같은소리하고있네,2015-11-25,32486000 ,0.001,34130000 ,4117 ,4391 ,8 ,15 ,한국,한국,반짝반짝영화사(주),(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,드라마,정기훈,"정재영,박보영,오달수,배성우,류덕환,류현경,진경,윤균상,최홍원,김보람,김정훈,서동원,신정훈,육진영,이미경,이상훈,이영진,이병준,유하복"
18,사우스포,2015-12-03,31984000 ,0.001,63968000 ,3998 ,7996 ,10 ,20 ,미국,미국,,씨네그루(주)다우기술,15세이상관람가,"드라마,액션",안톤 후쿠아,"제이크 질렌할,레이첼 맥아담스,포레스트 휘테커,나오미 해리스"
19,세상끝의 사랑,2015-11-12,27534300 ,0.001,34464300 ,3668 ,4438 ,97 ,910 ,한국,한국,(주)담소필름,(주)스톰픽쳐스코리아,청소년관람불가,멜로/로맨스,김인식,"한은정,조동혁,공예지,오원빈,권오민,최자영,조규상,김성규,이찬규,이은향,유연수,김민희,김정훈,송희주,송영헌,박지연,서수석,정석용"
20,이스케이프,2015-11-05,24684200 ,0.001,359456500 ,3399 ,46755 ,28 ,265 ,미국,미국,,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,스릴러",존 에릭 도들,"오웬 윌슨,피어스 브로스넌,레이크 벨"
21,하늘을 걷는 남자,2015-10-28,19618500 ,0.001,2254610653 ,2781 ,236423 ,17 ,99 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,로버트 저메키스,"조셉 고든 레빗,벤 킹슬리,샬롯 르 본"
22,에이미,2015-11-05,22860000 ,0.001,74497300 ,2751 ,8986 ,24 ,188 ,영국,영국,,주식회사 더쿱,청소년관람불가,다큐멘터리,아시프 카파디아,"에이미 와인하우스,마크 론슨,피트 도허티"
23,나이트 오브 컵스,2015-11-12,16676400 ,0.001,16676400 ,2164 ,2164 ,37 ,330 ,미국,미국,,(주)프레인글로벌,청소년관람불가,"드라마,멜로/로맨스",테렌스 맬릭,"크리스찬 베일,케이트 블란쳇,나탈리 포트만"
24,우리가 사랑한 시간,2015-11-12,16068900 ,0.001,17946900 ,2130 ,2443 ,15 ,163 ,미국,미국,,㈜영화사 백두대간,15세이상관람가,멜로/로맨스,드레이크 도리머스,"가이 피어스,펠리시티 존스,에이미 라이언"
25,흑인 오르페,,3581000 ,0,3990000 ,1783 ,1844 ,1 ,19 ,브라질,"브라질,프랑스,이탈리아",,,고등학생이상관람가,"코미디,드라마,기타,멜로/로맨스",마르셀 카뮈,"브레노 멜로,마르페사 도운"
26,성난 변호사,2015-10-08,11468100 ,0,8723566039 ,1765 ,1128274 ,21 ,90 ,한국,한국,"씨제이이앤엠(주),(주)영화사 빛나는 제국,우수영화사",씨제이이앤엠(주),15세이상관람가,"범죄,액션",허종호,"오상철,이선균,김고은,임원희,장현성,최재웅,김윤혜,홍성덕,배유람,권귀덕,조경섭,조경섭,정진근,장명진,이확광,이형섭,이은택,이수민,이기창,유영진,김현정,노영화,송원종,박지영"
27,프리덤,2015-11-19,11525000 ,0,29792000 ,1702 ,4151 ,2 ,8 ,미국,미국,,(주)씨타마운틴픽쳐스,12세이상관람가,"드라마,가족",피터 쿠센스,"쿠바 구딩 주니어,베르나르드 포처,윌리엄 새들러"
28,늙은 자전거,2015-11-12,10579300 ,0,13699300 ,1594 ,2114 ,17 ,216 ,한국,한국,"(주)영화사 북촌,대국미디어그룹,한국방송예술교육진흥원 ,영화사 키노(주)",(주)씨타마운틴픽쳐스,전체관람가,"드라마,가족",문희융,"최종원,박민상,박상면,조안,춘자,김형범"
29,세컨드 마더,2015-11-12,10790400 ,0,15195400 ,1409 ,1986 ,18 ,151 ,브라질,브라질,,(주)블룸즈베리리소시스리미티드,12세이상관람가,"가족,드라마",안나 무이라에르트,"레지나 카세,카밀라 마르딜라,미셀 조엘사스"
30,스윗 프랑세즈,2015-12-03,9056000 ,0,9056000 ,1270 ,1270 ,6 ,7 ,영국,"영국,프랑스,미국",,그린나래미디어(주),15세이상관람가,"멜로/로맨스,전쟁",사울 딥,"미쉘 윌리엄스,마티아스 쇼에나에츠"
31,아마데우스 감독판,2015-10-29,9880600 ,0,79584000 ,1207 ,9549 ,7 ,38 ,미국,미국,,시네마 뉴원,12세이상관람가,드라마,밀로스 포만,"톰 헐스,F. 머레이 아브라함"
32,사도,2015-09-16,5873000 ,0,48823799001 ,1027 ,6244036 ,5 ,37 ,한국,한국,(주)타이거픽쳐스,(주)쇼박스,12세이상관람가,사극,이준익,"송강호,유아인,문근영,전혜진,김해숙,박원상,진지희,박소담,서예지,이효제,곽동호,최희영,정호,이현철,김상훈,이민혜,김경원,김대환,김민규,양지혜,안현숙,김우진,이대연,최덕문,정석용,최민철,안정우,안태훈,조승연"
33,러브 라이브! 더 스쿨 아이돌 무비,2015-09-03,7155000 ,0,974696500 ,973 ,128802 ,8 ,30 ,일본,일본,,(주)박수엔터테인먼트,전체관람가,애니메이션,쿄고쿠 타카히코,"토쿠이 소라,파일,쿠보 유리카,이이다 리호,쿠스다 아이나,난죠 요시노,미모리 스즈코,우치다 아야,닛타 에미"
34,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,2015-11-26,5635000 ,0,5635000 ,805 ,805 ,4 ,4 ,일본,일본,,"(주)스마일이엔티,(주)영화사오원",전체관람가,"액션,SF",와타나베 카츠야,"시손 쥰,세키네 츠토무"
35,깁슨 가족 연대기,,1592000 ,0,1592000 ,796 ,796 ,1 ,8 ,영국,영국,,,,코미디,데이빗 린,"로버트 뉴튼,셀리아 존슨"
36,세상의 끝에서 커피 한잔,2015-11-05,5382000 ,0,17358500 ,785 ,2314 ,7 ,54 ,일본,"일본,대만",,(주)도키엔터테인먼트,12세이상관람가,드라마,치앙시우청,"나가사쿠 히로미,사사키 노조미"
37,택시,2015-11-05,5228400 ,0,15279600 ,769 ,2129 ,13 ,96 ,이란,이란,,주식회사 씨네룩스,전체관람가,드라마,자파르 파나히,자파르 파나히
38,부에나 비스타 소셜 클럽,2001-03-01,6094500 ,0,48417000 ,746 ,6961 ,4 ,5 ,독일,독일,,오드,전체관람가,다큐멘터리,빔 벤더스,"꼼빠이 세군도,조아킴 쿠더"
39,극적인 하룻밤,2015-12-03,5504000 ,0,5504000 ,688 ,688 ,1 ,3 ,한국,한국,"(주)연우무대,(주)인사이드픽쳐스",CGV아트하우스,청소년관람불가,"멜로/로맨스,코미디",하기호,"윤계상,한예리,박효주,조복래,박병은,정수영,조영균,하정완,한정국,김수정,한지은,이지훈,정수연,김재화,박현지,진선규,김의성"
40,미안해 사랑해 고마워,2015-10-28,3590000 ,0,356947800 ,684 ,50802 ,5 ,29 ,한국,한국,타임박스엔터테인먼트(주),(주)쇼박스,15세이상관람가,드라마,전윤수,"지진희,김성균,성유리,김영철,이계인,곽지혜,서강준,강민지,강민호,장홍준,김상훈,김선경,이재구,이유하,이성훈,유예지,김대영,김동철,오예슬,김수연,김용진,김원진,김윤영,김지수,김필수,나현,박상민,박재영,박지연,박현수,유혜인,김재화,정은표,이주연"
41,지금은맞고그때는틀리다,2015-09-24,5570000 ,0,643954600 ,640 ,78115 ,8 ,84 ,한국,한국,(주)영화제작전원사,"(주)영화제작전원사 ,(주)넥스트엔터테인먼트월드(NEW)",청소년관람불가,드라마,홍상수,"정재영,김민희,윤여정,기주봉,최화정,유준상,서영화,고아성"
42,더 크로니클: 뮤턴트의 반격,2015-11-12,4441500 ,0,19976500 ,593 ,2591 ,41 ,269 ,일본,일본,,(주)영화사오원,15세이상관람가,"SF,액션",제제 다카히사,"오카다 마사키,소메타니 쇼타,나루미 리코"
43,작은 아씨들,,1184000 ,0,11514000 ,592 ,5716 ,1 ,12 ,미국,미국,,,전체관람가,드라마,머빈 르로이,"준 앨리슨,피터 로포드"
44,더 원 아이 러브,2015-11-05,4680000 ,0,31189500 ,586 ,3758 ,16 ,118 ,미국,미국,,(주)팝엔터테인먼트,15세이상관람가,"판타지,멜로/로맨스",찰리 맥도웰,"마크 듀플라스,엘리자베스 모스"
45,탐정 : 더 비기닝,2015-09-24,3476000 ,0,20459606973 ,566 ,2625023 ,6 ,35 ,한국,한국,(주)크리픽쳐스,씨제이이앤엠(주),15세이상관람가,"코미디,범죄",김정훈,"권상우,성동일,박해준,이승준,조복래,오정세,박준면,이일화,서영희,강민지,홍서현,천유나,차승연,정종훈,정승연,이현기,이찬희,김승배,김은지,김태훈,김하늘,김희영,모일영,박민철,박성일,박시영,박지혜,최성원,홍은택,이해영,지대한"
46,나도 때론 포르노그라피의 주인공이고 싶다,2015-11-12,3412000 ,0,5966000 ,553 ,936 ,20 ,34 ,한국,한국,(주)피터팬픽쳐스,(주)피터팬픽쳐스,청소년관람불가,멜로/로맨스,장성수,"최리호,박지수,김영근,서갑숙,한지은"
47,슬로우 웨스트,2015-10-08,2458000 ,0,72090300 ,552 ,9433 ,1 ,16 ,영국,"영국,뉴질랜드",,THE 픽쳐스,15세이상관람가,"액션,스릴러,서부극(웨스턴)",존 맥클린,"마이클 패스벤더,벤 멘델슨"
48,티파니에서 아침을,2011-08-26,1073000 ,0,63105000 ,542 ,16414 ,1 ,13 ,미국,미국,,(주)씨타마운틴픽쳐스,12세이상관람가,"드라마,멜로/로맨스",블레이크 에드워즈,"조지 페파드,오드리 헵번"
49,더 기프트,2015-11-05,3135000 ,0,64030248 ,505 ,8484 ,21 ,35 ,호주,"호주,미국",,메가박스(주)플러스엠,15세이상관람가,"미스터리,스릴러",조엘 에저튼,"조엘 에저튼,제이슨 베이트먼,레베카 홀"
50,슈퍼 스파이: 수상한 임무,2015-10-15,3760000 ,0,206863400 ,485 ,28590 ,4 ,4 ,스페인,스페인,,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",전체관람가,애니메이션,하비에르 페서,
51,미쓰 와이프,2015-08-13,2380000 ,0,7369339869 ,476 ,984949 ,2 ,3 ,한국,한국,(주)영화사아이비젼,메가박스(주)플러스엠,15세이상관람가,코미디,강효진,"엄정화,송승헌,김상호,라미란,서신애,임보경,강현구,백승호,정지안,조훈휘,최윤철,유영채,홍석현,이승호,이연주,이은정,고수희,안소연,양도연,염동현,황석하,정지훈,조덕제,김병춘,최종률,정유석,이용녀,최일화"
52,뮨: 달의 요정,2015-09-24,3057400 ,0,2325351500 ,462 ,318023 ,4 ,16 ,프랑스,프랑스,,씨네그루(주)다우기술,전체관람가,애니메이션,"알렉상드르 헤보얀,베노이트 필립폰","조슈아 J. 발라드,오마 사이"
53,도리화가,2015-11-25,2996000 ,0,2996000 ,445 ,445 ,1 ,2 ,한국,한국,"(주)영화사 담담,(주)어바웃필름",씨제이이앤엠(주),12세이상관람가,"사극,드라마",이종필,"류승룡,배수지,송새벽,김남길,이동휘,안재홍,김태훈,조정숙,황태양,권유진,김은지,김은지,김정곤,박선,박솔지,박윤호,이광호,이상우,이유나,이윤정,이준,이지은,이혜진,진선규"
54,대부,1973-09-01,1105500 ,0,178417700 ,396 ,27944 ,1 ,5 ,미국,미국,,,"연소자관람불가,청소년관람불가","드라마,범죄,스릴러",프란시스 포드 코폴라,"알 파치노,말론 브란도"
55,돌연변이,2015-10-22,2802700 ,0,738471184 ,393 ,98768 ,3 ,22 ,한국,한국,영화사 우상,필라멘트픽쳐스,12세이상관람가,"드라마,코미디",권오광,"이광수,이천희,박보영,장광,이병준,김희원,강봉성,권오광,추민철,장원석,우문기,김수정,김태환,박성일,박시영,박준수,박지연"
56,늑대아이,2012-09-13,3488800 ,0,2334627261 ,378 ,339217 ,1 ,4 ,일본,일본,,(주)미디어데이,전체관람가,"애니메이션,판타지,멜로/로맨스,드라마,어드벤처",호소다 마모루,"미야자키 아오이,오사와 타카오"
56,이장호의 외인구단,1986-08-02,756000 ,0,756000 ,378 ,378 ,1 ,9 ,한국,한국,,,국민학생관람불가,드라마,이장호,"안성기,최재성,이보희,맹상훈,이기영"
58,키다리 아저씨,,740000 ,0,1280000 ,370 ,640 ,1 ,12 ,미국,미국,,,,"뮤지컬,멜로/로맨스",진 네글레스코,"프레드 아스테어,레슬리 카론,테리 무어,델마 리터"
59,맛있는 정사: 오피스 와이프,2015-11-17,1890000 ,0,1890000 ,360 ,360 ,20 ,20 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마",김학묵,"박태산,김수현,김태환,김현태"
59,빅 컨츄리,,700000 ,0,1643000 ,360 ,830 ,1 ,9 ,,,,,,,,
61,대니 콜린스,2015-09-30,2886000 ,0,427040305 ,358 ,56632 ,1 ,3 ,미국,미국,,"(주)나이너스엔터테인먼트,(주)지어소프트",15세이상관람가,드라마,댄 포겔맨,"알 파치노,아네트 베닝,제니퍼 가너,바비 카나베일,크리스토퍼 플러머"
62,5 투 7,2015-11-19,3087000 ,0,5040000 ,343 ,560 ,1 ,3 ,미국,미국,,"㈜코리아스크린,와이드 릴리즈(주)",15세이상관람가,"코미디,멜로/로맨스",빅터 레빈,"안톤 옐친,베레니스 말로에,올리비아 썰비"
63,아마데우스,1985-11-23,1020000 ,0,10074500 ,340 ,1362 ,1 ,7 ,미국,미국,더 사울 젠츠 컴퍼니,,연소자관람가,드라마,밀로스 포만,"엘리자베스 베리지,F. 머레이 아브라함,톰 헐스,크리스틴 에버솔"
64,기러기 아빠,,672000 ,0,10196500 ,337 ,5094 ,1 ,5 ,한국,한국,,,,드라마,권혁진,"신영균,윤정희"
65,구스범스,2016-01-14,1878000 ,0,1878000 ,313 ,313 ,1 ,1 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,어드벤처,코미디",롭 레터맨,"잭 블랙,딜런 미네트,오데야 러쉬,할스톤 세이지"
66,사일런트 하트,2015-11-19,2320000 ,0,3528000 ,290 ,441 ,1 ,1 ,덴마크,덴마크,,(주)영화사 진진,15세이상관람가,"가족,드라마",빌 어거스트,"기타 노비,모튼 그런워드,파프리카 스틴"
67,아스타 라 비스타,2015-11-19,1656000 ,0,1656000 ,276 ,276 ,1 ,2 ,벨기에,벨기에,,㈜인디스토리,15세이상관람가,드라마,제프리 엔트호벤,"질 드 슈리이버,로브레히 반덴 토렌,톰 오데나에르"
68,친구엄마,2015-11-12,1404000 ,0,1404000 ,274 ,274 ,20 ,20 ,한국,한국,밀크픽처스,노바엔터테인먼트,청소년관람불가,"멜로/로맨스,드라마",공자관,"김영삼,아리,김해진,이승용,안광연,명지훈"
69,존 웨인의 진주만,,546000 ,0,546000 ,273 ,273 ,1 ,8 ,미국,미국,,,,"전쟁,드라마",조지 와그너,"존 웨인,패트리샤 닐"
70,겨울여자,1977-09-27,518000 ,0,13216000 ,259 ,6538 ,1 ,9 ,한국,한국,(주)화천공사,,12세이상관람가,"드라마,멜로/로맨스",김호선,"장미희,신성일,김추련,신광일"
71,베테랑,2015-08-05,2500000 ,0,105157209250 ,250 ,13412329 ,2 ,4 ,한국,한국,(주)외유내강,씨제이이앤엠(주),15세이상관람가,"액션,드라마",류승완,"황정민,유아인,유해진,오달수,장윤주,김시후,오대환,정웅인,정만식,송영창,진경,유인영,박소담,이동휘,배성우,천호진,이채은,조덕현,신지수,김성종,권지훈,정윤헌,장한승,김선웅,김성종,우영택,김민재,김재현,김태용,김지수,박지윤,박지혜,손성민,장소연,유재명,배제기,류선영,정재헌,안길강,마동석,김응수"
72,미라클 벨리에,2015-08-27,1853000 ,0,923353518 ,244 ,120788 ,1 ,4 ,프랑스,프랑스,,(주)영화사 진진,12세이상관람가,드라마,에릭 라티고,"로앤 에머라,카렝 비야,프랑소아 다미앙,에릭 엘모스니노"
73,시티즌포,2015-11-19,1792000 ,0,4890000 ,224 ,651 ,1 ,1 ,미국,"미국,독일",,에스디시코리아 주식회사,12세이상관람가,다큐멘터리,로라 포이트러스,
74,섬. 사라진 사람들,2016-03-03,1744000 ,0,1744000 ,218 ,218 ,1 ,1 ,한국,한국,시네마팩토리,(주)콘텐츠판다,15세이상관람가,스릴러,이지승,"박효주,배성우,이현욱,류준열,최일화,마동석,가심현,가심현,윤지영,이보림,이성욱,권유진"
74,시간을 달리는 소녀,2007-06-14,1885900 ,0,392031700 ,218 ,60813 ,1 ,2 ,일본,일본,,"THE 픽쳐스,씨제이엔터테인먼트",전체관람가,"애니메이션,판타지,멜로/로맨스",호소다 마모루,"이시다 타쿠야,나카 리이사"
76,고녀석 맛나겠다2 : 함께라서 행복해,2015-07-29,1264800 ,0,382771200 ,211 ,55332 ,2 ,11 ,한국,한국,(주)미디어캐슬,(주)리틀빅픽쳐스,전체관람가,"애니메이션,가족,어드벤처","최경석,노나카 카즈미","엄상현,시영준,안장혁,정주원,안효민,이경태,이경태"
77,온리 유,2015-10-15,1648000 ,0,96822200 ,206 ,12990 ,1 ,1 ,중국,중국,,(주)영화사 빅,15세이상관람가,"멜로/로맨스,코미디",장하오,"탕웨이,요범"
78,라이프,2015-10-15,1574000 ,0,154309185 ,203 ,19396 ,3 ,15 ,캐나다,"캐나다,독일, 오스트리아,미국",,"(주)영화사오원,(주)프레인글로벌",15세이상관람가,드라마,안톤 코르빈,"데인 드한,로버트 패틴슨,벤 킹슬리,조엘 에저튼"
79,연연풍진,,1331000 ,0,3358000 ,200 ,522 ,2 ,4 ,대만,대만,,,,드라마,허우 샤오시엔,신수분
80,시카리오: 암살자의 도시,2015-12-03,1367000 ,0,1711000 ,193 ,236 ,1 ,2 ,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"범죄,미스터리,스릴러",드니 빌뇌브,"에밀리 블런트,베니치오 델 토로,조슈 브롤린"
81,사랑이 이긴다,2015-09-10,1388000 ,0,114198900 ,186 ,14924 ,1 ,2 ,한국,한국,민병훈필름,(주)리틀빅픽쳐스,15세이상관람가,"가족,드라마",민병훈,"최정원,장현성,오유진,정상희,이윤재,김남표,오병관,김윤영,박시영,박정환,손성진,황정민"
82,아버지와 아들,,1304000 ,0,1576000 ,183 ,223 ,1 ,1 ,러시아,"러시아,독일,이탈리아,네덜란드",,,,드라마,알렉산더 소쿠로프,"안드레이 쉬세티닌,알렉세이 네지미쉐브"
83,마농,2015-10-21,3372000 ,0,13634500 ,176 ,715 ,12 ,13 ,프랑스,프랑스,,에스디시코리아 주식회사,전체관람가,공연,케네스 맥밀란,"오렐리 뒤퐁,로베르토 볼레"
84,한여름의 판타지아,2015-06-11,1552000 ,0,277131758 ,168 ,35733 ,1 ,14 ,한국,"한국,일본",모쿠슈라,㈜인디스토리,전체관람가,드라마,장건재,"김새벽,이와세 료,임형국"
85,울보 권투부,2015-10-29,1024000 ,0,9956100 ,163 ,1635 ,7 ,43 ,한국,한국,exposed Film,㈜인디스토리,12세이상관람가,다큐멘터리,이일하,
86,다이노 타임,2015-04-30,932000 ,0,2105575600 ,155 ,284382 ,2 ,14 ,한국,"한국,미국",주식회사 토이온,씨제이이앤엠(주),전체관람가,"애니메이션,어드벤처,코미디","최윤석,존 카프카","멜라니 그리피스,제인 린치,윌리엄 볼드윈,스티븐 볼드윈,롭 슈나이더,유리 로웬탈"
87,비정성시,1990-01-26,813000 ,0,4143000 ,154 ,733 ,1 ,2 ,대만,대만,,,중학생이상관람가,드라마,허우 샤오시엔,"진송용,양조위"
88,위로공단,2015-08-13,1037000 ,0,102694800 ,153 ,13732 ,2 ,12 ,한국,한국,반달,(주)엣나인필름,15세이상관람가,다큐멘터리,임흥순,"강명자,김영미,김진숙,권수정,신순애,이성옥,장영선"
89,인간의 고독한 목소리,,1042000 ,0,1042000 ,148 ,148 ,1 ,2 ,러시아,러시아,,,,드라마,알렉산더 소쿠로프,
90,더 매직: 리틀톰과 도둑공주,2015-09-24,906000 ,0,654602200 ,146 ,89473 ,2 ,9 ,스페인,"스페인,쿠바",,"㈜코리아스크린,와이드 릴리즈(주)",전체관람가,"애니메이션,판타지,뮤지컬",어네스토 파드롱,
91,동년왕사,,917000 ,0,917000 ,133 ,133 ,2 ,4 ,대만,대만,,,,드라마,허우 샤오시엔,티엔 펭
92,거짓말,2015-10-29,870000 ,0,41073600 ,131 ,5084 ,8 ,48 ,한국,한국,방인리필름,"(주)대명문화공장,(주)리틀빅픽쳐스",청소년관람불가,드라마,김동명,"김꽃비,전신환,임희라,이병희,김지연,김하나"
93,괴물의 아이,2015-11-25,1141000 ,0,24537500 ,126 ,2484 ,1 ,1 ,일본,일본,,"CGV아트하우스,(주)리틀빅픽쳐스",12세이상관람가,"애니메이션,판타지,어드벤처",호소다 마모루,"야쿠쇼 코지,미야자키 아오이,소메타니 쇼타,히로세 스즈"
94,앙리 앙리,2015-10-29,1013000 ,0,51343500 ,122 ,6559 ,2 ,10 ,캐나다,캐나다,,(주)영화사 빅,12세이상관람가,드라마,마틴 탈봇,"소피 데스마레이즈,빅토르 안드레 튀르종-트렐레스"
95,장수상회,2015-04-09,464000 ,0,8737364643 ,116 ,1165780 ,1 ,2 ,한국,한국,"(주)빅픽쳐,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,"멜로/로맨스,드라마",강제규,"박해빛나,박근형,윤여정,조진웅,한지민,황우슬혜,문가영,찬열,장문규,이준혁,윤소희,백일섭,박소연,이제욱,강석민,박지혜,정해인,최대영,최승훈,송동규,유원준,유원준,윤상훈,윤여정,이강희,임하룡,홍성일,이보영,이상수,이수지,이언정,김재화,남문철"
95,호수의 여인,2015-10-24,2713500 ,0,11029500 ,116 ,485 ,4 ,13 ,미국,미국,,(주)인스터피씨엠,전체관람가,공연,,
97,운명의 힘,2015-10-24,2755500 ,0,12595500 ,111 ,514 ,6 ,16 ,독일,독일,,(주)케빈앤컴퍼니,12세이상관람가,공연,애셔 피쉬,
98,암살,2015-07-22,660000 ,0,98436533781 ,110 ,12701967 ,1 ,2 ,한국,한국,(주)케이퍼필름,(주)쇼박스,15세이상관람가,"액션,드라마",최동훈,"전지현,이정재,하정우,오달수,조진웅,이경영,최덕문,김의성,박병은,김홍파,강용빈,홍성지,지동주,장현석,장용현,김민지,김승찬,안태랑,김예은,김정석,김정호,김준우,김지원,박상민,박정환,조승우,김해숙,진경,박소은,김인우,심희섭"
