순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
19,지금은맞고그때는틀리다,2015-09-24,48185600 ,0.002,581583900 ,5799 ,70598 ,39 ,474 ,한국,한국,(주)영화제작전원사,"(주)영화제작전원사 ,(주)넥스트엔터테인먼트월드(NEW)",청소년관람불가,드라마,홍상수,"정재영,김민희,윤여정,기주봉,최화정,유준상,서영화,고아성"
20,베테랑,2015-08-05,43964700 ,0.002,105139378850 ,5553 ,13408967 ,46 ,401 ,한국,한국,(주)외유내강,씨제이이앤엠(주),15세이상관람가,"액션,드라마",류승완,"황정민,유아인,유해진,오달수,장윤주,김시후,오대환,정웅인,정만식,송영창,진경,유인영,박소담,이동휘,배성우,천호진,이채은,조덕현,신지수,김성종,권지훈,정윤헌,장한승,김선웅,김성종,우영택,김민재,김재현,김태용,김지수,박지윤,박지혜,손성민,장소연,유재명,배제기,류선영,정재헌,안길강,마동석,김응수"
21,위아 유어 프렌즈,2015-11-12,43632000 ,0.002,57936000 ,5454 ,7242 ,21 ,31 ,미국,"미국,영국,프랑스",,씨네그루(주)다우기술,청소년관람불가,"드라마,멜로/로맨스",맥스 조셉,"잭 에프런,에밀리 라타이코프스키"
22,러브 라이브! 더 스쿨 아이돌 무비,2015-09-03,37432500 ,0.002,702053500 ,5135 ,91707 ,23 ,83 ,일본,일본,,(주)박수엔터테인먼트,전체관람가,애니메이션,쿄고쿠 타카히코,"토쿠이 소라,파일,쿠보 유리카,이이다 리호,쿠스다 아이나,난죠 요시노,미모리 스즈코,우치다 아야,닛타 에미"
23,돌연변이,2015-10-22,34320000 ,0.002,41964000 ,3850 ,4742 ,8 ,21 ,한국,한국,영화사 우상,필라멘트픽쳐스,12세이상관람가,"드라마,코미디",권오광,"이광수,이천희,박보영,장광,이병준,김희원,강봉성,권오광,추민철,장원석,우문기,김수정,김태환,박성일,박시영,박준수,박지연"
24,미안해 사랑해 고마워,2015-10-28,20837000 ,0.001,20837000 ,2745 ,2745 ,9 ,9 ,한국,한국,타임박스엔터테인먼트(주),(주)쇼박스,15세이상관람가,드라마,전윤수,"지진희,김성균,성유리,김영철,이계인,곽지혜,서강준,강민지,강민호,장홍준,김상훈,김선경,이재구,이유하,이성훈,유예지,김대영,김동철,오예슬,김수연,김용진,김원진,김윤영,김지수,김필수,나현,박상민,박재영,박지연,박현수,유혜인,김재화,정은표,이주연"
25,경계의 저편 : I'LL BE HERE -미래편-,2015-10-08,17165000 ,0.001,62673000 ,2333 ,8501 ,24 ,119 ,일본,일본,,(주)머스트씨무비릴리징컴퍼니,12세이상관람가,"애니메이션,판타지,액션,멜로/로맨스",이시다테 타이치,"타네다 리사,켄,치하라 미노리"
26,빽 투더 퓨쳐 2,1990-01-13,19212900 ,0.001,20068900 ,2322 ,2429 ,53 ,79 ,미국,미국,"엠블린엔터테인먼트,유니버셜 픽쳐스","(주)프레인글로벌,(주)영화사 안다미로","12세이상관람가,중학생이상관람가","SF,액션,어드벤처,코미디",로버트 저메키스,"마이클 J. 폭스,크리스토퍼 로이드"
27,슬로우 웨스트,2015-10-08,17466400 ,0.001,61561700 ,2282 ,7836 ,29 ,218 ,영국,"영국,뉴질랜드",,THE 픽쳐스,15세이상관람가,"액션,스릴러,서부극(웨스턴)",존 맥클린,"마이클 패스벤더,벤 멘델슨"
28,로리타,,3158000 ,0,3158000 ,1564 ,1564 ,1 ,16 ,영국,"영국,미국",,,,"드라마,멜로/로맨스",스탠리 큐브릭,"제임스 메이슨,셸리 윈터스,수 라이언"
29,빽 투 더 퓨쳐,1987-07-17,11529300 ,0.001,12145300 ,1456 ,1582 ,47 ,55 ,미국,미국,"엠블린엔터테인먼트,유니버셜 픽쳐스","(주)프레인글로벌,(주)영화사 안다미로","12세이상관람가,중학생이상관람가","SF,코미디,어드벤처",로버트 저메키스,"마이클 J. 폭스,크리스토퍼 로이드,리 톰슨"
30,그놈이다,2015-10-28,12126000 ,0.001,12126000 ,1433 ,1433 ,3 ,6 ,한국,한국,상상필름(주),CGV아트하우스,15세이상관람가,스릴러,윤준형,"주원,유해진,이유영,류혜영,서현우,이준혁,윤석진,김민서,김현정,박지윤,장인섭,윤다경"
31,서부전선,2015-09-24,6694000 ,0,4740622900 ,1290 ,607593 ,10 ,49 ,한국,한국,(주)하리마오픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"전쟁,드라마",천성일,"설경구,여진구,이경영,정성화,정인기,김원해,김태훈,정석원,한민수,조상원,이찬유,김선영,이은형,이소명,유순철,김동규,오성택,김명환,김민지,김종석,김지영,김태훈,박시연,박아형,박지연,박지원,최호중,김시은,조희봉"
32,순교,2015-08-13,9347500 ,0,81882000 ,1172 ,11423 ,3 ,19 ,한국,한국,파이오니아21,파이오니아21,전체관람가,다큐멘터리,김상철,임미선
33,"그녀, 잉그리드 버그만",2015-10-15,7657900 ,0,10354900 ,1120 ,1517 ,15 ,117 ,스웨덴,스웨덴,,찬란,전체관람가,다큐멘터리,스티그 비요크만,"잉그리드 버그만,이사벨라 로셀리니,알리시아 비칸데르"
34,대니 콜린스,2015-09-30,8092700 ,0,416724605 ,1037 ,55194 ,8 ,65 ,미국,미국,,"(주)나이너스엔터테인먼트,(주)지어소프트",15세이상관람가,드라마,댄 포겔맨,"알 파치노,아네트 베닝,제니퍼 가너,바비 카나베일,크리스토퍼 플러머"
35,흙,1960-01-28,1976000 ,0,1976000 ,983 ,983 ,1 ,9 ,한국,한국,,,,멜로/로맨스,권영순,"문정숙,김진규"
36,"안녕, 전우치! 도술로봇대결전",2015-10-08,4969500 ,0,85688600 ,864 ,11804 ,21 ,86 ,한국,한국,"(주)얼리버드픽쳐스,(주)쏘울 크리에이티브",(주)리틀빅픽쳐스,전체관람가,애니메이션,김대창,"김율,김새해,정선혜"
37,디판,2015-10-22,5572000 ,0,7354000 ,826 ,1059 ,2 ,3 ,프랑스,프랑스,,그린나래미디어(주),청소년관람불가,드라마,자크 오디아르,"제수타산 안토니타산,칼리스와리 스리니바산,클로딘 비나시탐비"
38,노틀담의 꼽추,1971-07-31,1634000 ,0,19387000 ,817 ,9668 ,1 ,12 ,프랑스,프랑스,,,중학생이상관람가,"드라마,멜로/로맨스",장 들라누와,"안소니 퀸,지나 롤로브리지다"
39,이스케이프,2015-11-05,6849000 ,0,6849000 ,761 ,761 ,2 ,3 ,미국,미국,,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,스릴러",존 에릭 도들,"오웬 윌슨,피어스 브로스넌,레이크 벨"
40,더 매직: 리틀톰과 도둑공주,2015-09-24,5191800 ,0,640741600 ,743 ,87389 ,11 ,45 ,스페인,"스페인,쿠바",,"㈜코리아스크린,와이드 릴리즈(주)",전체관람가,"애니메이션,판타지,뮤지컬",어네스토 파드롱,
41,춘희막이,2015-09-30,5422500 ,0,196294265 ,737 ,27969 ,15 ,104 ,한국,한국,(주)하이하버픽쳐스,"메가박스(주)플러스엠,(주)엣나인필름",12세이상관람가,다큐멘터리,박혁지,"김춘희,최막이"
42,에베레스트,2015-09-24,4906600 ,0,3050120748 ,725 ,331469 ,4 ,9 ,미국,"미국,영국",,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"어드벤처,드라마,스릴러",발타자르 코루마쿠르,"제이슨 클락,조슈 브롤린,키이라 나이틀리,샘 워싱턴,제이크 질렌할"
43,앙: 단팥 인생 이야기,2015-09-10,6106600 ,0,214398362 ,716 ,26983 ,5 ,39 ,일본,일본,,그린나래미디어(주),12세이상관람가,드라마,가와세 나오미,"키키 키린,나가세 마사토시"
44,암살,2015-07-22,2377000 ,0,98426225781 ,683 ,12699879 ,3 ,10 ,한국,한국,(주)케이퍼필름,(주)쇼박스,15세이상관람가,"액션,드라마",최동훈,"전지현,이정재,하정우,오달수,조진웅,이경영,최덕문,김의성,박병은,김홍파,강용빈,홍성지,지동주,장현석,장용현,김민지,김승찬,안태랑,김예은,김정석,김정호,김준우,김지원,박상민,박정환,조승우,김해숙,진경,박소은,김인우,심희섭"
45,러브 인 프로방스,2015-10-08,5232600 ,0,33964600 ,679 ,4617 ,10 ,56 ,프랑스,프랑스,,주식회사 쇼미미디어앤트레이딩,15세이상관람가,드라마,로젤린 보쉬,"장 르노,안나 갈리에나"
46,스파르타쿠스,,1180000 ,0,2340000 ,590 ,1170 ,1 ,9 ,미국,미국,,,15세이상관람가,"드라마,멜로/로맨스,액션,전쟁",스탠리 큐브릭,"커크 더글라스,로렌스 올리비에"
47,필름시대사랑,2015-10-22,4927500 ,0,4927500 ,549 ,549 ,3 ,4 ,한국,한국,"률필름,(주)스마일이엔티",(주)스마일이엔티,15세이상관람가,드라마,장률,"박해일,안성기,문소리,한예리,권혜민,허철,최우식,정재필,임철희,이준동,이용수,윤서희,오재은,김동현,김동현,김소연,김수정,김여정,김예은,김진주,안동훈,신지은,김희령,송효정,송승민,류시문,박상호,박정환,백현진,백주은,백종관,김학선"
48,리차드 3세,,1547000 ,0,1547000 ,513 ,513 ,1 ,15 ,영국,영국,,,,"드라마,전쟁",로렌스 올리비에,"세드릭 하드윅,니콜라스 하넨,로렌스 올리비에,랄프 리차드슨,존 길거드"
49,극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,2015-09-17,3383300 ,0,815270600 ,495 ,113157 ,6 ,18 ,일본,일본,,(주)와우픽쳐스,전체관람가,"애니메이션,SF,어드벤처",오오스기 요시히로,"미즈타 와사비,오오하라 메구미,심형탁"
50,슬리핑 위드 아더 피플,2015-10-22,4018000 ,0,6578000 ,464 ,784 ,1 ,2 ,미국,미국,,오퍼스픽쳐스,청소년관람불가,"코미디,멜로/로맨스",레슬리 헤드랜드,"알리슨 브리,제이슨 서디키스,아만다 피트,아담 스콧"
51,공동경비구역 JSA,2000-09-08,3347200 ,0,4667200 ,448 ,630 ,7 ,69 ,한국,한국,(주)명필름,씨제이엔터테인먼트,15세관람가,"드라마,미스터리",박찬욱,"송강호,이병헌,이영애,신하균,김태우,김광일,이종용,이대연,김명수,이한위,기주봉"
52,이터널 선샤인,2005-11-10,2433100 ,0,1118446100 ,414 ,171277 ,2 ,12 ,미국,미국,포커스피쳐스,"(주)노바미디어,코리아픽쳐스(주)",15세관람가,멜로/로맨스,미셸 공드리,"짐 캐리,케이트 윈슬렛,커스틴 던스트,마크 러팔로,일라이저 우드"
53,미쓰 와이프,2015-08-13,2066000 ,0,7361509869 ,404 ,983383 ,2 ,4 ,한국,한국,(주)영화사아이비젼,메가박스(주)플러스엠,15세이상관람가,코미디,강효진,"엄정화,송승헌,김상호,라미란,서신애,임보경,강현구,백승호,정지안,조훈휘,최윤철,유영채,홍석현,이승호,이연주,이은정,고수희,안소연,양도연,염동현,황석하,정지훈,조덕제,김병춘,최종률,정유석,이용녀,최일화"
54,하늘을 걷는 남자,2015-10-28,6352000 ,0,8354000 ,397 ,551 ,1 ,1 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,로버트 저메키스,"조셉 고든 레빗,벤 킹슬리,샬롯 르 본"
55,어떤살인,2015-10-28,2824000 ,0,3472000 ,353 ,461 ,1 ,2 ,한국,한국,"(주)전망좋은 영화사,TCO(주)더콘텐츠온","TCO(주)더콘텐츠온,(주)전망좋은 영화사",청소년관람불가,스릴러,안용훈,"윤소이,신현빈,김혁,고용진,최춘범,정재석,김봉주,이봉근,이덕화,윤대용,유채은,김용우,김정우,김지연,안용훈,김현우,송여정,박정근,조영진"
56,나쁜 나라,2015-12-03,2348000 ,0,2348000 ,346 ,346 ,1 ,2 ,한국,한국,4.16 세월호 참사 시민기록위원회,"배급위원회,(주)시네마달",12세이상관람가,다큐멘터리,"김진열,이수정,정일건","최경덕,박지민"
57,아마데우스,1985-11-23,3018000 ,0,4884000 ,340 ,667 ,1 ,1 ,미국,미국,더 사울 젠츠 컴퍼니,,연소자관람가,드라마,밀로스 포만,"엘리자베스 베리지,F. 머레이 아브라함,톰 헐스,크리스틴 에버솔"
57,어느날 밤에 생긴 일,,680000 ,0,7944000 ,340 ,3808 ,1 ,5 ,미국,미국,,,,"코미디,멜로/로맨스",프랭크 카프라,"클로데트 콜베트,클라크 게이블"
59,로마의 휴일,,672000 ,0,35205500 ,333 ,12709 ,1 ,8 ,미국,"미국,이탈리아",,,전체관람가,"코미디,드라마,멜로/로맨스",윌리엄 와일러,"그레고리 펙,오드리 헵번"
60,스파이 브릿지,2015-11-05,2608000 ,0,2608000 ,326 ,326 ,1 ,1 ,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"스릴러,드라마",스티븐 스필버그,"톰 행크스,마크 라이런스,오스틴 스토웰"
61,더 랍스터,2015-10-29,2734000 ,0,2734000 ,318 ,318 ,1 ,2 ,영국,"영국,그리스,아일랜드,네덜란드,프랑스",,"(주)영화사오원,(주)브리즈픽처스",청소년관람불가,"판타지,멜로/로맨스",요르고스 란티모스,"콜린 파렐,레이첼 와이즈,레아 세이두,벤 위쇼,존 C. 라일리"
62,라이엇 클럽,2015-10-22,2666000 ,0,2666000 ,313 ,313 ,1 ,2 ,영국,영국,,(주)영화사 진진,청소년관람불가,드라마,론 쉐르픽,"샘 클라플린,맥스 아이언스,더글라스 부스"
63,전우여 다시한번,,624000 ,0,1548000 ,312 ,774 ,1 ,4 ,미국,미국,,,12세관람가,"전쟁,액션,드라마",로버트 와이즈,"클라크 게이블,버트 랜커스터"
64,울보 권투부,2015-10-29,2080000 ,0,2364000 ,310 ,388 ,2 ,2 ,한국,한국,exposed Film,㈜인디스토리,12세이상관람가,다큐멘터리,이일하,
65,이조 여인잔혹사,1969-05-02,558000 ,0,4442000 ,279 ,2221 ,1 ,12 ,한국,한국,신필름,,,기타,신상옥,"최성,윤정희"
65,파리의 연인,,558000 ,0,6450000 ,279 ,3210 ,1 ,3 ,미국,미국,파라마운트 픽쳐스,,15세관람가,"멜로/로맨스,코미디,뮤지컬",스탠리 도넌,"오드리 헵번,프레드 아스테어"
67,미라클 벨리에,2015-08-27,1467500 ,0,919609489 ,277 ,120244 ,3 ,15 ,프랑스,프랑스,,(주)영화사 진진,12세이상관람가,드라마,에릭 라티고,"로앤 에머라,카렝 비야,프랑소아 다미앙,에릭 엘모스니노"
68,싱 오버 미,2015-09-24,2035000 ,0,7073000 ,273 ,951 ,2 ,27 ,미국,미국,,문화선교연구원,12세이상관람가,다큐멘터리,제이콥 카인드버그,
69,더 기프트,2015-11-05,2040000 ,0,2040000 ,255 ,255 ,1 ,1 ,호주,"호주,미국",,메가박스(주)플러스엠,15세이상관람가,"미스터리,스릴러",조엘 에저튼,"조엘 에저튼,제이슨 베이트먼,레베카 홀"
70,박서방,1960-10-05,495000 ,0,7489000 ,252 ,3692 ,1 ,9 ,한국,한국,,,12세이상관람가,"가족,드라마",강대진,"김진규,김혜정,황정순,엄앵란,윤정란"
71,인터스텔라,2014-11-06,1462300 ,0,82326060500 ,251 ,10279138 ,4 ,24 ,미국,"미국,영국",,워너브러더스 코리아(주),12세이상관람가,SF,크리스토퍼 놀란,"매튜 매커너히,앤 해서웨이,마이클 케인,제시카 차스테인,케이시 애플렉"
72,모감보,,482000 ,0,13899000 ,241 ,6838 ,1 ,3 ,미국,미국,메트로-골드윈-마이어,,,"드라마,어드벤처",존 포드,"그레이스 켈리,클라크 게이블,에바 가드너"
73,미스터 레오스 카락스,2015-10-08,1697000 ,0,8186500 ,240 ,994 ,11 ,64 ,프랑스,프랑스,,오드,청소년관람불가,다큐멘터리,테사 루이즈-살로메,"줄리엣 비노쉬,드니 라방,하모니 코린,카일리 미노그,미레일 페리어"
74,퐁네프의 연인들,1992-04-18,1841500 ,0,59062700 ,224 ,7655 ,2 ,9 ,프랑스,프랑스,,오드,"청소년관람불가,고등학생이상관람가",멜로/로맨스,레오스 카락스,"줄리엣 비노쉬,드니 라방,클라우스 마이클 그루버"
75,사랑이 이긴다,2015-09-10,1548000 ,0,110975900 ,221 ,14492 ,2 ,3 ,한국,한국,민병훈필름,(주)리틀빅픽쳐스,15세이상관람가,"가족,드라마",민병훈,"최정원,장현성,오유진,정상희,이윤재,김남표,오병관,김윤영,박시영,박정환,손성진,황정민"
76,하오의 연정,,438000 ,0,13414000 ,219 ,6679 ,1 ,3 ,미국,미국,유나이티드 아티스트,,,"코미디,멜로/로맨스,드라마",빌리 와일더,"게리 쿠퍼,오드리 헵번,모리스 슈발리에"
77,칸 국제광고제 서울페스티벌 1부 - 30초의 스토리 77편,,2170000 ,0,2170000 ,217 ,217 ,1 ,9 ,기타,기타,,,,기타,,
78,더 홈즈맨,2015-10-08,1422000 ,0,16767500 ,212 ,2475 ,3 ,16 ,프랑스,"프랑스,미국",,와이드 릴리즈(주),청소년관람불가,"드라마,서부극(웨스턴)",토미 리 존스,"토미 리 존스,힐러리 스웽크"
79,사운드 오브 뮤직,1978-02-04,380000 ,0,22055500 ,190 ,10215 ,1 ,3 ,미국,미국,이십세기폭스필름코퍼레이션,"(주)팝엔터테인먼트,이십세기폭스코리아(주)","연소자관람가,전체관람가","드라마,뮤지컬",로버트 와이즈,"줄리 앤드류스,크리스토퍼 플러머"
80,베이비 길들이기,,378000 ,0,4257000 ,189 ,2093 ,1 ,3 ,미국,미국,RKO 라디오 픽쳐스,,,"가족,멜로/로맨스,코미디",하워드 혹스,"캐리 그랜트,캐서린 헵번"
81,아마데우스 감독판,2015-10-29,1504000 ,0,1504000 ,188 ,188 ,1 ,1 ,미국,미국,,시네마 뉴원,12세이상관람가,드라마,밀로스 포만,"톰 헐스,F. 머레이 아브라함"
81,화장실의 피에타,2015-10-29,1504000 ,0,3608000 ,188 ,456 ,1 ,1 ,일본,일본,,THE 픽쳐스,15세이상관람가,"멜로/로맨스,드라마",마츠나가 다이시,"노다 요지로,스기사키 하나"
83,비긴 어게인,2014-08-13,1124900 ,0,27107565961 ,187 ,3428785 ,1 ,5 ,미국,미국,,판씨네마(주),15세이상관람가,멜로/로맨스,존 카니,"키이라 나이틀리,마크 러팔로,애덤 리바인,헤일리 스테인펠드,제임스 코든,캐서린 키너"
84,매드 맥스: 분노의 도로,2015-05-14,1089400 ,0,32907704862 ,184 ,3842659 ,3 ,14 ,미국,"미국,호주",,워너브러더스 코리아(주),15세이상관람가,"액션,어드벤처,스릴러",조지 밀러,"톰 하디,샤를리즈 테론,니콜라스 홀트,조 크라비츠,로지 헌팅턴-휘틀리,라일리 코프,메간 게일,애비 리,코트니 이튼"
85,인사이드 아웃,2015-07-09,1458000 ,0,38011462436 ,183 ,4967798 ,2 ,4 ,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,코미디",피트 닥터,"다이안 레인,에이미 포엘러,카일 맥라클란,민디 캘링,빌 헤이더"
86,앙리 앙리,2015-10-29,1080000 ,0,2728000 ,180 ,386 ,1 ,1 ,캐나다,캐나다,,(주)영화사 빅,12세이상관람가,드라마,마틴 탈봇,"소피 데스마레이즈,빅토르 안드레 튀르종-트렐레스"
86,에덴: 로스트 인 뮤직,2015-10-29,1440000 ,0,2191000 ,180 ,274 ,1 ,1 ,프랑스,프랑스,,찬란,청소년관람불가,드라마,미아 한센-로브,"펠릭스 드 지브리,그레타 거윅,폴린 에티엔"
88,뉘른베르크의 재판,,358000 ,0,476000 ,179 ,238 ,1 ,5 ,미국,미국,,,,전쟁,스탠리 크래이머,"버트 랭커스터,리차드 위드마크,스펜서 트레이시"
89,주온: 더 파이널,2015-10-01,1300000 ,0,460083400 ,177 ,60766 ,1 ,3 ,일본,일본,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,공포(호러),오치아이 마사유키,"타이라 아이리,키리야마 렌,사사키 노조미"
90,앤트맨,2015-09-03,913500 ,0,23527865137 ,158 ,2841602 ,3 ,14 ,미국,"미국,영국",,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,SF",페이튼 리드,"폴 러드,마이클 더글라스,에반젤린 릴리,코리 스톨"
91,드래곤볼 Z : 부활의 F,2015-10-01,1192500 ,0,176019000 ,155 ,23294 ,2 ,10 ,일본,일본,,씨제이이앤엠(주),전체관람가,"애니메이션,액션,어드벤처",야마무로 타다요시,"김환진,최한,최문자"
92,반짝이는 박수 소리,2015-04-23,800000 ,0,27735100 ,154 ,4426 ,1 ,1 ,한국,한국,영화사 낭만,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),전체관람가,다큐멘터리,이길보라,"이상국,길경희,이길보라,이광희,정임순,이광희"
93,노크 노크,2015-10-22,1208000 ,0,1208000 ,151 ,151 ,1 ,1 ,미국,"미국,칠레",,(주)팝엔터테인먼트,청소년관람불가,스릴러,일라이 로스,"키아누 리브스,아나 디 아르마스"
94,하늘의 황금마차,2014-09-04,1128000 ,0,20049300 ,141 ,2701 ,1 ,1 ,한국,한국,"국가인권위원회,주식회사 자파리필름",(주)영화사 진진,12세이상관람가,드라마,오멸,"문석범,김동호,양정원,이경준,킹스턴 루디스카,성낙원,손형식,장정인,조상원,조수범,한승진"
95,언어의 정원,2013-08-14,1052000 ,0,396161781 ,132 ,52779 ,1 ,1 ,일본,일본,,"에이원엔터테인먼트,(주)팝엔터테인먼트",12세이상관람가,애니메이션,신카이 마코토,"이리노 미유,하나자와 카나,히라노 후미"
96,이민자,2015-09-03,792000 ,0,129007623 ,130 ,16395 ,2 ,7 ,미국,미국,,주식회사 씨네룩스,15세이상관람가,"드라마,미스터리,멜로/로맨스",제임스 그레이,"마리옹 꼬띠아르,호아킨 피닉스,제레미 레너"
