순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,아수라,2016-09-28,14387093062 ,0.396,17516309062 ,1718584 ,2218912 ,1278 ,38746 ,한국,한국,(주)사나이픽처스,씨제이이앤엠(주),청소년관람불가,"범죄,액션",김성수,"정우성,황정민,주지훈,곽도원,정만식,김원해,김종수,김해곤,윤지혜,오연아,윤제문,이종성,장근영,박지환,손영진,양영일,유정호,윤성민,이가경,이광기,이상민,채성원,김남조,노남석,박갑진"
2,미스 페레그린과 이상한 아이들의 집,2016-09-28,9493698192 ,0.261,10002177992 ,1170031 ,1253955 ,904 ,18996 ,미국,"미국,벨기에,영국",,이십세기폭스코리아(주),12세이상관람가,"미스터리,판타지",팀 버튼,"에바 그린,사무엘 L. 잭슨,아사 버터필드,앨리슨 제니,킴 디킨스,주디 덴치,크리스 오다우드"
3,브리짓 존스의 베이비,2016-09-28,3081292874 ,0.085,3759801074 ,371751 ,463038 ,509 ,11718 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"코미디,멜로/로맨스",샤론 맥과이어,"르네 젤위거,콜린 퍼스,패트릭 뎀시"
4,설리: 허드슨강의 기적,2016-09-28,2934165026 ,0.081,3557838226 ,339370 ,418062 ,573 ,11841 ,미국,미국,,워너브러더스 코리아(주),12세이상관람가,드라마,클린트 이스트우드,"톰 행크스,아론 에크하트,로라 린니"
5,밀정,2016-09-07,2497192038 ,0.069,60420083431 ,313186 ,7390553 ,522 ,9523 ,한국,한국,"(주)다크서클픽쳐스,워너브러더스 코리아(주),(주)영화사하얼빈",워너브러더스 코리아(주),15세이상관람가,액션,김지운,"송강호,공유,한지민,츠루미 신고,엄태구,신성록,서영주,박민우,이진한,이진한,임서영,임서영,전수빈,정유안,조권수,조윤담,이동진,이상희,이수광,이승진,하민,노준표,김정우"
6,맨 인 더 다크,2016-10-05,818361200 ,0.023,853084200 ,100191 ,104550 ,473 ,3785 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,스릴러,페드 알바레즈,"제인 레비,딜런 미네트,스티븐 랭,다니엘 조바토"
7,벤허,2016-09-14,626389400 ,0.017,11212256995 ,80005 ,1373578 ,276 ,3100 ,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"어드벤처,드라마",티무르 베크맘베토브,"잭 휴스턴,토비 켑벨,모건 프리먼,로드리고 산토로,할룩 빌기너,요한 필리프 아스베크,모이세스 아리아스,아예렛 주러,소피아 블랙 디엘리아,제임스 코스모,다토 바크하제,자레스 J. 메즈"
8,피터와 드래곤,2016-09-28,532105100 ,0.015,555107600 ,66069 ,69358 ,167 ,2509 ,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"어드벤처,가족,판타지",데이빗 로워리,"브라이스 달라스 하워드,오크스 페글리,웨스 벤틀리,칼 어번,로버트 레드포드,크레이그 홀,이시아 휘틀록 주니어"
9,백설공주 : 사라진 아빠를 찾아서,2016-09-29,328636500 ,0.009,332685500 ,42152 ,42669 ,213 ,1303 ,중국,중국,,예지림엔터테인먼트,전체관람가,"애니메이션,가족",벤 차오,"이제인,사문영,박상훈"
10,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,2016-09-28,242807000 ,0.007,251655500 ,40533 ,42047 ,164 ,1224 ,영국,영국,,와이드 릴리즈(주),전체관람가,애니메이션,다라 오코넬,
