순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,히말라야,2015-12-16,21232087102 ,0.381,37243644442 ,2753144 ,4834792 ,1095 ,36562 ,한국,한국,(주)제이케이필름,씨제이이앤엠(주),12세이상관람가,드라마,이석훈,"황정민,정우,조성하,김인권,라미란,김원해,이해영,전배수,정유미,유선,한명환,김재준,박민우,배상민,이춘우,이혜진,최종률"
2,스타워즈: 깨어난 포스,2015-12-17,11560483102 ,0.208,23352226055 ,1349292 ,2708230 ,886 ,24415 ,미국,미국,,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,어드벤처,판타지",J.J. 에이브럼스,"해리슨 포드,마크 해밀,캐리 피셔,사이몬 페그,오스카 아이삭,막스 본 시도우,돔놀 글리슨"
3,몬스터 호텔 2,2015-12-24,6294343000 ,0.113,6325610000 ,857487 ,861956 ,686 ,10835 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,젠디 타타코브스키,"아담 샌들러,셀레나 고메즈,케빈 제임스,스티브 부세미"
4,대호,2015-12-16,4701706298 ,0.084,11789553332 ,612527 ,1541870 ,608 ,12905 ,한국,한국,(주)사나이픽처스,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,사극,박훈정,"최민식,정만식,김상호,성유빈,오스기 렌,정석원,김홍파,라미란,이은우,현승민,우정국,박인수,김진혁,양준호,양호성,윤성민,이상민,장한별,주창욱,남연우,유재명,박지환"
5,내부자들,2015-11-19,3725496400 ,0.067,56410447757 ,464089 ,7048354 ,470 ,8467 ,한국,한국,(유)내부자들 문화전문회사,(주)쇼박스,청소년관람불가,"범죄,드라마",우민호,"이병헌,조승우,백윤식,이경영,김홍파,배성우,조재윤,김대명,조우진,이엘,정만식,김병옥,김의성,박진우,남일우,김연지,김진우,문소리,박경순,설우신,손혜진,신정미,윤보배,이선관,이재남,이재정,이주아,신지수,장현준,최정연,황준혁,손종학,조덕제,유재명"
6,어린왕자,2015-12-23,2720136800 ,0.049,2960453300 ,362589 ,396420 ,494 ,6730 ,프랑스,프랑스,,씨네그루(주)다우기술,전체관람가,"애니메이션,판타지,어드벤처",마크 오스본,"제프 브리지스,레이첼 맥아담스,맥켄지 포이,마리옹 꼬띠아르,제임스 프랭코,베니치오 델 토로,알버트 브룩스,리키 제바이스,폴 지아마티,버드 코트,릴리 오스본"
7,포켓몬 더 무비 XY 후파: 광륜의 초마신,2015-12-23,1331919100 ,0.024,1421051800 ,186346 ,198841 ,360 ,3455 ,일본,일본,,(주)이수C&E,전체관람가,"애니메이션,어드벤처,판타지",유야마 쿠니히코,
8,스누피: 더 피너츠 무비,2015-12-24,1085500000 ,0.019,1129929000 ,142422 ,147413 ,348 ,3346 ,미국,미국,,이십세기폭스코리아(주),전체관람가,"애니메이션,어드벤처,코미디",스티브 마티노,
9,조선마술사,2015-12-30,731937000 ,0.013,740951000 ,118701 ,119928 ,596 ,2449 ,한국,한국,위더스필름(주),롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,드라마,김대승,"유승호,고아라,곽도원,조윤희,이경영,박철민,손병호,조달환,서범식,김지민,이재웅,최광락,장유상,임종윤,박충선"
10,뽀로로 극장판 컴퓨터 왕국 대모험,2015-12-10,631270700 ,0.011,2833091900 ,84350 ,382266 ,217 ,1493 ,한국,한국,(주)오콘,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,박영균,"이선,이미자,함수정,홍소영,정미숙,김서영,김환진,엄상현,홍범기"
11,이웃집에 신이 산다,2015-12-24,360848600 ,0.006,367625600 ,45684 ,46501 ,73 ,1019 ,벨기에,"벨기에,프랑스,룩셈부르크",,(주)엣나인필름,청소년관람불가,코미디,자코 반 도마엘,"브누와 뽀엘부르드,욜랭드 모로,까뜨린느 드뇌브"
12,러브 액츄얼리,2003-12-05,349157008 ,0.006,1940563508 ,42895 ,283127 ,105 ,903 ,미국,"미국,영국",,"UIP코리아,(유)조이앤시네마","15세관람가,15세이상관람가","멜로/로맨스,드라마,코미디",리차드 커티스,"휴 그랜트,콜린 퍼스,알란 릭맨,엠마 톰슨,리암 니슨,로라 린니,키이라 나이틀리,마틴 맥커천,빌 나이히"
13,라스트 위치 헌터,2015-12-30,155634700 ,0.003,157788700 ,24810 ,25081 ,265 ,752 ,미국,미국,,TCO(주)더콘텐츠온,15세이상관람가,"액션,어드벤처,판타지",브렉 에이즈너,"빈 디젤,일라이저 우드,로즈 레슬리,마이클 케인"
14,바닷마을 다이어리,2015-12-17,183291984 ,0.003,397430084 ,22624 ,49378 ,50 ,590 ,일본,일본,,(주)티캐스트,12세이상관람가,드라마,고레에다 히로카즈,"아야세 하루카,나가사와 마사미,카호,히로세 스즈,카세 료"
15,시카리오: 암살자의 도시,2015-12-03,86593700 ,0.002,1126772152 ,10600 ,139606 ,27 ,303 ,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"범죄,미스터리,스릴러",드니 빌뇌브,"에밀리 블런트,베니치오 델 토로,조슈 브롤린"
16,이터널 선샤인,2005-11-10,73292692 ,0.001,3690410392 ,9077 ,485453 ,24 ,236 ,미국,미국,포커스피쳐스,"(주)노바미디어,코리아픽쳐스(주)",15세관람가,멜로/로맨스,미셸 공드리,"짐 캐리,케이트 윈슬렛,커스틴 던스트,마크 러팔로,일라이저 우드"
