순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,럭키,2016-10-13,20610644648 ,0.68,21876097048 ,2539571 ,2685607 ,1158 ,36637 ,한국,한국,(주)용필름,(주)쇼박스,15세이상관람가,코미디,이계벽,"유해진,이준,조윤희,임지연,전혜빈,이동휘,박선용,박은미,정소리,이승철,최시형,홍의권,문광식"
2,미스 페레그린과 이상한 아이들의 집,2016-09-28,2908046722 ,0.096,20458897986 ,359686 ,2544470 ,649 ,15965 ,미국,"미국,벨기에,영국",,이십세기폭스코리아(주),12세이상관람가,"미스터리,판타지",팀 버튼,"에바 그린,사무엘 L. 잭슨,아사 버터필드,앨리슨 제니,킴 디킨스,주디 덴치,크리스 오다우드"
3,맨 인 더 다크,2016-10-05,1932501300 ,0.064,7876837972 ,224731 ,933246 ,487 ,12311 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,스릴러,페드 알바레즈,"제인 레비,딜런 미네트,스티븐 랭,다니엘 조바토"
4,브리짓 존스의 베이비,2016-09-28,733199100 ,0.024,6351881174 ,88110 ,781019 ,335 ,4456 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"코미디,멜로/로맨스",샤론 맥과이어,"르네 젤위거,콜린 퍼스,패트릭 뎀시"
5,바스티유 데이,2016-10-13,668323000 ,0.022,692339000 ,83817 ,86819 ,422 ,8546 ,미국,"미국,프랑스",,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,액션,제임스 왓킨스,"이드리스 엘바,리처드 매든,샬롯 르 본,호세 가르시아,켈리 라일리"
6,인페르노,2016-10-19,485143500 ,0.016,506563500 ,62444 ,65083 ,731 ,3460 ,미국,"미국,일본,터키,헝가리",,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"미스터리,스릴러",론 하워드,"톰 행크스,펠리시티 존스,벤 포스터,이르판 칸,오마 사이,시드 바벳 크누센,안나 울라루"
7,어카운턴트,2016-10-13,492932828 ,0.016,496350828 ,62381 ,62809 ,375 ,6236 ,미국,미국,,워너브러더스 코리아(주),15세이상관람가,"액션,스릴러",개빈 오코너,"벤 애플렉,안나 켄드릭,J.K. 시몬스,존 번탈"
8,자백,2016-10-13,429095500 ,0.014,563641500 ,52524 ,72186 ,152 ,2617 ,한국,한국,한국탐사저널리즘센터,(주)엣나인필름,15세이상관람가,다큐멘터리,최승호,최승호
9,아수라,2016-09-28,355040900 ,0.012,20531804062 ,43919 ,2587398 ,376 ,4655 ,한국,한국,(주)사나이픽처스,씨제이이앤엠(주),청소년관람불가,"범죄,액션",김성수,"정우성,황정민,주지훈,곽도원,정만식,김원해,김종수,김해곤,윤지혜,오연아,윤제문,이종성,장근영,박지환,손영진,양영일,유정호,윤성민,이가경,이광기,이상민,채성원,김남조,노남석,박갑진"
10,설리: 허드슨강의 기적,2016-09-28,278173000 ,0.009,5155368254 ,35832 ,616113 ,234 ,2437 ,미국,미국,,워너브러더스 코리아(주),12세이상관람가,드라마,클린트 이스트우드,"톰 행크스,아론 에크하트,로라 린니"
