순위,영화명,개봉일,매출액 ,매출액(%),누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,캡틴 아메리카: 시빌 워,2016-04-27,23747534327,0.619,64020759725,2776603,7648143,1792,53908,미국,미국,,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,SF,스릴러","안소니 루소,조 루소","크리스 에반스,로버트 다우니 주니어,스칼렛 요한슨,세바스찬 스탠,안소니 마키,돈 치들,제레미 레너,톰 홀랜드"
2,탐정 홍길동: 사라진 마을,2016-05-04,6996301727,0.182,7693424227,857992,949965,764,20701,한국,한국,(주)영화사비단길,씨제이이앤엠(주),15세이상관람가,"드라마,액션",조성희,"이제훈,김성균,박근형,정성화,고아라,노정의,김하나,유승목,박정원,박지훈,오현암,유정래,윤상훈,이민아,이민지,이상희,정준용"
3,극장판 안녕 자두야,2016-05-04,1611693200,0.042,1685566200,209784,219975,523,4977,한국,한국,"아툰즈,씨제이이앤엠(주)",씨제이이앤엠(주),전체관람가,애니메이션,손석우,"여민정,양정화,이수진"
4,곡성,2016-05-12,1372699500,0.036,1392943500,173470,176514,895,2163,한국,한국,"사이드미러,이십세기폭스 인터내셔널 프로덕션",이십세기폭스코리아(주),15세이상관람가,"미스터리,스릴러,드라마",나홍진,"곽도원,황정민,쿠니무라 준,천우희,김환희,허진,장소연,김도윤,손강국,전배수,황석정,배용근,배용근,이인철,이용녀,선호삼,송민석,신재현,안수연,이선희,이수빈,이수진,권귀덕,이연,이연경,이연경"
5,매직브러시,2016-05-04,1059778100,0.028,1156746200,138858,152842,460,4033,중국,중국,,(주)영화사 빅,전체관람가,애니메이션,쯔씽 쫑,"김서영,김경희,박상훈,홍진욱"
6,주토피아,2016-02-17,898272200,0.023,36848875142,111753,4674093,305,2927,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,액션,어드벤처","바이론 하워드,리치 무어","지니퍼 굿윈,제이슨 베이트먼,샤키라"
7,다이노소어 어드벤처 : 백악기 공룡대백과,2016-05-04,675353200,0.018,718239700,87202,93305,325,2497,영국,영국,,"(주)박수엔터테인먼트,(주)애니플러스",전체관람가,다큐멘터리,"닐 나이팅게일,베리 쿡,앤드류 코헨",
8,다이노X 탐험대,2016-05-04,564871600,0.015,599633300,72584,77462,348,2495,한국,한국,(주)MBC,(주)이수C&E,전체관람가,"애니메이션,다큐멘터리",이동희,"정준하,하동훈"
9,시간이탈자,2016-04-13,292366000,0.008,9725023195,35516,1201547,235,2294,한국,한국,"씨제이이앤엠(주),상상필름(주)",씨제이이앤엠(주),15세이상관람가,스릴러,곽재용,"임수정,조정석,이진욱,정진영,이기우,온주완,전신환,이민호,김보라,임예진,정웅인,박준규,남태부,차은재,박지원,박소영,백준혁,조민영,신지수,이동희,이성준,이영민,김수영"
10,브루클린,2016-04-21,107568700,0.003,332757800,12801,41348,30,477,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"드라마,멜로/로맨스",존 크로울리,"시얼샤 로넌,돔놀 글리슨"
11,45년 후,2016-05-05,87741500,0.002,101433000,11198,12876,45,488,영국,영국,,판씨네마(주),15세이상관람가,"드라마,멜로/로맨스",앤드류 헤이,"샬롯 램플링,톰 커트니"
12,인생은 아름다워,1999-03-06,65647600,0.002,813971700,10932,120591,72,626,이탈리아,이탈리아,"체키고리그룹 타이거키네마토그라피카,멜람포 시네마토그라피카",씨네그루(주)키다리이엔티,"모든 관람객이 관람할 수 있는 등급,전체관람가","드라마,전쟁,코미디",로베르토 베니니,"로베르토 베니니,니콜레타 브라스치"
13,태양 아래,2016-04-27,65391500,0.002,157173400,10878,24298,58,476,체코,"체코,러시아,독일",,THE 픽쳐스,전체관람가,다큐멘터리,비탈리 만스키,
14,레고 무비,2014-02-06,74196700,0.002,1679717800,9368,246110,122,627,미국,미국,,워너브러더스 코리아(주),전체관람가,"애니메이션,코미디,액션,가족","필 로드,크리스 밀러","윌 페렐,리암 니슨,엘리자베스 뱅크스,모건 프리먼,윌 아넷,닉 오퍼만,크리스 프랫"
15,해어화,2016-04-13,74281300,0.002,3739541259,9168,480789,84,725,한국,한국,더램프(주),롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"사극,드라마",박흥식,"한효주,유연석,천우희,박성웅,장영남,이한위,류혜영,김수안,차지연,장인섭,박찬미,장희선,박효빈,송동규,송승환,양재준,천영암,이규정,이민준,이서연,이성우,이은주,최혁준"
16,위대한 소원,2016-04-21,49245500,0.001,2428792213,6521,306291,77,492,한국,한국,주식회사 브레인샤워,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"코미디,드라마",남대중,"류덕환,김동영,안재홍,전노민,전미선,장원식,양정인,조우진,우지원,유정래,윤도영,이상민,이소정,이소정,이원희,한기업,한민석,황슬빛나,황용"
17,계춘할망,2016-05-19,50878000,0.001,94278000,6416,11914,17,41,한국,한국,"지오엔터테인먼트,(주)퍼플켓츠필름,(주)빅스토리픽쳐스",(주)콘텐츠 난다긴다,15세이상관람가,"가족,드라마",창,"윤여정,김고은,김희원,신은정,최민호,류준열,양익준,박민지,남태부,강경탁,안지혜,이상화,이슬비,이윤혁"
18,미운 오리 새끼의 모험,2008-04-03,50885300,0.001,682351100,6399,117428,78,356,프랑스,"프랑스,독일,덴마크",,"(주)드림팩트엔터테인먼트,예지림엔터테인먼트",전체관람가,"애니메이션,코미디,어드벤처","마이클 헤그너,카르스텐 킬레리치","저스틴 그렉,모건 C.존스"
19,다이버전트 시리즈: 얼리전트,2016-05-12,47437000,0.001,49115000,6119,6329,328,789,미국,미국,,씨네그루(주)키다리이엔티,12세이상관람가,"액션,어드벤처,SF",로베르트 슈벤트케,"쉐일린 우들리,테오 제임스,마일즈 텔러,나오미 왓츠,매기 큐"
20,비틀즈: 하드 데이즈 나이트,2016-05-05,38992100,0.001,45838100,4831,5670,41,392,영국,영국,,찬란,전체관람가,"코미디,뮤지컬",리차드 레스터,"존 레논,폴 매카트니,조지 해리슨,링고 스타"
21,나의 소녀시대,2016-05-12,31234700,0.001,34595700,4182,4659,87,174,대만,대만,,오드,15세이상관람가,"멜로/로맨스,드라마",프랭키 첸,"송운화,왕대륙"
22,특별수사: 사형수의 편지,2016-06-16,28771000,0.001,30727000,3714,4040,16,17,한국,한국,(주)콘텐츠케이,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,드라마",권종관,"김명민,김상호,성동일,김영애,김향기,김뢰하,박수영,박혁권,최병모,오민석,이지훈,박지환,신구,이한위,이문식,김명국,정택호,차상민,이성욱,이승훈"
23,"날, 보러와요",2016-04-07,27789173,0.001,8835111063,3472,1063291,34,312,한국,한국,"(주)오에이엘,(주)발렌타인필름",메가박스(주)플러스엠,청소년관람불가,"미스터리,스릴러",이철하,"강예원,이상윤,최진호,지대한,김종수,이학주,장태성,유건,길해연,조재윤,이형석,박송해,정경일,안용우,안지혜,안지혜,최낙영,이규호,이상백,이승진"
24,싱 스트리트,2016-05-19,24186000,0.001,30650000,3452,4740,12,18,아일랜드,"아일랜드,영국,미국",,(주)이수C&E,15세이상관람가,"드라마,멜로/로맨스",존 카니,"퍼디아 월시-필로,루시 보인턴,잭 레이너"
25,하나와 미소시루,2016-04-27,27914000,0.001,99273038,3427,13068,30,208,일본,일본,,(주)영화사 진진,전체관람가,"가족,드라마",아쿠네 토모아키,"히로스에 료코,타키코 켄이치,아카마츠 에미나"
26,피아니스트 세이모어의 뉴욕 소네트,2016-04-07,26628400,0.001,131479200,3191,16242,11,89,미국,미국,,(주)영화사 진진,전체관람가,다큐멘터리,에단 호크,
27,냉정과 열정사이,2003-10-10,19843500,0.001,353927500,2453,44087,17,120,일본,일본,,"하준사,월트디즈니컴퍼니코리아(주)",15세관람가,"멜로/로맨스,드라마",나카에 이사무,"다케노우치 유타카,진혜림"
28,신은 죽지 않았다 2,2016-04-07,15766000,0,218006600,2149,29332,5,24,미국,미국,,"(주)에스와이코마드,글뫼 주식회사",12세이상관람가,드라마,해롤드 크론크,"멜리사 조안 하트,제시 멧칼피"
29,상과 하,,4258000,0,5004000,2124,2497,1,20,미국,미국,,,,"전쟁,드라마,액션",딕 파웰,"테오도르 바이클,프랭크 알버트슨"
30,4등,2016-04-13,15534400,0,247977200,2069,33138,19,154,한국,한국,"국가인권위원회,정지우 필름","(주)프레인글로벌,CGV아트하우스",15세이상관람가,드라마,정지우,"박해준,이항나,유재상,최무성,정가람,유재명,남문철,이혁찬,임유진,이상혁,이승준,최은미,권세정"
31,트럼보,2016-04-07,15332600,0,479228600,1865,60919,10,77,미국,미국,,"그린나래미디어(주),(주)프레인글로벌",15세이상관람가,드라마,제이 로치,"브라이언 크랜스톤,다이안 레인,헬렌 미렌,엘르 패닝,루이스 C.K.,존 굿맨"
32,오베라는 남자,2016-05-25,13360000,0,39503000,1670,4906,4,8,스웨덴,스웨덴,,"(주)싸이더스,(주)디스테이션",12세이상관람가,드라마,하네스 홀름,"롤프 라스가드,바하르 파르스,필립 버그,이다 엥볼"
33,미 비포 유,2016-06-01,12328000,0,12328000,1541,1541,4,4,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"멜로/로맨스,드라마",테아 샤록,"에밀리아 클라크,샘 클라플린,매튜 루이스"
34,바르샤 드림스,2016-05-04,11402000,0,15872000,1532,2110,31,210,스페인,스페인,,"(주)싸이더스,(주)디스테이션",12세이상관람가,다큐멘터리,조르디 롬파르트,"리오넬 메시,호셉 과르디올라"
35,초인,2016-05-05,11960000,0,19093200,1513,2474,30,263,한국,한국,"퍼레이드 픽쳐스,(주)나무와 숲","(주)대명문화공장,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)",12세이상관람가,멜로/로맨스,서은영,"채서진,김정현,서영화,정준화,조재영,이우주"
36,바이 더 씨,2016-04-28,10543000,0,44898000,1305,5737,22,141,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"드라마,멜로/로맨스",안젤리나 졸리,"브래드 피트,안젤리나 졸리"
37,진홍의 도적,,2570000,0,4518000,1285,2249,1,10,미국,미국,,,,"액션,코미디,어드벤처",로버트 시오드막,"버트 랭카스터,닉 크라바트"
38,일사각오,2016-03-17,8220000,0,653812000,1184,90022,6,21,한국,한국,KBS,파이오니아21,12세이상관람가,드라마,"권혁만,고문안","이지형,설지윤,서광재"
39,맨 앤 치킨,2016-05-04,5779000,0,6639000,1157,1328,6,40,덴마크,"덴마크,독일",,(주)컴퍼니엘,청소년관람불가,"코미디,드라마",앤더스 토머스 옌센,"매즈 미켈슨,다비드 덴칙"
40,꺼져버려 종양군,2016-05-12,8711000,0,9207000,1087,1138,4,5,중국,중국,,(주)영화사 빅,12세이상관람가,"드라마,코미디,멜로/로맨스",한연,"백백하,오언조"
41,알래스카의 혼,,3048000,0,3048000,1016,1016,1,12,미국,미국,,,,"서부극(웨스턴),코미디",헨리 해서웨이,"스튜어트 그랜저,존 웨인"
