순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
1,정글북,2016-06-09,6936315216 ,0.227,15784285205 ,802389 ,1832903 ,898 ,17731 ,미국,미국,,월트디즈니컴퍼니코리아(주),12세이상관람가,"어드벤처,드라마",존 파브로,"닐 세티,빌 머레이,스칼렛 요한슨,벤 킹슬리,이드리스 엘바,루피타 뇽오,크리스토퍼 월켄,지안카를로 에스포지토"
2,특별수사: 사형수의 편지,2016-06-16,5535263444 ,0.181,5801784444 ,693695 ,726444 ,691 ,20190 ,한국,한국,(주)콘텐츠케이,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,드라마",권종관,"김명민,김상호,성동일,김영애,김향기,김뢰하,박수영,박혁권,최병모,오민석,이지훈,박지환,신구,이한위,이문식,김명국,정택호,차상민,이성욱,이승훈"
3,컨저링 2,2016-06-09,5193414821 ,0.17,11413967110 ,632440 ,1402102 ,640 ,14518 ,미국,미국,,워너브러더스 코리아(주),15세이상관람가,공포(호러),제임스 완,"베라 파미가,패트릭 윌슨,프란카 포텐테,프란시스 오코너,스털링 제린스"
4,아가씨,2016-06-01,4078577900 ,0.133,31799485312 ,501678 ,3863932 ,626 ,14159 ,한국,한국,"유한회사 아가씨에프에스,(주)모호필름,(주)용필름",씨제이이앤엠(주),청소년관람불가,"스릴러,드라마",박찬욱,"김민희,김태리,하정우,조진웅,김해숙,문소리,최병모,김인우,이용녀,조은형,장한순,이규정,이승준,이윤재"
5,워크래프트: 전쟁의 서막,2016-06-09,2454232916 ,0.08,9629103505 ,278516 ,1100154 ,508 ,9952 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,어드벤처,판타지",던칸 존스,"트래비스 핌멜,벤 포스터,폴라 패튼,도미닉 쿠퍼,클랜시 브라운,토비 켑벨"
6,닌자터틀 : 어둠의 히어로,2016-06-16,1694959000 ,0.055,1717161000 ,206242 ,208444 ,517 ,11948 ,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"액션,어드벤처",데이브 그린,"메간 폭스,스티븐 아멜,로라 린니"
7,인디펜던스 데이 : 리써전스,2016-06-22,1411010400 ,0.046,1411010400 ,170356 ,170356 ,844 ,4446 ,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,어드벤처,SF",롤랜드 에머리히,"빌 풀만,리암 헴스워스,제프 골드블럼,비비카 A. 폭스,제시 어셔"
8,미 비포 유,2016-06-01,1159655900 ,0.038,5704768982 ,142791 ,702593 ,292 ,3964 ,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"멜로/로맨스,드라마",테아 샤록,"에밀리아 클라크,샘 클라플린,매튜 루이스"
9,곡성,2016-05-12,773394579 ,0.025,55437969882 ,94716 ,6828505 ,304 ,3194 ,한국,한국,"사이드미러,이십세기폭스 인터내셔널 프로덕션",이십세기폭스코리아(주),15세이상관람가,"미스터리,스릴러,드라마",나홍진,"곽도원,황정민,쿠니무라 준,천우희,김환희,허진,장소연,김도윤,손강국,전배수,황석정,배용근,배용근,이인철,이용녀,선호삼,송민석,신재현,안수연,이선희,이수빈,이수진,권귀덕,이연,이연경,이연경"
10,본 투 비 블루,2016-06-09,168184600 ,0.006,474636900 ,20133 ,56587 ,90 ,1044 ,캐나다,"캐나다,영국,미국",,그린나래미디어(주),청소년관람불가,드라마,로버트 뷔드로,"에단 호크,카르멘 에조고"
11,엑스맨: 아포칼립스,2016-05-25,150346900 ,0.005,24441031450 ,18666 ,2935568 ,96 ,827 ,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,어드벤처,판타지,SF",브라이언 싱어,"제임스 맥어보이,마이클 패스벤더,제니퍼 로렌스,오스카 아이삭,니콜라스 홀트,로즈 번,타이 쉐리던,소피 터너,올리비아 문,루카스 틸"
12,크리미널,2016-06-22,105459200 ,0.003,130663200 ,13927 ,17064 ,351 ,1251 ,영국,"영국,미국",,(주)영화사 빅,15세이상관람가,"액션,범죄",아리엘 브로멘,"라이언 레놀즈,케빈 코스트너,게리 올드만,토미 리 존스,갤 가돗"
13,싱 스트리트,2016-05-19,88016400 ,0.003,4394075972 ,13489 ,547222 ,53 ,489 ,아일랜드,"아일랜드,영국,미국",,(주)이수C&E,15세이상관람가,"드라마,멜로/로맨스",존 카니,"퍼디아 월시-필로,루시 보인턴,잭 레이너"
14,불의 전차,2016-06-16,88938900 ,0.003,118409900 ,12455 ,19317 ,84 ,777 ,영국,영국,,(주)프레인글로벌,12세이상관람가,드라마,휴 허드슨,"니콜라스 파렐,나이젤 하버스,벤 크로스"
15,앵그리버드 더 무비,2016-05-19,88046800 ,0.003,5163439144 ,11636 ,673554 ,75 ,316 ,미국,"미국,핀란드",,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,"퍼갈 레일리,클레이 케이티스",
16,우리들,2016-06-16,69793900 ,0.002,78924500 ,8934 ,10202 ,76 ,866 ,한국,한국,(주)아토,(주)엣나인필름,전체관람가,드라마,윤가은,"최수인,설혜인,이서연,박혜진,안정우,전석민,주재윤,최승혁"
17,미스터 라잇,2016-06-16,70535300 ,0.002,71851300 ,8670 ,8858 ,92 ,999 ,미국,미국,,(주)누리픽쳐스,청소년관람불가,"액션,코미디,멜로/로맨스",파코 카베자스,"안나 켄드릭,샘 록웰,팀 로스"
18,굿바이 싱글,2016-06-29,63796000 ,0.002,243933000 ,7342 ,29364 ,13 ,33 ,한국,한국,"호두앤유 엔터테인먼트(주),(주)영화사람",(주)쇼박스,15세이상관람가,"코미디,드라마",김태곤,"김혜수,마동석,김현수,김용건,서현진,곽시양,전석호,이미도,이성민,황미영,이형미,박지영,정준화,유성진,윤환,이수경,최문석,홍민희"
19,꼬마기사 트랭크,2016-06-16,52073700 ,0.002,53513700 ,7044 ,7224 ,174 ,724 ,독일,독일,,(주)디스테이션,전체관람가,애니메이션,안소니 파워,
20,나의 소녀시대,2016-05-12,36962800 ,0.001,3277069800 ,6207 ,403887 ,34 ,267 ,대만,대만,,오드,15세이상관람가,"멜로/로맨스,드라마",프랭키 첸,"송운화,왕대륙"
21,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,2016-06-02,32044000 ,0.001,333503000 ,5275 ,55758 ,48 ,246 ,영국,영국,,와이드 릴리즈(주),전체관람가,"애니메이션,어드벤처",다라 오코넬,"하성용,정재헌,엄상현,윤승희,김정은,김율"
22,극장판 유희왕 더 다크 사이드 오브 디멘션즈,2016-06-09,38926300 ,0.001,242569700 ,4960 ,30601 ,47 ,149 ,일본,일본,,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,쿠와바라 사토시,"엄상현,장성호,강수진"
23,백엔의 사랑,2016-06-16,19921400 ,0.001,26783400 ,2504 ,3609 ,26 ,228 ,일본,일본,,주식회사 씨네룩스,청소년관람불가,"멜로/로맨스,드라마",타케 마사하루,"안도 사쿠라,아라이 히로후미"
24,오베라는 남자,2016-05-25,19599500 ,0.001,656804888 ,2447 ,82978 ,12 ,86 ,스웨덴,스웨덴,,"(주)싸이더스,(주)디스테이션",12세이상관람가,드라마,하네스 홀름,"롤프 라스가드,바하르 파르스,필립 버그,이다 엥볼"
25,계춘할망,2016-05-19,9107000 ,0,3568230348 ,1952 ,477430 ,12 ,38 ,한국,한국,"지오엔터테인먼트,(주)퍼플켓츠필름,(주)빅스토리픽쳐스",(주)콘텐츠 난다긴다,15세이상관람가,"가족,드라마",창,"윤여정,김고은,김희원,신은정,최민호,류준열,양익준,박민지,남태부,강경탁,안지혜,이상화,이슬비,이윤혁"
26,프랑코포니아,2016-06-16,13994600 ,0,18953100 ,1887 ,2458 ,25 ,194 ,프랑스,"프랑스,독일,네덜란드",,(주)영화사 안다미로,12세이상관람가,드라마,알렉산더 소쿠로프,"루이-도 드 렝퀘셍,빈센트 네메스"
27,동급생,2016-05-19,13304000 ,0,271830500 ,1825 ,37484 ,20 ,151 ,일본,일본,,(주)박수엔터테인먼트,15세이상관람가,"애니메이션,드라마",나카무라 쇼코,"카미야 히로시,노지마 켄지,이시카와 히데오"
28,봉이 김선달,2016-07-06,12336000 ,0,12336000 ,1741 ,1741 ,4 ,8 ,한국,한국,"(주)엠픽처스,(주)에스엔케이픽처스",씨제이이앤엠(주),12세이상관람가,사극,박대민,"유승호,조재현,고창석,라미란,시우민,연우진,전석호,서예지,주영호,박예슬,박상현,박진성,유일한,이선희"
29,플래그 더 문,2016-06-02,12725500 ,0,323881500 ,1714 ,43559 ,24 ,56 ,스페인,스페인,,(주)박수엔터테인먼트,전체관람가,"애니메이션,어드벤처",엔리케 가토,"이경태,이지현,신경선,탁원제,서원석,김도영,이인석,이현,김혜성,강시현,문유정,안효민"
30,비밀은 없다,2016-06-23,14367000 ,0,24356000 ,1606 ,3067 ,9 ,16 ,한국,한국,"(주)영화사거미,필름트레인",씨제이이앤엠(주),청소년관람불가,스릴러,이경미,"손예진,김주혁,장재우,장한승,신지훈,이민아,이상희"
31,우리 연애의 이력,2016-06-29,10168000 ,0,10168000 ,1314 ,1314 ,3 ,7 ,한국,한국,더블엔비컴퍼니(주),(주)모멘텀엔터테인먼트,15세이상관람가,멜로/로맨스,조성은,"전혜빈,신민철,황미영,박주영,박지영,박진영,박솔희,강 숙,양종곤,채조은,이강우,이근원,이상준,구성근,이승진,이용수,도호현,류시문"
32,신체 강탈자의 침입,,2354000 ,0,2596000 ,1172 ,1223 ,1 ,24 ,미국,미국,,,,"공포(호러),SF",돈 시겔,"케빈 맥카시,다나 윈터"
33,남태평양,1971-08-07,2158000 ,0,12884924 ,1079 ,7882 ,1 ,6 ,미국,미국,이십세기폭스필름코퍼레이션,,15세이상관람가,"멜로/로맨스,뮤지컬,전쟁",조슈아 로건,"밋지 게이너,로자노 브레지,밋지 게이너,로자노 브레지"
34,태양 아래,2016-04-27,4061000 ,0,198011400 ,966 ,31531 ,3 ,24 ,체코,"체코,러시아,독일",,THE 픽쳐스,전체관람가,다큐멘터리,비탈리 만스키,
35,500일의 썸머,2010-01-21,7238000 ,0,1058049000 ,901 ,139143 ,2 ,9 ,미국,미국,스네이크 프리뷰,"(주)팝엔터테인먼트,이십세기폭스코리아(주)",15세이상관람가,"드라마,멜로/로맨스",마크 웹,"조셉 고든 레빗,주이 데샤넬,제프리 아렌드,클로이 모레츠"
36,백야의 탈출,,2616000 ,0,2616000 ,872 ,872 ,1 ,12 ,미국,미국,,,,"어드벤처,드라마",윌리엄 A. 웰만,"존 웨인,로이드 놀랜"
37,캡틴 아메리카: 시빌 워,2016-04-27,4958300 ,0,72668472827 ,488 ,8676837 ,4 ,20 ,미국,미국,,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,SF,스릴러","안소니 루소,조 루소","크리스 에반스,로버트 다우니 주니어,스칼렛 요한슨,세바스찬 스탠,안소니 마키,돈 치들,제레미 레너,톰 홀랜드"
38,산이 울다,2016-05-25,3112000 ,0,97961700 ,487 ,12653 ,8 ,51 ,중국,중국,,(주)팝엔터테인먼트,15세이상관람가,"드라마,멜로/로맨스",래리 양,"량예팅,왕쯔이"
39,너는 내 운명,1980-03-28,966000 ,0,1312000 ,483 ,656 ,1 ,11 ,한국,한국,한림영화,,연소자관람불가,"드라마,멜로/로맨스",정소영,"원미경,이영하,한미영,이종만,윤일봉"
40,다이버전트 시리즈: 얼리전트,2016-05-12,2399000 ,0,817167545 ,447 ,103211 ,20 ,41 ,미국,미국,,씨네그루(주)키다리이엔티,12세이상관람가,"액션,어드벤처,SF",로베르트 슈벤트케,"쉐일린 우들리,테오 제임스,마일즈 텔러,나오미 왓츠,매기 큐"
41,시선 사이,2016-06-09,3002500 ,0,16346200 ,438 ,2149 ,15 ,103 ,한국,한국,"국가인권위원회,(주) 루스이소니도스",(주)영화사 진진,12세이상관람가,드라마,"최익환,이광국","정예녹,김동완,오광록,박주희,서영화,윤영민"
42,황야의 바람,,1287000 ,0,1287000 ,429 ,429 ,1 ,10 ,미국,미국,,,전체관람가,서부극(웨스턴),,"존 웨인,레인 챈들러"
43,탐정 홍길동: 사라진 마을,2016-05-04,1758000 ,0,11514389845 ,427 ,1430666 ,2 ,3 ,한국,한국,(주)영화사비단길,씨제이이앤엠(주),15세이상관람가,"드라마,액션",조성희,"이제훈,김성균,박근형,정성화,고아라,노정의,김하나,유승목,박정원,박지훈,오현암,유정래,윤상훈,이민아,이민지,이상희,정준용"
44,지지,,844000 ,0,2124000 ,422 ,1058 ,1 ,12 ,미국,미국,,,고등학생이상관람가,"코미디,뮤지컬,멜로/로맨스",빈센트 미넬리,"레슬리 카론,모리스 슈발리에,루이스 주르당"
45,미라클 프롬 헤븐,2016-05-25,2619000 ,0,117302500 ,420 ,17260 ,7 ,17 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,드라마,패트리시아 리건,"제니퍼 가너,마틴 헨더슨,카일리 로저스"
46,세가지 색 : 블루,1994-04-23,3012000 ,0,8617800 ,382 ,1450 ,3 ,14 ,프랑스,"프랑스,스위스,영국,폴란드",엠케이투 프로덕션즈,㈜영화사 백두대간,청소년관람불가,드라마,크지슈토프 키에슬로프스키,"위그 웨스태르,줄리엣 비노쉬"
46,천국의 열쇠,,764000 ,0,4107000 ,382 ,2051 ,1 ,6 ,미국,미국,,,,드라마,존 M. 스탈,"그레고리 펙,토마스 미첼"
48,행복까지 30일,2016-06-09,2873900 ,0,16661900 ,381 ,2206 ,6 ,53 ,인도,인도,,"예지림엔터테인먼트,미디어소프트",전체관람가,드라마,M. 마니칸단,아이시와리아 라제시
49,초인,2016-05-05,3098900 ,0,50080200 ,376 ,6521 ,2 ,19 ,한국,한국,"퍼레이드 픽쳐스,(주)나무와 숲","(주)대명문화공장,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)",12세이상관람가,멜로/로맨스,서은영,"채서진,김정현,서영화,정준화,조재영,이우주"
50,삼례,2016-06-23,3102000 ,0,4556000 ,373 ,598 ,1 ,2 ,한국,한국,리람,(주)인디플러그,15세이상관람가,"드라마,판타지",이현정,"이선호,김보라,오동진,이선호"
