순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
10,목소리의 형태,2017-05-09,"728,914,200",1.5%,"758,984,400","93,642","96,907",450,"2,188",일본,일본,,(주)디스테이션,전체관람가,"애니메이션,멜로/로맨스",야마다 나오코,"이리노 미유,하야미 사오리,유키 아오이,오노 켄쇼,카네코 유키,이시카와 유이,토요나가 토시유키"
11,슈퍼 빼꼼: 스파이 대작전,2017-05-03,"453,042,100",0.9%,"627,540,000","63,345","87,040",358,"2,225",한국,한국,(합)알지애니메이션스튜디오,메가박스(주)플러스엠,전체관람가,"애니메이션,코미디",임아론,"김태균,최정현,최낙윤,남도형,윤용식,김성연,박상호,장현주"
12,극장판 또봇: 로봇군단의 습격,2017-04-27,"354,856,700",0.7%,"1,036,970,800","46,470","134,756",182,"1,163",한국,한국,레트로봇 주식회사,씨제이이앤엠(주),전체관람가,애니메이션,"이달,고동우","하룡이,신경선,이현"
13,"서서평, 천천히 평온하게",2017-04-26,"171,970,400",0.4%,"584,359,400","22,421","78,308",104,817,한국,한국,재단법인 온누리선교재단(CGNTV),커넥트픽쳐스(주),전체관람가,다큐멘터리,"홍주연,홍현정","하정우,윤안나,안은새"
14,극장판 쿠로코의 농구 라스트 게임,2017-04-27,"110,421,000",0.2%,"257,747,500","15,110","34,569",76,595,일본,일본,,(주)박수엔터테인먼트,12세이상관람가,애니메이션,타다 슌스케,오노 켄쇼
15,미녀와 야수,2017-03-16,"119,668,900",0.2%,"42,106,332,079","14,614","5,134,456",58,381,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"멜로/로맨스,판타지,뮤지컬",빌 콘돈,"엠마 왓슨,댄 스티븐스,루크 에반스,이완 맥그리거,이안 맥켈런,엠마 톰슨,구구 바샤-로,케빈 클라인,스탠리 투치"
16,언노운 걸,2017-05-03,"92,909,300",0.2%,"127,506,300","11,546","15,620",67,600,벨기에,"벨기에,프랑스",,오드,12세이상관람가,드라마,"뤽 다르덴,장 피에르 다르덴","아델 에넬,올리비에 구르메"
17,오즈의 마법사 2,2017-05-03,"78,558,100",0.2%,"138,011,700","10,167","17,755",127,673,멕시코,멕시코,,㈜코리아스크린,전체관람가,"애니메이션,판타지,어드벤처",알버토 마르,
18,댄서,2017-04-13,"64,670,500",0.1%,"275,687,200","7,930","34,304",32,333,영국,"영국,러시아,우크라이나,미국",,(주)엣나인필름,15세이상관람가,다큐멘터리,스티븐 캔터,세르게이 폴루닌
19,나는 부정한다,2017-04-26,"57,495,700",0.1%,"192,662,525","6,923","24,089",44,394,영국,"영국,미국",,(주)티캐스트,12세이상관람가,드라마,믹 잭슨,"레이첼 와이즈,톰 윌킨슨,티모시 스폴,앤드류 스캇,마크 거티스,해리엇 월터,알렉스 제닝스,맥시밀리언 비포트,토드 보이스"
20,극장판 마이 리틀 포니 : 이퀘스트리아 걸스,2017-05-03,"43,650,500",0.1%,"66,794,500","5,764","8,680",102,504,캐나다,"캐나다,미국",,(주)팝엔터테인먼트,전체관람가,"애니메이션,가족,코미디",제이슨 티에슨,"타라 스트롱,애슐리 볼,안드리아 리브먼"
21,악마는 프라다를 입는다,2006-10-25,"43,430,000",0.1%,"8,368,474,200","5,362","1,376,984",70,527,미국,미국,,"(주)퍼스트런,글뫼 주식회사,이십세기폭스코리아(주)",12세관람가,드라마,데이빗 프랭클,"메릴 스트립,앤 해서웨이"
22,오두막,2017-04-20,"43,231,300",0.1%,"450,757,200","5,309","59,089",13,110,미국,미국,,판씨네마(주),12세이상관람가,드라마,스튜어트 하젤딘,"샘 워싱턴,옥타비아 스펜서,라다 미첼,라이언 로빈스,그레이엄 그린,데릭 해밀턴,에밀리 홈즈"
23,"나의 사랑, 그리스",2017-04-20,"42,931,700",0.1%,"195,477,500","5,123","24,654",19,162,그리스,그리스,,(주)팝엔터테인먼트,15세이상관람가,"드라마,멜로/로맨스",크리스토퍼 파파칼리아티스,"J.K. 시몬스,크리스토퍼 파파칼리아티스,안드레아 오스바트"
24,8 마일,2003-02-21,"42,842,800",0.1%,"55,920,800","5,095","7,082",61,241,미국,미국,,"유니버설픽쳐스인터내셔널 코리아(유),유아이피-씨아이씨영화및비디오배급(유)","18세관람가,15세이상관람가",드라마,커티스 핸슨,"에미넴,킴 베이싱어,브리트니 머피,안소니 마키"
25,흑집사 -북 오브 더 아틀란틱-,2017-04-13,"25,173,000",0.1%,"265,846,500","3,638","35,322",15,83,일본,일본,,(주)박수엔터테인먼트,15세이상관람가,"애니메이션,판타지,드라마,액션",아베 노리유키,"오노 다이스케,사카모토 마아야"
26,히든 피겨스,2017-03-23,"25,703,100",0.1%,"3,559,906,033","3,101","446,557",12,87,미국,미국,,이십세기폭스코리아(주),12세이상관람가,드라마,데오도르 멜피,"타라지 P. 헨슨,옥타비아 스펜서,케빈 코스트너,커스틴 던스트,짐 파슨스"
27,런던 프라이드,2017-04-27,"22,793,000",0.0%,"72,132,600","2,910","9,328",26,202,영국,영국,,(주)영화사 진진,15세이상관람가,"코미디,드라마",매튜 워처스,"빌 나이,이멜다 스턴톤,도미닉 웨스트,패디 콘시딘,앤드류 스캇,조지 맥케이,조셉 길건"
28,클로저,2005-02-03,"18,652,500",0.0%,"1,615,813,532","2,742","242,518",31,224,미국,미국,워너 브러더스 텔레비전,"(주)퍼스트런,글뫼 주식회사,소니픽쳐스릴리징코리아","18세관람가,청소년관람불가","멜로/로맨스,드라마",마이크 니콜스,"줄리아 로버츠,주드 로"
29,북경의 55일,,"5,484,000",0.0%,"6,522,000","2,737","3,256",2,28,미국,미국,,,,"드라마,전쟁",니콜라스 레이,"찰톤 헤스톤,에바 가드너"
30,더 플랜,2017-04-20,"18,229,000",0.0%,"261,111,407","2,367","33,890",21,145,한국,한국,프로젝트 부,(주)엣나인필름,15세이상관람가,다큐멘터리,최진성,
31,아빠는 딸,2017-04-12,"15,658,000",0.0%,"5,048,070,395","2,222","646,097",22,112,한국,한국,영화사김치(주),메가박스(주)플러스엠,12세이상관람가,코미디,김형협,"윤제문,정소민,이일화,신구,이미도,강기영,박혁권,허가윤,도희"
32,마리안느와 마가렛,2017-04-20,"11,547,200",0.0%,"158,069,700","1,832","22,592",14,124,한국,한국,(주)기린제작사,(주)팝엔터테인먼트,전체관람가,다큐멘터리,윤세영,"마리안느 스퇴거,마가렛 피사렉"
33,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,2017-04-13,"13,124,500",0.0%,"316,226,000","1,815","45,321",20,95,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"애니메이션,어드벤처,가족,판타지,뮤지컬",제이미 미첼,"아리엘 윈터,아이미 카레로,제인 폰다,사라 라미레즈,다시 로즈 번즈,타일러 머나,트래비스 윌링엄,바바라 디릭슨,제나 오르테가,크리스티앙 란스,김미랑,이재현,안경진,윤소라,서지연,연정흠,박조호,홍수정,여민정,이장원"
34,라라랜드,2016-12-07,"15,093,400",0.0%,"29,250,767,633","1,758","3,502,136",12,75,미국,미국,,판씨네마(주),12세이상관람가,"드라마,뮤지컬,멜로/로맨스",다미엔 차젤레,"엠마 스톤,라이언 고슬링,핀 위트록,J.K. 시몬스,로즈마리 드윗"
35,파운더,2017-04-20,"13,573,100",0.0%,"271,364,300","1,649","34,130",15,91,미국,미국,,CGV아트하우스,15세이상관람가,드라마,존 리 행콕,마이클 키튼
36,공각기동대 : 고스트 인 더 쉘,2017-03-29,"10,767,000",0.0%,"6,278,347,384","1,438","763,056",2,14,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"SF,범죄,액션",루퍼트 샌더스,"스칼렛 요한슨,마이클 피트,마이클 윈코트,요한 필리프 아스베크,기타노 다케시"
37,세일즈맨,2017-05-11,"9,568,000",0.0%,"16,249,500","1,278","2,152",19,73,이란,"이란,프랑스",,찬란,15세이상관람가,드라마,아쉬가르 파르하디,"샤하브 호세이니,타라네 앨리두스티"
38,킹 아서: 제왕의 검,2017-05-17,"8,257,000",0.0%,"33,715,000",965,"3,836",4,5,영국,"영국,호주,미국",,워너브러더스 코리아(주),12세이상관람가,"판타지,액션,어드벤처",가이 리치,"찰리 허냄,주드 로,에릭 바나,에이단 길렌,디몬 하운수,아스트리드 베흐제-프리스베,애나벨 월리스,케이티 맥그라스"
39,바람과 함께 사라지다,1972-12-23,"1,807,000",0.0%,"51,234,000",892,"19,320",1,6,미국,미국,메트로-골드윈-마이어,,"12세이상관람가,국민학생관람불가","드라마,사극,전쟁",빅터 플레밍,"클라크 게이블,비비안 리,레슬리 하워드"
40,빅 컨츄리,,"2,446,000",0.0%,"6,252,000",814,"2,733",1,9,,,,,,,,
41,다이노 어드벤처: 먹이사슬의 제왕,2017-04-27,"4,681,000",0.0%,"14,277,500",722,"2,159",21,90,영국,영국,,(주)박수엔터테인먼트,전체관람가,애니메이션,나이젤 패터슨,
42,프리즌,2017-03-23,"3,500,000",0.0%,"23,789,276,987",700,"2,931,697",5,35,한국,한국,(주)큐로홀딩스,(주)쇼박스,청소년관람불가,"범죄,액션",나현,"한석규,김래원,정웅인,조재윤,신성록,곽민호"
43,지니어스,2017-04-13,"5,165,000",0.0%,"205,544,937",671,"26,615",4,29,영국,"영국,미국",,(주)라이크 콘텐츠,12세이상관람가,드라마,마이클 그랜다지,"콜린 퍼스,주드 로,니콜 키드먼,로라 린니,가이 피어스,도미닉 웨스트,바네사 커비,마크 아놀드"
44,십계: 구원의 길,2017-04-13,"3,229,000",0.0%,"103,573,500",648,"15,869",3,19,브라질,브라질,,씨네그루(주)키다리이엔티,전체관람가,드라마,알렉상드르 아반치니,"길례르미 윈터,세르지오 마로네,카밀라 로드리게즈,지젤 이티에"
45,십계,1973-06-16,"1,261,000",0.0%,"29,925,072",644,"15,739",2,8,미국,미국,파라마운트 픽쳐스,,전체관람가,"드라마,가족",세실 B. 데밀,"앤 박스터,찰톤 헤스톤,에드워드 G. 로빈슨"
46,일 포스티노,1996-03-09,"4,791,000",0.0%,"103,662,200",635,"13,702",4,22,이탈리아,"이탈리아,프랑스",체키고리그룹 타이거키네마토그라피카,(주)영화사 진진,"고등학생이상관람가,15세이상관람가","드라마,코미디,멜로/로맨스",마이클 래드포드,"필립 느와레,마시모 트로이시"
47,누구를 위하여 종은 울리나,1972-03-18,"1,260,000",0.0%,"26,900,586",630,"15,204",1,6,미국,미국,파라마운트 픽쳐스,,미정,"드라마,멜로/로맨스,전쟁",샘 우드,"잉그리드 버그만,게리 쿠퍼"
48,로마의 휴일,,"1,282,000",0.0%,"36,663,500",621,"13,418",1,12,미국,"미국,이탈리아",,,전체관람가,"코미디,드라마,멜로/로맨스",윌리엄 와일러,"그레고리 펙,오드리 헵번"
49,로스트 인 파리,2017-05-18,"4,701,500",0.0%,"4,701,500",526,526,3,3,프랑스,"프랑스,벨기에",,그린나래미디어(주),12세이상관람가,"멜로/로맨스,어드벤처","도미니크 아벨,피오나 고든","피오나 고든,도미니크 아벨"
50,데드 맨,1998-05-23,"6,917,500",0.0%,"12,408,000",519,"1,339",3,10,미국,"미국,독일,일본",미라맥스 필름즈,(주)영화사 안다미로,"고등학생이상관람가,15세이상관람가",드라마,짐 자무쉬,"게리 파머,랜스 헨릭슨"
51,천국보다 낯선,1995-11-11,"4,349,500",0.0%,"13,961,400",517,"1,766",5,12,미국,미국,,(주)영화사 안다미로,"고등학생이상관람가,15세이상관람가",드라마,짐 자무시,"존 루리,리차드 에드슨"
52,분노,2017-03-30,"4,009,000",0.0%,"230,817,337",481,"28,591",3,27,일본,일본,,메가박스(주)플러스엠,청소년관람불가,스릴러,이상일,"와타나베 켄,모리야마 미라이,마츠야마 켄이치,히로세 스즈,미야자키 아오이,츠마부키 사토시,미우라 타카히로,타카하타 미츠키,이케와키 치즈루,하라 히데코"
53,존 윅 - 리로드,2017-02-22,"3,606,000",0.0%,"2,197,666,600",474,"275,011",8,33,미국,미국,,(주)제이앤씨미디어그룹,청소년관람불가,"액션,범죄,스릴러",채드 스타헬스키,"키아누 리브스,이안 맥쉐인,루비 로즈,브리짓 모나핸,피터 스토메어,존 레귀자모,로렌스 피쉬번,데이비드 패트릭 켈리,커먼,랜스 레딕,리카르도 스카마르치오"
54,밤의 해변에서 혼자,2017-03-23,"3,247,000",0.0%,"433,997,100",452,"56,349",8,60,한국,한국,(주)영화제작전원사,"(주)영화제작전원사 ,(주)콘텐츠판다",청소년관람불가,드라마,홍상수,"김민희,정재영,서영화,권해효,송선미,문성근,안재홍,박예주"
55,"카페, 한 사람을 기다리다",2017-05-11,"3,621,000",0.0%,"8,989,000",407,974,5,6,대만,대만,,"(주)드림팩트엔터테인먼트,(주)일레븐엔터테인먼트",15세이상관람가,"멜로/로맨스,코미디",강금림,송운화
56,헨리 5세,,"758,000",0.0%,"1,821,000",394,932,1,9,영국,영국,,,,"드라마,전쟁",로렌스 올리비에,"레슬리 뱅크스,에스몬드 나이트,로버트 뉴튼,로렌스 올리비에"
57,커피와 담배,2006-07-27,"2,905,200",0.0%,"62,189,200",351,"8,936",3,11,미국,미국,,"(주)영화사 안다미로,(주)스폰지이엔티","12세이상관람가,12세관람가",드라마,짐 자무시,"로베르토 베니니,빌 머레이"
58,열녀문,,"666,000",0.0%,"7,546,000",333,"3,752",1,10,한국,한국,신필름,,청소년관람불가,사극,신상옥,"신영균,최은희"
59,나부코,2017-04-01,"7,923,000",0.0%,"39,306,000",330,"1,726",7,13,미국,미국,,(주)인스터피씨엠,전체관람가,공연,바바라 윌리스 스위츠,플라시도 도밍고
60,너의 이름은.,2017-01-04,"2,821,000",0.0%,"29,390,022,856",311,"3,652,195",1,6,일본,일본,,메가박스(주)플러스엠,12세이상관람가,"애니메이션,드라마,멜로/로맨스",신카이 마코토,"카미키 류노스케,카미시라이시 모네,나가사와 마사미,이치하라 에수코,유키 아오이,시마자키 노부나가,이시카와 카이토,타니 카논"
61,아가씨 참으세요,1981-09-19,"589,000",0.0%,"589,000",307,307,1,6,한국,한국,(주)동아수출공사,,국민학생관람불가,"드라마,범죄",이형표,"권영문,정윤희,서영란"
62,그대품에 다시한번,1988-11-26,"570,000",0.0%,"3,928,000",285,"1,964",1,5,프랑스,프랑스,,,연소자관람불가,드라마,잭 카디프,"매리엔 페이스풀,알랑 드롱,마리우스 고링"
63,아버지와 이토씨,2017-04-20,"2,045,500",0.0%,"44,347,400",284,"5,923",6,23,일본,일본,,와이드 릴리즈(주),12세이상관람가,"드라마,코미디",타나다 유키,"우에노 주리,릴리 프랭키,후지 타츠야"
64,로즈,2017-04-12,"1,952,000",0.0%,"110,890,541",281,"14,675",7,27,아일랜드,아일랜드,,(주)박수엔터테인먼트,15세이상관람가,"멜로/로맨스,드라마",짐 쉐리단,"루니 마라,테오 제임스,에릭 바나,바네사 레드그레이브,잭 레이너,수잔 린치,폴린 맥린"
64,백주의 결투,,"567,000",0.0%,"5,227,000",281,"1,922",1,9,미국,미국,,,15세관람가,"드라마,멜로/로맨스,서부극(웨스턴)",킹 비더,"그레고리 펙,릴리안 기쉬,허버트 마샬,조셉 코튼,월터 휴스톤,찰스 빅포드,라이오넬 배리모어,제니퍼 존스"
66,나의 붉은고래,2017-06-15,"1,390,000",0.0%,"3,873,000",278,635,1,4,중국,중국,,(주)영화사 빅,전체관람가,"애니메이션,판타지","양선,장춘",
67,클레오파트라,,"534,000",0.0%,"11,837,000",267,"5,901",1,4,미국,"미국,영국,스위스",,,,드라마,조셉 L. 맨키위즈,"엘리자베스 테일러,리차드 버튼"
68,아뉴스 데이,2017-03-30,"1,875,000",0.0%,"83,429,100",264,"11,593",3,11,프랑스,프랑스,,찬란,15세이상관람가,드라마,앤 폰테인,루 드 라쥬
69,마차 타고 고래고래,2017-05-18,"2,043,000",0.0%,"9,220,000",252,"1,072",2,2,한국,한국,(주)광대무변,와이드 릴리즈(주),15세이상관람가,드라마,안재석,"조한선,박효주,김신의,한지상,김재범,윤경호,조진웅"
70,로마 제국의 멸망,,"494,000",0.0%,"6,307,000",247,"3,151",1,9,미국,미국,,,,드라마,안소니 만,"소피아 로렌,스티븐 보이드,알렉 기네스"
71,맨체스터 바이 더 씨,2017-02-15,"1,450,000",0.0%,"446,526,000",225,"55,643",2,8,미국,미국,,THE 픽쳐스,15세이상관람가,드라마,케네스 로너건,"케이시 애플렉,미쉘 윌리엄스,카일 챈들러,테이트 도노반,조쉬 해밀톤,매튜 브로데릭,그레첸 몰,톰 켐프,카라 헤이워드"
72,원라인,2017-03-29,"1,035,000",0.0%,"3,316,504,433",207,"434,777",5,26,한국,한국,"(주)미인픽쳐스,(주)곽픽쳐스",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,범죄,양경모,"임시완,진구,박병은,이동휘,김선영,박종환,왕지원,박유환,안세하,조우진,박형수,박건도"
73,녹색광선,,"1,553,000",0.0%,"6,938,000",202,"1,053",1,1,프랑스,프랑스,,,15세이상관람가,"드라마,멜로/로맨스",에릭 로메르,마리 리비에르
74,지상의 밤,,"1,509,000",0.0%,"7,243,500",192,974,2,5,일본,"일본,미국,독일,이탈리아,핀란드",,(주)영화사 안다미로,15세이상관람가,"드라마,코미디",짐 자무시,"지나 롤랜즈,위노나 라이더,아민 뮬러 스탈,알란 랜돌프 스콧,안소니 포틸로,지안카를로 에스포지토,로지 페레즈,리차드 보즈"
75,미스 슬로운,2017-03-29,"1,555,500",0.0%,"380,530,300",189,"47,917",1,7,미국,"미국,프랑스",,(주)메인타이틀픽쳐스,15세이상관람가,"드라마,스릴러",존 매든,"제시카 차스테인,구구 바샤-로,알리슨 필,마크 스트롱,제이크 레이시,마이클 스털버그,더글라스 스미스,존 리스고우,샘 워터스톤"
76,길,2017-05-11,"1,281,000",0.0%,"2,737,000",183,391,2,2,한국,한국,블루블랙(주),(주)더블앤조이픽쳐스,12세이상관람가,드라마,정인봉,"김혜자,송재호,허진,온주완"
77,여자의 일생,2017-04-06,"1,045,000",0.0%,"28,416,100",180,"4,059",2,6,프랑스,프랑스,,그린나래미디어(주),15세이상관람가,멜로/로맨스,스테판 브리제,"주디스 쳄라,장 피에르 다루셍,욜랭드 모로,니나 메리세,올리비에 페리에,클로틸드 헤스메,알랭 베이글,피네건 올드필드"
78,"컴, 투게더",2017-05-11,"1,566,000",0.0%,"6,572,900",174,866,1,1,한국,한국,비아신 픽처스,"스토리 너머,파인스토리",15세이상관람가,드라마,신동일,"이혜은,임형국,채빈"
79,다운 바이 로,,"1,263,500",0.0%,"5,575,400",170,773,2,9,미국,"미국,독일",,(주)영화사 안다미로,15세이상관람가,"드라마,코미디",짐 자무쉬,"톰 웨이츠,존 루리,로베르토 베니니,니콜레타 브라스치,엘렌 바킨,로케츠 레드글레어"
79,다음 침공은 어디?,2016-09-08,"850,000",0.0%,"153,133,700",170,"20,136",1,1,미국,미국,,판씨네마(주),15세이상관람가,다큐멘터리,마이클 무어,
81,로건,2017-03-01,"1,168,000",0.0%,"18,391,060,223",168,"2,169,109",2,6,미국,미국,,이십세기폭스코리아(주),청소년관람불가,"액션,SF",제임스 맨골드,"휴 잭맨,패트릭 스튜어트,보이드 홀브룩,스테판 머천트,리차드 E. 그랜트,에릭 라 살,엘리스 닐"
82,여름이야기,1998-06-13,"1,224,000",0.0%,"3,446,000",165,493,1,1,프랑스,프랑스,,,고등학생이상관람가,드라마,에릭 로메르,"아만다 랑글렛,멜빌 푸포"
83,콜로설,2017-04-20,"1,397,000",0.0%,"114,891,100",160,"14,661",7,36,캐나다,"캐나다,스페인",,(주)드림팩트엔터테인먼트,12세이상관람가,"액션,코미디,SF",나초 비갈론도,"앤 해서웨이,댄 스티븐스"
84,나인송즈:오리지널,,"1,205,000",0.0%,"1,205,000",155,155,1,3,영국,영국,,,,"멜로/로맨스,드라마",마이클 윈터바텀,
84,오직 사랑하는 이들만이 살아남는다,2014-01-09,"1,247,500",0.0%,"263,150,343",155,"34,891",2,5,영국,"영국,독일,미국,프랑스",,찬란,15세이상관람가,"드라마,멜로/로맨스",짐 자무시,"톰 히들스턴,틸다 스윈튼,미아 와시코브스카,존 허트,안톤 옐친"
86,해변의 폴린느,,"1,144,000",0.0%,"4,037,000",153,584,1,1,프랑스,프랑스,,,,드라마,에릭 로메르,
87,쇠파리,2017-05-25,"1,208,000",0.0%,"1,208,000",151,151,1,1,한국,한국,"사단법인 한국영화인총연합회 대구경북지회,(주)무비포지",(주)영화사 그램,15세이상관람가,"범죄,드라마",안철호,"김진우,이연두,정인기,김희정"
87,이터너티,2017-05-18,"1,208,000",0.0%,"6,310,900",151,806,1,1,프랑스,프랑스,,(주)라이크 콘텐츠,12세이상관람가,멜로/로맨스,트란 안 홍,"멜라니 로랑,오드리 토투,베레니스 베조,제레미 레니에,펠릭스 보쉬"
89,문라이트,2017-02-22,"1,121,000",0.0%,"1,402,329,695",149,"177,316",2,10,미국,미국,,CGV아트하우스,15세이상관람가,드라마,배리 젠킨스,"트레반트 로즈,앙드레 홀랜드,나오미 해리스"
90,사운드 오브 뮤직,1978-02-04,"410,500",0.0%,"101,227,100",148,"22,688",1,5,미국,미국,이십세기폭스필름코퍼레이션,"(주)팝엔터테인먼트,이십세기폭스코리아(주)","연소자관람가,전체관람가","드라마,뮤지컬",로버트 와이즈,"줄리 앤드류스,크리스토퍼 플러머"
91,레네트와 미라벨의 네가지 모험,,"1,031,000",0.0%,"4,290,000",147,655,1,1,프랑스,프랑스,,,12세이상관람가,,에릭 로메르,
92,24시간 파티하는 사람들,,"1,129,500",0.0%,"1,129,500",139,139,1,3,영국,영국,,,,"코미디,드라마",마이클 윈터바텀,"스티브 쿠건,레니 제임스,셜리 헨더슨"
93,헤븐허스트,2017-05-04,"849,000",0.0%,"849,000",130,130,1,7,미국,미국,,(주)투윈글로벌,청소년관람불가,"공포(호러),미스터리,스릴러",앤드류 C. 어린,
94,미망인,1955-12-10,"339,000",0.0%,"1,995,000",113,751,1,2,한국,한국,,,청소년관람불가,"드라마,멜로/로맨스",박남옥,이민자
95,쿵푸 요가,2017-03-29,"784,000",0.0%,"91,563,500",112,"12,048",1,2,중국,"중국,인도",,브릿지웍스 엔터테인먼트(주),12세이상관람가,"액션,어드벤처,코미디",당계례,"성룡,레이"
96,내 여자친구의 남자친구,,"812,000",0.0%,"4,290,000",111,652,1,1,프랑스,프랑스,,,,코미디,에릭 로메르,"엠마뉴엘 샤울렛,프랑수아-에릭 장드롱"
97,내 아내와 결혼해 주세요,2017-05-18,"864,000",0.0%,"1,244,000",108,184,1,1,일본,일본,,(주)스마일이엔티,전체관람가,"멜로/로맨스,드라마",미야케 요시시게,"오다 유지,요시다 요,하라다 타이조,다카시마 레이코,마시마 히데카즈"
98,랜드 오브 마인,2017-04-06,"671,000",0.0%,"95,691,400",106,"12,755",2,7,덴마크,"덴마크,독일",,"(주)싸이더스,아이 엠",15세이상관람가,"드라마,전쟁",마틴 잔드블리엣,"미켈 보엘 폴스라르,루이스 호프만,조엘 바스만"
99,라이프,2017-04-05,"570,000",0.0%,"3,791,748,210",104,"459,984",2,2,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,"SF,스릴러",다니엘 에스피노사,"제이크 질렌할,레베카 퍼거슨,라이언 레놀즈,사나다 히로유키,앨리욘 버케어,올가 디호비치나야"
100,마이클 콜린스,1997-01-18,"526,000",0.0%,"526,000",101,101,1,2,미국,미국,게펜픽처스,,고등학생이상관람가,드라마,닐 조단,"리암 니슨,줄리아 로버츠"
100,미워도 다시 한번 '80,1980-06-21,"202,000",0.0%,"4,374,000",101,"2,187",1,16,한국,한국,한림영화,,국민학생관람불가,"드라마,멜로/로맨스",변장호,"윤일봉,김영란,김윤경,김희라"
100,아프리카의 여왕,,"202,000",0.0%,"9,496,000",101,"4,676",1,8,미국,미국,,,,"드라마,멜로/로맨스,코미디,전쟁,어드벤처",존 휴스턴,
103,모드 집에서의 하룻밤,,"709,000",0.0%,"3,713,000",100,579,1,1,프랑스,프랑스,,,,드라마,에릭 로메르,
104,행복 목욕탕,2017-03-23,"799,000",0.0%,"168,443,600",97,"21,714",2,9,일본,일본,,(주)디스테이션,12세이상관람가,"가족,드라마",나카노 료타,"미야자와 리에,스기사키 하나,오다기리 조,이토 아오이"
