순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
16,레터스 투 갓,2016-02-25,51830500 ,0.003,273044800 ,8288 ,41521 ,37 ,211 ,미국,미국,,(주)모멘텀엔터테인먼트,전체관람가,"가족,드라마",데이빗 닉슨,"태너 맥과이어,제프리 존슨"
17,대니쉬 걸,2016-02-17,54119600 ,0.003,1012037184 ,6580 ,126552 ,37 ,354 ,미국,"미국,영국",,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,드라마,톰 후퍼,"에디 레드메인,알리시아 비칸데르,엠버 허드,벤 위쇼"
18,리턴 투 센더,2016-03-10,44982500 ,0.002,45990500 ,5740 ,5866 ,142 ,1535 ,미국,미국,,(주)디스테이션,15세이상관람가,"범죄,스릴러",포아드 미카티,"로자먼드 파이크,실로 페르난데즈,닉 놀테"
19,남과 여,2016-02-25,29769000 ,0.002,1639750033 ,3758 ,202380 ,31 ,257 ,한국,한국,(주)영화사봄,(주)쇼박스,청소년관람불가,멜로/로맨스,이윤기,"전도연,공유,이미소,정선경,윤세아,김혜옥,박민지,전준호,오정완,조희,윤신혜,이보영,이상희"
20,좋아해줘,2016-02-17,24223500 ,0.001,6562187837 ,3069 ,846603 ,24 ,210 ,한국,한국,"리양필름주식회사,(주)제이케이필름",씨제이이앤엠(주),12세이상관람가,"멜로/로맨스,코미디",박현진,"이미연,최지우,김주혁,유아인,강하늘,이솜,하석진,지윤호,한재영,선주아,이춘우,이한승,이현서,장원진,전호성,송창현,이서연,이성진,이승연"
21,트윈스터즈,2016-03-03,21017600 ,0.001,107279500 ,2612 ,13443 ,33 ,285 ,미국,"미국,프랑스,한국,영국",,CGV아트하우스,12세이상관람가,다큐멘터리,"사만다 푸터먼,라이언 미야모토","사만다 푸터먼,아나이스 보르디에"
22,캐롤,2016-02-04,21893000 ,0.001,2590462916 ,2606 ,312776 ,18 ,145 ,미국,"미국,영국",,CGV아트하우스,청소년관람불가,드라마,토드 헤인즈,"케이트 블란쳇,루니 마라,카일 챈들러,제이크 레이시,사라 폴슨"
23,글로리데이,2016-03-24,18635000 ,0.001,21459800 ,2465 ,2763 ,3 ,10 ,한국,한국,(주)보리픽쳐스,(주)엣나인필름,15세이상관람가,드라마,최정열,"지수,김준면,류준열,김희찬,김동완,김종수,문희경,유하복,이주실,이춘우,장시원,박성인,정다연,배연수,정지상,안병래,여기한,조제웅,유승완,윤기현,윤민영,이상희,이성훈,최승민,한보람,김용"
24,사울의 아들,2016-02-25,14939700 ,0.001,168458900 ,1905 ,20942 ,23 ,150 ,헝가리,헝가리,,그린나래미디어(주),청소년관람불가,드라마,라즐로 네메스,게자 뢰리히
25,"열차 안의 낯선 자들, 의혹의 전망차",,3718000 ,0,3718000 ,1844 ,1844 ,1 ,20 ,미국,미국,,,12세관람가,"범죄,미스터리,멜로/로맨스,스릴러",알프레드 히치콕,"팔리 그레인저,루스 로만,로버트 워커"
26,바다 탐험대 옥토넛 시즌4: 빙하탐험선S,2016-02-25,10124500 ,0.001,358580500 ,1804 ,60473 ,20 ,79 ,영국,영국,,와이드 릴리즈(주),전체관람가,애니메이션,다라 오코넬,"하성용,정재헌,엄상현,윤승희,김정은"
27,순정,2016-02-24,13858000 ,0.001,1726787533 ,1751 ,238689 ,12 ,75 ,한국,한국,(주)주피터필름,(주)리틀빅픽쳐스,12세이상관람가,드라마,이은희,"도경수,김소현,연준석,이다윗,주다영,박용우,박해준,김지호,이범수,이대연,황석정,박정민,김권,오유진,박충선,조우람,최민석"
28,무스탕: 랄리의 여름,2016-03-17,13548000 ,0.001,32159000 ,1721 ,4267 ,6 ,9 ,프랑스,"프랑스,독일,터키,카타르",,"(주)미로스페이스,THE 픽쳐스",15세이상관람가,드라마,데니즈 겜즈 에르구벤,"에롤 아프신,구네스 센소이"
29,오 마이 그랜파,2016-03-17,12083000 ,0.001,16815000 ,1581 ,2257 ,25 ,34 ,미국,미국,,판씨네마(주),청소년관람불가,코미디,댄 마저,"로버트 드니로,잭 에프런"
30,설행_눈길을 걷다,2016-03-03,8612500 ,0,41171200 ,1202 ,5478 ,36 ,311 ,한국,한국,(주)인스터,(주)인디플러그,15세이상관람가,드라마,김희정,"김태훈,박소담,최무성,김중기,송현영,이선주"
31,굿바이 버클리,2016-03-10,7874000 ,0,12157000 ,1037 ,1575 ,16 ,142 ,미국,미국,,(주)영화사 진진,15세이상관람가,드라마,다니엘 엘그란트,"펜 바드글리,벤 로젠필드,이모겐 푸츠,윌리엄 새들러"
32,일사각오,2016-03-17,7824000 ,0,7824000 ,978 ,978 ,2 ,5 ,한국,한국,KBS,파이오니아21,12세이상관람가,드라마,"권혁만,고문안","이지형,설지윤,서광재"
33,히로인 실격,,7702500 ,0,19521100 ,953 ,2372 ,11 ,55 ,일본,일본,,(주)엔케이컨텐츠,12세이상관람가,"코미디,멜로/로맨스",하나부사 츠토무,"키리타니 미레이,야마자키 켄토"
34,멜리스,2016-02-11,7416000 ,0,90914800 ,927 ,11484 ,8 ,9 ,한국,한국,(주)라임오렌지팩토리,(주)드림팩트엔터테인먼트,15세이상관람가,"공포(호러),스릴러",김용운,"홍수아,임성언,양명헌,김하유,최초우,현봉식,조한선,조덕제,여호민,이창해,정다호,정부자,이윤선"
35,쿵푸팬더3,2016-01-28,6707000 ,0,31338678556 ,905 ,3984546 ,11 ,25 ,미국,미국,드림웍스 애니메이션,씨제이이앤엠(주),전체관람가,"애니메이션,액션,어드벤처","여인영,알레산드로 칼로니","잭 블랙,안젤리나 졸리,더스틴 호프만,성룡,세스 로건,루시 리우,데이빗 크로스,J.K. 시몬스"
36,소년 파르티잔,2016-03-10,6065800 ,0,10084800 ,810 ,1372 ,20 ,157 ,호주,호주,,찬란,15세이상관람가,"드라마,스릴러",아리엘 클레이만,"뱅상 카셀,제레미 샤브리엘"
37,대호,2015-12-16,2311000 ,0,13489904632 ,769 ,1762742 ,1 ,15 ,한국,한국,(주)사나이픽처스,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,사극,박훈정,"최민식,정만식,김상호,성유빈,오스기 렌,정석원,김홍파,라미란,이은우,현승민,우정국,박인수,김진혁,양준호,양호성,윤성민,이상민,장한별,주창욱,남연우,유재명,박지환"
38,모정에 우는 두 아들,,1531000 ,0,10814000 ,763 ,5368 ,1 ,12 ,한국,한국,남화,,전체관람가,멜로/로맨스,이일수,"김지미,김희라,장동휘,이순재"
39,산하고인,2016-03-10,5473000 ,0,7582000 ,715 ,1013 ,26 ,168 ,중국,"중국,프랑스,일본",,(주)에스와이코마드,12세이상관람가,드라마,지아 장 커,"자오 타오,장애가"
40,레버넌트: 죽음에서 돌아온 자,2016-01-14,5372000 ,0,16104154130 ,695 ,2006638 ,9 ,29 ,미국,미국,,이십세기폭스코리아(주),15세이상관람가,"어드벤처,드라마",알레한드로 곤잘레스 이냐리투,"레오나르도 디카프리오,톰 하디"
41,마가렛트 여사의 숨길 수 없는 비밀,2016-03-17,4765000 ,0,8618000 ,674 ,1176 ,3 ,5 ,프랑스,"프랑스,체코,벨기에",,그린나래미디어(주),15세이상관람가,드라마,자비에 지아놀리,"캐서린 프로트,크리스타 테렛,앙드레 마르콩"
42,애수,,1337000 ,0,30960500 ,660 ,13785 ,1 ,8 ,미국,미국,,,전체관람가,"드라마,전쟁,멜로/로맨스",머빈 르로이,"비비안 리,로버트 테일러"
43,헤이트풀8,2016-01-07,3629000 ,0,1002744400 ,633 ,121081 ,6 ,21 ,미국,미국,,(주)누리픽쳐스,청소년관람불가,"액션,스릴러,서부극(웨스턴)",쿠엔틴 타란티노,"사무엘 L. 잭슨,커트 러셀,제니퍼 제이슨 리,월튼 고긴스,데미안 비쉬어,팀 로스,마이클 매드슨,브루스 던,채닝 테이텀"
44,땡볕,1985-08-01,1240000 ,0,2024000 ,620 ,1012 ,1 ,10 ,한국,한국,(주)화천공사,,연소자관람불가,"드라마,사극",하명중,"박종설,하명중,조용원,이혜영"
45,해어화,2016-04-13,4348000 ,0,4348000 ,612 ,612 ,2 ,4 ,한국,한국,더램프(주),롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"사극,드라마",박흥식,"한효주,유연석,천우희,박성웅,장영남,이한위,류혜영,김수안,차지연,장인섭,박찬미,장희선,박효빈,송동규,송승환,양재준,천영암,이규정,이민준,이서연,이성우,이은주,최혁준"
46,빅쇼트,2016-01-21,3993000 ,0,3618641707 ,609 ,446188 ,8 ,26 ,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,드라마,아담 맥케이,"크리스찬 베일,스티브 카렐,라이언 고슬링,브래드 피트"
47,로맨스 빠빠,1960-01-28,1196000 ,0,7498000 ,598 ,3741 ,1 ,8 ,한국,한국,신필름,,15세이상관람가,"드라마,멜로/로맨스",신상옥,"신성일,주증녀,최은희,최은희"
48,무간도,2003-02-21,2950000 ,0,6403000 ,590 ,1020 ,2 ,4 ,홍콩,홍콩,,"(주)디스테이션,태창엔터테인먼트(주)","12세이상관람가,12세관람가","액션,범죄","유위강,맥조휘","유덕화,양조위"
49,수색역,2016-03-31,4907000 ,0,4907000 ,587 ,587 ,2 ,3 ,한국,한국,영화사 만화경,주식회사 씨네룩스,청소년관람불가,"드라마,액션,범죄",최승연,"맹세창,공명,이진성,이태환,김시은,박혜진,안현정"
50,뷰티풀 프래니,2016-03-17,4115000 ,0,4115000 ,560 ,560 ,2 ,6 ,미국,미국,,와이드 릴리즈(주),15세이상관람가,드라마,앤드류 렌지,"리차드 기어,다코타 패닝,테오 제임스"
51,너는 착한 아이,2016-03-24,3950000 ,0,7320000 ,497 ,921 ,2 ,5 ,일본,일본,,(주)디스테이션,전체관람가,드라마,오미보,"코라 켄고,오노 마치코,이케와키 치즈루"
52,붕붕 달려라 깜이,2016-03-24,4464000 ,0,4464000 ,496 ,496 ,2 ,2 ,독일,독일,,예지림엔터테인먼트,전체관람가,애니메이션,"우테 폰 뮌쇼폴,잔도르 예세","남도형,서원석,김경희,허정도"
53,코만체로스,,846000 ,0,1492000 ,423 ,746 ,1 ,6 ,미국,미국,,,,"액션,서부극(웨스턴)",마이클 커티즈,"존 웨인,스튜어트 휘트먼"
54,고양이는 불러도 오지 않는다,2016-06-09,3532900 ,0,9679600 ,419 ,1156 ,6 ,30 ,일본,일본,,(주)디스테이션,전체관람가,드라마,야마모토 토루,"카자마 슌스케,츠루노 타케시,마츠오카 마유"
55,스파이 브릿지,2015-11-05,3167000 ,0,2062654278 ,401 ,266493 ,2 ,4 ,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"스릴러,드라마",스티븐 스필버그,"톰 행크스,마크 라이런스,오스틴 스토웰"
56,섬. 사라진 사람들,2016-03-03,2981000 ,0,162050200 ,387 ,20109 ,11 ,73 ,한국,한국,시네마팩토리,(주)콘텐츠판다,15세이상관람가,스릴러,이지승,"박효주,배성우,이현욱,류준열,최일화,마동석,가심현,가심현,윤지영,이보림,이성욱,권유진"
57,월터 교수의 마지막 강의,2016-03-17,2822000 ,0,4262000 ,382 ,562 ,2 ,6 ,미국,미국,,주식회사 씨네룩스,청소년관람불가,드라마,팀 블레이크 넬슨,"샘 워터스톤,크리스틴 스튜어트,그레첸 몰,글렌 클로즈,코리 스톨,팀 블레이크 넬슨"
58,파리의 연인,,749000 ,0,8993000 ,372 ,4474 ,1 ,5 ,미국,미국,파라마운트 픽쳐스,,15세관람가,"멜로/로맨스,코미디,뮤지컬",스탠리 도넌,"오드리 헵번,프레드 아스테어"
59,연평해전,2015-06-24,1113000 ,0,45564341330 ,371 ,6044155 ,1 ,8 ,한국,한국,(주)로제타시네마,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,김학순,"김무열,진구,김율호,이현우,이완,이청아,천민희,이한종,박찬희,박혜준,최순조,최승준,최종환,송재호,유형균,박정학,이철민,김강일"
59,"조제, 호랑이 그리고 물고기들",2004-10-29,3395000 ,0,362392000 ,371 ,56174 ,1 ,2 ,일본,일본,아스믹에이스엔터테인먼트,"(주)프레인글로벌,(주)스폰지이엔티","15세관람가,15세이상관람가",드라마,이누도 잇신,"츠마부키 사토시,이케와키 치즈루"
61,무림신공 : 황금봉의 전사,2016-03-10,1730000 ,0,1730000 ,346 ,346 ,5 ,35 ,인도네시아,인도네시아,,(주)더블앤조이픽쳐스,15세이상관람가,액션,이파 이스판샤,"크리스틴 하킴,타라 바스로"
62,한여름의 판타지아,2015-06-11,2591000 ,0,282857558 ,340 ,36445 ,2 ,5 ,한국,"한국,일본",모쿠슈라,㈜인디스토리,전체관람가,드라마,장건재,"김새벽,이와세 료,임형국"
62,"헤일, 시저!",2016-03-24,2078000 ,0,2078000 ,340 ,340 ,1 ,2 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"코미디,드라마","에단 코엔,조엘 코엔","조지 클루니,조슈 브롤린,스칼렛 요한슨,랄프 파인즈,채닝 테이텀,틸다 스윈튼,엘든 이렌리치,조나 힐"
64,존 웨인의 기병대,,634000 ,0,8976000 ,332 ,4247 ,1 ,6 ,미국,미국,,,12세이상관람가,"어드벤처,전쟁",존 포드,"존 웨인,윌리엄 홀덴,콘스탄스 타워스"
65,아노말리사,2016-03-30,2926500 ,0,4761500 ,331 ,569 ,9 ,9 ,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"애니메이션,코미디,판타지","찰리 카우프만,듀크 존슨","데이빗 듈리스,제니퍼 제이슨 리,톰 누난"
66,영웅본색 2,1988-07-22,2789500 ,0,16484000 ,322 ,4250 ,10 ,65 ,홍콩,홍콩,,(유)조이앤시네마,"고등학생이상관람가,15세이상관람가","액션,범죄",오우삼,"주윤발,장국영,적룡,석천"
67,아이돌 섹스 스캔들,2016-03-16,1675000 ,0,1675000 ,308 ,308 ,19 ,19 ,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,야마삐,주희
68,나이트 크롤러,2015-02-26,2448000 ,0,453987300 ,306 ,56281 ,1 ,1 ,미국,미국,,(주)스톰픽쳐스코리아,청소년관람불가,"범죄,드라마,스릴러",댄 길로이,"제이크 질렌할,빌 팩스톤"
68,라스트 홈,2016-04-07,2754000 ,0,3410000 ,306 ,388 ,1 ,1 ,미국,미국,,(주)브리즈픽처스,15세이상관람가,드라마,라민 바흐러니,"앤드류 가필드,마이클 섀넌,로라 던"
70,초원의 빛,1972-03-18,604000 ,0,30639000 ,302 ,15229 ,1 ,4 ,미국,미국,워너 브러더스 픽쳐스,,,"멜로/로맨스,드라마",엘리아 카잔,"워렌 비티,나탈리 우드"
71,바닷마을 다이어리,2015-12-17,2075000 ,0,818776384 ,287 ,99778 ,3 ,10 ,일본,일본,,(주)티캐스트,12세이상관람가,드라마,고레에다 히로카즈,"아야세 하루카,나가사와 마사미,카호,히로세 스즈,카세 료"
72,브루클린,2016-04-21,1808500 ,0,1808500 ,285 ,285 ,3 ,4 ,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"드라마,멜로/로맨스",존 크로울리,"시얼샤 로넌,돔놀 글리슨"
73,친구 누나,2016-03-10,1569000 ,0,1574000 ,279 ,280 ,21 ,27 ,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,채길병,"박초현,김성환,주인철,소윤,홍두리"
74,여자의 일생,1993-05-28,520000 ,0,520000 ,267 ,267 ,1 ,4 ,한국,한국,(주)동아수출공사,,연소자관람불가,"멜로/로맨스,드라마",박호태,"한영수,최수지"
75,스팔타카스,1974-01-23,511000 ,0,6456000 ,266 ,3224 ,1 ,4 ,미국,미국,브라이나프로덕션즈,,,"드라마,액션,사극",스탠리 큐브릭,"커크 더글라스,로렌스 올리비에"
76,헝거,2016-03-17,1701000 ,0,3915000 ,258 ,558 ,2 ,3 ,영국,"영국,아일랜드",,오드,청소년관람불가,드라마,스티브 맥퀸,"마이클 패스벤더,브라이언 밀리건"
77,부활,2016-03-17,1542000 ,0,5788000 ,257 ,937 ,1 ,1 ,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,케빈 레이놀즈,"조셉 파인즈,톰 펠튼"
78,바쿠만,2016-04-21,2101000 ,0,7186200 ,251 ,862 ,5 ,13 ,일본,일본,,(주)디스테이션,12세이상관람가,드라마,오오네 히토시,"사토 타케루,카미키 류노스케,소메타니 쇼타,코마츠 나나"
79,고양이 사무라이 2,2016-03-10,1973500 ,0,1973500 ,245 ,245 ,8 ,34 ,일본,일본,,(주)영화사 안다미로,12세이상관람가,"코미디,드라마,액션",와타나베 타케시,"키타무라 카즈키,리리코"
80,기적,1972-12-23,484000 ,0,14911558 ,242 ,8624 ,1 ,6 ,미국,미국,워너 브러더스 픽쳐스,,중학생이상관람가,"멜로/로맨스,전쟁",어빙 래퍼,로저 무어
81,마음이 외치고 싶어해,2016-03-30,1312000 ,0,1312000 ,241 ,241 ,1 ,3 ,일본,일본,,스튜디오 프로그레시브 인큐베이터,12세이상관람가,애니메이션,나가이 타츠유키,
82,블라인드,2016-03-31,1456000 ,0,1456000 ,227 ,227 ,2 ,3 ,노르웨이,노르웨이,,홀리가든,청소년관람불가,드라마,에스킬 보그트,"엘렌 도릿 피터슨,헨릭 라파엘슨"
83,대장 부리바,1973-06-29,452000 ,0,20757000 ,226 ,10287 ,1 ,4 ,미국,미국,,,12세이상관람가,"전쟁,액션,어드벤처,드라마,멜로/로맨스",J. 리 톰슨,"토니 커티스,율 브린너"
84,독도의 영웅들,2016-02-18,674000 ,0,8460000 ,218 ,1561 ,1 ,3 ,한국,한국,퓨어웨이픽쳐스,퓨어웨이픽쳐스,12세이상관람가,다큐멘터리,권순도,"김승헌,김찬형,김철민,박지현,왕진성,정수환,채종규"
85,33,2016-04-07,1455000 ,0,1455000 ,217 ,217 ,1 ,3 ,미국,"미국,칠레",,(주)나이너스엔터테인먼트,12세이상관람가,드라마,패트리시아 리건,"안토니오 반데라스,로드리고 산토로,줄리엣 비노쉬"
86,카발레리아 루스티카나 & 팔리아치,2016-03-13,5332500 ,0,5332500 ,213 ,213 ,9 ,14 ,독일,독일,,(주)케빈앤컴퍼니,12세이상관람가,공연,필립 슈톨츨,
87,오텔로,2016-03-05,4728000 ,0,10530000 ,211 ,453 ,6 ,10 ,미국,미국,,(주)인스터피씨엠,전체관람가,공연,바틀렛 셔,
88,매드 맥스: 분노의 도로,2015-05-14,1605000 ,0,33282574962 ,208 ,3870632 ,6 ,7 ,미국,"미국,호주",,워너브러더스 코리아(주),15세이상관람가,"액션,어드벤처,스릴러",조지 밀러,"톰 하디,샤를리즈 테론,니콜라스 홀트,조 크라비츠,로지 헌팅턴-휘틀리,라일리 코프,메간 게일,애비 리,코트니 이튼"
89,쇼생크 탈출,1995-02-04,1409000 ,0,66142500 ,207 ,8800 ,3 ,18 ,미국,미국,"캐슬 락 엔터테인먼트,콜럼비아 픽쳐스 코포레이션",THE 픽쳐스,"고등학생이상관람가,15세이상관람가",드라마,프랭크 다라본트,"팀 로빈스,모건 프리먼"
89,피스 오브 케이크,2016-03-03,1722000 ,0,5959500 ,207 ,723 ,8 ,25 ,일본,일본,,(주)엔케이컨텐츠,15세이상관람가,멜로/로맨스,타구치 토모로오,"타베 미카코,아야노 고"
91,왕중왕,,354000 ,0,12418000 ,177 ,5965 ,1 ,3 ,미국,미국,,,,드라마,니콜라스 레이,"제프리 헌터,시오반 맥켄나"
92,하나와 미소시루,2016-04-27,1404500 ,0,1404500 ,171 ,171 ,7 ,13 ,일본,일본,,(주)영화사 진진,전체관람가,"가족,드라마",아쿠네 토모아키,"히로스에 료코,타키코 켄이치,아카마츠 에미나"
93,분신사바 3,2016-03-10,850000 ,0,850000 ,170 ,170 ,5 ,17 ,중국,중국,,(주)케이알씨지,15세이상관람가,"공포(호러),스릴러",안병기,"강일연,초준염"
93,소림사: 무림적팔방,2016-03-10,850000 ,0,850000 ,170 ,170 ,5 ,17 ,중국,중국,,(주)케이알씨지,15세이상관람가,액션,해도,"한삭,유관성"
95,낮은데로 임하소서,1982-06-26,336000 ,0,3664000 ,168 ,1807 ,1 ,8 ,한국,한국,(주)화천공사,,연소자관람불가,드라마,이장호,"김지영,나영희,이영호,안성기,신성일"
96,소꿉놀이,2016-02-25,1016200 ,0,13877500 ,166 ,1827 ,6 ,29 ,한국,한국,(주)시네마달,(주)시네마달,전체관람가,다큐멘터리,김수빈,"서지은,정혜림,안수빈,하강웅,김수빈"
97,아오하라이드,2016-03-03,1297000 ,0,5234000 ,160 ,650 ,8 ,23 ,일본,일본,,(주)엔케이컨텐츠,12세이상관람가,"드라마,멜로/로맨스",미키 타카히로,"혼다 츠바사,히가시데 마사히로"
98,무수단,2016-03-03,1052000 ,0,126041400 ,157 ,15870 ,6 ,32 ,한국,한국,골든타이드픽처스(주),오퍼스픽쳐스,15세이상관람가,"미스터리,스릴러",구모,"이지아,김민준,도지한,김동영,오종혁,박유환,정진,박종찬,정의진,최건,유승원"
99,유스,2016-01-07,1030000 ,0,673124600 ,156 ,86463 ,5 ,11 ,이탈리아,"이탈리아,프랑스,스위스,영국",,그린나래미디어(주),15세이상관람가,드라마,파올로 소렌티노,"마이클 케인,하비 케이틀,레이첼 와이즈,폴 다노,제인 폰다"
100,소돔과 고모라,1974-04-25,294000 ,0,2768000 ,147 ,1384 ,1 ,3 ,미국,"미국,이탈리아,프랑스",,,,"드라마,어드벤처,사극",로버트 알드리치,"스튜어트 그랜저,피어 안젤리,아누크 에메"
101,크로닉,2016-04-14,720000 ,0,720000 ,144 ,144 ,1 ,1 ,멕시코,멕시코,,주식회사 씨네룩스,15세이상관람가,드라마,미셸 프랑코,"팀 로스,사라 서덜랜드"
102,이터널 선샤인,2005-11-10,1249500 ,0,3769946292 ,139 ,494688 ,2 ,12 ,미국,미국,포커스피쳐스,"(주)노바미디어,코리아픽쳐스(주)",15세관람가,멜로/로맨스,미셸 공드리,"짐 캐리,케이트 윈슬렛,커스틴 던스트,마크 러팔로,일라이저 우드"
103,쥴 앤 짐,1997-01-04,13600 ,0,7761700 ,136 ,1537 ,1 ,1 ,프랑스,프랑스,르 필름즈 두 카로스,㈜영화사 백두대간,고등학생이상관람가,"드라마,멜로/로맨스",프랑수아 트뤼포,"오스카 베르너,앙리 세르"
104,45년 후,2016-05-05,996500 ,0,5802500 ,134 ,693 ,6 ,6 ,영국,영국,,판씨네마(주),15세이상관람가,"드라마,멜로/로맨스",앤드류 헤이,"샬롯 램플링,톰 커트니"
105,커트 코베인: 몽타주 오브 헥,,655000 ,0,655000 ,131 ,131 ,1 ,2 ,미국,미국,,,,다큐멘터리,브렛 모겐,"커트 코베인,코트니 러브"
